Dates,ANSS
2018-06-20,182.72999572753906
2018-06-21,181.89999389648438
2018-06-25,179.32000732421875
2018-06-22,177.14999389648438
2018-06-26,177.27000427246094
2018-06-27,171.69000244140625
2018-06-28,172.92999267578125
2018-06-29,174.17999267578125
2018-07-02,176.0
2018-07-03,173.33999633789062
2018-07-05,175.3800048828125
2018-07-16,177.7100067138672
2018-09-18,177.14999389648438
2019-01-24,176.4600067138672
2019-09-05,176.69000244140625
2018-11-21,180.14999389648438
2020-01-13,179.72000122070312
2020-04-01,178.7899932861328
2020-06-19,180.63999938964844
2019-10-29,180.8800048828125
2020-01-16,180.35000610351562
2020-06-22,178.9199981689453
2018-10-03,177.6300048828125
2018-07-31,175.25999450683594
2019-03-12,177.50999450683594
2019-02-08,176.99000549316406
2019-01-07,174.16000366210938
2018-12-06,168.5
2019-08-19,168.8800048828125
2019-07-18,170.35000610351562
2019-05-15,173.14999389648438
2019-09-20,173.27000427246094
2019-11-01,175.66000366210938
2020-04-07,172.77999877929688
2020-06-25,172.8699951171875
2020-06-16,172.00999450683594
2019-11-04,171.52999877929688
2020-01-22,171.02999877929688
2019-11-07,173.52000427246094
2020-04-13,171.38999938964844
2019-07-01,172.11000061035156
2019-05-30,172.25
2018-08-15,172.52999877929688
2018-10-18,173.9499969482422
2019-03-27,175.0800018310547
2019-01-22,175.67999267578125
2018-12-21,178.10000610351562
2019-09-03,180.27000427246094
2018-11-19,184.10000610351562
2019-08-02,185.6199951171875
2020-01-28,185.3699951171875
2020-04-16,185.97999572753906
2019-11-13,187.32000732421875
2020-01-31,184.30999755859375
2018-12-04,185.1699981689453
2018-11-02,185.4499969482422
2019-07-16,185.57000732421875
2018-08-30,186.7899932861328
2018-10-01,187.5
2019-06-14,188.5
2019-05-13,189.50999450683594
2019-04-11,183.85000610351562
2019-02-06,184.8300018310547
2019-09-18,184.27000427246094
2020-02-03,183.75
2020-04-22,182.47999572753906
2019-11-19,183.3699951171875
2020-02-06,184.99000549316406
2019-11-22,184.97999572753906
2019-03-25,186.39999389648438
2019-02-21,186.67999267578125
2018-12-19,186.0
2018-07-12,182.2100067138672
2018-09-14,182.22000122070312
