Dates,ANSS
2018-06-20,183.47999572753906
2018-06-21,184.9499969482422
2018-06-25,182.39999389648438
2018-06-22,179.0500030517578
2018-06-26,178.83999633789062
2018-06-27,179.72000122070312
2018-06-28,174.2899932861328
2018-06-29,175.33999633789062
2018-07-02,176.7100067138672
2018-07-03,176.89999389648438
2018-07-05,175.4600067138672
2018-07-16,178.05999755859375
2018-09-18,179.89999389648438
2019-01-24,178.33999633789062
2019-09-05,177.5800018310547
2018-11-21,181.0399932861328
2020-01-13,180.75999450683594
2020-04-01,180.72000122070312
2020-06-19,181.10000610351562
2019-10-29,181.49000549316406
2020-01-16,182.0
2020-06-22,180.97999572753906
2018-10-03,179.4199981689453
2018-07-31,179.38999938964844
2019-03-12,177.74000549316406
2019-02-08,178.02999877929688
2019-01-07,179.10000610351562
2018-12-06,174.3300018310547
2019-08-19,170.41000366210938
2019-07-18,171.08999633789062
2019-05-15,173.1999969482422
2019-09-20,173.50999450683594
2019-11-01,175.9199981689453
2020-04-07,176.83999633789062
2020-06-25,174.74000549316406
2020-06-16,174.32000732421875
2019-11-04,171.9499969482422
2020-01-22,172.82000732421875
2019-11-07,173.75999450683594
2020-04-13,173.25
2019-07-01,173.47999572753906
2019-05-30,172.5399932861328
2018-08-15,173.72999572753906
2018-10-18,174.8699951171875
2019-03-27,175.72999572753906
2019-01-22,177.49000549316406
2018-12-21,178.4199981689453
2019-09-03,182.77999877929688
2018-11-19,184.85000610351562
2019-08-02,186.05999755859375
2020-01-28,185.86000061035156
2020-04-16,187.1199951171875
2019-11-13,187.91000366210938
2020-01-31,187.4499969482422
2018-12-04,186.33999633789062
2018-11-02,186.85000610351562
2019-07-16,186.5
2018-08-30,187.3800048828125
2018-10-01,187.89999389648438
2019-06-14,189.66000366210938
2019-05-13,190.4499969482422
2019-04-11,189.6199951171875
2019-02-06,186.8699951171875
2019-09-18,185.9600067138672
2020-02-03,184.80999755859375
2020-04-22,186.50999450683594
2019-11-19,183.49000549316406
2020-02-06,185.42999267578125
2019-11-22,186.58999633789062
