Dates,ANSS
2018-06-20,179.77999877929688
2018-06-21,183.67999267578125
2018-06-25,182.39999389648438
2018-06-22,179.0500030517578
2018-06-26,177.5
2018-06-27,177.83999633789062
2018-06-28,171.5399932861328
2018-06-29,173.3800048828125
2018-07-02,173.4199981689453
2018-07-03,176.89999389648438
2018-07-05,174.42999267578125
2018-07-16,175.16000366210938
2018-09-18,178.41000366210938
2019-01-24,176.52000427246094
2019-09-05,175.4499969482422
2018-11-21,177.8800048828125
2020-01-13,180.1199951171875
2020-04-01,180.3699951171875
2020-06-19,178.52999877929688
2019-10-29,180.9199981689453
2020-01-16,180.33999633789062
2020-06-22,180.24000549316406
2018-10-03,179.1199951171875
2018-07-31,173.3800048828125
2019-03-12,175.91000366210938
2019-02-08,176.4499969482422
2019-01-07,179.10000610351562
2018-12-06,174.11000061035156
2019-08-19,169.74000549316406
2019-07-18,168.5
2019-05-15,170.35000610351562
2019-09-20,170.35000610351562
2019-11-01,172.72000122070312
2020-04-07,174.8000030517578
2020-06-25,173.3800048828125
2020-06-16,173.3000030517578
2019-11-04,171.16000366210938
2020-01-22,171.82000732421875
2019-11-07,172.0500030517578
2020-04-13,172.24000549316406
2019-07-01,172.44000244140625
2019-05-30,172.0399932861328
2018-08-15,172.9499969482422
2018-10-18,172.5399932861328
2019-03-27,173.75999450683594
2019-01-22,175.14999389648438
2018-12-21,176.67999267578125
2019-09-03,179.11000061035156
2018-11-19,180.0
2019-08-02,184.02999877929688
2020-01-28,184.32000732421875
2020-04-16,185.4499969482422
2019-11-13,185.66000366210938
2020-01-31,186.77999877929688
2018-12-04,184.3800048828125
2018-11-02,184.1699981689453
2019-07-16,186.3800048828125
2018-08-30,185.80999755859375
2018-10-01,186.1999969482422
2019-06-14,187.99000549316406
2019-05-13,189.08999633789062
2019-04-11,189.6199951171875
2019-02-06,184.64999389648438
2019-09-18,184.74000549316406
2020-02-03,184.60000610351562
2020-04-22,184.4199981689453
2019-11-19,181.83999633789062
2020-02-06,183.44000244140625
2019-11-22,185.5399932861328
2019-03-25,185.5
2019-02-21,185.9199981689453
2018-12-19,187.02000427246094
2018-07-12,185.80999755859375
2018-09-14,182.91000366210938
2018-08-13,181.60000610351562
2018-10-16,175.38999938964844
2019-07-31,173.32000732421875
2019-05-28,167.49000549316406
2019-04-26,165.50999450683594
2020-04-28,154.5399932861328
2019-11-25,157.14999389648438
2020-02-12,158.4199981689453
2020-05-01,158.3800048828125
2020-05-04,158.88999938964844
2019-06-12,156.8000030517578
2019-04-09,154.6300048828125
2019-03-08,151.30999755859375
2019-02-04,149.16000366210938
2018-07-27,150.64999389648438
2018-08-28,145.5800018310547
2019-01-03,143.63999938964844
2019-08-15,147.6699981689453
2018-10-31,144.02000427246094
2019-09-16,148.19000244140625
2020-02-18,150.00999450683594
2020-05-07,160.5399932861328
2018-08-17,156.44000244140625
2019-12-04,152.89999389648438
2020-02-21,154.13999938964844
2018-12-17,165.38999938964844
2019-08-30,168.75
2018-11-15,165.24000549316406
2019-07-29,160.1199951171875
2019-06-27,160.42999267578125
2019-04-24,155.27999877929688
2018-07-10,158.08999633789062
2018-09-12,158.1300048828125
2019-02-19,147.36000061035156
2019-01-18,152.52000427246094
2020-02-24,150.33999633789062
2020-05-13,152.88999938964844
2019-12-10,153.3300018310547
2020-02-27,153.77000427246094
2019-12-13,159.52999877929688
2020-05-19,159.3000030517578
2019-03-06,166.1699981689453
2018-11-30,161.80999755859375
2019-08-13,154.0800018310547
2019-07-12,157.5399932861328
2019-06-10,152.35000610351562
2019-05-09,157.44000244140625
2018-07-25,157.1199951171875
2018-09-27,157.72000122070312
2018-10-29,153.0
2019-10-16,148.7100067138672
2019-12-16,148.9199981689453
2020-03-04,149.6199951171875
2020-05-22,144.67999267578125
2019-10-01,143.94000244140625
2019-12-19,139.61000061035156
2018-09-10,137.9199981689453
2019-05-24,140.75999450683594
2018-08-09,145.0
2019-04-22,143.9199981689453
2019-03-21,140.19000244140625
2019-01-16,141.16000366210938
2019-08-28,139.49000549316406
2018-11-13,144.0
2018-10-12,148.52999877929688
2019-06-25,148.75999450683594
2020-03-10,151.00999450683594
2020-05-28,151.82000732421875
2019-10-07,153.33999633789062
2020-03-13,153.86000061035156
2019-10-10,156.27000427246094
2020-03-16,156.24000549316406
2020-06-03,159.5500030517578
2018-11-28,161.1300048828125
2018-09-25,161.57000732421875
2018-07-23,158.58999633789062
2018-08-24,160.25
2019-07-10,160.25
2019-05-07,159.9600067138672
2019-04-05,160.25
2019-03-04,162.6699981689453
2019-01-31,164.44000244140625
2019-09-12,167.5399932861328
2019-12-31,169.5
2020-03-19,169.69000244140625
2020-01-03,169.1699981689453
2020-06-09,168.4600067138672
2019-02-15,172.49000549316406
2019-01-14,172.94000244140625
2018-07-06,175.61000061035156
2018-08-07,172.1999969482422
2018-10-10,174.4499969482422
2018-12-13,174.24000549316406
2019-08-26,174.5
2019-07-25,174.5500030517578
2019-05-22,175.3000030517578
2019-03-19,177.38999938964844
2020-01-06,174.66000366210938
2020-03-25,173.94000244140625
2020-06-12,186.0
2019-10-22,179.64999389648438
2020-01-09,182.3800048828125
2020-06-15,179.74000549316406
2019-10-25,178.52000427246094
2020-03-31,177.8699951171875
2020-06-18,177.02000427246094
2019-04-03,177.8699951171875
2018-08-22,179.0500030517578
2018-10-25,182.0
2019-01-29,180.50999450683594
2018-12-28,180.27999877929688
2018-11-26,180.80999755859375
2019-08-09,181.3800048828125
2019-07-08,181.36000061035156
2019-06-06,179.72999572753906
2019-09-10,182.02999877929688
2020-01-15,176.4600067138672
2020-04-03,179.17999267578125
2019-10-31,180.19000244140625
2020-04-06,179.02000427246094
2020-06-24,181.97999572753906
2018-11-09,184.0500030517578
2019-07-23,187.42999267578125
2019-06-21,188.6300048828125
2019-05-20,188.92999267578125
2019-04-18,185.6300048828125
2018-09-06,185.72000122070312
2018-10-08,185.38999938964844
2019-02-13,186.88999938964844
2018-12-11,187.75999450683594
2019-09-25,189.8000030517578
2020-01-21,189.8300018310547
