Dates,VTR
2018-06-20,54.81999969482422
2018-06-21,55.29999923706055
2018-06-25,55.720001220703125
2018-06-22,56.400001525878906
2018-06-26,56.22999954223633
2018-06-27,56.459999084472656
2018-06-28,57.47999954223633
2018-06-29,57.31999969482422
2018-07-02,57.25
2018-07-03,58.68000030517578
2018-07-05,58.81999969482422
2018-07-16,59.27000045776367
2018-09-18,59.209999084472656
2019-01-24,59.029998779296875
2019-09-05,59.029998779296875
2018-11-21,58.599998474121094
2020-01-13,58.869998931884766
2020-04-01,58.45000076293945
2020-06-19,58.599998474121094
2019-10-29,58.099998474121094
2020-01-16,58.45000076293945
2020-06-22,58.290000915527344
2018-10-03,58.41999816894531
2018-07-31,57.9900016784668
2019-03-12,58.619998931884766
2019-02-08,58.5099983215332
2019-01-07,57.95000076293945
2018-12-06,55.5
2019-08-19,56.880001068115234
2019-07-18,56.88999938964844
2019-05-15,57.189998626708984
2019-09-20,58.34000015258789
2019-11-01,58.349998474121094
2020-04-07,58.529998779296875
2020-06-25,58.77000045776367
2020-06-16,58.150001525878906
2019-11-04,57.849998474121094
2020-01-22,57.130001068115234
2019-11-07,57.79999923706055
2020-04-13,58.849998474121094
2019-07-01,58.939998626708984
2019-05-30,59.689998626708984
2018-08-15,59.97999954223633
2018-10-18,59.369998931884766
2019-03-27,59.2599983215332
2019-01-22,59.810001373291016
2018-12-21,59.18000030517578
2019-09-03,58.7599983215332
2018-11-19,59.709999084472656
2019-08-02,59.93000030517578
2020-01-28,60.0
2020-04-16,60.41999816894531
2019-11-13,60.15999984741211
2020-01-31,60.209999084472656
2018-12-04,60.2599983215332
2018-11-02,59.849998474121094
2019-07-16,59.70000076293945
2018-08-30,59.369998931884766
2018-10-01,59.369998931884766
2019-06-14,59.349998474121094
2019-05-13,58.810001373291016
2019-04-11,58.630001068115234
2019-02-06,58.58000183105469
2019-09-18,57.689998626708984
2020-02-03,57.20000076293945
2020-04-22,56.810001373291016
2019-11-19,56.09000015258789
2020-02-06,54.970001220703125
2019-11-22,54.5
2019-03-25,54.279998779296875
2019-02-21,54.400001525878906
2018-12-19,54.4900016784668
2018-07-12,54.369998931884766
2018-09-14,53.7400016784668
2018-08-13,52.959999084472656
2018-10-16,53.56999969482422
2019-07-31,54.33000183105469
2019-05-28,54.439998626708984
2019-04-26,55.380001068115234
2020-04-28,55.040000915527344
2019-11-25,53.81999969482422
2020-02-12,54.38999938964844
2020-05-01,55.33000183105469
2020-05-04,55.58000183105469
2019-06-12,55.81999969482422
2019-04-09,56.16999816894531
2019-03-08,56.630001068115234
2019-02-04,55.91999816894531
2018-07-27,57.040000915527344
2018-08-28,57.189998626708984
2019-01-03,58.16999816894531
2019-08-15,57.459999084472656
2018-10-31,59.0
2019-09-16,58.77000045776367
2020-02-18,58.61000061035156
2020-05-07,57.790000915527344
2018-08-17,58.7599983215332
2019-12-04,59.0
2020-02-21,59.619998931884766
2018-12-17,59.88999938964844
2019-08-30,60.27000045776367
2018-11-15,60.81999969482422
2019-07-29,60.849998474121094
2019-06-27,60.70000076293945
2019-04-24,60.43000030517578
2018-07-10,61.5
2018-09-12,61.880001068115234
