Dates,CAT
2018-06-20,144.69000244140625
2018-06-21,142.38999938964844
2018-06-25,142.5
2018-06-22,138.97999572753906
2018-06-26,137.3300018310547
2018-06-27,139.4600067138672
2018-06-28,136.72000122070312
2018-06-29,137.85000610351562
2018-07-02,136.42999267578125
2018-07-03,137.35000610351562
2018-07-05,136.08999633789062
2018-07-16,135.86000061035156
2018-09-18,141.0500030517578
2019-01-24,141.86000061035156
2019-09-05,139.38999938964844
2018-11-21,139.72999572753906
2020-01-13,141.25
2020-04-01,140.8800048828125
2020-06-19,139.3300018310547
2019-10-29,141.5
2020-01-16,140.5399932861328
2020-06-22,138.5800018310547
2018-10-03,136.8000030517578
2018-07-31,140.60000610351562
2019-03-12,141.0500030517578
2019-02-08,143.5500030517578
2019-01-07,143.9499969482422
2018-12-06,146.6999969482422
2019-08-19,144.77999877929688
2019-07-18,143.07000732421875
2019-05-15,138.7100067138672
2019-09-20,138.60000610351562
2019-11-01,140.6699981689453
2020-04-07,143.32000732421875
2020-06-25,142.39999389648438
2020-06-16,140.89999389648438
2019-11-04,137.52000427246094
2020-01-22,136.72999572753906
2019-11-07,136.4499969482422
2020-04-13,133.25
2019-07-01,136.5500030517578
2019-05-30,140.2100067138672
2018-08-15,140.5500030517578
2018-10-18,140.9600067138672
2019-03-27,140.6999969482422
2019-01-22,139.1699981689453
2018-12-21,138.5500030517578
2019-09-03,142.3800048828125
2018-11-19,143.77000427246094
2019-08-02,142.58999633789062
2020-01-28,141.47000122070312
2020-04-16,140.22000122070312
2019-11-13,139.0
2020-01-31,141.10000610351562
2018-12-04,141.8699951171875
2018-11-02,142.13999938964844
2019-07-16,142.50999450683594
2018-08-30,142.4499969482422
2018-10-01,144.75
2019-06-14,146.4600067138672
2019-05-13,147.1999969482422
2019-04-11,148.05999755859375
2019-02-06,149.27999877929688
2019-09-18,153.11000061035156
2020-02-03,157.72000122070312
2020-04-22,157.2899932861328
2019-11-19,156.10000610351562
2020-02-06,154.5
2019-11-22,155.14999389648438
2019-03-25,154.0500030517578
2019-02-21,152.91000366210938
2018-12-19,154.5
2018-07-12,155.3800048828125
2018-09-14,159.3699951171875
2018-08-13,158.5500030517578
2018-10-16,156.80999755859375
2019-07-31,153.66000366210938
2019-05-28,152.61000061035156
2019-04-26,149.1699981689453
2020-04-28,145.88999938964844
2019-11-25,144.39999389648438
2020-02-12,143.17999267578125
2020-05-01,143.88999938964844
2020-05-04,143.52000427246094
2019-06-12,140.8000030517578
2019-04-09,136.92999267578125
2019-03-08,133.1300048828125
2019-02-04,122.5
2018-07-27,121.63999938964844
2018-08-28,117.08999633789062
2019-01-03,116.43000030517578
2019-08-15,118.3499984741211
2018-10-31,117.73999786376953
2019-09-16,122.88999938964844
2020-02-18,125.2300033569336
2020-05-07,128.3000030517578
2018-08-17,126.94999694824219
2019-12-04,129.5
2020-02-21,135.22000122070312
2018-12-17,134.6999969482422
2019-08-30,129.60000610351562
2018-11-15,128.41000366210938
2019-07-29,129.7899932861328
2019-06-27,129.0
2019-04-24,130.27999877929688
2018-07-10,131.9199981689453
2018-09-12,129.49000549316406
2019-02-19,123.97000122070312
2019-01-18,126.22000122070312
2020-02-24,124.05000305175781
2020-05-13,125.79000091552734
2019-12-10,124.5999984741211
2020-02-27,130.77999877929688
2019-12-13,130.91000366210938
2020-05-19,135.97000122070312
2019-03-06,142.41000366210938
2018-11-30,138.0800018310547
2019-08-13,128.69000244140625
2019-07-12,129.97999572753906
2019-06-10,124.37000274658203
2019-05-09,127.9800033569336
2018-07-25,127.97000122070312
2018-09-27,129.11000061035156
2018-10-29,127.73999786376953
