Dates,CAT
2018-06-20,143.1300048828125
2018-06-21,139.52999877929688
2018-06-25,139.94000244140625
2018-06-22,136.5800018310547
2018-06-26,135.5399932861328
2018-06-27,134.61000061035156
2018-06-28,136.02999877929688
2018-06-29,135.6699981689453
2018-07-02,136.2899932861328
2018-07-03,133.8300018310547
2018-07-05,135.80999755859375
2018-07-16,135.41000366210938
2018-09-18,140.97000122070312
2019-01-24,141.25
2019-09-05,136.75999450683594
2018-11-21,139.4199981689453
2020-01-13,140.75
2020-04-01,138.0800018310547
2020-06-19,138.9499969482422
2019-10-29,141.1199951171875
2020-01-16,139.4199981689453
2020-06-22,136.82000732421875
2018-10-03,136.27999877929688
2018-07-31,137.97000122070312
2019-03-12,140.47999572753906
2019-02-08,142.5800018310547
2019-01-07,142.55999755859375
2018-12-06,139.75
2019-08-19,143.8000030517578
2019-07-18,138.5399932861328
2019-05-15,138.00999450683594
2019-09-20,138.50999450683594
2019-11-01,139.47999572753906
2020-04-07,142.3800048828125
2020-06-25,139.7100067138672
2020-06-16,138.52000427246094
2019-11-04,135.9199981689453
2020-01-22,135.02000427246094
2019-11-07,134.9199981689453
2020-04-13,132.02000427246094
2019-07-01,136.25999450683594
2019-05-30,139.33999633789062
2018-08-15,138.6699981689453
2018-10-18,139.99000549316406
2019-03-27,139.6300048828125
2019-01-22,136.7899932861328
2018-12-21,138.2100067138672
2019-09-03,142.0399932861328
2018-11-19,142.0
2019-08-02,141.86000061035156
2020-01-28,139.05999755859375
2020-04-16,138.85000610351562
2019-11-13,138.24000549316406
2020-01-31,140.58999633789062
2018-12-04,141.57000732421875
2018-11-02,141.32000732421875
2019-07-16,142.0500030517578
2018-08-30,142.02999877929688
2018-10-01,144.27999877929688
2019-06-14,145.5399932861328
2019-05-13,144.89999389648438
2019-04-11,146.22000122070312
2019-02-06,149.07000732421875
2019-09-18,152.75999450683594
2020-02-03,156.0
2020-04-22,156.3800048828125
2019-11-19,154.0
2020-02-06,154.08999633789062
2019-11-22,153.1699981689453
2019-03-25,152.47000122070312
2019-02-21,152.49000549316406
2018-12-19,152.27999877929688
2018-07-12,154.82000732421875
2018-09-14,158.22000122070312
2018-08-13,156.75
2018-10-16,153.30999755859375
2019-07-31,153.35000610351562
2019-05-28,149.4600067138672
2019-04-26,143.72000122070312
2020-04-28,140.97000122070312
2019-11-25,142.07000732421875
2020-02-12,141.8000030517578
2020-05-01,143.7100067138672
2020-05-04,141.33999633789062
2019-06-12,135.8000030517578
2019-04-09,131.32000732421875
2019-03-08,128.7100067138672
2019-02-04,118.9800033569336
2018-07-27,112.33999633789062
2018-08-28,115.62999725341797
2019-01-03,115.05000305175781
2019-08-15,113.9800033569336
2018-10-31,117.45999908447266
2019-09-16,121.31999969482422
2020-02-18,124.69999694824219
2020-05-07,125.79000091552734
2018-08-17,126.41000366210938
2019-12-04,129.3300018310547
2020-02-21,135.10000610351562
2018-12-17,131.38999938964844
2019-08-30,126.91000366210938
2018-11-15,125.0
2019-07-29,125.95999908447266
2019-06-27,125.0999984741211
2019-04-24,129.4199981689453
2018-07-10,129.9600067138672
2018-09-12,125.9800033569336
2019-02-19,122.2699966430664
2019-01-18,123.87000274658203
2020-02-24,122.31999969482422
2020-05-13,124.80000305175781
2019-12-10,124.5999984741211
2020-02-27,130.77000427246094
2019-12-13,130.22999572753906
2020-05-19,135.6699981689453
2019-03-06,138.9499969482422
2018-11-30,129.32000732421875
2019-08-13,128.3699951171875
2019-07-12,123.55000305175781
2019-06-10,123.38999938964844
2019-05-09,123.23999786376953
2018-07-25,125.37000274658203
2018-09-27,125.9000015258789
2018-10-29,126.7699966430664
2019-10-16,124.47000122070312
2019-12-16,124.2699966430664
2020-03-04,122.33000183105469
2020-05-22,121.55000305175781
2019-10-01,120.06999969482422
2019-12-19,116.94999694824219
2018-09-10,124.76000213623047
2019-05-24,126.66999816894531
2018-08-09,125.61000061035156
2019-04-22,127.06999969482422
2019-03-21,126.37999725341797
2019-01-16,121.51000213623047
2019-08-28,128.14999389648438
2018-11-13,128.22999572753906
2018-10-12,129.77000427246094
2019-06-25,130.27000427246094
2020-03-10,132.9600067138672
2020-05-28,132.10000610351562
2019-10-07,131.8000030517578
2020-03-13,130.69000244140625
2019-10-10,131.66000366210938
2020-03-16,134.5399932861328
2020-06-03,136.60000610351562
2018-11-28,132.24000549316406
2018-09-25,131.82000732421875
2018-07-23,132.72999572753906
2018-08-24,136.86000061035156
2019-07-10,124.37000274658203
2019-05-07,126.52999877929688
2019-04-05,130.11000061035156
2019-03-04,133.16000366210938
2019-01-31,130.91000366210938
2019-09-12,130.8800048828125
2019-12-31,132.0
2020-03-19,130.5399932861328
2020-01-03,128.77999877929688
2020-06-09,128.60000610351562
2019-02-15,128.92999267578125
2019-01-14,132.6699981689453
2018-07-06,133.10000610351562
2018-08-07,132.6199951171875
2018-10-10,136.1999969482422
2018-12-13,135.8000030517578
2019-08-26,140.30999755859375
2019-07-25,138.8800048828125
2019-05-22,138.67999267578125
2019-03-19,141.41000366210938
2020-01-06,137.97999572753906
2020-03-25,139.5800018310547
2020-06-12,137.33999633789062
2019-10-22,137.47000122070312
2020-01-09,138.35000610351562
2020-06-15,137.13999938964844
2019-10-25,134.8300018310547
2020-03-31,132.8000030517578
2020-06-18,131.35000610351562
2019-04-03,133.11000061035156
2018-08-22,132.47999572753906
2018-10-25,133.5
2019-01-29,133.69000244140625
2018-12-28,132.6699981689453
2018-11-26,134.10000610351562
2019-08-09,134.14999389648438
2019-07-08,133.00999450683594
2019-06-06,134.05999755859375
2019-09-10,129.77000427246094
2020-01-15,131.3800048828125
2020-04-03,131.83999633789062
2019-10-31,131.1999969482422
2020-04-06,132.3699951171875
2020-06-24,135.49000549316406
2018-11-09,140.25
2019-07-23,140.19000244140625
2019-06-21,139.25999450683594
2019-05-20,140.1300048828125
2019-04-18,140.36000061035156
2018-09-06,139.82000732421875
2018-10-08,136.35000610351562
2019-02-13,137.52999877929688
2018-12-11,138.8699951171875
2019-09-25,141.1999969482422
2020-01-21,140.25
2020-04-09,142.02999877929688
2019-11-06,142.74000549316406
2020-01-24,143.36000061035156
2020-01-27,142.3800048828125
2020-04-15,142.02999877929688
2018-12-26,137.72999572753906
2019-08-07,136.1300048828125
2019-06-04,139.02999877929688
2018-09-21,139.02000427246094
2018-07-19,139.4199981689453
2018-08-20,138.14999389648438
2018-10-23,135.1699981689453
2019-05-03,139.05999755859375
2019-04-01,136.75999450683594
2019-02-28,133.6699981689453
2019-11-12,131.9499969482422
2020-01-30,131.1999969482422
2019-11-15,131.33999633789062
2020-04-21,125.30000305175781
2019-04-16,127.47000122070312
2019-03-15,127.30000305175781
2019-02-11,126.61000061035156
2019-01-10,122.76000213623047
2019-08-22,122.43000030517578
2018-11-07,124.94999694824219
2018-08-03,123.55999755859375
2018-09-04,122.26000213623047
2019-06-19,122.9000015258789
2019-09-23,121.58999633789062
2019-11-18,121.4800033569336
2020-02-05,121.83999633789062
2020-04-24,119.80999755859375
2019-03-29,120.6500015258789
2019-11-21,122.08000183105469
2020-04-27,123.12000274658203
2020-02-11,123.38999938964844
2020-04-30,124.45999908447266
2019-05-01,125.73999786376953
2019-02-26,127.27999877929688
2019-01-25,127.0999984741211
2018-12-24,127.16999816894531
2019-09-06,127.2300033569336
2018-07-17,127.31999969482422
2018-09-19,130.3300018310547
2019-08-05,130.61000061035156
2019-10-08,133.6300048828125
2019-12-11,133.88999938964844
2019-11-27,134.3699951171875
2020-02-14,133.7100067138672
2020-05-06,135.14999389648438
2019-01-08,135.5
2018-12-07,136.2899932861328
2019-08-20,136.60000610351562
2018-11-05,135.85000610351562
2019-07-19,135.58999633789062
2018-10-04,135.49000549316406
2019-06-17,134.83999633789062
2019-05-16,134.2899932861328
2018-08-01,132.63999938964844
2019-03-13,133.9600067138672
2019-12-03,138.36000061035156
2020-02-20,139.63999938964844
2019-12-06,139.08999633789062
2020-05-12,135.72999572753906
2019-12-09,134.88999938964844
2020-02-26,136.22999572753906
2020-05-15,135.24000549316406
2019-03-28,138.10000610351562
2018-09-17,131.91000366210938
2018-08-16,134.7100067138672
2018-10-19,132.9199981689453
2019-04-29,134.4600067138672
2019-01-23,132.9499969482422
2019-09-04,131.6699981689453
2018-11-20,126.79000091552734
2019-07-02,124.54000091552734
2019-05-31,121.6500015258789
2019-12-12,122.08000183105469
2020-05-18,120.77999877929688
2019-09-27,122.0199966430664
2020-03-03,119.37999725341797
2020-05-21,116.72000122070312
2019-05-14,119.01000213623047
2018-08-31,115.20999908447266
2018-07-30,115.25
2018-10-02,116.43000030517578
2019-04-12,117.36000061035156
2019-03-11,116.66999816894531
2019-02-07,117.68000030517578
2019-07-17,117.88999938964844
2019-09-19,114.05999755859375
2019-10-21,114.41999816894531
2019-12-18,113.37999725341797
2020-03-06,114.86000061035156
2019-10-03,117.7699966430664
2020-03-09,119.0
2020-05-27,117.02999877929688
2019-12-24,119.0999984741211
2020-03-12,122.98999786376953
2018-12-20,122.69999694824219
2019-08-01,127.25
2018-08-14,130.2899932861328
2018-07-13,133.08999633789062
2018-10-17,131.75
2019-05-29,133.77999877929688
2019-03-26,133.14999389648438
2019-02-22,132.1699981689453
2019-10-04,131.07000732421875
2019-11-05,130.1199951171875
2019-12-27,128.16000366210938
2020-06-02,128.4199981689453
2019-12-30,125.98999786376953
2020-03-18,126.61000061035156
2020-06-05,126.38999938964844
2019-07-15,126.58999633789062
2018-12-03,126.30999755859375
2019-06-13,122.37000274658203
2019-01-04,119.95999908447266
2018-08-29,120.04000091552734
2019-02-05,121.04000091552734
2018-11-01,120.25
2019-08-16,117.97000122070312
2019-04-10,119.44000244140625
2019-09-17,122.69000244140625
2019-10-15,128.39999389648438
2020-01-02,128.3800048828125
2020-06-08,131.02999877929688
2019-10-18,130.19000244140625
2020-03-24,132.07000732421875
2020-06-11,130.7100067138672
2020-01-08,132.22999572753906
2019-04-25,133.69000244140625
2019-07-30,135.33999633789062
2019-02-20,133.85000610351562
2018-07-11,139.72999572753906
2018-09-13,140.05999755859375
2018-10-15,141.3300018310547
2019-06-28,140.33999633789062
2018-12-18,137.8000030517578
2018-11-16,144.49000549316406
2019-10-02,146.9199981689453
2020-03-27,146.3699951171875
2020-01-10,145.49000549316406
2019-10-24,147.00999450683594
2020-03-30,148.16000366210938
2020-06-17,148.0
2020-01-14,146.33999633789062
2020-04-02,144.49000549316406
2019-01-02,143.44000244140625
2019-08-14,145.30999755859375
2018-10-30,143.58999633789062
2019-06-11,143.17999267578125
2019-05-10,141.52000427246094
2019-04-08,143.36000061035156
2018-08-27,143.8800048828125
2018-07-26,146.4199981689453
2018-09-28,146.08999633789062
2019-03-07,145.69000244140625
2019-10-30,144.72999572753906
2020-01-17,142.9600067138672
2020-06-23,140.05999755859375
2020-04-08,140.1199951171875
2020-06-26,141.0500030517578
2019-03-22,142.72000122070312
2019-01-17,142.8300018310547
2019-08-29,142.8699951171875
2018-11-14,144.0
2019-06-26,146.77999877929688
2018-09-11,145.52999877929688
2018-07-09,145.36000061035156
2018-08-10,146.3699951171875
2019-04-23,147.1199951171875
2019-09-30,145.02000427246094
2020-01-23,147.57000732421875
2019-11-08,148.5
2020-04-14,147.47999572753906
2019-11-11,148.22000122070312
2020-01-29,148.27999877929688
2020-04-17,147.52000427246094
2018-07-24,147.67999267578125
2018-09-26,150.52999877929688
2019-05-08,148.44000244140625
2019-03-05,148.33999633789062
2019-02-01,146.3800048828125
2018-12-31,147.67999267578125
2018-11-29,147.30999755859375
2019-08-12,146.1300048828125
2019-07-11,146.82000732421875
2019-09-13,146.67999267578125
2019-11-14,145.57000732421875
2020-04-20,147.8699951171875
2020-02-04,147.77999877929688
2020-04-23,145.85000610351562
2018-12-14,142.6300048828125
2019-08-27,142.75
2018-08-08,140.3800048828125
2018-10-11,135.72999572753906
2018-11-12,136.74000549316406
2019-07-26,135.77999877929688
2019-06-24,135.3699951171875
2019-05-23,131.35000610351562
2019-03-20,129.77000427246094
2019-01-15,133.50999450683594
2019-11-20,137.44000244140625
2020-02-07,137.25
2020-02-10,133.3699951171875
2020-04-29,134.32000732421875
2019-11-26,136.19000244140625
2020-02-13,139.58999633789062
2019-01-30,139.72000122070312
2018-08-23,137.99000549316406
2018-09-24,136.5800018310547
2018-11-27,136.86000061035156
2018-10-26,136.92999267578125
2019-07-09,137.2100067138672
2019-06-07,132.1699981689453
2019-05-06,129.0
2019-04-04,128.25
2019-09-11,123.2699966430664
2019-11-29,124.23999786376953
2020-05-05,127.5999984741211
2019-12-02,124.37999725341797
2020-02-19,127.4000015258789
2020-05-08,121.97000122070312
2019-05-21,121.41000366210938
2019-03-18,104.06999969482422
2018-09-07,106.48999786376953
2018-08-06,100.69000244140625
2018-10-09,92.26000213623047
2019-02-14,99.63999938964844
2018-12-12,93.41000366210938
2019-07-24,100.19999694824219
2019-09-26,100.12000274658203
2019-10-28,103.01000213623047
2019-12-05,95.5
2020-05-11,91.8499984741211
2019-07-03,101.33999633789062
2020-02-25,104.66999816894531
2020-05-14,110.5
2020-02-28,105.44000244140625
2019-08-08,111.70999908447266
2019-06-05,116.04000091552734
2018-07-20,111.3499984741211
2018-08-21,116.73999786376953
2018-10-24,114.66999816894531
2019-04-02,120.43000030517578
2019-03-01,121.91999816894531
2019-01-28,127.4000015258789
2018-12-27,125.02999877929688
