Dates,CAT
2018-06-20,135.2612762451172
2018-06-21,131.85916137695312
2018-06-25,132.2466278076172
2018-06-22,129.07138061523438
2018-06-26,128.0885467529297
2018-06-27,127.20965576171875
2018-06-28,128.5515899658203
2018-06-29,128.2113800048828
2018-07-02,128.7972869873047
2018-07-03,126.47254180908203
2018-07-05,128.34368896484375
2018-07-16,127.96568298339844
2018-09-18,133.2200164794922
2019-01-24,133.48460388183594
2019-09-05,129.24143981933594
2018-11-21,131.75518798828125
2020-01-13,133.01211547851562
2020-04-01,130.4888916015625
2020-06-19,131.31106567382812
2019-10-29,133.36175537109375
2020-01-16,132.5630645751953
2020-06-22,130.09095764160156
2018-10-03,129.5775146484375
2018-07-31,131.1843719482422
2019-03-12,133.57093811035156
2019-02-08,135.5676727294922
2019-01-07,135.54864501953125
2018-12-06,132.87684631347656
2019-08-19,136.72767639160156
2019-07-18,131.72634887695312
2019-05-15,131.222412109375
2019-09-20,131.69784545898438
2019-11-01,132.62013244628906
2020-04-07,135.37750244140625
2020-06-25,132.8388214111328
2020-06-16,131.7073516845703
2019-11-04,129.23521423339844
2020-01-22,128.37948608398438
2019-11-07,128.28440856933594
2020-04-13,125.52702331542969
2019-07-01,129.5584716796875
2019-05-30,132.48703002929688
2018-08-15,131.84996032714844
2018-10-18,133.10504150390625
2019-03-27,132.7627410888672
2019-01-22,130.0624237060547
2018-12-21,131.41259765625
2019-09-03,135.05419921875
2018-11-19,135.0161895751953
2019-08-02,134.88308715820312
2020-01-28,132.2207794189453
2020-04-16,132.0211181640625
2019-11-13,131.4411163330078
2020-01-31,133.675537109375
2018-12-04,134.60736083984375
2018-11-02,134.36962890625
2019-07-16,135.063720703125
2018-08-30,135.04470825195312
2018-10-01,137.1840362548828
2019-06-14,138.382080078125
2019-05-13,137.77357482910156
2019-04-11,139.0286407470703
2019-02-06,141.7384796142578
2019-09-18,145.2469940185547
2020-02-03,148.32765197753906
2020-04-22,148.68894958496094
2019-11-19,146.42601013183594
2020-02-06,146.51158142089844
2019-11-22,145.63682556152344
2019-03-25,144.97125244140625
2019-02-21,144.9902801513672
2018-12-19,144.7906036376953
2018-07-12,147.2056884765625
2018-09-14,150.43846130371094
2018-08-13,149.04074096679688
2018-10-16,145.7699432373047
2019-07-31,145.80795288085938
2019-05-28,142.10931396484375
2019-04-26,136.65159606933594
2020-04-28,134.03683471679688
2019-11-25,135.082763671875
2020-02-12,134.8260498046875
2020-05-01,136.64208984375
2020-05-04,134.38864135742188
2019-06-12,129.12112426757812
2019-04-09,125.6572265625
2019-03-08,123.15975952148438
2019-02-04,113.8493423461914
2018-07-27,107.49565887451172
2018-08-28,110.64379119873047
2019-01-03,110.08880615234375
2019-08-15,109.06495666503906
2018-10-31,112.39488983154297
2019-09-16,116.08843231201172
2020-02-18,119.32268524169922
2020-05-07,120.36568450927734
2018-08-17,120.95895385742188
2019-12-04,123.75302124023438
2020-02-21,129.2742156982422
2018-12-17,125.72421264648438
2019-08-30,121.43739318847656
2018-11-15,119.6097412109375
2019-07-29,120.52835083007812
2019-06-27,119.70542907714844
2019-04-24,123.83914184570312
2018-07-10,124.35586547851562
2018-09-12,120.5474853515625
2019-02-19,116.99746704101562
2019-01-18,118.52848052978516
2020-02-24,117.0453109741211
2020-05-13,119.41837310791016
2019-12-10,119.22698974609375
2020-02-27,125.13094329833984
2019-12-13,124.61421203613281
2020-05-19,129.8196258544922
2019-03-06,132.95819091796875
2018-11-30,123.74346923828125
2019-08-13,122.83441162109375
2019-07-12,118.2222671508789
2019-06-10,118.06917572021484
2019-05-09,117.9256362915039
2018-07-25,119.96379089355469
2018-09-27,120.47093963623047
2018-10-29,121.30342102050781
2019-10-16,119.10260009765625
2019-12-16,118.91121673583984
2020-03-04,117.05488586425781
2020-05-22,116.30853271484375
2019-10-01,114.892333984375
2019-12-19,111.90686798095703
2018-09-10,119.38011169433594
2019-05-24,121.20771789550781
2018-08-09,120.19343566894531
2019-04-22,121.59048461914062
2019-03-21,120.93022918701172
2019-01-16,116.2702407836914
2019-08-28,122.62390899658203
2018-11-13,122.7004623413086
2018-10-12,124.1740493774414
2019-06-25,124.65250396728516
2020-03-10,127.22649383544922
2020-05-28,126.4035873413086
2019-10-07,126.11652374267578
2020-03-13,125.05438232421875
2019-10-10,125.9825668334961
2020-03-16,128.73834228515625
2020-06-03,131.55043029785156
2018-11-28,127.35159301757812
2018-09-25,126.94713592529297
2018-07-23,127.823486328125
2018-08-24,131.80081176757812
2019-07-10,119.77252197265625
2019-05-07,121.85266876220703
2019-04-05,125.30032348632812
2019-03-04,128.2375946044922
2019-01-31,126.07077026367188
2019-09-12,126.0418701171875
2019-12-31,127.12046813964844
2020-03-19,125.71443176269531
2020-01-03,124.01950073242188
2020-06-09,123.84616088867188
2019-02-15,124.16394805908203
2019-01-14,127.76570892333984
2018-07-06,128.1798095703125
2018-08-07,127.717529296875
2018-10-10,131.1652069091797
2018-12-13,130.77999877929688
2019-08-26,135.12326049804688
2019-07-25,133.7461395263672
2019-05-22,133.55352783203125
2019-03-19,136.1826171875
2020-01-06,132.87940979003906
2020-03-25,134.42027282714844
2020-06-12,132.26307678222656
2019-10-22,132.3882598876953
2020-01-09,133.23574829101562
2020-06-15,132.07046508789062
2019-10-25,129.84585571289062
2020-03-31,127.89089965820312
2020-06-18,126.49449157714844
2019-04-03,128.18943786621094
2018-08-22,127.58271026611328
2018-10-25,128.5650177001953
2019-01-29,128.7480010986328
2018-12-28,127.76570892333984
2018-11-26,129.14285278320312
2019-08-09,129.19097900390625
2019-07-08,128.09312438964844
2019-06-06,129.1043243408203
2019-09-10,124.972900390625
2020-01-15,126.52338409423828
2020-04-03,126.96638488769531
2019-10-31,126.35003662109375
2020-04-06,127.4767837524414
2020-06-24,130.48146057128906
2018-11-09,135.06549072265625
2019-07-23,135.00770568847656
2019-06-21,134.11209106445312
2019-05-20,134.94993591308594
2019-04-18,135.17144775390625
2018-09-06,134.65139770507812
2018-10-08,131.30967712402344
2019-02-13,132.44602966308594
2018-12-11,133.7364959716797
2019-09-25,135.98037719726562
2020-01-21,135.06549072265625
2020-04-09,136.77969360351562
2019-11-06,137.46347045898438
2020-01-24,138.8973846435547
2020-01-27,137.94789123535156
2020-04-15,137.60877990722656
2018-12-26,133.44264221191406
2019-08-07,131.89244079589844
2019-06-04,134.7021484375
2018-09-21,134.69247436523438
2018-07-19,135.08001708984375
2018-08-20,133.8495635986328
2018-10-23,130.9623260498047
2019-05-03,134.73123168945312
2019-04-01,132.50282287597656
2019-02-28,129.50901794433594
2019-11-12,127.84255981445312
2020-01-30,127.11590576171875
2019-11-15,127.25154876708984
2020-04-21,121.39957427978516
2019-04-16,123.50202941894531
2019-03-15,123.33731079101562
2019-02-11,122.66879272460938
2019-01-10,118.93863677978516
2019-08-22,118.61890411376953
2018-11-07,121.06046295166016
2018-08-03,119.71372985839844
2018-09-04,118.45420837402344
2019-06-19,119.07427215576172
2019-09-23,117.80504608154297
2019-11-18,117.698486328125
2020-02-05,118.0472640991211
2020-04-24,116.08045959472656
2019-03-29,116.8943099975586
2019-11-21,118.2798080444336
2020-04-27,119.28743743896484
2020-02-11,119.54902648925781
2020-04-30,120.5857162475586
2019-05-01,121.82585906982422
2019-02-26,123.31793212890625
2019-01-25,123.14353942871094
2018-12-24,123.21135711669922
2019-09-06,123.26949310302734
2018-07-17,123.35668182373047
2018-09-19,126.27299499511719
2019-08-05,126.54426574707031
2019-10-08,129.4702606201172
2019-12-11,129.72218322753906
2019-11-27,130.18722534179688
2020-02-14,129.5477752685547
2020-05-06,130.9429473876953
2019-01-08,131.2820587158203
2018-12-07,132.04745483398438
2019-08-20,132.3478240966797
2018-11-05,131.62115478515625
2019-07-19,131.36924743652344
2018-10-04,131.27236938476562
2019-06-17,130.64259338378906
2019-05-16,130.10972595214844
2018-08-01,128.51107788085938
2019-03-13,129.79000854492188
2019-12-03,134.0530242919922
2020-02-20,135.29318237304688
2019-12-06,134.7602996826172
2020-05-12,131.5048828125
2019-12-09,130.6910400390625
2020-02-26,133.00494384765625
2020-05-15,132.03836059570312
2019-03-28,134.83067321777344
2018-09-17,128.78721618652344
2018-08-16,131.5209197998047
2018-10-19,129.77330017089844
2019-04-29,131.27685546875
2019-01-23,129.80258178710938
2019-09-04,128.55288696289062
2018-11-20,123.78842163085938
2019-07-02,121.59168243408203
2019-05-31,118.77009582519531
2019-12-12,119.1899185180664
2020-05-18,117.92069244384766
2019-09-27,119.13134002685547
2020-03-03,116.5538330078125
2020-05-21,113.95681762695312
2019-05-14,116.19259643554688
2018-08-31,112.48255157470703
2018-07-30,112.5216064453125
2018-10-02,113.67366790771484
2019-04-12,114.58165740966797
2019-03-11,113.90798950195312
2019-02-07,114.89408111572266
2019-07-17,115.09910583496094
2019-09-19,111.35977935791016
2019-10-21,111.71125030517578
2019-12-18,110.69587707519531
2020-03-06,112.14083862304688
2019-10-03,114.98194122314453
2020-03-09,116.18283081054688
2020-05-27,114.25947570800781
2019-12-24,116.28047180175781
2020-03-12,120.078369140625
2018-12-20,119.79524230957031
2019-08-01,124.2375259399414
2018-08-14,127.20555114746094
2018-07-13,129.93927001953125
2018-10-17,128.63099670410156
2019-05-29,130.61294555664062
2019-03-26,129.99786376953125
2019-02-22,129.04104614257812
2019-10-04,127.96709442138672
2019-11-05,127.0395736694336
2019-12-27,125.12598419189453
2020-06-02,125.37982940673828
2019-12-30,123.0073471069336
2020-03-18,123.61267852783203
2020-06-05,123.39788818359375
2019-07-15,123.59314727783203
2018-12-03,123.31977081298828
2019-06-13,119.47305297851562
2019-01-04,117.12010192871094
2018-08-29,117.19821166992188
2019-02-05,118.17453002929688
2018-11-01,117.40324401855469
2019-08-16,115.17721557617188
2019-04-10,116.61241912841797
2019-09-17,119.78548431396484
2019-10-15,125.36029815673828
2020-01-02,125.34077453613281
2020-06-08,127.92803955078125
2019-10-18,127.1079330444336
2020-03-24,128.9434356689453
2020-06-11,128.6186981201172
2020-01-08,130.1143798828125
2019-04-25,131.551025390625
2019-07-30,133.17462158203125
2019-02-20,131.70846557617188
2018-07-11,137.494384765625
2018-09-13,137.819091796875
2018-10-15,139.06878662109375
2019-06-28,138.09461975097656
2018-12-18,135.5952606201172
2018-11-16,142.17823791503906
2019-10-02,144.56935119628906
2020-03-27,144.0281524658203
2020-01-10,143.1622314453125
2019-10-24,144.6579132080078
2020-03-30,145.78952026367188
2020-06-17,145.632080078125
2020-01-14,143.9986114501953
2020-04-02,142.17823791503906
2019-01-02,141.14501953125
2019-08-14,142.985107421875
2018-10-30,141.29263305664062
2019-06-11,140.88917541503906
2019-05-10,139.25575256347656
2019-04-08,141.06631469726562
2018-08-27,141.57798767089844
2018-07-26,144.0773468017578
2018-09-28,143.7526092529297
2019-03-07,143.35902404785156
2019-10-30,142.4143829345703
2020-01-17,140.67269897460938
2020-06-23,137.819091796875
2020-04-08,137.87814331054688
2020-06-26,138.7932586669922
2019-03-22,140.43655395507812
2019-01-17,140.54478454589844
2019-08-29,140.58413696289062
2018-11-14,141.69607543945312
2019-06-26,144.4315948486328
2018-09-11,143.2015838623047
2018-07-09,143.03431701660156
2018-08-10,144.0281524658203
2019-04-23,144.76614379882812
2019-09-30,142.6997528076172
2020-01-23,145.20895385742188
2019-11-08,146.1240692138672
2020-04-14,145.12037658691406
2019-11-11,145.84854125976562
2020-01-29,145.9075927734375
2020-04-17,145.15975952148438
2018-07-24,145.3171844482422
2018-09-26,148.12159729003906
2019-05-08,146.06503295898438
2019-03-05,145.96661376953125
2019-02-01,144.03799438476562
2018-12-31,145.3171844482422
2018-11-29,144.95310974121094
2019-08-12,143.7919921875
2019-07-11,144.470947265625
2019-09-13,144.3331756591797
2019-11-14,143.24095153808594
2020-04-20,145.504150390625
2020-02-04,146.4355926513672
2020-04-23,144.52316284179688
2018-12-14,141.33245849609375
2019-08-27,141.45135498046875
2018-08-08,139.10292053222656
2018-10-11,134.49520874023438
2018-11-12,135.49603271484375
2019-07-26,134.54476928710938
2019-06-24,134.13848876953125
2019-05-23,130.1550750732422
2019-03-20,128.58944702148438
2019-01-15,132.29541015625
2019-11-20,136.18966674804688
2020-02-07,136.0013885498047
2020-02-10,132.15667724609375
2020-04-29,133.09805297851562
2019-11-26,134.95103454589844
2020-02-13,138.32009887695312
2019-01-30,138.44891357421875
2018-08-23,136.7346649169922
2018-09-24,135.33749389648438
2018-11-27,135.6149444580078
2018-10-26,135.68429565429688
2019-07-09,135.96176147460938
2019-06-07,130.9676055908203
2019-05-06,127.82644653320312
2019-04-04,127.08326721191406
2019-09-11,122.14856719970703
2019-11-29,123.1097412109375
2020-05-05,126.43917846679688
2019-12-02,123.24847412109375
2020-02-19,126.24099731445312
2020-05-08,120.86039733886719
2019-05-21,120.30549621582031
2019-03-18,103.12323760986328
2018-09-07,105.52122497558594
2018-08-06,99.77399444580078
2018-10-09,91.42068481445312
2019-02-14,98.7335433959961
2018-12-12,92.56021881103516
2019-07-24,99.28844451904297
2019-09-26,99.20917510986328
2019-10-28,102.07288360595703
2019-12-05,94.6312026977539
2020-05-11,91.014404296875
2019-07-03,100.41807556152344
2020-02-25,103.71778106689453
2020-05-14,109.49474334716797
2020-02-28,104.48078155517578
2019-08-08,110.69373321533203
2019-06-05,114.98434448242188
2018-07-20,110.3370132446289
2018-08-21,115.67797088623047
2018-10-24,113.6268081665039
2019-04-02,119.33441162109375
2019-03-01,120.81085205078125
2019-01-28,126.24099731445312
