Dates,HUM
2018-06-20,299.2799987792969
2018-06-21,295.82000732421875
2018-06-25,296.5199890136719
2018-06-22,297.2300109863281
2018-06-26,296.6300048828125
2018-06-27,295.0
2018-06-28,293.0299987792969
2018-06-29,296.29998779296875
2018-07-02,293.5799865722656
2018-07-03,298.260009765625
2018-07-05,300.07000732421875
2018-07-16,306.69000244140625
2018-09-18,309.510009765625
2019-01-24,312.1000061035156
2019-09-05,311.3399963378906
2018-11-21,314.3800048828125
2020-01-13,315.25
2020-04-01,313.3800048828125
2020-06-19,307.8500061035156
2019-10-29,313.989990234375
2020-01-16,316.2099914550781
2020-06-22,316.75
2018-10-03,317.3699951171875
2018-07-31,313.9200134277344
2019-03-12,313.3699951171875
2019-02-08,316.8800048828125
2019-01-07,314.7099914550781
2018-12-06,311.92999267578125
2019-08-19,313.75
2019-07-18,314.489990234375
2019-05-15,318.6000061035156
2019-09-20,320.510009765625
2019-11-01,322.1600036621094
2020-04-07,320.6099853515625
2020-06-25,322.69000244140625
2020-06-16,322.8999938964844
2019-11-04,322.1400146484375
2020-01-22,323.2900085449219
2019-11-07,324.2900085449219
2020-04-13,325.5199890136719
2019-07-01,326.3500061035156
2019-05-30,324.25
2018-08-15,322.05999755859375
2018-10-18,323.8800048828125
2019-03-27,323.6700134277344
2019-01-22,324.1400146484375
2018-12-21,328.0
2019-09-03,330.54998779296875
2018-11-19,330.5799865722656
2019-08-02,333.7699890136719
2020-01-28,331.5299987792969
2020-04-16,331.42999267578125
2019-11-13,332.55999755859375
2020-01-31,332.2699890136719
2018-12-04,331.3500061035156
2018-11-02,333.9800109863281
2019-07-16,327.3399963378906
2018-08-30,328.010009765625
2018-10-01,329.57000732421875
2019-06-14,332.0199890136719
2019-05-13,336.79998779296875
2019-04-11,333.239990234375
2019-02-06,332.17999267578125
2019-09-18,334.7200012207031
2020-02-03,335.3699951171875
2020-04-22,337.25
2019-11-19,336.42999267578125
2020-02-06,332.9700012207031
2019-11-22,330.54998779296875
2019-03-25,333.25
2019-02-21,334.4200134277344
2018-12-19,337.0
2018-07-12,334.17999267578125
2018-09-14,330.6700134277344
2018-08-13,330.5400085449219
2018-10-16,330.6600036621094
2019-07-31,329.1499938964844
2019-05-28,333.80999755859375
2019-04-26,328.45001220703125
2020-04-28,318.9800109863281
2019-11-25,315.55999755859375
2020-02-12,316.3299865722656
2020-05-01,320.2900085449219
2020-05-04,322.0199890136719
2019-06-12,327.94000244140625
2019-04-09,327.239990234375
2019-03-08,324.0299987792969
2019-02-04,320.010009765625
2018-07-27,317.239990234375
2018-08-28,316.5799865722656
2019-01-03,315.6400146484375
2019-08-15,313.8900146484375
2018-10-31,314.7099914550781
2019-09-16,319.8599853515625
2020-02-18,319.4100036621094
2020-05-07,320.9599914550781
2018-08-17,323.1499938964844
2019-12-04,325.95001220703125
2020-02-21,334.6700134277344
2018-12-17,337.2699890136719
2019-08-30,336.0
2018-11-15,335.7300109863281
2019-07-29,333.1700134277344
2019-06-27,319.5899963378906
2019-04-24,312.2699890136719
2018-07-10,314.57000732421875
2018-09-12,309.5400085449219
2019-02-19,299.6300048828125
2019-01-18,302.0
2020-02-24,302.9100036621094
2020-05-13,306.05999755859375
2019-12-10,306.7900085449219
2020-02-27,311.239990234375
2019-12-13,326.05999755859375
2020-05-19,328.4200134277344
2019-03-06,322.9800109863281
2018-11-30,323.5799865722656
2019-08-13,306.6700134277344
2019-07-12,304.760009765625
2019-06-10,297.0
2019-05-09,303.6000061035156
2018-07-25,307.1099853515625
2018-09-27,311.3399963378906
2018-10-29,298.2799987792969
2019-10-16,294.0799865722656
2019-12-16,289.17999267578125
2020-03-04,281.05999755859375
2020-05-22,275.5799865722656
2019-10-01,274.6400146484375
2019-12-19,271.010009765625
2018-09-10,272.1099853515625
2019-05-24,273.92999267578125
2018-08-09,280.6499938964844
2019-04-22,281.9700012207031
2019-03-21,277.2300109863281
2019-01-16,269.17999267578125
2019-08-28,271.07000732421875
2018-11-13,274.5299987792969
2018-10-12,271.2099914550781
2019-06-25,275.44000244140625
2020-03-10,271.9100036621094
2020-05-28,275.20001220703125
2019-10-07,280.42999267578125
2020-03-13,284.0
2019-10-10,287.8599853515625
2020-03-16,290.57000732421875
2020-06-03,292.7900085449219
2018-11-28,293.8399963378906
2018-09-25,292.6099853515625
2018-07-23,296.7300109863281
2018-08-24,298.95001220703125
2019-07-10,295.75
2019-05-07,297.7099914550781
2019-04-05,303.2200012207031
2019-03-04,304.4800109863281
2019-01-31,299.80999755859375
2019-09-12,301.8900146484375
2019-12-31,303.1199951171875
2020-03-19,291.6099853515625
2020-01-03,299.9800109863281
2020-06-09,297.6600036621094
2019-02-15,293.5799865722656
2019-01-14,290.7099914550781
2018-07-06,295.510009765625
2018-08-07,295.69000244140625
2018-10-10,303.2200012207031
2018-12-13,305.1499938964844
2019-08-26,304.44000244140625
2019-07-25,305.7300109863281
2019-05-22,306.2799987792969
2019-03-19,304.55999755859375
2020-01-06,302.1300048828125
2020-03-25,286.6600036621094
2020-06-12,281.7799987792969
2019-10-22,285.260009765625
2020-01-09,275.760009765625
2020-06-15,273.1000061035156
2019-10-25,269.82000732421875
2020-03-31,266.0199890136719
2020-06-18,265.489990234375
2019-04-03,266.32000732421875
2018-08-22,269.6400146484375
2018-10-25,275.7900085449219
2019-01-29,279.17999267578125
2018-12-28,279.0
2018-11-26,278.95001220703125
2019-08-09,279.80999755859375
2019-07-08,274.75
2019-06-06,273.6199951171875
2019-09-10,271.5199890136719
2020-01-15,265.0199890136719
2020-04-03,260.2200012207031
2019-10-31,259.1300048828125
2020-04-06,259.8500061035156
2020-06-24,261.4200134277344
2018-11-09,264.0799865722656
2019-07-23,261.739990234375
2019-06-21,258.0400085449219
2019-05-20,263.4100036621094
2019-04-18,268.79998779296875
2018-09-06,271.9800109863281
2018-10-08,269.0899963378906
2019-02-13,266.2200012207031
2018-12-11,255.3800048828125
2019-09-25,251.69000244140625
2020-01-21,251.05999755859375
2020-04-09,233.0
2019-11-06,225.64999389648438
2020-01-24,233.74000549316406
2020-01-27,241.32000732421875
2020-04-15,239.58999633789062
2018-12-26,246.85000610351562
2019-08-07,247.61000061035156
2019-06-04,251.89999389648438
2018-09-21,255.3800048828125
2018-07-19,249.0
2018-08-20,242.00999450683594
2018-10-23,240.33999633789062
2019-05-03,246.0500030517578
2019-04-01,245.0500030517578
2019-02-28,242.72999572753906
2019-11-12,241.8000030517578
2020-01-30,242.19000244140625
2019-11-15,238.74000549316406
2020-04-21,235.6199951171875
2019-04-16,233.75
2019-03-15,233.0
2019-02-11,241.30999755859375
2019-01-10,240.50999450683594
2019-08-22,246.22000122070312
2018-11-07,250.6199951171875
2018-08-03,255.5
2018-09-04,255.60000610351562
2019-06-19,259.7699890136719
2019-09-23,252.00999450683594
2019-11-18,248.0
2020-02-05,245.35000610351562
2020-04-24,241.19000244140625
2019-03-29,247.2100067138672
2019-11-21,247.02000427246094
2020-04-27,250.5399932861328
2020-02-11,246.4499969482422
2020-04-30,246.27000427246094
2019-05-01,247.41000366210938
2019-02-26,242.75999450683594
2019-01-25,242.88999938964844
2018-12-24,245.27999877929688
2019-09-06,250.25
2018-07-17,250.80999755859375
2018-09-19,254.5500030517578
2019-08-05,255.8699951171875
2019-10-08,254.49000549316406
2019-12-11,258.8999938964844
2019-11-27,265.0299987792969
2020-02-14,260.7799987792969
2020-05-06,258.0199890136719
2019-01-08,261.45001220703125
2018-12-07,260.0
2019-08-20,260.489990234375
2018-11-05,254.5399932861328
2019-07-19,259.8900146484375
2018-10-04,261.3800048828125
2019-06-17,259.69000244140625
2019-05-16,259.17999267578125
2018-08-01,260.5199890136719
2019-03-13,276.3999938964844
2019-12-03,280.79998779296875
2020-02-20,284.010009765625
2019-12-06,282.6499938964844
2020-05-12,281.7799987792969
2019-12-09,276.70001220703125
2020-02-26,278.2799987792969
2020-05-15,278.8299865722656
2019-03-28,277.989990234375
2018-09-17,271.57000732421875
2018-08-16,273.1600036621094
2018-10-19,273.30999755859375
2019-04-29,276.94000244140625
2019-01-23,274.44000244140625
2019-09-04,290.82000732421875
2018-11-20,295.6000061035156
2019-07-02,293.1000061035156
2019-05-31,282.5199890136719
2019-12-12,286.0799865722656
2020-05-18,284.57000732421875
2019-09-27,291.0400085449219
2020-03-03,294.19000244140625
2020-05-21,294.20001220703125
2019-05-14,294.2300109863281
2018-08-31,295.3500061035156
2018-07-30,290.6600036621094
2018-10-02,294.260009765625
2019-04-12,297.739990234375
2019-03-11,293.1199951171875
2019-02-07,295.1600036621094
2019-07-17,288.6000061035156
2019-09-19,285.44000244140625
2019-10-21,287.45001220703125
2019-12-18,271.94000244140625
2020-03-06,270.7200012207031
2019-10-03,276.6199951171875
2020-03-09,279.8599853515625
2020-05-27,277.6499938964844
2019-12-24,272.7200012207031
2020-03-12,271.3900146484375
2018-12-20,273.0400085449219
2019-08-01,272.2699890136719
2018-08-14,275.7099914550781
2018-07-13,272.1199951171875
2018-10-17,267.7799987792969
2019-05-29,270.3999938964844
2019-03-26,271.95001220703125
2019-02-22,272.3500061035156
2019-10-04,271.6600036621094
2019-11-05,273.239990234375
2019-12-27,276.760009765625
2020-06-02,274.0799865722656
2019-12-30,273.55999755859375
2020-03-18,265.17999267578125
2020-06-05,258.4200134277344
2019-07-15,256.6199951171875
2018-12-03,252.08999633789062
2019-06-13,248.63999938964844
2019-01-04,252.75
2018-08-29,251.47999572753906
2019-02-05,253.00999450683594
2018-11-01,254.4499969482422
2019-08-16,250.52000427246094
2019-04-10,253.44000244140625
2019-09-17,254.72000122070312
2019-10-15,263.1099853515625
2020-01-02,263.3699951171875
2020-06-08,269.2900085449219
2019-10-18,274.0799865722656
2020-03-24,275.94000244140625
2020-06-11,282.82000732421875
2020-01-08,286.69000244140625
2019-04-25,285.8800048828125
2019-07-30,287.2699890136719
2019-02-20,285.4700012207031
2018-07-11,285.5199890136719
2018-09-13,288.25
2018-10-15,287.30999755859375
2019-06-28,292.5799865722656
2018-12-18,289.5
2018-11-16,292.94000244140625
2019-10-02,293.04998779296875
2020-03-27,293.1199951171875
2020-01-10,296.7699890136719
2019-10-24,303.55999755859375
2020-03-30,314.1499938964844
2020-06-17,315.8500061035156
2020-01-14,315.32000732421875
2020-04-02,318.0899963378906
2019-01-02,316.92999267578125
2019-08-14,317.010009765625
2018-10-30,331.9100036621094
2019-06-11,331.8299865722656
2019-05-10,332.69000244140625
2019-04-08,335.4800109863281
2018-08-27,336.010009765625
2018-07-26,336.6700134277344
2018-09-28,341.3599853515625
2019-03-07,341.4100036621094
2019-10-30,339.6400146484375
2020-01-17,336.8599853515625
2020-06-23,333.2799987792969
2020-04-08,342.010009765625
2020-06-26,341.239990234375
2019-03-22,345.29998779296875
2019-01-17,342.1700134277344
2019-08-29,340.57000732421875
2018-11-14,341.2799987792969
2019-06-26,343.6400146484375
2018-09-11,347.0
2018-07-09,352.6300048828125
2018-08-10,359.739990234375
2019-04-23,362.70001220703125
2019-09-30,363.94000244140625
2020-01-23,364.57000732421875
2019-11-08,367.4700012207031
2020-04-14,366.5299987792969
2019-11-11,364.80999755859375
2020-01-29,369.8800048828125
2020-04-17,366.8800048828125
2018-07-24,363.0199890136719
2018-09-26,360.5299987792969
2019-05-08,364.3800048828125
2019-03-05,363.5
2019-02-01,363.0899963378906
2018-12-31,367.3900146484375
2018-11-29,363.20001220703125
2019-08-12,362.6300048828125
2019-07-11,354.7699890136719
2019-09-13,355.20001220703125
2019-11-14,355.8900146484375
2020-04-20,363.760009765625
2020-02-04,362.0
2020-04-23,361.94000244140625
2018-12-14,360.92999267578125
2019-08-27,361.82000732421875
2018-08-08,354.19000244140625
2018-10-11,344.1300048828125
2018-11-12,346.010009765625
2019-07-26,348.30999755859375
2019-06-24,340.0199890136719
2019-05-23,332.9100036621094
2019-03-20,332.260009765625
2019-01-15,335.7300109863281
2019-11-20,349.42999267578125
2020-02-07,347.30999755859375
2020-02-10,352.6000061035156
2020-04-29,351.0899963378906
2019-11-26,351.79998779296875
2020-02-13,361.489990234375
2019-01-30,370.0899963378906
2018-08-23,370.79998779296875
2018-09-24,370.0
2018-11-27,371.010009765625
2018-10-26,366.32000732421875
2019-07-09,363.32000732421875
2019-06-07,345.6400146484375
2019-05-06,329.69000244140625
2019-04-04,323.6199951171875
2019-09-11,312.45001220703125
2019-11-29,304.1400146484375
2020-05-05,313.6600036621094
2019-12-02,322.6099853515625
2020-02-19,357.510009765625
2020-05-08,361.8500061035156
2019-05-21,351.4200134277344
2019-03-18,323.29998779296875
2018-09-07,342.1300048828125
2018-08-06,325.7200012207031
2018-10-09,291.2300109863281
2019-02-14,280.05999755859375
2018-12-12,251.1300048828125
2019-07-24,262.0400085449219
2019-09-26,230.0
2019-10-28,235.02000427246094
2019-12-05,230.27999877929688
2020-05-11,208.25
2019-07-03,218.10000610351562
2020-02-25,225.6300048828125
2020-05-14,270.0400085449219
2020-02-28,289.0
2019-08-08,298.07000732421875
2019-06-05,298.5799865722656
2018-07-20,288.010009765625
2018-08-21,287.8999938964844
2018-10-24,285.489990234375
2019-04-02,301.2900085449219
2019-03-01,318.05999755859375
2019-01-28,319.3299865722656
2018-12-27,332.4800109863281
2019-09-09,337.5400085449219
2020-03-02,351.2900085449219
2020-05-20,344.95001220703125
2019-12-17,353.2799987792969
2020-03-05,365.6700134277344
2019-02-12,366.0
2019-01-11,356.010009765625
2018-12-10,364.2900085449219
2019-08-23,363.1499938964844
2018-11-08,363.3299865722656
2019-07-22,366.7799987792969
2019-06-20,359.4599914550781
2018-09-05,365.0
2019-04-17,372.8800048828125
2019-09-24,365.239990234375
2019-12-20,364.7699890136719
2020-05-26,375.5299987792969
2019-04-30,373.69000244140625
2019-12-23,370.2200012207031
2020-03-11,374.25
2020-05-29,375.57000732421875
2019-12-26,383.0
2020-06-01,372.2099914550781
2019-05-02,373.010009765625
2019-02-27,385.2200012207031
2018-11-23,391.0
2019-08-06,387.989990234375
2018-07-18,389.510009765625
2018-09-20,387.4100036621094
2018-10-22,389.6000061035156
2019-07-05,396.3399963378906
2019-06-03,383.6600036621094
2019-10-09,402.0299987792969
2019-10-11,397.4800109863281
2020-03-17,399.2099914550781
2020-06-04,395.2200012207031
2019-10-14,392.4100036621094
2020-03-20,386.510009765625
2018-11-06,388.4800109863281
2019-06-18,383.5400085449219
2019-05-17,390.0
2019-04-15,385.54998779296875
2019-03-14,367.7699890136719
2019-01-09,370.6199951171875
2018-08-02,366.05999755859375
2018-10-05,375.0
2019-08-21,377.1000061035156
2019-10-17,373.0
