Dates,HUM
2018-06-20,301.5
2018-06-21,300.7799987792969
2018-06-25,301.0
2018-06-22,302.5
2018-06-26,300.4599914550781
2018-06-27,301.1099853515625
2018-06-28,297.55999755859375
2018-06-29,301.739990234375
2018-07-02,299.6300048828125
2018-07-03,302.2099914550781
2018-07-05,306.510009765625
2018-07-16,309.510009765625
2018-09-18,313.739990234375
2019-01-24,315.0
2019-09-05,318.3999938964844
2018-11-21,319.44000244140625
2020-01-13,318.42999267578125
2020-04-01,317.7300109863281
2020-06-19,314.3599853515625
2019-10-29,318.6700134277344
2020-01-16,319.8999938964844
2020-06-22,319.25
2018-10-03,321.2699890136719
2018-07-31,320.0400085449219
2019-03-12,316.9200134277344
2019-02-08,319.9200134277344
2019-01-07,320.489990234375
2018-12-06,316.4700012207031
2019-08-19,316.9800109863281
2019-07-18,327.44000244140625
2019-05-15,322.6700134277344
2019-09-20,324.94000244140625
2019-11-01,325.1600036621094
2020-04-07,323.2099914550781
2020-06-25,326.42999267578125
2020-06-16,327.5
2019-11-04,325.5400085449219
2020-01-22,326.3299865722656
2019-11-07,330.9599914550781
2020-04-13,329.1700134277344
2019-07-01,331.0899963378906
2019-05-30,330.80999755859375
2018-08-15,326.7900085449219
2018-10-18,326.44000244140625
2019-03-27,327.69000244140625
2019-01-22,331.5199890136719
2018-12-21,332.7200012207031
2019-09-03,332.7099914550781
2018-11-19,333.75
2019-08-02,335.6199951171875
2020-01-28,334.989990234375
2020-04-16,333.9200134277344
2019-11-13,336.489990234375
2020-01-31,334.6499938964844
2018-12-04,335.6400146484375
2018-11-02,337.55999755859375
2019-07-16,337.17999267578125
2018-08-30,333.0799865722656
2018-10-01,333.3999938964844
2019-06-14,338.3800048828125
2019-05-13,339.8800048828125
2019-04-11,338.44000244140625
2019-02-06,336.92999267578125
2019-09-18,337.79998779296875
2020-02-03,338.2200012207031
2020-04-22,338.9599914550781
2019-11-19,341.29998779296875
2020-02-06,341.07000732421875
2019-11-22,335.8699951171875
2019-03-25,335.5
2019-02-21,338.8800048828125
2018-12-19,340.9200134277344
2018-07-12,338.79998779296875
2018-09-14,337.19000244140625
2018-08-13,333.260009765625
2018-10-16,334.04998779296875
2019-07-31,334.3399963378906
2019-05-28,337.8900146484375
2019-04-26,337.0
2020-04-28,329.1400146484375
2019-11-25,325.5199890136719
2020-02-12,319.95001220703125
2020-05-01,328.8800048828125
2020-05-04,332.1099853515625
2019-06-12,332.6400146484375
2019-04-09,334.79998779296875
2019-03-08,331.9599914550781
2019-02-04,326.79998779296875
2018-07-27,326.95001220703125
2018-08-28,324.25
2019-01-03,322.0
2019-08-15,323.0400085449219
2018-10-31,323.9700012207031
2019-09-16,330.2900085449219
2020-02-18,325.04998779296875
2020-05-07,331.1499938964844
2018-08-17,329.3800048828125
2019-12-04,332.07000732421875
2020-02-21,355.8800048828125
2018-12-17,353.04998779296875
2019-08-30,342.0299987792969
2018-11-15,339.42999267578125
2019-07-29,338.7200012207031
2019-06-27,335.3800048828125
2019-04-24,320.0299987792969
2018-07-10,319.9700012207031
2018-09-12,320.69000244140625
2019-02-19,308.8699951171875
2019-01-18,308.8999938964844
2020-02-24,306.9200134277344
2020-05-13,314.9200134277344
2019-12-10,313.8699951171875
2020-02-27,329.0400085449219
2019-12-13,332.69000244140625
2020-05-19,332.9599914550781
2019-03-06,333.69000244140625
2018-11-30,336.1300048828125
2019-08-13,322.6400146484375
2019-07-12,318.1400146484375
2019-06-10,308.5400085449219
2019-05-09,313.0199890136719
2018-07-25,315.04998779296875
2018-09-27,318.760009765625
2018-10-29,309.80999755859375
2019-10-16,305.2099914550781
2019-12-16,306.7099914550781
2020-03-04,292.2300109863281
2020-05-22,284.4200134277344
2019-10-01,284.9100036621094
2019-12-19,276.82000732421875
2018-09-10,282.9200134277344
2019-05-24,284.6300048828125
2018-08-09,287.4800109863281
2019-04-22,287.1600036621094
2019-03-21,283.8599853515625
2019-01-16,283.0199890136719
2019-08-28,279.7200012207031
2018-11-13,279.8800048828125
2018-10-12,280.29998779296875
2019-06-25,281.2900085449219
2020-03-10,276.17999267578125
2020-05-28,284.7699890136719
2019-10-07,284.0799865722656
2020-03-13,289.6300048828125
2019-10-10,293.5
2020-03-16,293.8900146484375
2020-06-03,296.8900146484375
2018-11-28,298.9200134277344
2018-09-25,299.9800109863281
2018-07-23,302.8999938964844
2018-08-24,303.989990234375
2019-07-10,302.19000244140625
2019-05-07,302.3599853515625
2019-04-05,308.1600036621094
2019-03-04,309.4100036621094
2019-01-31,309.6499938964844
2019-09-12,308.9800109863281
2019-12-31,308.4599914550781
2020-03-19,304.0
2020-01-03,305.42999267578125
2020-06-09,303.8399963378906
2019-02-15,301.0
2019-01-14,297.3699951171875
2018-07-06,300.7099914550781
2018-08-07,302.80999755859375
2018-10-10,311.2099914550781
2018-12-13,312.0
2019-08-26,310.0299987792969
2019-07-25,311.30999755859375
2019-05-22,311.29998779296875
2019-03-19,311.3699951171875
2020-01-06,304.760009765625
2020-03-25,302.2699890136719
2020-06-12,292.2099914550781
2019-10-22,291.1400146484375
2020-01-09,292.1700134277344
2020-06-15,279.8800048828125
2019-10-25,277.04998779296875
2020-03-31,275.3500061035156
2020-06-18,271.45001220703125
2019-04-03,273.55999755859375
2018-08-22,275.2900085449219
2018-10-25,284.54998779296875
2019-01-29,284.32000732421875
2018-12-28,283.5400085449219
2018-11-26,282.6000061035156
2019-08-09,290.010009765625
2019-07-08,285.6199951171875
2019-06-06,277.6000061035156
2019-09-10,276.7200012207031
2020-01-15,272.5
2020-04-03,272.8599853515625
2019-10-31,267.9700012207031
2020-04-06,263.7699890136719
2020-06-24,266.510009765625
2018-11-09,268.8800048828125
2019-07-23,270.9100036621094
2019-06-21,264.9800109863281
2019-05-20,271.8999938964844
2019-04-18,276.739990234375
2018-09-06,278.6499938964844
2018-10-08,275.17999267578125
2019-02-13,275.2799987792969
2018-12-11,268.5799865722656
2019-09-25,262.2300109863281
2020-01-21,254.83999633789062
2020-04-09,257.5299987792969
2019-11-06,237.17999267578125
2020-01-24,242.6199951171875
2020-01-27,247.75
2020-04-15,248.6699981689453
2018-12-26,251.11000061035156
2019-08-07,253.16000366210938
2019-06-04,259.25
2018-09-21,259.17999267578125
2018-07-19,258.0
2018-08-20,254.0
2018-10-23,248.75
2019-05-03,250.9499969482422
2019-04-01,253.75999450683594
2019-02-28,249.36000061035156
2019-11-12,249.66000366210938
2020-01-30,246.1300048828125
2019-11-15,245.5800018310547
2020-04-21,242.1699981689453
2019-04-16,237.80999755859375
2019-03-15,244.63999938964844
2019-02-11,245.6199951171875
2019-01-10,249.5
2019-08-22,251.13999938964844
2018-11-07,257.510009765625
2018-08-03,261.30999755859375
2018-09-04,260.1000061035156
2019-06-19,264.92999267578125
2019-09-23,264.32000732421875
2019-11-18,251.77000427246094
2020-02-05,251.85000610351562
2020-04-24,247.72999572753906
2019-03-29,259.30999755859375
2019-11-21,254.0399932861328
2020-04-27,255.1699981689453
2020-02-11,252.58999633789062
2020-04-30,250.19000244140625
2019-05-01,251.6699981689453
2019-02-26,256.5299987792969
2019-01-25,246.1699981689453
2018-12-24,255.0500030517578
2019-09-06,255.66000366210938
2018-07-17,255.5399932861328
2018-09-19,259.32000732421875
2019-08-05,259.2300109863281
2019-10-08,260.1000061035156
2019-12-11,271.8800048828125
2019-11-27,271.010009765625
2020-02-14,268.8800048828125
2020-05-06,263.70001220703125
2019-01-08,268.80999755859375
2018-12-07,266.4200134277344
2019-08-20,266.82000732421875
2018-11-05,260.8999938964844
2019-07-19,264.4800109863281
2018-10-04,267.44000244140625
2019-06-17,264.6700134277344
2019-05-16,265.5799865722656
2018-08-01,268.3399963378906
2019-03-13,284.2200012207031
2019-12-03,291.3900146484375
2020-02-20,290.9100036621094
2019-12-06,287.6499938964844
2020-05-12,285.4100036621094
2019-12-09,286.6499938964844
2020-02-26,284.010009765625
2020-05-15,283.6499938964844
2019-03-28,283.32000732421875
2018-09-17,281.489990234375
2018-08-16,278.0899963378906
2018-10-19,278.3999938964844
2019-04-29,283.3800048828125
2019-01-23,284.5199890136719
2019-09-04,302.44000244140625
2018-11-20,301.82000732421875
2019-07-02,300.44000244140625
2019-05-31,291.3299865722656
2019-12-12,292.7300109863281
2020-05-18,294.7900085449219
2019-09-27,296.6099853515625
2020-03-03,299.7699890136719
2020-05-21,300.0
2019-05-14,305.4700012207031
2018-08-31,302.260009765625
2018-07-30,298.0400085449219
2018-10-02,297.7300109863281
2019-04-12,301.2099914550781
2019-03-11,297.69000244140625
2019-02-07,298.67999267578125
2019-07-17,299.2699890136719
2019-09-19,293.4599914550781
2019-10-21,290.6000061035156
2019-12-18,290.510009765625
2020-03-06,279.9800109863281
2019-10-03,280.9599914550781
2020-03-09,284.7099914550781
2020-05-27,282.8399963378906
2019-12-24,283.989990234375
2020-03-12,278.75
2018-12-20,277.67999267578125
2019-08-01,278.1499938964844
2018-08-14,280.8399963378906
2018-07-13,278.32000732421875
2018-10-17,278.9200134277344
2019-05-29,279.739990234375
2019-03-26,280.3900146484375
2019-02-22,278.7900085449219
2019-10-04,276.010009765625
2019-11-05,279.739990234375
2019-12-27,282.3900146484375
2020-06-02,279.010009765625
2019-12-30,279.25
2020-03-18,277.4200134277344
2020-06-05,268.6499938964844
2019-07-15,266.9700012207031
2018-12-03,258.0
2019-06-13,256.7099914550781
2019-01-04,259.0899963378906
2018-08-29,256.4800109863281
2019-02-05,256.6499938964844
2018-11-01,257.0899963378906
2019-08-16,253.9199981689453
2019-04-10,257.05999755859375
2019-09-17,262.19000244140625
2019-10-15,269.5199890136719
2020-01-02,266.0899963378906
2020-06-08,277.4200134277344
2019-10-18,277.1099853515625
2020-03-24,285.7099914550781
2020-06-11,290.0
2020-01-08,290.0199890136719
2019-04-25,293.4100036621094
2019-07-30,293.1700134277344
2019-02-20,291.5
2018-07-11,289.2200012207031
2018-09-13,292.2300109863281
2018-10-15,296.44000244140625
2019-06-28,296.9599914550781
2018-12-18,295.9200134277344
2018-11-16,298.92999267578125
2019-10-02,298.6199951171875
2020-03-27,300.3800048828125
2020-01-10,306.7699890136719
2019-10-24,316.25
2020-03-30,320.010009765625
2020-06-17,320.1199951171875
2020-01-14,320.8299865722656
2020-04-02,321.4800109863281
2019-01-02,320.510009765625
2019-08-14,340.4800109863281
2018-10-30,341.989990234375
2019-06-11,337.7900085449219
2019-05-10,338.3699951171875
2019-04-08,338.75
2018-08-27,338.8999938964844
2018-07-26,345.19000244140625
2018-09-28,345.7099914550781
2019-03-07,344.8599853515625
2019-10-30,343.4200134277344
2020-01-17,343.2900085449219
2020-06-23,343.92999267578125
