Dates,HUM
2020-05-21,1143900.0
2019-05-14,1100600.0
2018-08-31,2099700.0
2018-07-30,1080200.0
2018-10-02,609400.0
2019-04-12,791100.0
2019-03-11,743700.0
2019-02-07,382500.0
2019-07-17,1107600.0
2019-09-19,847500.0
2019-10-21,539100.0
2019-12-18,1665200.0
2020-03-06,859400.0
2019-10-03,1093800.0
2020-03-09,633000.0
2020-05-27,716100.0
2019-12-24,1008200.0
2020-03-12,859400.0
2018-12-20,598600.0
2019-08-01,816400.0
2018-08-14,1089100.0
2018-07-13,1066200.0
2018-10-17,1423500.0
2019-05-29,943000.0
2019-03-26,726000.0
2019-02-22,861300.0
2019-10-04,629800.0
2019-11-05,871500.0
2019-12-27,994100.0
2020-06-02,744700.0
2019-12-30,700900.0
2020-03-18,1660600.0
2020-06-05,2324100.0
2019-07-15,1092100.0
2018-12-03,1390300.0
2019-06-13,1319200.0
2019-01-04,1014700.0
2018-08-29,936400.0
2019-02-05,744300.0
2018-11-01,865200.0
2019-08-16,962300.0
2019-04-10,738700.0
2019-09-17,1201000.0
2019-10-15,1258300.0
2020-01-02,840000.0
2020-06-08,1338000.0
2019-10-18,955700.0
2020-03-24,1519300.0
2020-06-11,1884800.0
2020-01-08,850500.0
2019-04-25,785300.0
2019-07-30,642800.0
2019-02-20,648500.0
2018-07-11,517700.0
2018-09-13,453900.0
2018-10-15,820100.0
2019-06-28,568700.0
2018-12-18,638500.0
2018-11-16,770900.0
2019-10-02,596900.0
2020-03-27,863500.0
2020-01-10,1648700.0
2019-10-24,1710400.0
2020-03-30,1429600.0
2020-06-17,1479900.0
2020-01-14,1096100.0
2020-04-02,611100.0
2019-01-02,966300.0
2019-08-14,2212900.0
2018-10-30,1607500.0
2019-06-11,736100.0
2019-05-10,878900.0
2019-04-08,1235700.0
2018-08-27,775000.0
2018-07-26,1062400.0
2018-09-28,1291400.0
2019-03-07,473700.0
2019-10-30,306300.0
2020-01-17,816600.0
2020-06-23,884800.0
2020-04-08,714700.0
2020-06-26,725600.0
2019-03-22,902200.0
2019-01-17,642800.0
2019-08-29,687100.0
2018-11-14,688100.0
2019-06-26,829900.0
2018-09-11,862500.0
2018-07-09,2135100.0
2018-08-10,1275100.0
2019-04-23,982800.0
2019-09-30,1048500.0
2020-01-23,1868200.0
2019-11-08,533000.0
2020-04-14,172500.0
2019-11-11,366400.0
2020-01-29,363500.0
2020-04-17,414800.0
2018-07-24,557300.0
2018-09-26,678000.0
2019-05-08,891400.0
2019-03-05,956800.0
2019-02-01,669200.0
2018-12-31,1201700.0
2018-11-29,1760800.0
2019-08-12,1035700.0
2019-07-11,1732000.0
2019-09-13,1377100.0
2019-11-14,1126800.0
2020-04-20,529700.0
2020-02-04,882800.0
2020-04-23,849400.0
2018-12-14,561000.0
2019-08-27,709000.0
2018-08-08,973900.0
2018-10-11,1295000.0
2018-11-12,999600.0
2019-07-26,1581300.0
2019-06-24,1225100.0
2019-05-23,1519600.0
2019-03-20,1354700.0
2019-01-15,1410100.0
2019-11-20,1572900.0
2020-02-07,1193700.0
2020-02-10,938600.0
2020-04-29,748300.0
2019-11-26,648400.0
2020-02-13,1581100.0
2019-01-30,1344300.0
2018-08-23,837700.0
2018-09-24,1029800.0
2018-11-27,539300.0
2018-10-26,822200.0
2019-07-09,526300.0
2019-06-07,1213000.0
2019-05-06,1253600.0
2019-04-04,1250500.0
2019-09-11,1484800.0
2019-11-29,2130100.0
2020-05-05,1856200.0
2019-12-02,1914900.0
2020-02-19,3319300.0
2020-05-08,2270000.0
2019-05-21,2131900.0
2019-03-18,2165800.0
2018-09-07,1816900.0
2018-08-06,2243700.0
2018-10-09,1726100.0
2019-02-14,2184500.0
2018-12-12,2795300.0
2019-07-24,2568200.0
2019-09-26,3177900.0
2019-10-28,1912300.0
2019-12-05,3308800.0
2020-05-11,3564600.0
2019-07-03,3403200.0
2020-02-25,3035200.0
2020-05-14,2204100.0
2020-02-28,1918700.0
2019-08-08,1635900.0
2019-06-05,2504200.0
2018-07-20,1607700.0
2018-08-21,1068700.0
2018-10-24,1198700.0
2019-04-02,1559200.0
2019-03-01,1747300.0
2019-01-28,1619600.0
2018-12-27,2190100.0
2019-09-09,1380300.0
2020-03-02,1497300.0
2020-05-20,1431300.0
2019-12-17,1451100.0
2020-03-05,1441300.0
2019-02-12,1172400.0
2019-01-11,980300.0
2018-12-10,1073100.0
2019-08-23,1233400.0
2018-11-08,941200.0
2019-07-22,704700.0
2019-06-20,1302400.0
2018-09-05,1760600.0
2019-04-17,1693800.0
2019-09-24,1089500.0
2019-12-20,778300.0
2020-05-26,876100.0
2019-04-30,735300.0
2019-12-23,645700.0
2020-03-11,926600.0
2020-05-29,736100.0
2019-12-26,1148500.0
2020-06-01,982800.0
2019-05-02,754100.0
2019-02-27,963700.0
2018-11-23,1063800.0
2019-08-06,759300.0
2018-07-18,686400.0
2018-09-20,691900.0
2018-10-22,415900.0
2019-07-05,731300.0
2019-06-03,835300.0
2019-10-09,839500.0
2019-10-11,1810200.0
2020-03-17,733900.0
2020-06-04,769500.0
2019-10-14,801100.0
2020-03-20,872500.0
2018-11-06,1528900.0
2019-06-18,1262900.0
2019-05-17,1050700.0
2019-04-15,1050300.0
2019-03-14,1206900.0
2019-01-09,1076000.0
2018-08-02,1012000.0
2018-10-05,935700.0
2019-08-21,949000.0
2019-10-17,793700.0
2020-03-23,959200.0
2020-06-10,659500.0
2019-02-25,740500.0
2020-01-07,711900.0
2020-03-26,585700.0
2019-10-23,1159300.0
