Dates,HUM
2018-06-20,300.25
2018-06-21,298.6700134277344
2018-06-25,299.9800109863281
2018-06-22,299.8299865722656
2018-06-26,296.7900085449219
2018-06-27,298.7900085449219
2018-06-28,296.989990234375
2018-06-29,297.6300048828125
2018-07-02,298.79998779296875
2018-07-03,300.8500061035156
2018-07-05,306.1600036621094
2018-07-16,309.0199890136719
2018-09-18,313.07000732421875
2019-01-24,312.42999267578125
2019-09-05,315.92999267578125
2018-11-21,315.7099914550781
2020-01-13,317.1199951171875
2020-04-01,315.67999267578125
2020-06-19,313.8900146484375
2019-10-29,317.010009765625
2020-01-16,318.3999938964844
2020-06-22,317.80999755859375
2018-10-03,317.8599853515625
2018-07-31,314.9599914550781
2019-03-12,316.57000732421875
2019-02-08,319.1099853515625
2019-01-07,315.1000061035156
2018-12-06,313.0
2019-08-19,314.17999267578125
2019-07-18,318.1400146484375
2019-05-15,321.70001220703125
2019-09-20,324.1099853515625
2019-11-01,323.0899963378906
2020-04-07,321.7900085449219
2020-06-25,324.2200012207031
2020-06-16,323.7099914550781
2019-11-04,325.0400085449219
2020-01-22,324.07000732421875
2019-11-07,329.3399963378906
2020-04-13,326.1000061035156
2019-07-01,330.0799865722656
2019-05-30,324.6199951171875
2018-08-15,326.3900146484375
2018-10-18,325.9700012207031
2019-03-27,324.17999267578125
2019-01-22,329.04998779296875
2018-12-21,331.44000244140625
2019-09-03,332.3699951171875
2018-11-19,333.239990234375
2019-08-02,334.55999755859375
2020-01-28,332.3699951171875
2020-04-16,333.260009765625
2019-11-13,333.0899963378906
2020-01-31,332.8800048828125
2018-12-04,333.8800048828125
2018-11-02,337.1300048828125
2019-07-16,328.70001220703125
2018-08-30,332.8800048828125
2018-10-01,331.57000732421875
2019-06-14,337.92999267578125
2019-05-13,337.239990234375
2019-04-11,334.0400085449219
2019-02-06,335.989990234375
2019-09-18,335.79998779296875
2020-02-03,337.6600036621094
2020-04-22,337.760009765625
2019-11-19,340.6099853515625
2020-02-06,333.82000732421875
2019-11-22,332.9100036621094
2019-03-25,335.0799865722656
2019-02-21,338.5199890136719
2018-12-19,338.42999267578125
2018-07-12,336.3900146484375
2018-09-14,332.6300048828125
2018-08-13,331.2200012207031
