Dates,HUM
2018-06-20,300.19000244140625
2018-06-21,300.45001220703125
2018-06-25,298.7699890136719
2018-06-22,301.42999267578125
2018-06-26,299.82000732421875
2018-06-27,296.20001220703125
2018-06-28,296.79998779296875
2018-06-29,296.7200012207031
2018-07-02,296.8900146484375
2018-07-03,300.0
2018-07-05,302.1000061035156
2018-07-16,307.010009765625
2018-09-18,309.510009765625
2019-01-24,314.010009765625
2019-09-05,312.42999267578125
2018-11-21,318.3500061035156
2020-01-13,315.7300109863281
2020-04-01,316.6400146484375
2020-06-19,312.55999755859375
2019-10-29,314.0899963378906
2020-01-16,317.5
2020-06-22,316.8500061035156
2018-10-03,318.5299987792969
2018-07-31,318.54998779296875
2019-03-12,315.7799987792969
2019-02-08,317.79998779296875
2019-01-07,320.32000732421875
2018-12-06,314.5
2019-08-19,314.07000732421875
2019-07-18,314.6300048828125
2019-05-15,318.6000061035156
2019-09-20,322.54998779296875
2019-11-01,323.9599914550781
2020-04-07,322.69000244140625
2020-06-25,322.69000244140625
2020-06-16,324.1400146484375
2019-11-04,322.1400146484375
2020-01-22,325.5299987792969
2019-11-07,324.2900085449219
2020-04-13,328.70001220703125
2019-07-01,326.95001220703125
2019-05-30,330.80999755859375
2018-08-15,324.5199890136719
2018-10-18,326.07000732421875
2019-03-27,326.239990234375
2019-01-22,324.8800048828125
2018-12-21,329.32000732421875
2019-09-03,332.0400085449219
2018-11-19,332.8500061035156
2019-08-02,333.8699951171875
2020-01-28,334.8399963378906
2020-04-16,331.6099853515625
2019-11-13,333.4700012207031
2020-01-31,333.20001220703125
2018-12-04,332.7099914550781
2018-11-02,333.9800109863281
2019-07-16,337.17999267578125
2018-08-30,328.3299865722656
2018-10-01,332.0299987792969
2019-06-14,334.55999755859375
2019-05-13,339.2200012207031
2019-04-11,336.8699951171875
2019-02-06,333.0
2019-09-18,337.739990234375
2020-02-03,337.17999267578125
2020-04-22,338.29998779296875
2019-11-19,337.1099853515625
2020-02-06,340.8699951171875
2019-11-22,334.5
2019-03-25,333.42999267578125
2019-02-21,335.29998779296875
2018-12-19,340.1300048828125
2018-07-12,337.9599914550781
2018-09-14,336.9700012207031
2018-08-13,332.54998779296875
2018-10-16,331.760009765625
2019-07-31,330.9700012207031
2019-05-28,333.80999755859375
2019-04-26,335.17999267578125
2020-04-28,327.8599853515625
2019-11-25,322.8900146484375
2020-02-12,317.95001220703125
2020-05-01,321.6600036621094
2020-05-04,327.45001220703125
2019-06-12,329.0299987792969
2019-04-09,332.7300109863281
2019-03-08,329.3500061035156
2019-02-04,323.04998779296875
2018-07-27,325.17999267578125
2018-08-28,318.4599914550781
2019-01-03,320.3800048828125
2019-08-15,320.1000061035156
2018-10-31,318.5899963378906
2019-09-16,325.42999267578125
2020-02-18,321.7200012207031
2020-05-07,322.70001220703125
2018-08-17,323.8800048828125
2019-12-04,326.5400085449219
2020-02-21,335.45001220703125
2018-12-17,353.0
2019-08-30,338.55999755859375
2018-11-15,338.489990234375
2019-07-29,337.8900146484375
2019-06-27,333.7200012207031
2019-04-24,319.7099914550781
2018-07-10,317.0
2018-09-12,319.760009765625
2019-02-19,308.54998779296875
2019-01-18,307.54998779296875
2020-02-24,303.57000732421875
2020-05-13,307.239990234375
2019-12-10,312.0799865722656
2020-02-27,311.239990234375
2019-12-13,327.4700012207031
2020-05-19,331.32000732421875
2019-03-06,330.260009765625
2018-11-30,333.20001220703125
2019-08-13,322.6400146484375
2019-07-12,314.8299865722656
2019-06-10,306.989990234375
2019-05-09,310.9599914550781
2018-07-25,307.1099853515625
2018-09-27,312.6000061035156
2018-10-29,309.80999755859375
2019-10-16,294.6099853515625
2019-12-16,305.07000732421875
2020-03-04,291.9200134277344
2020-05-22,284.25
2019-10-01,275.0199890136719
2019-12-19,273.6099853515625
2018-09-10,273.8500061035156
2019-05-24,280.2099914550781
2018-08-09,286.239990234375
2019-04-22,282.94000244140625
2019-03-21,283.30999755859375
2019-01-16,281.3999938964844
2019-08-28,272.30999755859375
2018-11-13,277.0
2018-10-12,278.7099914550781
2019-06-25,276.0199890136719
2020-03-10,275.1099853515625
2020-05-28,275.8999938964844
2019-10-07,280.70001220703125
2020-03-13,284.0
2019-10-10,289.8900146484375
2020-03-16,291.760009765625
2020-06-03,293.0
2018-11-28,294.30999755859375
2018-09-25,299.42999267578125
2018-07-23,299.04998779296875
2018-08-24,302.989990234375
2019-07-10,299.7300109863281
2019-05-07,302.3599853515625
2019-04-05,304.5
2019-03-04,306.3800048828125
2019-01-31,306.20001220703125
2019-09-12,306.2799987792969
2019-12-31,306.5400085449219
2020-03-19,298.2900085449219
2020-01-03,300.57000732421875
2020-06-09,303.6499938964844
2019-02-15,299.6700134277344
2019-01-14,295.760009765625
2018-07-06,296.989990234375
2018-08-07,298.3500061035156
2018-10-10,304.7300109863281
2018-12-13,310.489990234375
2019-08-26,304.44000244140625
2019-07-25,309.1499938964844
2019-05-22,307.739990234375
2019-03-19,310.8800048828125
2020-01-06,303.8900146484375
2020-03-25,300.7300109863281
2020-06-12,288.0
2019-10-22,286.7699890136719
2020-01-09,291.17999267578125
2020-06-15,277.6600036621094
2019-10-25,277.04998779296875
2020-03-31,273.55999755859375
2020-06-18,267.32000732421875
2019-04-03,268.6000061035156
2018-08-22,273.7699890136719
2018-10-25,275.8399963378906
2019-01-29,282.8599853515625
2018-12-28,280.2099914550781
2018-11-26,280.7699890136719
2019-08-09,283.5899963378906
2019-07-08,285.6199951171875
2019-06-06,273.9200134277344
2019-09-10,276.7200012207031
2020-01-15,272.5
2020-04-03,271.17999267578125
2019-10-31,263.2300109863281
2020-04-06,263.1700134277344
2020-06-24,264.75
2018-11-09,268.2900085449219
2019-07-23,270.010009765625
2019-06-21,263.9700012207031
2019-05-20,264.7200012207031
2019-04-18,270.3900146484375
2018-09-06,276.05999755859375
2018-10-08,272.4700012207031
2019-02-13,274.94000244140625
2018-12-11,267.54998779296875
2019-09-25,261.5299987792969
2020-01-21,254.6300048828125
2020-04-09,256.4200134277344
2019-11-06,236.50999450683594
2020-01-24,233.77999877929688
2020-01-27,241.4499969482422
2020-04-15,243.05999755859375
2018-12-26,248.80999755859375
2019-08-07,249.27000427246094
2019-06-04,251.9600067138672
2018-09-21,258.010009765625
2018-07-19,256.8900146484375
2018-08-20,250.08999633789062
2018-10-23,247.1300048828125
2019-05-03,247.8000030517578
2019-04-01,245.97999572753906
2019-02-28,248.3800048828125
2019-11-12,244.0500030517578
2020-01-30,245.3000030517578
2019-11-15,244.2100067138672
2020-04-21,239.74000549316406
2019-04-16,236.07000732421875
2019-03-15,234.7899932861328
2019-02-11,244.3300018310547
2019-01-10,241.77000427246094
2019-08-22,247.1199951171875
2018-11-07,250.8300018310547
2018-08-03,255.60000610351562
2018-09-04,259.0
2019-06-19,259.7699890136719
2019-09-23,262.79998779296875
2019-11-18,250.55999755859375
2020-02-05,251.25999450683594
2020-04-24,245.6999969482422
2019-03-29,254.89999389648438
2019-11-21,250.9199981689453
2020-04-27,253.6199951171875
2020-02-11,252.4499969482422
2020-04-30,248.08999633789062
2019-05-01,249.32000732421875
2019-02-26,249.47000122070312
2019-01-25,243.38999938964844
2018-12-24,245.72999572753906
2019-09-06,255.14999389648438
2018-07-17,251.55999755859375
2018-09-19,256.1000061035156
2019-08-05,257.70001220703125
2019-10-08,258.4100036621094
2019-12-11,259.95001220703125
2019-11-27,271.010009765625
2020-02-14,268.2099914550781
2020-05-06,261.6199951171875
2019-01-08,261.9800109863281
2018-12-07,265.44000244140625
2019-08-20,266.82000732421875
2018-11-05,260.8999938964844
2019-07-19,259.95001220703125
2018-10-04,261.989990234375
2019-06-17,263.8699951171875
2019-05-16,262.510009765625
2018-08-01,260.67999267578125
2019-03-13,280.739990234375
2019-12-03,281.1499938964844
2020-02-20,290.9100036621094
2019-12-06,286.0899963378906
2020-05-12,283.0899963378906
2019-12-09,279.2799987792969
2020-02-26,283.67999267578125
2020-05-15,282.7099914550781
2019-03-28,281.6300048828125
2018-09-17,281.489990234375
2018-08-16,276.0799865722656
2018-10-19,275.69000244140625
2019-04-29,277.0
2019-01-23,279.05999755859375
2019-09-04,301.2900085449219
2018-11-20,298.5
2019-07-02,297.010009765625
2019-05-31,291.3299865722656
2019-12-12,288.1499938964844
2020-05-18,288.1400146484375
2019-09-27,294.5799865722656
2020-03-03,295.8999938964844
2020-05-21,300.0
2019-05-14,294.2300109863281
2018-08-31,301.19000244140625
2018-07-30,297.6400146484375
2018-10-02,295.32000732421875
2019-04-12,299.760009765625
2019-03-11,297.69000244140625
2019-02-07,295.4800109863281
2019-07-17,298.1700134277344
2019-09-19,288.489990234375
2019-10-21,289.0
2019-12-18,289.1199951171875
2020-03-06,272.05999755859375
2019-10-03,278.8800048828125
2020-03-09,281.0
2020-05-27,282.4800109863281
2019-12-24,282.739990234375
2020-03-12,277.8500061035156
2018-12-20,274.44000244140625
2019-08-01,273.42999267578125
2018-08-14,276.4700012207031
2018-07-13,276.20001220703125
2018-10-17,277.45001220703125
2019-05-29,270.3999938964844
2019-03-26,271.95001220703125
2019-02-22,278.2799987792969
2019-10-04,273.1700134277344
2019-11-05,273.79998779296875
2019-12-27,279.6000061035156
2020-06-02,275.6700134277344
2019-12-30,277.8699951171875
2020-03-18,274.5899963378906
2020-06-05,268.1000061035156
2019-07-15,264.5299987792969
2018-12-03,253.00999450683594
