Dates,FE
2018-10-04,42.23967361450195
2019-06-17,41.64339828491211
2019-05-16,41.710716247558594
2018-08-01,42.37432098388672
2019-03-13,41.33563995361328
2019-12-03,40.77783203125
2020-02-20,41.114437103271484
2019-12-06,41.210609436035156
2020-05-12,41.10482406616211
2019-12-09,41.41258239746094
2020-02-26,41.13367462158203
2020-05-15,41.1817626953125
2019-03-28,41.441429138183594
2018-09-17,41.24908447265625
2018-08-16,41.037498474121094
2018-10-19,41.441429138183594
2019-04-29,39.864173889160156
2019-01-23,37.305946350097656
2019-09-04,37.35403060913086
2018-11-20,37.130760192871094
2019-07-02,36.88807678222656
2019-05-31,35.878509521484375
2019-12-12,35.868804931640625
2020-05-18,35.50962829589844
2019-09-27,35.791141510009766
2020-03-03,35.28635787963867
2020-05-21,34.35444641113281
2019-05-14,34.170005798339844
2018-08-31,33.23809814453125
2018-07-30,33.47107696533203
2018-10-02,33.63610076904297
2019-04-12,34.15059280395508
2019-03-11,33.59727096557617
2019-02-07,33.84966278076172
2019-07-17,34.05352020263672
2019-09-19,33.33517074584961
2019-10-21,33.8205451965332
2019-12-18,33.33517074584961
2020-03-06,34.05352020263672
2019-10-03,34.296207427978516
2020-03-09,34.509765625
2020-05-27,35.063087463378906
2019-12-24,34.78157424926758
2020-03-12,35.27665328979492
2018-12-20,35.431968688964844
2019-08-01,35.752315521240234
2018-08-14,36.286216735839844
2018-07-13,36.31534194946289
2018-10-17,36.189144134521484
2019-05-29,35.82997131347656
2019-03-26,35.752315521240234
2019-02-22,35.431968688964844
2019-10-04,35.31547927856445
2019-11-05,35.44167709350586
2019-12-27,35.61640548706055
2020-06-02,35.1795768737793
2019-12-30,34.956302642822266
2020-03-18,34.84952926635742
2020-06-05,34.733036041259766
2019-07-15,35.16016387939453
2018-12-03,34.87864685058594
2019-06-13,34.393280029296875
2019-01-04,33.68463897705078
2018-08-29,34.412696838378906
2019-02-05,34.87864685058594
2018-11-01,34.78157424926758
2019-08-16,34.393280029296875
2019-04-10,34.645668029785156
2019-09-17,34.742740631103516
2019-10-15,35.05337905883789
2020-01-02,35.23781967163086
2020-06-08,35.431968688964844
2019-10-18,35.27665328979492
2020-03-24,35.39313888549805
2020-06-11,35.39313888549805
2020-01-08,35.39313888549805
2019-04-25,35.364017486572266
2019-07-30,35.69406509399414
2019-02-20,35.32518768310547
2018-07-11,35.69406509399414
2018-09-13,36.189144134521484
2018-10-15,37.0919303894043
2019-06-28,37.35403060913086
2018-12-18,37.247249603271484
2018-11-16,37.26666259765625
2019-10-02,36.91719436645508
2020-03-27,36.38329315185547
2020-01-10,36.509490966796875
2019-10-24,36.176246643066406
2020-03-30,36.31346130371094
2020-06-17,36.19584655761719
2020-01-14,36.23505401611328
2020-04-02,35.872406005859375
2019-01-02,35.823402404785156
2019-08-14,36.53889083862305
2018-10-30,36.48008346557617
2019-06-11,36.91133499145508
2019-05-10,36.31346130371094
2019-04-08,36.98974609375
2018-08-27,37.56801986694336
2018-07-26,37.91106033325195
2018-09-28,37.52881622314453
2019-03-07,37.862056732177734
2019-10-30,37.754241943359375
2020-01-17,37.52881622314453
2020-06-23,37.293582916259766
2020-04-08,37.381797790527344
2020-06-26,37.27397918701172
2019-03-22,37.52881622314453
2019-01-17,37.5582160949707
2019-08-29,37.71503448486328
2018-11-14,37.460208892822266
2019-06-26,37.77384567260742
2018-09-11,37.56801986694336
2018-07-09,38.361915588378906
2018-08-10,38.12668991088867
2019-04-23,38.116886138916016
2019-09-30,38.19529724121094
2020-01-23,38.45012664794922
2019-11-08,38.53833770751953
2020-04-14,38.508934020996094
2019-11-11,38.597145080566406
2020-01-29,38.53833770751953
2020-04-17,38.13648986816406
2018-07-24,38.401119232177734
2018-09-26,38.361915588378906
2019-05-08,38.156089782714844
2019-03-05,38.10708236694336
2019-02-01,37.979671478271484
2018-12-31,38.28350830078125
2018-11-29,38.116886138916016
2019-08-12,38.7049560546875
2019-07-11,38.62654495239258
2019-09-13,39.2734260559082
2019-11-14,39.86149597167969
2020-04-20,39.80269241333008
2020-02-04,39.70467758178711
2020-04-23,39.538063049316406
2018-12-14,39.39104080200195
2019-08-27,39.90070343017578
2018-08-08,39.02839660644531
2018-10-11,39.361637115478516
2018-11-12,37.381797790527344
2019-07-26,36.83292770385742
2019-06-24,36.70420837402344
2019-05-23,36.872535705566406
2019-03-20,37.13986587524414
2019-01-15,37.318092346191406
2019-11-20,37.79335403442383
2020-02-07,37.88246536254883
2020-02-10,37.674537658691406
2020-04-29,37.43690872192383
2019-11-26,37.71414566040039
2020-02-13,37.36759948730469
2019-01-30,36.565589904785156
2018-08-23,36.14973449707031
2018-09-24,35.96160888671875
2018-11-27,35.87249755859375
2018-10-26,35.496246337890625
2019-07-09,35.367530822753906
2019-06-07,34.32788848876953
2019-05-06,33.59519577026367
2019-04-04,34.37739944458008
2019-09-11,33.76351547241211
2019-11-29,33.09022521972656
2020-05-05,34.53582000732422
2019-12-02,33.961544036865234
2020-02-19,36.04082107543945
2020-05-08,35.1100959777832
2019-05-21,34.6744384765625
2019-03-18,33.4268684387207
2018-09-07,34.248680114746094
2018-08-06,31.85256004333496
2018-10-09,29.72377586364746
2019-02-14,32.387229919433594
2018-12-12,29.882198333740234
2019-07-24,31.84265899658203
2019-09-26,32.040687561035156
2019-10-28,30.119829177856445
2019-12-05,28.723743438720703
2020-05-11,28.208873748779297
2019-07-03,29.40693473815918
2020-02-25,29.456439971923828
2020-05-14,31.436704635620117
2020-02-28,30.5950927734375
2019-08-08,32.347625732421875
2019-06-05,32.31792449951172
2018-07-20,31.436704635620117
2018-08-21,32.545654296875
2018-10-24,33.30805587768555
2019-04-02,34.228878021240234
2019-03-01,33.278350830078125
2019-01-28,34.258583068847656
2018-12-27,35.04078674316406
2019-09-09,34.79325485229492
2020-03-02,36.08042526245117
2020-05-20,35.61506652832031
2019-12-17,35.52595520019531
2020-03-05,36.5457878112793
2019-02-12,35.72397994995117
2019-01-11,35.268516540527344
2018-12-10,35.89229965209961
2019-08-23,36.32795715332031
2018-11-08,37.01115036010742
2019-07-22,37.951778411865234
2019-06-20,37.535919189453125
2018-09-05,37.74384689331055
2019-04-17,37.98147964477539
2019-09-24,37.268585205078125
2019-12-20,37.248783111572266
2020-05-26,38.12999725341797
2019-04-30,38.12999725341797
2019-12-23,36.959999084472656
2020-03-11,37.220001220703125
2020-05-29,38.099998474121094
2019-12-26,37.36000061035156
2020-06-01,37.04999923706055
2019-05-02,37.91999816894531
2019-02-27,37.7599983215332
2018-11-23,38.06999969482422
2019-08-06,37.68000030517578
2018-07-18,37.630001068115234
2018-09-20,37.2599983215332
2018-10-22,37.5
2019-07-05,37.4900016784668
2019-06-03,37.40999984741211
2019-10-09,38.18000030517578
2019-10-11,38.189998626708984
2020-03-17,35.459999084472656
2020-06-04,36.15999984741211
2019-10-14,36.15999984741211
2020-03-20,36.0099983215332
2018-11-06,35.9900016784668
2019-06-18,36.59000015258789
2019-05-17,36.209999084472656
2019-04-15,35.91999816894531
2019-03-14,33.29999923706055
2019-01-09,33.75
2018-08-02,33.36000061035156
2018-10-05,33.400001525878906
2019-08-21,33.560001373291016
2019-10-17,33.2400016784668
2020-03-23,33.41999816894531
2020-06-10,33.11000061035156
2019-02-25,32.77000045776367
2020-01-07,32.189998626708984
2020-03-26,32.31999969482422
2019-10-23,32.040000915527344
