Dates,COF
2018-06-20,97.36000061035156
2018-06-21,95.94999694824219
2018-06-25,96.19999694824219
2018-06-22,94.97000122070312
2018-06-26,94.68000030517578
2018-06-27,94.37999725341797
2018-06-28,92.83000183105469
2018-06-29,93.73999786376953
2018-07-02,93.86000061035156
2018-07-03,94.16000366210938
2018-07-05,93.5
2018-07-16,93.43000030517578
2018-09-18,96.80999755859375
2019-01-24,97.12000274658203
2019-09-05,95.88999938964844
2018-11-21,96.44999694824219
2020-01-13,95.19999694824219
2020-04-01,96.0
2020-06-19,96.69999694824219
2019-10-29,97.23999786376953
2020-01-16,96.69999694824219
2020-06-22,99.19000244140625
2018-10-03,99.66999816894531
2018-07-31,100.27999877929688
2019-03-12,99.11000061035156
2019-02-08,99.52999877929688
2019-01-07,98.5
2018-12-06,95.8499984741211
2019-08-19,94.58000183105469
2019-07-18,95.70999908447266
2019-05-15,95.87000274658203
2019-09-20,96.76000213623047
2019-11-01,97.01000213623047
2020-04-07,97.9800033569336
2020-06-25,97.87000274658203
2020-06-16,98.11000061035156
2019-11-04,96.95999908447266
2020-01-22,96.77999877929688
2019-11-07,98.2300033569336
2020-04-13,97.56999969482422
2019-07-01,99.27999877929688
2019-05-30,99.44000244140625
2018-08-15,100.0
2018-10-18,101.18000030517578
2019-03-27,100.87999725341797
2019-01-22,100.55000305175781
2018-12-21,100.0
2019-09-03,101.26000213623047
2018-11-19,101.08999633789062
2019-08-02,100.7699966430664
2020-01-28,99.94999694824219
2020-04-16,99.19000244140625
2019-11-13,99.98999786376953
2020-01-31,100.88999938964844
2018-12-04,100.1500015258789
2018-11-02,98.63999938964844
2019-07-16,99.4000015258789
2018-08-30,99.19999694824219
2018-10-01,98.94999694824219
2019-06-14,98.19999694824219
2019-05-13,98.2300033569336
2019-04-11,98.5199966430664
2019-02-06,97.68000030517578
2019-09-18,99.31999969482422
2020-02-03,100.55000305175781
2020-04-22,100.05000305175781
2019-11-19,99.29000091552734
2020-02-06,97.95999908447266
2019-11-22,98.08999633789062
2019-03-25,96.23999786376953
2019-02-21,95.70999908447266
2018-12-19,96.29000091552734
2018-07-12,95.91999816894531
2018-09-14,97.31999969482422
2018-08-13,98.13999938964844
2018-10-16,97.25
2019-07-31,96.91000366210938
2019-05-28,96.58999633789062
2019-04-26,96.77999877929688
2020-04-28,93.68000030517578
2019-11-25,93.2699966430664
2020-02-12,91.37000274658203
2020-05-01,91.80999755859375
2020-05-04,92.29000091552734
2019-06-12,92.30000305175781
2019-04-09,92.2699966430664
2019-03-08,91.87000274658203
2019-02-04,87.44999694824219
2018-07-27,90.30000305175781
2018-08-28,89.05000305175781
2019-01-03,87.48999786376953
2019-08-15,88.16000366210938
2018-10-31,87.93000030517578
2019-09-16,90.2300033569336
2020-02-18,89.86000061035156
2020-05-07,89.8499984741211
2018-08-17,88.61000061035156
2019-12-04,89.44000244140625
2020-02-21,90.69000244140625
2018-12-17,91.4800033569336
2019-08-30,90.98999786376953
2018-11-15,90.88999938964844
2019-07-29,90.95999908447266
2019-06-27,91.44000244140625
2019-04-24,89.48999786376953
2018-07-10,88.7699966430664
2018-09-12,88.19000244140625
2019-02-19,87.36000061035156
2019-01-18,87.7300033569336
2020-02-24,86.4800033569336
2020-05-13,88.33999633789062
2019-12-10,88.61000061035156
2020-02-27,90.41000366210938
2019-12-13,89.93000030517578
2020-05-19,89.87000274658203
2019-03-06,91.5999984741211
2018-11-30,90.19000244140625
2019-08-13,84.68000030517578
2019-07-12,85.63999938964844
2019-06-10,83.26000213623047
2019-05-09,83.8499984741211
2018-07-25,83.31999969482422
2018-09-27,82.38999938964844
2018-10-29,81.2300033569336
2019-10-16,78.8499984741211
2019-12-16,78.13999938964844
2020-03-04,77.44999694824219
2020-05-22,75.3499984741211
2019-10-01,75.95999908447266
2019-12-19,72.88999938964844
2018-09-10,74.41000366210938
2019-05-24,74.98999786376953
2018-08-09,75.98999786376953
2019-04-22,75.69999694824219
2019-03-21,77.36000061035156
2019-01-16,77.4800033569336
2019-08-28,79.61000061035156
2018-11-13,80.5
2018-10-12,81.16000366210938
2019-06-25,80.93000030517578
2020-03-10,80.37999725341797
2020-05-28,81.02999877929688
2019-10-07,81.6500015258789
2020-03-13,81.62999725341797
2019-10-10,84.30999755859375
2020-03-16,84.05999755859375
2020-06-03,85.25
2018-11-28,84.16000366210938
2018-09-25,80.58000183105469
2018-07-23,80.83999633789062
2018-08-24,81.30000305175781
2019-07-10,79.55000305175781
2019-05-07,80.0
2019-04-05,81.25
2019-03-04,80.80999755859375
2019-01-31,81.33999633789062
2019-09-12,81.62000274658203
2019-12-31,81.5999984741211
2020-03-19,81.19999694824219
2020-01-03,80.02999877929688
2020-06-09,78.58999633789062
2019-02-15,78.4000015258789
2019-01-14,80.31999969482422
2018-07-06,80.63999938964844
2018-08-07,80.47000122070312
2018-10-10,81.70999908447266
2018-12-13,82.58000183105469
2019-08-26,82.81999969482422
2019-07-25,82.9800033569336
2019-05-22,82.44000244140625
2019-03-19,82.62999725341797
2020-01-06,81.66999816894531
2020-03-25,82.33000183105469
2020-06-12,83.87000274658203
2019-10-22,85.4800033569336
2020-01-09,84.91999816894531
2020-06-15,83.56999969482422
2019-10-25,83.45999908447266
2020-03-31,82.29000091552734
2020-06-18,81.43000030517578
2019-04-03,83.26000213623047
2018-08-22,84.02999877929688
2018-10-25,84.33000183105469
2019-01-29,83.94999694824219
2018-12-28,84.5199966430664
2018-11-26,85.62000274658203
2019-08-09,85.87000274658203
2019-07-08,84.2300033569336
2019-06-06,83.51000213623047
2019-09-10,82.2699966430664
2020-01-15,80.48999786376953
2020-04-03,80.68000030517578
2019-10-31,80.97000122070312
2020-04-06,81.05999755859375
2020-06-24,82.33000183105469
2018-11-09,84.87999725341797
2019-07-23,85.56999969482422
2019-06-21,86.19999694824219
2019-05-20,86.73999786376953
2019-04-18,87.25
2018-09-06,86.13999938964844
2018-10-08,85.70999908447266
2019-02-13,85.77999877929688
2018-12-11,86.69000244140625
2019-09-25,88.69000244140625
2020-01-21,87.94999694824219
2020-04-09,88.3499984741211
2019-11-06,88.25
2020-01-24,88.29000091552734
2020-01-27,88.2300033569336
2020-04-15,88.63999938964844
2018-12-26,88.61000061035156
2019-08-07,88.76000213623047
2019-06-04,94.13999938964844
2018-09-21,94.37999725341797
2018-07-19,93.26000213623047
2018-08-20,93.48999786376953
2018-10-23,93.26000213623047
2019-05-03,94.30000305175781
2019-04-01,94.08000183105469
2019-02-28,92.61000061035156
2019-11-12,91.6500015258789
2020-01-30,90.3499984741211
2019-11-15,90.7699966430664
2020-04-21,88.87999725341797
2019-04-16,90.05000305175781
2019-03-15,90.05999755859375
2019-02-11,91.55999755859375
2019-01-10,91.37999725341797
2019-08-22,91.87999725341797
2018-11-07,92.2699966430664
2018-08-03,92.16000366210938
2018-09-04,90.41000366210938
2019-06-19,90.87999725341797
2019-09-23,90.91000366210938
2019-11-18,89.55999755859375
2020-02-05,90.19999694824219
2020-04-24,87.58000183105469
2019-03-29,87.41999816894531
2019-11-21,89.94000244140625
2020-04-27,90.19999694824219
2020-02-11,90.66999816894531
2020-04-30,90.94999694824219
2019-05-01,91.73999786376953
2019-02-26,92.23999786376953
2019-01-25,91.70999908447266
2018-12-24,91.44000244140625
2019-09-06,91.0
2018-07-17,91.05000305175781
2018-09-19,91.87000274658203
2019-08-05,92.04000091552734
2019-10-08,91.94000244140625
2019-12-11,92.36000061035156
2019-11-27,91.18000030517578
2020-02-14,89.72000122070312
2020-05-06,89.70999908447266
2019-01-08,90.38999938964844
2018-12-07,91.08999633789062
2019-08-20,92.83000183105469
2018-11-05,91.97000122070312
2019-07-19,93.0
2018-10-04,93.12999725341797
2019-06-17,92.45999908447266
2019-05-16,92.45999908447266
2018-08-01,92.6500015258789
2019-03-13,91.22000122070312
2019-12-03,91.36000061035156
2020-02-20,91.37999725341797
2019-12-06,90.5199966430664
2020-05-12,89.8499984741211
2019-12-09,89.18000030517578
2020-02-26,92.13999938964844
2020-05-15,92.20999908447266
2019-03-28,94.5
2018-09-17,97.12999725341797
2018-08-16,96.87000274658203
2018-10-19,98.62000274658203
2019-04-29,98.27999877929688
2019-01-23,92.0
2019-09-04,93.41000366210938
2018-11-20,93.6500015258789
2019-07-02,90.69999694824219
2019-05-31,88.58000183105469
2019-12-12,88.41999816894531
2020-05-18,88.19999694824219
2019-09-27,89.47000122070312
2020-03-03,88.5999984741211
2020-05-21,87.08999633789062
2019-05-14,87.94999694824219
2018-08-31,85.7699966430664
2018-07-30,85.08000183105469
2018-10-02,85.7699966430664
2019-04-12,87.44999694824219
2019-03-11,86.6500015258789
2019-02-07,86.58000183105469
2019-07-17,86.80000305175781
2019-09-19,85.88999938964844
2019-10-21,84.31999969482422
