Dates,COF
2019-09-26,12148700.0
2019-10-28,9057800.0
2019-12-05,8038300.0
2020-05-11,6720900.0
2019-07-03,5553300.0
2020-02-25,5469000.0
2020-05-14,6026300.0
2020-02-28,4392100.0
2019-08-08,3843500.0
2019-06-05,5284000.0
2018-07-20,7349300.0
2018-08-21,5459500.0
2018-10-24,6421500.0
2019-04-02,5842700.0
2019-03-01,6081300.0
2019-01-28,5221200.0
2018-12-27,7633800.0
2019-09-09,4653500.0
2020-03-02,4794200.0
2020-05-20,6020400.0
2019-12-17,4931400.0
2020-03-05,5264200.0
2019-02-12,3987800.0
2019-01-11,5193200.0
2018-12-10,4832200.0
2019-08-23,5260100.0
2018-11-08,9181600.0
2019-07-22,6070200.0
2019-06-20,7833400.0
2018-09-05,13347000.0
2019-04-17,8419600.0
2019-09-24,6249100.0
2019-12-20,8373700.0
2020-05-26,8940200.0
2019-04-30,4269000.0
2019-12-23,4215000.0
2020-03-11,3004600.0
2020-05-29,4423100.0
2019-12-26,5475900.0
2020-06-01,5644400.0
2019-05-02,8392800.0
2019-02-27,3359600.0
2018-11-23,4733500.0
2019-08-06,4657500.0
2018-07-18,4952200.0
2018-09-20,2788200.0
2018-10-22,3645800.0
2019-07-05,5171900.0
2019-06-03,5951500.0
2019-10-09,6160400.0
2019-10-11,9177100.0
2020-03-17,4604000.0
2020-06-04,5559600.0
2019-10-14,5698000.0
2020-03-20,4369200.0
2018-11-06,7549500.0
2019-06-18,7022200.0
2019-05-17,3873000.0
2019-04-15,7791100.0
2019-03-14,6429500.0
2019-01-09,5170100.0
2018-08-02,4043200.0
2018-10-05,5360100.0
2019-08-21,2950800.0
2019-10-17,3581900.0
2020-03-23,6015800.0
2020-06-10,3798300.0
2019-02-25,2367100.0
2020-01-07,3728800.0
2020-03-26,4257400.0
2019-10-23,8718700.0
