Dates,GOLD
2007-02-12,30.709999084472656
2007-02-13,30.649999618530273
2007-02-15,31.399999618530273
2007-02-14,31.329999923706055
2007-02-16,31.350000381469727
2007-02-20,31.0
2007-02-21,31.010000228881836
2007-02-22,32.0
2007-02-23,32.0
2007-02-26,31.329999923706055
2007-02-27,30.979999542236328
2007-03-28,30.139999389648438
2007-11-07,29.600000381469727
2007-09-04,29.0
2007-08-03,28.059999465942383
2008-04-15,28.329999923706055
2008-05-21,28.309999465942383
2008-08-08,28.5
2008-08-11,28.260000228881836
2008-01-25,27.969999313354492
2007-05-14,28.3700008392334
2007-04-12,27.299999237060547
2007-12-24,27.799999237060547
2007-09-19,28.239999771118164
2008-04-30,28.110000610351562
2007-07-17,28.860000610351562
2007-06-15,28.860000610351562
2008-02-26,29.260000228881836
2008-05-27,29.110000610351562
2008-08-14,29.290000915527344
2008-05-30,29.040000915527344
2008-08-20,29.190000534057617
2007-08-01,28.829999923706055
2008-03-12,28.950000762939453
2007-03-26,28.469999313354492
2007-05-29,28.719999313354492
2007-04-27,29.360000610351562
2008-01-08,29.489999771118164
2007-12-07,29.3700008392334
2007-11-05,29.239999771118164
2007-10-04,29.389999389648438
2008-05-15,28.959999084472656
2008-06-05,29.100000381469727
2008-08-26,29.40999984741211
2007-10-19,29.690000534057617
2007-09-17,29.59000015258789
2007-08-16,28.780000686645508
2008-04-28,29.18000030517578
2007-04-10,28.829999923706055
2007-03-09,28.360000610351562
2007-06-13,28.56999969482422
2008-03-27,28.5
2008-01-23,28.489999771118164
2007-11-20,28.700000762939453
2008-06-11,28.09000015258789
2008-08-29,28.239999771118164
2007-12-05,29.75
2007-10-02,30.850000381469727
2007-04-25,30.969999313354492
2007-08-31,30.899999618530273
2007-07-30,30.8700008392334
2008-04-11,30.469999313354492
2007-06-28,30.139999389648438
2008-03-10,30.100000381469727
2008-02-07,29.75
2008-05-13,29.8799991607666
2008-06-23,29.690000534057617
2007-07-13,29.700000762939453
2008-03-25,29.899999618530273
2008-02-22,30.260000228881836
2007-12-20,29.959999084472656
2007-05-10,29.719999313354492
2007-03-07,29.229999542236328
2007-06-11,29.479999542236328
2007-10-17,28.459999084472656
2007-08-14,29.06999969482422
2008-05-28,29.3799991607666
2008-06-26,29.450000762939453
2007-05-31,29.200000762939453
2008-07-02,29.010000228881836
2007-08-29,28.579999923706055
2008-04-09,28.1200008392334
2007-06-26,28.59000015258789
2008-02-05,28.43000030517578
2008-01-04,28.25
2007-03-22,28.200000762939453
2007-05-25,28.600000381469727
2007-04-23,29.110000610351562
2007-12-03,29.030000686645508
2007-11-01,29.219999313354492
2008-07-08,29.329999923706055
2007-12-18,29.700000762939453
2007-11-16,29.559999465942383
2007-10-15,28.969999313354492
2007-09-13,28.059999465942383
2008-04-24,28.8700008392334
2007-07-11,29.0
2008-02-20,29.299999237060547
2007-03-05,29.729999542236328
2007-05-08,29.760000228881836
2008-06-27,30.43000030517578
2008-07-11,31.049999237060547
2008-07-14,31.229999542236328
2008-03-06,31.229999542236328
2007-05-23,31.350000381469727
2008-01-02,31.989999771118164
2007-03-20,31.8799991607666
2007-10-30,31.770000457763672
