Dates,GOLD
2007-02-12,30.25
2007-02-13,30.6200008392334
2007-02-15,31.239999771118164
2007-02-14,31.010000228881836
2007-02-16,31.079999923706055
2007-02-20,30.600000381469727
2007-02-21,30.790000915527344
2007-02-22,31.399999618530273
2007-02-23,31.030000686645508
2007-02-26,31.0
2007-02-27,29.450000762939453
2007-03-28,29.559999465942383
2007-11-07,29.040000915527344
2007-09-04,28.299999237060547
2007-08-03,27.799999237060547
2008-04-15,28.059999465942383
2008-05-21,28.079999923706055
2008-08-08,27.90999984741211
2008-08-11,27.950000762939453
2008-01-25,27.950000762939453
2007-05-14,27.350000381469727
2007-04-12,26.940000534057617
2007-12-24,27.709999084472656
2007-09-19,27.65999984741211
2008-04-30,28.100000381469727
2007-07-17,28.600000381469727
2007-06-15,28.56999969482422
2008-02-26,29.030000686645508
2008-05-27,28.799999237060547
2008-08-14,28.850000381469727
2008-05-30,28.770000457763672
2008-08-20,28.780000686645508
2007-08-01,28.549999237060547
2008-03-12,28.530000686645508
2007-03-26,28.399999618530273
2007-05-29,28.700000762939453
2007-04-27,29.149999618530273
2008-01-08,29.25
2007-12-07,29.09000015258789
2007-11-05,29.18000030517578
2007-10-04,28.770000457763672
2008-05-15,28.760000228881836
2008-06-05,28.899999618530273
2008-08-26,29.350000381469727
2007-10-19,29.43000030517578
2007-09-17,29.25
2007-08-16,28.649999618530273
2008-04-28,28.799999237060547
2007-04-10,28.360000610351562
2007-03-09,28.290000915527344
2007-06-13,28.450000762939453
2008-03-27,28.309999465942383
2008-01-23,28.200000762939453
2007-11-20,28.059999465942383
2008-06-11,27.709999084472656
2008-08-29,28.100000381469727
2007-12-05,29.389999389648438
2007-10-02,30.31999969482422
2007-04-25,30.8799991607666
2007-08-31,30.59000015258789
2007-07-30,30.75
2008-04-11,29.780000686645508
2007-06-28,30.049999237060547
2008-03-10,29.229999542236328
2008-02-07,29.65999984741211
2008-05-13,29.350000381469727
2008-06-23,29.350000381469727
2007-07-13,29.450000762939453
2008-03-25,29.690000534057617
2008-02-22,29.479999542236328
2007-12-20,29.479999542236328
2007-05-10,28.989999771118164
2007-03-07,28.700000762939453
2007-06-11,28.530000686645508
2007-10-17,28.3799991607666
2007-08-14,28.940000534057617
2008-05-28,29.209999084472656
2008-06-26,28.979999542236328
2007-05-31,29.0
2008-07-02,28.670000076293945
2007-08-29,28.049999237060547
2008-04-09,28.0
2007-06-26,28.40999984741211
2008-02-05,28.139999389648438
2008-01-04,27.969999313354492
2007-03-22,28.149999618530273
2007-05-25,28.530000686645508
2007-04-23,29.030000686645508
2007-12-03,28.899999618530273
2007-11-01,29.209999084472656
2008-07-08,29.010000228881836
2007-12-18,29.229999542236328
2007-11-16,28.889999389648438
2007-10-15,27.979999542236328
2007-09-13,27.790000915527344
2008-04-24,28.729999542236328
2007-07-11,28.649999618530273
2008-02-20,29.15999984741211
2007-03-05,29.389999389648438
2007-05-08,29.40999984741211
2008-06-27,29.950000762939453
2008-07-11,30.8799991607666
2008-07-14,31.09000015258789
2008-03-06,30.770000457763672
2007-05-23,31.31999969482422
