Dates,GOLD
2007-02-12,13.236156463623047
2007-02-13,13.546212196350098
2007-02-15,13.743352890014648
2007-02-14,13.80468463897705
2007-02-16,13.708312034606934
2007-02-20,13.554966926574707
2007-02-21,14.067554473876953
2007-02-22,13.78278636932373
2007-02-23,13.607535362243652
2007-02-26,13.760878562927246
2007-02-27,13.147531509399414
2007-03-28,13.086201667785645
2007-11-07,12.823328971862793
2007-09-04,12.472851753234863
2007-08-03,12.209986686706543
2008-04-15,12.420276641845703
2008-05-21,12.350178718566895
2008-08-08,12.258179664611816
2008-08-11,12.24941635131836
2008-01-25,12.464090347290039
2007-05-14,12.01284122467041
2007-04-12,12.09607982635498
2007-12-24,12.301986694335938
2007-09-19,12.297613143920898
2008-04-30,12.468470573425293
2007-07-17,12.560469627380371
2007-06-15,12.810188293457031
2008-02-26,12.744478225708008
2008-05-27,12.735715866088867
2008-08-14,12.726949691772461
2008-05-30,12.665616989135742
2008-08-20,12.674375534057617
2007-08-01,12.639330863952637
2008-03-12,12.507896423339844
2007-03-26,12.617422103881836
2007-05-29,12.75761890411377
2007-04-27,12.858386993408203
2008-01-08,12.849620819091797
2007-12-07,12.783903121948242
2007-11-05,12.818954467773438
2007-10-04,12.678757667541504
2008-05-15,12.683144569396973
2008-06-05,12.85400390625
2008-08-26,12.998576164245605
2007-10-19,12.937241554260254
2007-09-17,12.862764358520508
2007-08-16,12.564854621887207
2008-04-28,12.643714904785156
2007-04-10,12.503517150878906
2007-03-09,12.442179679870605
2007-06-13,12.634944915771484
2008-03-27,12.429035186767578
2008-01-23,12.52542495727539
2007-11-20,12.31513500213623
2008-06-11,12.26255989074707
2008-08-29,12.959146499633789
2007-12-05,13.287721633911133
2007-10-02,13.357826232910156
2007-04-25,13.611923217773438
2007-08-31,13.655735969543457
2007-07-30,13.55058479309082
2008-04-11,13.094961166381836
2007-06-28,13.173812866210938
2008-03-10,13.016096115112305
2008-02-07,13.143153190612793
2008-05-13,13.046767234802246
2008-06-23,12.902192115783691
2007-07-13,13.068673133850098
2008-03-25,13.261441230773926
2008-02-22,12.946000099182129
2007-12-20,13.038004875183105
2007-05-10,12.705042839050293
2007-03-07,12.661235809326172
2007-06-11,12.599580764770508
2007-10-17,12.595176696777344
2007-08-14,12.82858657836914
2008-05-28,12.960699081420898
2008-06-26,12.863815307617188
2007-05-31,12.775736808776855
2008-07-02,12.656827926635742
2007-08-29,12.405807495117188
2008-04-09,12.4718656539917
2007-06-26,12.62600326538086
2008-02-05,12.423423767089844
2008-01-04,12.436635971069336
2007-03-22,12.511500358581543
2007-05-25,12.832985877990723
2007-04-23,12.793351173400879
2007-12-03,13.00914192199707
2007-11-01,12.916661262512207
2008-07-08,13.02675724029541
2007-12-18,13.101627349853516
2007-11-16,12.740507125854492
2007-10-15,12.414613723754883
2007-09-13,12.62600326538086
2008-04-24,12.678852081298828
2007-07-11,12.802159309387207
2008-02-20,13.119242668151855
2007-03-05,13.035565376281738
2007-05-08,13.224933624267578
2008-06-27,13.528803825378418
2008-07-11,13.744595527648926
2008-07-14,13.806251525878906
2008-03-06,13.678537368774414
2007-05-23,14.039652824401855
2008-01-02,14.10571575164795
2007-03-20,14.035252571105957
2007-10-30,14.11893367767334
2007-09-28,14.876401901245117
2007-08-27,15.096592903137207
2007-07-26,15.193479537963867
2008-04-07,15.215503692626953
2008-05-09,15.09218692779541
2008-07-23,14.95127010345459
2007-09-11,14.369955062866211
2007-04-04,14.083694458007812
2007-06-07,14.656204223632812
2007-08-10,14.488861083984375
2008-04-22,14.400778770446777
2007-07-09,14.57693862915039
2008-01-17,14.625377655029297
2007-11-14,14.678227424621582
2008-06-25,14.827957153320312
2008-08-28,15.017326354980469
2008-07-29,14.872000694274902
2007-11-29,15.101003646850586
2007-05-21,14.792728424072266
2007-04-19,14.431610107421875
2007-09-26,13.947176933288574
2007-07-24,13.255759239196777
2007-06-22,13.440725326538086
2008-03-04,14.035252571105957
2008-02-01,14.127739906311035
2007-12-31,14.638592720031738
2008-05-07,14.369955062866211
2008-08-01,14.585744857788086
2008-08-04,14.149758338928223
2008-08-07,13.572844505310059
2008-01-15,14.004424095153809
2007-12-14,13.82386589050293
2007-04-02,14.321505546569824
2007-03-01,14.72667121887207
2007-05-04,14.709053993225098
