Dates,AWK
2018-06-20,83.41000366210938
2018-06-21,83.4000015258789
2018-06-25,83.58999633789062
2018-06-22,85.48999786376953
2018-06-26,85.98999786376953
2018-06-27,86.13999938964844
2018-06-28,86.56999969482422
2018-06-29,86.02999877929688
2018-07-02,86.38999938964844
2018-07-03,87.47000122070312
2018-07-05,87.58000183105469
2018-07-16,88.76000213623047
2018-09-18,88.66999816894531
2019-01-24,86.61000061035156
2019-09-05,87.5199966430664
2018-11-21,87.31999969482422
2020-01-13,87.7699966430664
2020-04-01,87.80999755859375
2020-06-19,88.13999938964844
2019-10-29,87.77999877929688
2020-01-16,88.7300033569336
2020-06-22,88.58000183105469
2018-10-03,87.97000122070312
2018-07-31,87.63999938964844
2019-03-12,87.94000244140625
2019-02-08,88.68000030517578
2019-01-07,88.94999694824219
2018-12-06,88.45999908447266
2019-08-19,88.80999755859375
2019-07-18,87.98999786376953
2019-05-15,87.9800033569336
2019-09-20,88.48999786376953
2019-11-01,88.72000122070312
2020-04-07,88.18000030517578
2020-06-25,88.37000274658203
2020-06-16,88.29000091552734
2019-11-04,88.80000305175781
2020-01-22,88.05000305175781
2019-11-07,87.98999786376953
2020-04-13,88.93000030517578
2019-07-01,89.22000122070312
2019-05-30,89.93000030517578
2018-08-15,89.95999908447266
2018-10-18,89.62000274658203
2019-03-27,89.38999938964844
2019-01-22,88.80999755859375
2018-12-21,88.93000030517578
2019-09-03,89.13999938964844
2018-11-19,88.0999984741211
2019-08-02,88.16000366210938
2020-01-28,88.12999725341797
2020-04-16,87.91999816894531
2019-11-13,88.9000015258789
2020-01-31,89.77999877929688
2018-12-04,89.69000244140625
2018-11-02,88.98999786376953
2019-07-16,88.97000122070312
2018-08-30,89.25
2018-10-01,89.25
2019-06-14,89.33999633789062
2019-05-13,89.43000030517578
2019-04-11,89.75
2019-02-06,89.62000274658203
2019-09-18,89.43000030517578
2020-02-03,88.54000091552734
2020-04-22,89.19999694824219
2019-11-19,88.83999633789062
2020-02-06,88.06999969482422
2019-11-22,87.25
2019-03-25,87.33000183105469
2019-02-21,88.04000091552734
2018-12-19,87.88999938964844
2018-07-12,88.58999633789062
2018-09-14,88.91999816894531
2018-08-13,87.76000213623047
2018-10-16,89.44999694824219
2019-07-31,90.47000122070312
2019-05-28,90.68000030517578
2019-04-26,91.95999908447266
2020-04-28,90.97000122070312
2019-11-25,88.12000274658203
2020-02-12,88.69999694824219
2020-05-01,90.19999694824219
2020-05-04,90.58000183105469
2019-06-12,90.91999816894531
2019-04-09,92.37000274658203
2019-03-08,92.37999725341797
2019-02-04,92.20999908447266
2018-07-27,92.79000091552734
2018-08-28,91.3499984741211
2019-01-03,90.69000244140625
2019-08-15,90.05000305175781
2018-10-31,90.23999786376953
2019-09-16,90.08999633789062
2020-02-18,89.80999755859375
2020-05-07,88.55000305175781
2018-08-17,88.29000091552734
2019-12-04,89.16999816894531
2020-02-21,90.36000061035156
2018-12-17,90.16000366210938
2019-08-30,89.95999908447266
2018-11-15,92.12999725341797
2019-07-29,91.72000122070312
2019-06-27,91.44999694824219
2019-04-24,92.11000061035156
2018-07-10,93.55000305175781
2018-09-12,94.44999694824219
2019-02-19,94.41000366210938
2019-01-18,92.72000122070312
2020-02-24,92.45999908447266
2020-05-13,92.3499984741211
2019-12-10,92.43000030517578
2020-02-27,92.81999969482422
2019-12-13,93.08000183105469
2020-05-19,95.41000366210938
2019-03-06,95.75
2018-11-30,97.3499984741211
2019-08-13,97.33999633789062
2019-07-12,98.18000030517578
2019-06-10,98.05000305175781
2019-05-09,97.91999816894531
2018-07-25,97.61000061035156
2018-09-27,98.13999938964844
2018-10-29,97.80000305175781
2019-10-16,97.5999984741211
2019-12-16,94.63999938964844
2020-03-04,93.55999755859375
2020-05-22,94.18000030517578
2019-10-01,95.13999938964844
2019-12-19,91.27999877929688
2018-09-10,88.54000091552734
2019-05-24,89.41000366210938
2018-08-09,90.80999755859375
2019-04-22,90.80999755859375
2019-03-21,90.44999694824219
2019-01-16,90.45999908447266
2019-08-28,90.05000305175781
2018-11-13,90.05999755859375
2018-10-12,90.2699966430664
2019-06-25,90.47000122070312
2020-03-10,90.9000015258789
2020-05-28,91.0999984741211
2019-10-07,90.45999908447266
2020-03-13,92.56999969482422
2019-10-10,92.0999984741211
2020-03-16,92.93000030517578
2020-06-03,93.30000305175781
2018-11-28,93.31999969482422
2018-09-25,94.31999969482422
2018-07-23,94.80999755859375
2018-08-24,94.83000183105469
2019-07-10,93.66999816894531
2019-05-07,94.06999969482422
2019-04-05,94.6500015258789
2019-03-04,96.13999938964844
2019-01-31,96.0
2019-09-12,95.58000183105469
2019-12-31,96.1500015258789
2020-03-19,95.79000091552734
2020-01-03,96.88999938964844
2020-06-09,97.79000091552734
2019-02-15,98.2300033569336
2019-01-14,98.23999786376953
2018-07-06,97.73999786376953
2018-08-07,98.0
2018-10-10,98.18000030517578
2018-12-13,98.77999877929688
2019-08-26,98.9800033569336
2019-07-25,100.47000122070312
2019-05-22,101.25
2019-03-19,101.33000183105469
2020-01-06,101.2699966430664
2020-03-25,101.43000030517578
2020-06-12,102.06999969482422
2019-10-22,101.83000183105469
2020-01-09,101.98999786376953
2020-06-15,102.06999969482422
2019-10-25,101.68000030517578
2020-03-31,102.16000366210938
2020-06-18,102.61000061035156
2019-04-03,104.08999633789062
2018-08-22,105.13999938964844
2018-10-25,105.37000274658203
2019-01-29,105.79000091552734
2018-12-28,106.3499984741211
2018-11-26,105.94999694824219
2019-08-09,105.4000015258789
2019-07-08,105.44000244140625
2019-06-06,106.29000091552734
2019-09-10,107.70999908447266
2020-01-15,107.29000091552734
2020-04-03,107.48999786376953
2019-10-31,107.05999755859375
2020-04-06,106.08000183105469
2020-06-24,104.62000274658203
2018-11-09,104.5199966430664
2019-07-23,104.30999755859375
2019-06-21,104.37000274658203
2019-05-20,104.2699966430664
2019-04-18,104.97000122070312
2018-09-06,105.0199966430664
2018-10-08,104.58999633789062
2019-02-13,105.55000305175781
2018-12-11,104.37999725341797
2019-09-25,104.33000183105469
2020-01-21,104.45999908447266
2020-04-09,104.48999786376953
2019-11-06,102.91999816894531
2020-01-24,104.98999786376953
2020-01-27,105.12000274658203
2020-04-15,105.6500015258789
2018-12-26,106.05999755859375
2019-08-07,106.83999633789062
2019-06-04,107.94000244140625
2018-09-21,106.8499984741211
2018-07-19,108.2300033569336
2018-08-20,108.31999969482422
2018-10-23,107.06999969482422
2019-05-03,107.58999633789062
2019-04-01,108.20999908447266
2019-02-28,107.58000183105469
2019-11-12,107.2699966430664
2020-01-30,106.47000122070312
2019-11-15,108.30000305175781
2020-04-21,111.01000213623047
2019-04-16,111.08000183105469
2019-03-15,111.27999877929688
2019-02-11,111.66000366210938
2019-01-10,112.5199966430664
2019-08-22,112.5999984741211
2018-11-07,112.5199966430664
2018-08-03,112.86000061035156
2018-09-04,113.91999816894531
2019-06-19,114.26000213623047
2019-09-23,114.5
2019-11-18,113.58000183105469
2020-02-05,112.5999984741211
2020-04-24,113.26000213623047
2019-03-29,114.25
2019-11-21,114.0199966430664
2020-04-27,116.5999984741211
2020-02-11,117.58000183105469
2020-04-30,119.27999877929688
2019-05-01,116.12000274658203
2019-02-26,116.38999938964844
2019-01-25,117.20999908447266
2018-12-24,117.88999938964844
2019-09-06,118.70999908447266
2018-07-17,118.51000213623047
2018-09-19,118.2300033569336
2019-08-05,118.38999938964844
2019-10-08,118.73999786376953
2019-12-11,118.48999786376953
2019-11-27,118.79000091552734
2020-02-14,118.72000122070312
2020-05-06,117.19999694824219
2019-01-08,116.23999786376953
2018-12-07,116.2300033569336
2019-08-20,115.97000122070312
2018-11-05,117.66000366210938
2019-07-19,118.8499984741211
2018-10-04,118.11000061035156
2019-06-17,118.5
2019-05-16,118.55000305175781
2018-08-01,119.30000305175781
2019-03-13,118.91999816894531
2019-12-03,117.55999755859375
2020-02-20,116.72000122070312
2019-12-06,116.30000305175781
2020-05-12,117.06999969482422
2019-12-09,117.33000183105469
2020-02-26,117.31999969482422
2020-05-15,115.81999969482422
2019-03-28,115.12999725341797
2018-09-17,114.79000091552734
2018-08-16,115.2699966430664
2018-10-19,115.16000366210938
2019-04-29,115.5999984741211
2019-01-23,116.23999786376953
2019-09-04,116.19000244140625
2018-11-20,117.61000061035156
2019-07-02,118.19000244140625
2019-05-31,117.91000366210938
2019-12-12,117.69000244140625
2020-05-18,119.26000213623047
2019-09-27,119.94999694824219
2020-03-03,121.30000305175781
2020-05-21,122.8499984741211
2019-05-14,122.94000244140625
2018-08-31,123.45999908447266
2018-07-30,124.87000274658203
2018-10-02,125.30999755859375
2019-04-12,125.30999755859375
2019-03-11,124.37999725341797
2019-02-07,124.13999938964844
2019-07-17,125.04000091552734
2019-09-19,125.88999938964844
2019-10-21,124.80000305175781
2019-12-18,126.11000061035156
2020-03-06,126.79000091552734
2019-10-03,126.94999694824219
2020-03-09,127.80000305175781
2020-05-27,129.60000610351562
2019-12-24,129.88999938964844
2020-03-12,128.27999877929688
2018-12-20,127.69000244140625
2019-08-01,125.36000061035156
2018-08-14,121.93000030517578
2018-07-13,122.2300033569336
2018-10-17,123.30999755859375
2019-05-29,121.98999786376953
2019-03-26,121.80000305175781
2019-02-22,122.2300033569336
2019-10-04,122.62000274658203
2019-11-05,122.70999908447266
2019-12-27,123.61000061035156
2020-06-02,124.06999969482422
2019-12-30,125.30000305175781
2020-03-18,125.83000183105469
2020-06-05,125.58000183105469
2019-07-15,125.48999786376953
2018-12-03,125.20999908447266
2019-06-13,124.2699966430664
2019-01-04,124.4000015258789
2018-08-29,124.01000213623047
2019-02-05,125.95999908447266
2018-11-01,125.91000366210938
2019-08-16,124.7300033569336
2019-04-10,125.22000122070312
2019-09-17,125.44999694824219
2019-10-15,125.13999938964844
2020-01-02,123.75
2020-06-08,122.43000030517578
2019-10-18,121.66999816894531
2020-03-24,122.73999786376953
2020-06-11,122.83000183105469
2020-01-08,122.4000015258789
2019-04-25,123.70999908447266
2019-07-30,123.69000244140625
2019-02-20,123.22000122070312
2018-07-11,123.08999633789062
2018-09-13,121.52999877929688
2018-10-15,120.02999877929688
2019-06-28,121.33000183105469
2018-12-18,123.48999786376953
2018-11-16,124.16999816894531
2019-10-02,122.55000305175781
2020-03-27,120.26000213623047
2020-01-10,122.05999755859375
2019-10-24,121.2300033569336
2020-03-30,118.18000030517578
2020-06-17,117.19999694824219
2020-01-14,116.33000183105469
2020-04-02,117.16999816894531
2019-01-02,118.73999786376953
2019-08-14,118.30999755859375
2018-10-30,119.91999816894531
2019-06-11,119.63999938964844
2019-05-10,120.69000244140625
2019-04-08,120.80000305175781
2018-08-27,119.7300033569336
2018-07-26,119.77999877929688
2018-09-28,121.05999755859375
2019-03-07,121.69999694824219
2019-10-30,122.47000122070312
2020-01-17,121.29000091552734
2020-06-23,121.66999816894531
2020-04-08,122.61000061035156
2020-06-26,123.37999725341797
2019-03-22,123.66999816894531
2019-01-17,123.30000305175781
2019-08-29,123.33000183105469
2018-11-14,120.97000122070312
2019-06-26,120.77999877929688
2018-09-11,119.58000183105469
2018-07-09,120.95999908447266
2018-08-10,121.75
2019-04-23,121.55000305175781
2019-09-30,122.08999633789062
2020-01-23,123.55999755859375
2019-11-08,123.11000061035156
2020-04-14,122.0199966430664
2019-11-11,122.29000091552734
2020-01-29,122.97000122070312
2020-04-17,123.29000091552734
2018-07-24,123.81999969482422
2018-09-26,123.16000366210938
2019-05-08,122.12000274658203
2019-03-05,121.75
2019-02-01,120.97000122070312
2018-12-31,121.19000244140625
2018-11-29,122.22000122070312
2019-08-12,122.73999786376953
2019-07-11,124.02999877929688
2019-09-13,124.56999969482422
2019-11-14,127.02999877929688
2020-04-20,128.72999572753906
2020-02-04,130.58999633789062
2020-04-23,133.39999389648438
2018-12-14,134.80999755859375
2019-08-27,135.52999877929688
2018-08-08,136.41000366210938
2018-10-11,136.8300018310547
2018-11-12,136.38999938964844
2019-07-26,136.41000366210938
2019-06-24,137.1199951171875
2019-05-23,137.72999572753906
2019-03-20,136.9499969482422
2019-01-15,136.80999755859375
2019-11-20,135.6699981689453
2020-02-07,135.2899932861328
2020-02-10,136.1300048828125
2020-04-29,135.5500030517578
2019-11-26,135.99000549316406
2020-02-13,136.11000061035156
2019-01-30,137.22999572753906
2018-08-23,139.64999389648438
2018-09-24,140.57000732421875
2018-11-27,141.3699951171875
2018-10-26,138.6699981689453
2019-07-09,138.13999938964844
2019-06-07,137.75
2019-05-06,136.85000610351562
2019-04-04,134.92999267578125
2019-09-11,134.38999938964844
2019-11-29,125.80000305175781
2020-05-05,130.94000244140625
2019-12-02,134.75
2020-02-19,140.3300018310547
2020-05-08,140.49000549316406
2019-05-21,141.6999969482422
2019-03-18,139.77999877929688
2018-09-07,140.75
2018-08-06,136.6300048828125
2018-10-09,127.44999694824219
2019-02-14,128.3300018310547
2018-12-12,132.36000061035156
2019-07-24,140.2899932861328
2019-09-26,133.22000122070312
2019-10-28,130.25999450683594
2019-12-05,115.12000274658203
2020-05-11,100.37999725341797
2019-07-03,105.27999877929688
2020-02-25,114.2699966430664
2020-05-14,121.87000274658203
2020-02-28,125.02999877929688
2019-08-08,127.2699966430664
2019-06-05,126.5
2018-07-20,117.98999786376953
2018-08-21,118.44999694824219
2018-10-24,118.80000305175781
2019-04-02,123.30000305175781
2019-03-01,124.94999694824219
2019-01-28,126.33000183105469
2018-12-27,132.8699951171875
2019-09-09,130.47999572753906
2020-03-02,133.72000122070312
2020-05-20,132.77000427246094
2019-12-17,132.74000549316406
2020-03-05,133.0
2019-02-12,132.42999267578125
2019-01-11,127.5999984741211
2018-12-10,129.8000030517578
2019-08-23,129.19000244140625
2018-11-08,126.80999755859375
2019-07-22,126.4800033569336
2019-06-20,128.0
2018-09-05,127.80999755859375
2019-04-17,125.5999984741211
2019-09-24,120.76000213623047
2019-12-20,121.79000091552734
2020-05-26,124.68000030517578
2019-04-30,124.16999816894531
2019-12-23,123.5199966430664
2020-03-11,120.30999755859375
2020-05-29,119.81999969482422
2019-12-26,119.9800033569336
2020-06-01,116.98999786376953
2019-05-02,116.8499984741211
2019-02-27,118.77999877929688
2018-11-23,123.26000213623047
2019-08-06,123.08999633789062
2018-07-18,122.06999969482422
2018-09-20,121.94000244140625
2018-10-22,121.02999877929688
2019-07-05,123.80000305175781
2019-06-03,122.2699966430664
2019-10-09,124.58999633789062
2019-10-11,127.4000015258789
2020-03-17,128.9499969482422
2020-06-04,130.08999633789062
2019-10-14,132.55999755859375
2020-03-20,132.60000610351562
2018-11-06,134.25999450683594
2019-06-18,132.8800048828125
2019-05-17,131.6199951171875
2019-04-15,132.69000244140625
2019-03-14,130.86000061035156
2019-01-09,129.77999877929688
2018-08-02,130.42999267578125
2018-10-05,132.67999267578125
2019-08-21,130.83999633789062
2019-10-17,130.1699981689453
2020-03-23,131.1300048828125
2020-06-10,127.5999984741211
2019-02-25,128.17999267578125
2020-01-07,125.19999694824219
2020-03-26,124.4000015258789
2019-10-23,125.55999755859375
