Dates,AWK
2018-06-20,82.95999908447266
2018-06-21,83.08999633789062
2018-06-25,82.47000122070312
2018-06-22,83.6500015258789
2018-06-26,85.08000183105469
2018-06-27,84.93000030517578
2018-06-28,85.76000213623047
2018-06-29,85.37999725341797
2018-07-02,85.58999633789062
2018-07-03,86.43000030517578
2018-07-05,87.04000091552734
2018-07-16,87.61000061035156
2018-09-18,88.66999816894531
2019-01-24,84.91000366210938
2019-09-05,86.47000122070312
2018-11-21,87.25
2020-01-13,87.37000274658203
2020-04-01,87.69999694824219
2020-06-19,86.95999908447266
2019-10-29,87.69000244140625
2020-01-16,87.73999786376953
2020-06-22,88.26000213623047
2018-10-03,87.7300033569336
2018-07-31,86.95999908447266
2019-03-12,87.47000122070312
2019-02-08,88.12999725341797
2019-01-07,88.5
2018-12-06,88.30999755859375
2019-08-19,87.98999786376953
2019-07-18,87.91999816894531
2019-05-15,86.91000366210938
2019-09-20,87.73999786376953
2019-11-01,88.4800033569336
2020-04-07,88.16000366210938
2020-06-25,87.94000244140625
2020-06-16,87.62999725341797
2019-11-04,88.30000305175781
2020-01-22,87.83999633789062
2019-11-07,87.55999755859375
2020-04-13,87.91999816894531
2019-07-01,88.1500015258789
2019-05-30,89.02999877929688
2018-08-15,89.79000091552734
2018-10-18,89.22000122070312
2019-03-27,89.13999938964844
2019-01-22,88.30999755859375
2018-12-21,88.4000015258789
2019-09-03,88.94999694824219
2018-11-19,87.87999725341797
2019-08-02,87.68000030517578
2020-01-28,87.91999816894531
2020-04-16,87.61000061035156
2019-11-13,87.31999969482422
2020-01-31,88.69000244140625
2018-12-04,89.54000091552734
2018-11-02,88.44000244140625
2019-07-16,88.69000244140625
2018-08-30,88.5
2018-10-01,88.66000366210938
2019-06-14,88.37999725341797
2019-05-13,88.94000244140625
2019-04-11,89.52999877929688
2019-02-06,89.25
2019-09-18,89.4000015258789
2020-02-03,87.47000122070312
2020-04-22,88.08000183105469
2019-11-19,88.51000213623047
2020-02-06,87.61000061035156
2019-11-22,86.76000213623047
2019-03-25,86.11000061035156
2019-02-21,87.18000030517578
2018-12-19,87.87999725341797
2018-07-12,87.81999969482422
2018-09-14,88.33000183105469
2018-08-13,87.48999786376953
2018-10-16,87.62999725341797
2019-07-31,89.2300033569336
2019-05-28,90.06999969482422
2019-04-26,90.37000274658203
2020-04-28,90.79000091552734
2019-11-25,87.66000366210938
2020-02-12,87.75
2020-05-01,88.12000274658203
2020-05-04,89.94000244140625
2019-06-12,90.41999816894531
2019-04-09,90.69999694824219
2019-03-08,92.0
2019-02-04,91.54000091552734
2018-07-27,90.12000274658203
2018-08-28,91.23999786376953
2019-01-03,90.3499984741211
2019-08-15,88.58000183105469
2018-10-31,89.93000030517578
2019-09-16,90.0
2020-02-18,89.37000274658203
2020-05-07,88.2300033569336
2018-08-17,87.58000183105469
2019-12-04,88.18000030517578
2020-02-21,89.62000274658203
2018-12-17,89.6500015258789
2019-08-30,88.68000030517578
2018-11-15,89.4800033569336
2019-07-29,91.41000366210938
2019-06-27,91.01000213623047
2019-04-24,90.13999938964844
2018-07-10,92.76000213623047
2018-09-12,93.4800033569336
2019-02-19,93.87000274658203
2019-01-18,92.72000122070312
2020-02-24,91.5999984741211
