Dates,AWK
2018-06-20,82.56999969482422
2018-06-21,82.19999694824219
2018-06-25,82.33999633789062
2018-06-22,83.33000183105469
2018-06-26,85.0
2018-06-27,84.66999816894531
2018-06-28,85.37000274658203
2018-06-29,84.91000366210938
2018-07-02,85.30000305175781
2018-07-03,86.13999938964844
2018-07-05,86.5
2018-07-16,87.61000061035156
2018-09-18,85.08000183105469
2019-01-24,84.22000122070312
2019-09-05,86.26000213623047
2018-11-21,86.58000183105469
2020-01-13,86.88999938964844
2020-04-01,87.05999755859375
2020-06-19,86.87999725341797
2019-10-29,86.88999938964844
2020-01-16,87.48999786376953
2020-06-22,87.12000274658203
2018-10-03,86.83000183105469
2018-07-31,86.04000091552734
2019-03-12,87.05999755859375
2019-02-08,88.05000305175781
2019-01-07,88.06999969482422
2018-12-06,87.36000061035156
2019-08-19,87.62000274658203
2019-07-18,86.41999816894531
2019-05-15,86.33000183105469
2019-09-20,86.98999786376953
2019-11-01,87.86000061035156
2020-04-07,87.23999786376953
2020-06-25,87.70999908447266
2020-06-16,87.47000122070312
2019-11-04,87.62999725341797
2020-01-22,87.20999908447266
2019-11-07,87.4000015258789
2020-04-13,87.58000183105469
2019-07-01,88.05999755859375
2019-05-30,88.77999877929688
2018-08-15,89.11000061035156
2018-10-18,88.70999908447266
2019-03-27,87.9000015258789
2019-01-22,87.97000122070312
2018-12-21,87.94999694824219
2019-09-03,87.61000061035156
2018-11-19,87.01000213623047
2019-08-02,87.41999816894531
2020-01-28,87.2300033569336
2020-04-16,87.0199966430664
2019-11-13,87.31999969482422
2020-01-31,88.45999908447266
2018-12-04,88.95999908447266
2018-11-02,88.02999877929688
2019-07-16,87.8499984741211
2018-08-30,88.41999816894531
2018-10-01,88.4000015258789
2019-06-14,88.33000183105469
2019-05-13,88.70999908447266
2019-04-11,89.02999877929688
2019-02-06,88.93000030517578
2019-09-18,87.12000274658203
2020-02-03,86.9000015258789
2020-04-22,87.94999694824219
2019-11-19,87.77999877929688
2020-02-06,86.52999877929688
2019-11-22,85.87999725341797
2019-03-25,85.9000015258789
2019-02-21,87.18000030517578
2018-12-19,87.0
2018-07-12,87.80000305175781
2018-09-14,86.83000183105469
2018-08-13,86.76000213623047
2018-10-16,87.62999725341797
2019-07-31,89.2300033569336
2019-05-28,89.72000122070312
2019-04-26,90.36000061035156
2020-04-28,87.43000030517578
2019-11-25,86.87999725341797
2020-02-12,87.58000183105469
2020-05-01,87.66999816894531
2020-05-04,89.47000122070312
2019-06-12,90.0199966430664
2019-04-09,90.56999969482422
2019-03-08,91.0999984741211
2019-02-04,89.61000061035156
2018-07-27,89.83999633789062
2018-08-28,89.76000213623047
2019-01-03,87.44999694824219
2019-08-15,88.58000183105469
2018-10-31,88.87999725341797
2019-09-16,88.41999816894531
2020-02-18,86.95999908447266
2020-05-07,86.5999984741211
2018-08-17,87.5
2019-12-04,88.0199966430664
2020-02-21,89.47000122070312
2018-12-17,88.31999969482422
