Dates,AWK
2018-06-20,80.18389892578125
2018-06-21,79.40299224853516
2018-06-25,80.42491912841797
2018-06-22,82.2374267578125
2018-06-26,82.227783203125
2018-06-27,82.66162109375
2018-06-28,82.43989562988281
2018-06-29,82.3145523071289
2018-07-02,83.2111587524414
2018-07-03,83.76069641113281
2018-07-05,84.42591857910156
2018-07-16,85.30325317382812
2018-09-18,82.2181396484375
2019-01-24,83.1436767578125
2019-09-05,84.10777282714844
2018-11-21,84.1174087524414
2020-01-13,84.5512466430664
2020-04-01,84.42591857910156
2020-06-19,84.54161071777344
2019-10-29,84.43556213378906
2020-01-16,85.35145568847656
2020-06-22,84.40665435791016
2018-10-03,84.14634704589844
2018-07-31,84.28131103515625
2019-03-12,84.37770080566406
2019-02-08,85.35145568847656
2019-01-07,85.18755340576172
2018-12-06,84.42591857910156
2019-08-19,85.08151245117188
2019-07-18,83.4521713256836
2019-05-15,84.39700317382812
2019-09-20,84.88868713378906
2019-11-01,85.0911636352539
2020-04-07,84.91761016845703
2020-06-25,84.95618438720703
2020-06-16,85.49403381347656
2019-11-04,84.93194580078125
2020-01-22,84.69937133789062
2019-11-07,84.88348388671875
2020-04-13,85.5715560913086
2019-07-01,86.21116638183594
2019-05-30,86.72479248046875
2018-08-15,86.59880065917969
2018-10-18,86.22085571289062
2019-03-27,85.53280639648438
2019-01-22,85.54248046875
2018-12-21,86.10456085205078
2019-09-03,85.32927703857422
2018-11-19,84.55400085449219
2019-08-02,84.98040008544922
2020-01-28,84.90288543701172
2020-04-16,84.82535552978516
2019-11-13,86.05609893798828
2020-01-31,86.73448181152344
2018-12-04,86.33714294433594
2018-11-02,85.49403381347656
2019-07-16,85.93013000488281
2018-08-30,85.83321380615234
2018-10-01,85.67815399169922
2019-06-14,86.52127838134766
2019-05-13,86.48250579833984
2019-04-11,86.72479248046875
2019-02-06,86.61817169189453
2019-09-18,84.8738021850586
2020-02-03,85.6975326538086
2020-04-22,85.86228942871094
2019-11-19,85.10639190673828
2020-02-06,83.98223876953125
2019-11-22,83.25541687011719
2019-03-25,84.2729721069336
2019-02-21,85.25175476074219
2018-12-19,84.82535552978516
2018-07-12,85.62001037597656
2018-09-14,84.95133209228516
2018-08-13,84.96102905273438
2018-10-16,86.2886962890625
2019-07-31,87.15119171142578
2019-05-28,87.77141571044922
2019-04-26,87.69390106201172
2020-04-28,84.747802734375
2019-11-25,85.01917266845703
2020-02-12,85.28083038330078
2020-05-01,87.2674789428711
2020-05-04,87.17056274414062
2019-06-12,87.65512084960938
2019-04-09,89.09907531738281
2019-03-08,88.7017593383789
2019-02-04,87.17056274414062
2018-07-27,88.84711456298828
2018-08-28,87.15119171142578
2019-01-03,85.50372314453125
2019-08-15,86.74417114257812
2018-10-31,87.39346313476562
2019-09-16,85.79444885253906
2020-02-18,85.60063171386719
2020-05-07,84.67998504638672
2018-08-17,85.48434448242188
2019-12-04,86.34683227539062
2020-02-21,87.30623626708984
2018-12-17,86.58059692382812
2019-08-30,87.28189849853516
2018-11-15,88.90850830078125
2019-07-29,88.77213287353516
