Dates,HSY
2018-06-20,91.86000061035156
2018-06-21,91.91000366210938
2018-06-25,92.66999816894531
2018-06-22,94.19999694824219
2018-06-26,94.04000091552734
2018-06-27,93.93000030517578
2018-06-28,94.18000030517578
2018-06-29,93.05999755859375
2018-07-02,92.2300033569336
2018-07-03,92.7699966430664
2018-07-05,95.16000366210938
2018-07-16,95.55000305175781
2018-09-18,93.91999816894531
2019-01-24,93.80999755859375
2019-09-05,94.04000091552734
2018-11-21,93.66000366210938
2020-01-13,93.98999786376953
2020-04-01,92.75
2020-06-19,93.55999755859375
2019-10-29,91.41000366210938
2020-01-16,92.2300033569336
2020-06-22,91.91999816894531
2018-10-03,91.04000091552734
2018-07-31,92.05999755859375
2019-03-12,92.83000183105469
2019-02-08,99.66000366210938
2019-01-07,96.98999786376953
2018-12-06,97.80000305175781
2019-08-19,98.20999908447266
2019-07-18,96.52999877929688
2019-05-15,97.54000091552734
2019-09-20,99.16000366210938
2019-11-01,100.06999969482422
2020-04-07,98.58000183105469
2020-06-25,97.69000244140625
2020-06-16,97.33999633789062
2019-11-04,97.69999694824219
2020-01-22,98.05999755859375
2019-11-07,98.61000061035156
2020-04-13,100.44000244140625
2019-07-01,100.5
2019-05-30,101.4800033569336
2018-08-15,102.44000244140625
2018-10-18,101.08999633789062
2019-03-27,100.19999694824219
2019-01-22,98.98999786376953
2018-12-21,99.7699966430664
2019-09-03,99.29000091552734
2018-11-19,98.76000213623047
2019-08-02,99.61000061035156
2020-01-28,99.91999816894531
2020-04-16,100.5199966430664
2019-11-13,101.5
2020-01-31,102.87000274658203
2018-12-04,104.23999786376953
2018-11-02,103.63999938964844
2019-07-16,104.41000366210938
2018-08-30,104.23999786376953
2018-10-01,106.0199966430664
2019-06-14,106.5999984741211
2019-05-13,105.97000122070312
2019-04-11,103.7699966430664
2019-02-06,103.44000244140625
2019-09-18,102.66000366210938
2020-02-03,103.44999694824219
2020-04-22,103.9000015258789
2019-11-19,102.19000244140625
2020-02-06,102.29000091552734
2019-11-22,102.0
2019-03-25,101.73999786376953
2019-02-21,102.0
2018-12-19,101.63999938964844
2018-07-12,102.69999694824219
2018-09-14,102.0999984741211
2018-08-13,102.7300033569336
2018-10-16,104.38999938964844
2019-07-31,106.2300033569336
2019-05-28,104.91999816894531
2019-04-26,103.73999786376953
2020-04-28,102.08999633789062
2019-11-25,103.41000366210938
2020-02-12,104.95999908447266
2020-05-01,105.5
2020-05-04,105.19000244140625
2019-06-12,104.58000183105469
2019-04-09,106.58000183105469
2019-03-08,105.77999877929688
2019-02-04,107.70999908447266
2018-07-27,108.16999816894531
2018-08-28,102.83999633789062
2019-01-03,102.5199966430664
2019-08-15,106.0
2018-10-31,108.04000091552734
2019-09-16,107.1500015258789
2020-02-18,107.33999633789062
2020-05-07,105.83999633789062
2018-08-17,106.97000122070312
2019-12-04,107.69000244140625
2020-02-21,108.05000305175781
2018-12-17,107.06999969482422
2019-08-30,108.58000183105469
2018-11-15,108.66999816894531
2019-07-29,109.13999938964844
2019-06-27,107.94999694824219
