Dates,HSY
2018-11-09,705100.0
2019-07-23,1012800.0
2019-06-21,1122800.0
2019-05-20,827200.0
2019-04-18,829600.0
2018-09-06,611000.0
2018-10-08,754000.0
2019-02-13,589800.0
2018-12-11,1049300.0
2019-09-25,810400.0
2020-01-21,428500.0
2020-04-09,798800.0
2019-11-06,956700.0
2020-01-24,859300.0
2020-01-27,673300.0
2020-04-15,1026000.0
2018-12-26,1452900.0
2019-08-07,2966300.0
2019-06-04,1948100.0
2018-09-21,1688800.0
2018-07-19,1518700.0
2018-08-20,1443300.0
2018-10-23,1591200.0
2019-05-03,1128200.0
2019-04-01,1421900.0
2019-02-28,1727700.0
2019-11-12,1426600.0
2020-01-30,1270800.0
2019-11-15,1267900.0
2020-04-21,1778300.0
2019-04-16,1667500.0
2019-03-15,1305000.0
2019-02-11,2067800.0
2019-01-10,1818900.0
2019-08-22,945400.0
2018-11-07,1732800.0
2018-08-03,1360900.0
2018-09-04,1606000.0
2019-06-19,963800.0
2019-09-23,2919400.0
2019-11-18,1726200.0
2020-02-05,982300.0
2020-04-24,1331500.0
2019-03-29,1251200.0
2019-11-21,1079700.0
2020-04-27,1730300.0
2020-02-11,1414100.0
2020-04-30,1339300.0
2019-05-01,1216400.0
2019-02-26,1123000.0
2019-01-25,753500.0
2018-12-24,1191900.0
2019-09-06,1129000.0
2018-07-17,1148700.0
2018-09-19,1311200.0
2019-08-05,1678200.0
2019-10-08,1618900.0
2019-12-11,2156700.0
2019-11-27,1626000.0
2020-02-14,1129400.0
2020-05-06,1828700.0
2019-01-08,1078200.0
2018-12-07,1901400.0
2019-08-20,1023100.0
2018-11-05,1121400.0
2019-07-19,766200.0
2018-10-04,855000.0
2019-06-17,1069900.0
2019-05-16,820500.0
2018-08-01,725000.0
2019-03-13,1074800.0
2019-12-03,655800.0
2020-02-20,1070900.0
2019-12-06,1393800.0
2020-05-12,2333200.0
2019-12-09,1745900.0
2020-02-26,1124000.0
2020-05-15,1106000.0
2019-03-28,1630900.0
2018-09-17,1940700.0
2018-08-16,2111400.0
2018-10-19,1465000.0
2019-04-29,1249400.0
2019-01-23,1018400.0
2019-09-04,1037800.0
2018-11-20,1224200.0
2019-07-02,1213400.0
2019-05-31,1588600.0
2019-12-12,1301600.0
2020-05-18,1290100.0
2019-09-27,921100.0
2020-03-03,1205600.0
2020-05-21,557400.0
2019-05-14,959100.0
2018-08-31,1070400.0
2018-07-30,1062800.0
2018-10-02,946000.0
2019-04-12,917000.0
2019-03-11,881300.0
2019-02-07,912700.0
2019-07-17,1105200.0
2019-09-19,782000.0
2019-10-21,939800.0
2019-12-18,1211900.0
2020-03-06,1289400.0
2019-10-03,1044100.0
2020-03-09,1026400.0
2020-05-27,915100.0
2019-12-24,1047000.0
2020-03-12,1154900.0
2018-12-20,1223300.0
2019-08-01,1360200.0
2018-08-14,2358900.0
2018-07-13,1819400.0
2018-10-17,1697300.0
2019-05-29,1830700.0
2019-03-26,1287800.0
2019-02-22,1657600.0
2019-10-04,861300.0
2019-11-05,793800.0
2019-12-27,3212400.0
2020-06-02,740400.0
2019-12-30,1155200.0
2020-03-18,976700.0
2020-06-05,965600.0
2019-07-15,526100.0
2018-12-03,835400.0
2019-06-13,657500.0
2019-01-04,772600.0
2018-08-29,1135000.0
2019-02-05,954300.0
2018-11-01,769000.0
2019-08-16,798200.0
2019-04-10,826500.0
2019-09-17,608800.0
2019-10-15,932500.0
2020-01-02,784500.0
2020-06-08,1215800.0
2019-10-18,818700.0
2020-03-24,596000.0
2020-06-11,715700.0
2020-01-08,691700.0
2019-04-25,956000.0
2019-07-30,1400400.0
2019-02-20,1855400.0
2018-07-11,1390200.0
2018-09-13,1408300.0
2018-10-15,1469500.0
2019-06-28,1127900.0
2018-12-18,1037900.0
2018-11-16,1110300.0
2019-10-02,1112100.0
2020-03-27,1079300.0
2020-01-10,1022500.0
2019-10-24,808900.0
2020-03-30,468800.0
2020-06-17,512200.0
2020-01-14,710700.0
2020-04-02,1402800.0
2019-01-02,844800.0
2019-08-14,877700.0
2018-10-30,740800.0
2019-06-11,754400.0
2019-05-10,1164900.0
2019-04-08,719600.0
2018-08-27,589000.0
2018-07-26,1299300.0
2018-09-28,1899700.0
2019-03-07,823600.0
2019-10-30,423400.0
2020-01-17,677300.0
2020-06-23,829900.0
2020-04-08,802300.0
2020-06-26,570300.0
2019-03-22,600200.0
2019-01-17,918700.0
2019-08-29,539700.0
2018-11-14,615000.0
2019-06-26,713500.0
2018-09-11,586300.0
2018-07-09,916600.0
2018-08-10,1489300.0
2019-04-23,984000.0
2019-09-30,925100.0
2020-01-23,1269300.0
2019-11-08,481800.0
2020-04-14,250800.0
2019-11-11,400800.0
2020-01-29,420700.0
2020-04-17,446400.0
2018-07-24,594800.0
2018-09-26,821500.0
2019-05-08,770900.0
2019-03-05,1032900.0
2019-02-01,858800.0
2018-12-31,865200.0
2018-11-29,919100.0
2019-08-12,724100.0
2019-07-11,734900.0
2019-09-13,734700.0
2019-11-14,852800.0
2020-04-20,1016500.0
2020-02-04,879400.0
2020-04-23,869800.0
2018-12-14,486600.0
2019-08-27,603100.0
2018-08-08,592600.0
2018-10-11,1130600.0
2018-11-12,821700.0
2019-07-26,795800.0
2019-06-24,1386000.0
2019-05-23,1341600.0
2019-03-20,812900.0
2019-01-15,842700.0
2019-11-20,802200.0
2020-02-07,676800.0
2020-02-10,717300.0
2020-04-29,733600.0
2019-11-26,680600.0
2020-02-13,673000.0
2019-01-30,774100.0
2018-08-23,687400.0
2018-09-24,1061600.0
2018-11-27,806800.0
2018-10-26,716700.0
2019-07-09,1028200.0
2019-06-07,1083600.0
2019-05-06,1466600.0
2019-04-04,1144100.0
2019-09-11,1580700.0
2019-11-29,2127600.0
2020-05-05,1280500.0
2019-12-02,1342200.0
2020-02-19,1002300.0
2020-05-08,974100.0
2019-05-21,1118400.0
2019-03-18,1221600.0
2018-09-07,1900300.0
2018-08-06,1076700.0
2018-10-09,2478500.0
2019-02-14,1905000.0
2018-12-12,1974600.0
2019-07-24,2678800.0
2019-09-26,3028600.0
2019-10-28,1806400.0
2019-12-05,1763100.0
2020-05-11,1917300.0
2019-07-03,1522800.0
2020-02-25,2003600.0
2020-05-14,1440400.0
2020-02-28,1521400.0
2019-08-08,1348200.0
2019-06-05,2162800.0
2018-07-20,1412300.0
2018-08-21,2134800.0
2018-10-24,1468800.0
2019-04-02,1294800.0
2019-03-01,1368000.0
2019-01-28,779600.0
2018-12-27,952300.0
2019-09-09,1683900.0
2020-03-02,1152100.0
2020-05-20,1715600.0
2019-12-17,1443100.0
2020-03-05,1164300.0
2019-02-12,1048700.0
2019-01-11,1235900.0
2018-12-10,1293700.0
2019-08-23,2165200.0
2018-11-08,1416000.0
2019-07-22,1318600.0
2019-06-20,1167200.0
2018-09-05,1909900.0
2019-04-17,1216100.0
2019-09-24,1153400.0
2019-12-20,1109500.0
2020-05-26,1135600.0
2019-04-30,858200.0
2019-12-23,979200.0
2020-03-11,831300.0
2020-05-29,1087200.0
2019-12-26,663400.0
2020-06-01,803300.0
2019-05-02,1151100.0
2019-02-27,2602800.0
2018-11-23,1789400.0
2019-08-06,1170600.0
2018-07-18,1137600.0
2018-09-20,2597300.0
2018-10-22,900000.0
2019-07-05,1719600.0
2019-06-03,1443900.0
2019-10-09,1372700.0
2019-10-11,2912000.0
2020-03-17,746100.0
2020-06-04,2057600.0
2019-10-14,981000.0
2020-03-20,1133400.0
2018-11-06,1304500.0
2019-06-18,1987700.0
2019-05-17,1276900.0
2019-04-15,1352300.0
2019-03-14,1189700.0
2019-01-09,1085800.0
2018-08-02,1183100.0
2018-10-05,789500.0
2019-08-21,910400.0
2019-10-17,595500.0
2020-03-23,3316100.0
2020-06-10,993100.0
2019-02-25,1072500.0
2020-01-07,969300.0
2020-03-26,1112300.0
2019-10-23,1539300.0
