Dates,HSY
2018-06-20,92.37999725341797
2018-06-21,92.45999908447266
2018-06-25,93.1500015258789
2018-06-22,94.37999725341797
2018-06-26,94.41000366210938
2018-06-27,95.01000213623047
2018-06-28,94.86000061035156
2018-06-29,94.44999694824219
2018-07-02,93.16999816894531
2018-07-03,93.33000183105469
2018-07-05,95.19999694824219
2018-07-16,96.30000305175781
2018-09-18,95.81999969482422
2019-01-24,94.18000030517578
2019-09-05,94.48999786376953
2018-11-21,94.55000305175781
2020-01-13,94.38999938964844
2020-04-01,94.13999938964844
2020-06-19,93.94999694824219
2019-10-29,93.4800033569336
2020-01-16,92.80000305175781
2020-06-22,92.41000366210938
2018-10-03,92.0
2018-07-31,92.45999908447266
2019-03-12,93.08000183105469
2019-02-08,101.69000244140625
2019-01-07,99.16999816894531
2018-12-06,97.98999786376953
2019-08-19,98.69999694824219
2019-07-18,98.44000244140625
2019-05-15,97.63999938964844
2019-09-20,100.83999633789062
2019-11-01,100.2699966430664
2020-04-07,100.11000061035156
2020-06-25,98.66999816894531
2020-06-16,98.02999877929688
2019-11-04,97.95999908447266
2020-01-22,98.12999725341797
2019-11-07,98.91000366210938
2020-04-13,100.51000213623047
2019-07-01,101.12000274658203
2019-05-30,101.95999908447266
2018-08-15,102.7699966430664
2018-10-18,102.44000244140625
2019-03-27,101.04000091552734
2019-01-22,99.48999786376953
2018-12-21,100.0199966430664
2019-09-03,100.3499984741211
2018-11-19,99.58000183105469
2019-08-02,99.79000091552734
2020-01-28,100.33000183105469
2020-04-16,100.87999725341797
2019-11-13,101.81999969482422
2020-01-31,103.55999755859375
2018-12-04,104.44999694824219
2018-11-02,104.05000305175781
2019-07-16,104.75
2018-08-30,105.41000366210938
2018-10-01,106.08999633789062
2019-06-14,106.62999725341797
2019-05-13,106.76000213623047
2019-04-11,105.9000015258789
2019-02-06,103.95999908447266
2019-09-18,103.87999725341797
2020-02-03,103.72000122070312
2020-04-22,104.73999786376953
2019-11-19,103.83999633789062
2020-02-06,102.52999877929688
2019-11-22,102.95999908447266
2019-03-25,102.62999725341797
2019-02-21,102.44000244140625
2018-12-19,102.29000091552734
2018-07-12,103.25
2018-09-14,103.26000213623047
2018-08-13,102.86000061035156
2018-10-16,104.68000030517578
2019-07-31,106.54000091552734
2019-05-28,106.37000274658203
2019-04-26,106.0
2020-04-28,104.3499984741211
2019-11-25,103.7300033569336
2020-02-12,105.38999938964844
2020-05-01,105.79000091552734
2020-05-04,105.76000213623047
2019-06-12,106.3499984741211
2019-04-09,106.79000091552734
2019-03-08,107.02999877929688
2019-02-04,108.0
2018-07-27,109.5199966430664
2018-08-28,103.93000030517578
2019-01-03,103.72000122070312
2019-08-15,107.41999816894531
2018-10-31,108.08999633789062
2019-09-16,108.69999694824219
2020-02-18,107.95999908447266
2020-05-07,107.26000213623047
2018-08-17,107.77999877929688
2019-12-04,107.9000015258789
2020-02-21,108.58999633789062
2018-12-17,107.98999786376953
2019-08-30,108.70999908447266
2018-11-15,109.80000305175781
2019-07-29,109.4000015258789
2019-06-27,109.25
2019-04-24,108.81999969482422
2018-07-10,110.08999633789062
2018-09-12,109.69000244140625
2019-02-19,109.30999755859375
2019-01-18,107.33999633789062
2020-02-24,106.80999755859375
2020-05-13,106.69000244140625
2019-12-10,107.05999755859375
2020-02-27,107.13999938964844
2019-12-13,107.76000213623047
2020-05-19,108.48999786376953
2019-03-06,109.31999969482422
2018-11-30,110.30000305175781
2019-08-13,108.16999816894531
2019-07-12,108.44000244140625
2019-06-10,107.58999633789062
2019-05-09,108.62000274658203
2018-07-25,109.45999908447266
2018-09-27,110.1500015258789
2018-10-29,110.0
2019-10-16,108.29000091552734
2019-12-16,105.66000366210938
2020-03-04,108.80000305175781
2020-05-22,107.88999938964844
2019-10-01,109.31999969482422
2019-12-19,105.9000015258789
2018-09-10,105.7699966430664
2019-05-24,106.13999938964844
2018-08-09,107.9000015258789
2019-04-22,107.20999908447266
2019-03-21,106.55999755859375
2019-01-16,107.3499984741211
2019-08-28,107.41000366210938
2018-11-13,106.2699966430664
2018-10-12,106.68000030517578
2019-06-25,106.95999908447266
2020-03-10,106.93000030517578
2020-05-28,107.02999877929688
2019-10-07,106.69000244140625
2020-03-13,107.83000183105469
2019-10-10,107.87000274658203
2020-03-16,107.87999725341797
2020-06-03,108.55000305175781
2018-11-28,108.80000305175781
2018-09-25,108.91000366210938
2018-07-23,107.1500015258789
2018-08-24,106.18000030517578
2019-07-10,105.1500015258789
2019-05-07,105.80000305175781
2019-04-05,106.77999877929688
2019-03-04,106.54000091552734
2019-01-31,106.44999694824219
2019-09-12,105.76000213623047
2019-12-31,106.9000015258789
2020-03-19,106.61000061035156
2020-01-03,106.97000122070312
2020-06-09,108.51000213623047
2019-02-15,109.5199966430664
2019-01-14,109.97000122070312
2018-07-06,109.94999694824219
2018-08-07,108.98999786376953
2018-10-10,109.91999816894531
2018-12-13,109.98999786376953
2019-08-26,110.87999725341797
2019-07-25,111.5199966430664
2019-05-22,110.73999786376953
2019-03-19,110.55000305175781
2020-01-06,110.47000122070312
2020-03-25,109.79000091552734
2020-06-12,110.7699966430664
2019-10-22,112.26000213623047
2020-01-09,112.44999694824219
2020-06-15,111.97000122070312
2019-10-25,112.29000091552734
2020-03-31,112.2300033569336
2020-06-18,112.08000183105469
2019-04-03,111.44000244140625
2018-08-22,111.80000305175781
2018-10-25,110.95999908447266
2019-01-29,110.9000015258789
