Dates,HSY
2018-06-20,91.11000061035156
2018-06-21,91.68000030517578
2018-06-25,91.93000030517578
2018-06-22,92.75
2018-06-26,93.4000015258789
2018-06-27,93.55999755859375
2018-06-28,93.48999786376953
2018-06-29,93.02999877929688
2018-07-02,91.77999877929688
2018-07-03,91.93000030517578
2018-07-05,92.83999633789062
2018-07-16,94.37999725341797
2018-09-18,93.63999938964844
2019-01-24,93.22000122070312
2019-09-05,93.56999969482422
2018-11-21,93.16999816894531
2020-01-13,93.51000213623047
2020-04-01,92.4800033569336
2020-06-19,92.69999694824219
2019-10-29,91.30999755859375
2020-01-16,91.25
2020-06-22,91.55999755859375
2018-10-03,90.5199966430664
2018-07-31,90.66999816894531
2019-03-12,91.66999816894531
2019-02-08,94.77999877929688
2019-01-07,96.79000091552734
2018-12-06,96.27999877929688
2019-08-19,97.16999816894531
2019-07-18,96.5
2019-05-15,95.80999755859375
2019-09-20,97.72000122070312
2019-11-01,98.95999908447266
2020-04-07,98.0199966430664
2020-06-25,97.48999786376953
2020-06-16,96.91999816894531
2019-11-04,96.76000213623047
2020-01-22,97.0
2019-11-07,97.91000366210938
2020-04-13,98.01000213623047
2019-07-01,99.75
2019-05-30,100.27999877929688
2018-08-15,101.69000244140625
2018-10-18,100.41999816894531
2019-03-27,99.69999694824219
2019-01-22,98.7699966430664
2018-12-21,98.66000366210938
2019-09-03,98.8499984741211
2018-11-19,98.5
2019-08-02,99.0999984741211
2020-01-28,99.16999816894531
2020-04-16,99.86000061035156
2019-11-13,100.41000366210938
2020-01-31,101.08000183105469
2018-12-04,102.48999786376953
2018-11-02,102.79000091552734
2019-07-16,103.38999938964844
2018-08-30,103.94000244140625
2018-10-01,103.91000366210938
2019-06-14,105.30000305175781
2019-05-13,105.30000305175781
2019-04-11,103.69000244140625
2019-02-06,101.5999984741211
2019-09-18,102.33999633789062
2020-02-03,102.55000305175781
2020-04-22,103.68000030517578
2019-11-19,102.05999755859375
2020-02-06,101.86000061035156
2019-11-22,101.94000244140625
2019-03-25,101.19000244140625
2019-02-21,101.30000305175781
2018-12-19,101.19999694824219
2018-07-12,101.91000366210938
2018-09-14,101.63999938964844
2018-08-13,101.41999816894531
2018-10-16,103.16000366210938
2019-07-31,104.01000213623047
2019-05-28,104.81999969482422
2019-04-26,103.6500015258789
2020-04-28,101.66000366210938
2019-11-25,101.91000366210938
2020-02-12,103.33000183105469
2020-05-01,104.5
2020-05-04,104.38999938964844
2019-06-12,103.83999633789062
2019-04-09,105.30999755859375
2019-03-08,105.41999816894531
2019-02-04,105.31999969482422
2018-07-27,107.56999969482422
2018-08-28,99.1500015258789
2019-01-03,101.41999816894531
2019-08-15,103.41000366210938
2018-10-31,105.7699966430664
2019-09-16,105.41999816894531
2020-02-18,106.66999816894531
2020-05-07,105.06999969482422
2018-08-17,106.0
2019-12-04,106.76000213623047
2020-02-21,106.62999725341797
2018-12-17,106.36000061035156
2019-08-30,106.87000274658203
2018-11-15,108.08000183105469
2019-07-29,107.62999725341797
2019-06-27,107.58000183105469
2019-04-24,106.77999877929688
2018-07-10,108.44000244140625
2018-09-12,107.83000183105469
2019-02-19,106.41999816894531
2019-01-18,105.5999984741211
2020-02-24,106.04000091552734
2020-05-13,105.12999725341797
2019-12-10,105.45999908447266
2020-02-27,105.75
2019-12-13,106.44999694824219
2020-05-19,107.5999984741211
2019-03-06,107.55999755859375
2018-11-30,107.83000183105469
2019-08-13,105.0999984741211
2019-07-12,106.44000244140625
2019-06-10,105.25
2019-05-09,107.27999877929688
2018-07-25,108.01000213623047
2018-09-27,108.47000122070312
2018-10-29,107.61000061035156
2019-10-16,104.5199966430664
2019-12-16,103.69999694824219
2020-03-04,106.33000183105469
2020-05-22,105.26000213623047
2019-10-01,105.91000366210938
2019-12-19,103.05999755859375
2018-09-10,102.11000061035156
2019-05-24,103.0999984741211
2018-08-09,105.87000274658203
2019-04-22,105.81999969482422
2019-03-21,104.7699966430664
2019-01-16,104.91000366210938
2019-08-28,105.5199966430664
2018-11-13,104.93000030517578
2018-10-12,104.91000366210938
2019-06-25,105.38999938964844
2020-03-10,105.62000274658203
2020-05-28,105.18000030517578
2019-10-07,105.76000213623047
2020-03-13,105.93000030517578
2019-10-10,106.30000305175781
2020-03-16,106.70999908447266
2020-06-03,107.30000305175781
2018-11-28,107.18000030517578
2018-09-25,107.94999694824219
2018-07-23,104.94000244140625
2018-08-24,104.05000305175781
2019-07-10,103.9000015258789
2019-05-07,104.33000183105469
2019-04-05,105.11000061035156
2019-03-04,100.80000305175781
2019-01-31,104.31999969482422
2019-09-12,104.19000244140625
2019-12-31,105.16999816894531
2020-03-19,105.75
2020-01-03,104.36000061035156
2020-06-09,106.45999908447266
2019-02-15,108.2300033569336
2019-01-14,108.33999633789062
2018-07-06,108.55999755859375
2018-08-07,107.81999969482422
2018-10-10,108.76000213623047
2018-12-13,108.47000122070312
2019-08-26,109.20999908447266
2019-07-25,109.41000366210938
2019-05-22,109.08000183105469
2019-03-19,109.05999755859375
2020-01-06,109.58999633789062
2020-03-25,108.9000015258789
2020-06-12,109.63999938964844
2019-10-22,110.77999877929688
2020-01-09,109.77999877929688
2020-06-15,110.22000122070312
2019-10-25,111.13999938964844
2020-03-31,111.30000305175781
2020-06-18,110.30999755859375
2019-04-03,110.37999725341797
2018-08-22,110.29000091552734
2018-10-25,110.19999694824219
2019-01-29,110.12999725341797
2018-12-28,110.37000274658203
2018-11-26,109.79000091552734
2019-08-09,109.0199966430664
2019-07-08,108.94999694824219
2019-06-06,109.79000091552734
2019-09-10,111.55000305175781
2020-01-15,111.5199966430664
2020-04-03,112.52999877929688
2019-10-31,112.44999694824219
2020-04-06,113.4000015258789
2020-06-24,113.93000030517578
2018-11-09,113.23999786376953
2019-07-23,113.05000305175781
2019-06-21,113.94000244140625
2019-05-20,114.7300033569336
2019-04-18,115.02999877929688
2018-09-06,115.48999786376953
2018-10-08,115.4800033569336
2019-02-13,115.75
2018-12-11,115.2300033569336
2019-09-25,115.38999938964844
2020-01-21,116.01000213623047
2020-04-09,116.30999755859375
2019-11-06,115.47000122070312
2020-01-24,116.37999725341797
2020-01-27,116.56999969482422
2020-04-15,116.37000274658203
2018-12-26,116.68000030517578
2019-08-07,120.0
2019-06-04,122.5
2018-09-21,123.33999633789062
2018-07-19,123.41999816894531
2018-08-20,122.91000366210938
2018-10-23,121.62999725341797
2019-05-03,121.2300033569336
2019-04-01,121.06999969482422
2019-02-28,122.5199966430664
2019-11-12,123.69000244140625
2020-01-30,123.7300033569336
2019-11-15,124.91000366210938
