Dates,HSY
2018-06-20,91.94000244140625
2018-06-21,91.91999816894531
2018-06-25,92.19000244140625
2018-06-22,92.75
2018-06-26,94.13999938964844
2018-06-27,93.83999633789062
2018-06-28,93.9800033569336
2018-06-29,94.44999694824219
2018-07-02,92.9000015258789
2018-07-03,92.52999877929688
2018-07-05,93.23999786376953
2018-07-16,95.1500015258789
2018-09-18,95.23999786376953
2019-01-24,93.91000366210938
2019-09-05,93.77999877929688
2018-11-21,94.19999694824219
2020-01-13,93.5999984741211
2020-04-01,94.0
2020-06-19,92.69999694824219
2019-10-29,93.44999694824219
2020-01-16,91.41000366210938
2020-06-22,92.26000213623047
2018-10-03,91.62000274658203
2018-07-31,90.93000030517578
2019-03-12,92.3499984741211
2019-02-08,95.0
2019-01-07,99.16999816894531
2018-12-06,96.4000015258789
2019-08-19,98.0
2019-07-18,98.31999969482422
2019-05-15,96.26000213623047
2019-09-20,98.05000305175781
2019-11-01,99.47000122070312
2020-04-07,100.0999984741211
2020-06-25,98.5199966430664
2020-06-16,97.79000091552734
2019-11-04,97.0999984741211
2020-01-22,97.7300033569336
2019-11-07,98.0999984741211
2020-04-13,98.8499984741211
2019-07-01,100.69999694824219
2019-05-30,100.5
2018-08-15,101.9000015258789
2018-10-18,102.19000244140625
2019-03-27,101.0
2019-01-22,99.12999725341797
2018-12-21,98.9800033569336
2019-09-03,100.2300033569336
2018-11-19,99.29000091552734
2019-08-02,99.26000213623047
2020-01-28,99.44000244140625
2020-04-16,100.11000061035156
2019-11-13,100.70999908447266
2020-01-31,101.26000213623047
2018-12-04,102.80999755859375
2018-11-02,103.66999816894531
2019-07-16,103.54000091552734
2018-08-30,104.73999786376953
2018-10-01,104.51000213623047
2019-06-14,106.0
2019-05-13,106.68000030517578
2019-04-11,105.9000015258789
2019-02-06,103.43000030517578
2019-09-18,103.87999725341797
2020-02-03,102.81999969482422
2020-04-22,104.04000091552734
2019-11-19,103.66000366210938
2020-02-06,101.94999694824219
2019-11-22,102.38999938964844
2019-03-25,101.41000366210938
2019-02-21,101.5
2018-12-19,102.25
2018-07-12,102.2300033569336
2018-09-14,102.61000061035156
2018-08-13,102.0
2018-10-16,103.29000091552734
2019-07-31,104.01000213623047
2019-05-28,106.0199966430664
2019-04-26,105.12999725341797
2020-04-28,104.12999725341797
2019-11-25,102.52999877929688
2020-02-12,103.36000061035156
2020-05-01,104.93000030517578
2020-05-04,105.41000366210938
2019-06-12,105.41000366210938
2019-04-09,105.4800033569336
2019-03-08,106.61000061035156
2019-02-04,105.31999969482422
2018-07-27,107.9000015258789
2018-08-28,101.58999633789062
2019-01-03,102.27999877929688
2019-08-15,103.41000366210938
2018-10-31,106.0
2019-09-16,106.95999908447266
2020-02-18,107.23999786376953
2020-05-07,107.25
2018-08-17,106.22000122070312
2019-12-04,107.02999877929688
2020-02-21,108.06999969482422
2018-12-17,107.4800033569336
2019-08-30,107.41000366210938
2018-11-15,108.33000183105469
2019-07-29,108.55000305175781
2019-06-27,109.25
2019-04-24,107.62000274658203
2018-07-10,108.44000244140625
2018-09-12,108.98999786376953
2019-02-19,107.86000061035156
2019-01-18,106.30000305175781
2020-02-24,106.22000122070312
2020-05-13,106.37999725341797
2019-12-10,106.05000305175781
2020-02-27,105.75
2019-12-13,106.45999908447266
2020-05-19,107.83999633789062
2019-03-06,108.5199966430664
2018-11-30,109.20999908447266
2019-08-13,108.0
2019-07-12,107.93000030517578
2019-06-10,107.58999633789062
2019-05-09,107.66000366210938
2018-07-25,108.33000183105469
2018-09-27,108.91000366210938
2018-10-29,109.6500015258789
2019-10-16,107.79000091552734
2019-12-16,105.38999938964844
2020-03-04,107.41999816894531
2020-05-22,106.68000030517578
2019-10-01,106.2300033569336
2019-12-19,105.9000015258789
2018-09-10,103.51000213623047
2019-05-24,105.36000061035156
2018-08-09,106.37000274658203
2019-04-22,106.4800033569336
2019-03-21,106.18000030517578
2019-01-16,105.2300033569336
2019-08-28,106.30999755859375
2018-11-13,105.7300033569336
2018-10-12,105.9000015258789
2019-06-25,106.4000015258789
2020-03-10,105.83999633789062
2020-05-28,106.75
2019-10-07,106.41999816894531
2020-03-13,105.93000030517578
2019-10-10,107.52999877929688
2020-03-16,106.70999908447266
2020-06-03,108.05000305175781
2018-11-28,108.19000244140625
2018-09-25,108.44000244140625
2018-07-23,107.0
2018-08-24,105.7300033569336
2019-07-10,104.3499984741211
2019-05-07,104.83000183105469
2019-04-05,105.20999908447266
2019-03-04,103.30000305175781
2019-01-31,106.05000305175781
2019-09-12,104.75
2019-12-31,105.58000183105469
2020-03-19,106.06999969482422
2020-01-03,105.1500015258789
2020-06-09,106.80999755859375
2019-02-15,108.72000122070312
2019-01-14,108.66999816894531
2018-07-06,109.81999969482422
2018-08-07,108.56999969482422
2018-10-10,108.83999633789062
2018-12-13,109.02999877929688
2019-08-26,109.58999633789062
2019-07-25,109.88999938964844
2019-05-22,109.70999908447266
2019-03-19,110.31999969482422
2020-01-06,109.7699966430664
2020-03-25,109.3499984741211
2020-06-12,109.80000305175781
2019-10-22,111.12000274658203
2020-01-09,112.23999786376953
2020-06-15,110.63999938964844
2019-10-25,111.95999908447266
2020-03-31,111.63999938964844
2020-06-18,111.9800033569336
2019-04-03,110.91999816894531
2018-08-22,111.54000091552734
2018-10-25,110.4000015258789
2019-01-29,110.8499984741211
2018-12-28,110.61000061035156
2018-11-26,110.73999786376953
2019-08-09,110.4000015258789
2019-07-08,109.5199966430664
2019-06-06,109.94999694824219
2019-09-10,111.5999984741211
2020-01-15,111.52999877929688
2020-04-03,112.7699966430664
2019-10-31,113.26000213623047
2020-04-06,113.5
2020-06-24,114.62000274658203
2018-11-09,114.7699966430664
2019-07-23,113.97000122070312
2019-06-21,114.75
2019-05-20,115.0199966430664
2019-04-18,115.22000122070312
2018-09-06,115.83999633789062
2018-10-08,116.0
2019-02-13,116.0999984741211
2018-12-11,116.30000305175781
2019-09-25,115.80999755859375
2020-01-21,116.25
2020-04-09,116.73999786376953
2019-11-06,117.08999633789062
2020-01-24,117.05999755859375
2020-01-27,116.80000305175781
2020-04-15,117.04000091552734
2018-12-26,116.7699966430664
2019-08-07,120.12000274658203
2019-06-04,122.5
2018-09-21,124.52999877929688
2018-07-19,124.5
2018-08-20,125.0
2018-10-23,122.9000015258789
2019-05-03,122.61000061035156
2019-04-01,121.33999633789062
2019-02-28,123.81999969482422
2019-11-12,124.13999938964844
2020-01-30,124.83000183105469
2019-11-15,125.4800033569336
2020-04-21,126.19000244140625
2019-04-16,126.87000274658203
2019-03-15,127.25
2019-02-11,127.69000244140625
2019-01-10,127.98999786376953
2019-08-22,128.89999389648438
2018-11-07,129.8800048828125
2018-08-03,130.5
2018-09-04,130.11000061035156
2019-06-19,130.13999938964844
2019-09-23,130.5800018310547
2019-11-18,127.95999908447266
2020-02-05,129.55999755859375
2020-04-24,129.97000122070312
2019-03-29,131.92999267578125
