Dates,HCA
2018-06-20,107.79000091552734
2018-06-21,107.56999969482422
2018-06-25,106.73999786376953
2018-06-22,105.22000122070312
2018-06-26,105.33999633789062
2018-06-27,104.18000030517578
2018-06-28,103.08999633789062
2018-06-29,102.5999984741211
2018-07-02,103.19000244140625
2018-07-03,103.87000274658203
2018-07-05,103.4800033569336
2018-07-16,105.22000122070312
2018-09-18,105.72000122070312
2019-01-24,105.80000305175781
2019-09-05,105.5199966430664
2018-11-21,105.37000274658203
2020-01-13,106.55000305175781
2020-04-01,106.83000183105469
2020-06-19,108.41000366210938
2019-10-29,106.58999633789062
2020-01-16,107.69999694824219
2020-06-22,108.0
2018-10-03,108.36000061035156
2018-07-31,108.16000366210938
2019-03-12,118.12999725341797
2019-02-08,124.30000305175781
2019-01-07,124.1500015258789
2018-12-06,124.05000305175781
2019-08-19,124.2300033569336
2019-07-18,124.58000183105469
2019-05-15,125.27999877929688
2019-09-20,130.16000366210938
2019-11-01,128.80999755859375
2020-04-07,129.44000244140625
2020-06-25,128.30999755859375
2020-06-16,128.1999969482422
2019-11-04,128.1699981689453
2020-01-22,128.64999389648438
2019-11-07,130.00999450683594
2020-04-13,129.6300048828125
2019-07-01,129.02000427246094
2019-05-30,131.57000732421875
2018-08-15,131.4600067138672
2018-10-18,130.61000061035156
2019-03-27,131.11000061035156
2019-01-22,131.0800018310547
2018-12-21,131.36000061035156
2019-09-03,131.25999450683594
2018-11-19,130.24000549316406
2019-08-02,132.1300048828125
2020-01-28,131.7899932861328
2020-04-16,134.11000061035156
2019-11-13,134.02999877929688
2020-01-31,133.7899932861328
2018-12-04,132.3000030517578
2018-11-02,132.47000122070312
2019-07-16,131.5
2018-08-30,131.77999877929688
2018-10-01,131.5
2019-06-14,133.83999633789062
2019-05-13,133.6300048828125
2019-04-11,132.6999969482422
2019-02-06,133.77999877929688
2019-09-18,131.9199981689453
2020-02-03,132.6999969482422
2020-04-22,133.3699951171875
2019-11-19,134.30999755859375
2020-02-06,134.52000427246094
2019-11-22,136.6300048828125
2019-03-25,138.3300018310547
2019-02-21,139.1199951171875
2018-12-19,140.3000030517578
2018-07-12,137.92999267578125
2018-09-14,138.64999389648438
2018-08-13,139.22000122070312
2018-10-16,138.97000122070312
2019-07-31,138.8800048828125
2019-05-28,139.5800018310547
2019-04-26,135.08999633789062
2020-04-28,132.42999267578125
2019-11-25,133.86000061035156
2020-02-12,132.75999450683594
2020-05-01,135.5
2020-05-04,136.47000122070312
2019-06-12,136.3699951171875
2019-04-09,133.7100067138672
2019-03-08,132.36000061035156
2019-02-04,130.6300048828125
2018-07-27,126.5
2018-08-28,127.05999755859375
2019-01-03,127.86000061035156
2019-08-15,129.0
2018-10-31,135.2100067138672
2019-09-16,133.52999877929688
2020-02-18,135.69000244140625
2020-05-07,134.44000244140625
2018-08-17,135.36000061035156
2019-12-04,135.24000549316406
2020-02-21,141.64999389648438
2018-12-17,141.6300048828125
2019-08-30,143.9499969482422
2018-11-15,141.91000366210938
2019-07-29,141.5399932861328
2019-06-27,139.85000610351562
2019-04-24,137.74000549316406
2018-07-10,140.2899932861328
2018-09-12,135.16000366210938
2019-02-19,135.08999633789062
2019-01-18,134.80999755859375
2020-02-24,134.92999267578125
2020-05-13,135.50999450683594
2019-12-10,138.07000732421875
2020-02-27,144.3800048828125
2019-12-13,144.5
2020-05-19,143.99000549316406
2019-03-06,146.2899932861328
2018-11-30,142.1300048828125
2019-08-13,140.85000610351562
