Dates,HCA
2018-07-10,137.82000732421875
2018-09-12,134.57000732421875
2019-02-19,133.47999572753906
2019-01-18,134.5500030517578
2020-02-24,133.80999755859375
2020-05-13,134.99000549316406
2019-12-10,134.72999572753906
2020-02-27,138.99000549316406
2019-12-13,142.86000061035156
2020-05-19,142.82000732421875
2019-03-06,143.74000549316406
2018-11-30,141.5800018310547
2019-08-13,136.49000549316406
2019-07-12,135.52000427246094
2019-06-10,129.92999267578125
2019-05-09,132.89999389648438
2018-07-25,134.77999877929688
2018-09-27,134.44000244140625
2018-10-29,125.54000091552734
2019-10-16,119.30999755859375
2019-12-16,123.37000274658203
2020-03-04,120.52999877929688
2020-05-22,118.7300033569336
2019-10-01,118.97000122070312
2019-12-19,115.72000122070312
2018-09-10,116.18000030517578
2019-05-24,117.04000091552734
2018-08-09,121.61000061035156
2019-04-22,123.0999984741211
2019-03-21,120.08999633789062
2019-01-16,119.12000274658203
2019-08-28,121.19000244140625
2018-11-13,123.48999786376953
2018-10-12,124.31999969482422
2019-06-25,126.83999633789062
2020-03-10,127.08999633789062
2020-05-28,128.25999450683594
2019-10-07,127.94999694824219
2020-03-13,129.25999450683594
2019-10-10,131.22999572753906
2020-03-16,131.75
2020-06-03,133.74000549316406
2018-11-28,131.5
2018-09-25,132.47000122070312
2018-07-23,132.66000366210938
2018-08-24,132.60000610351562
2019-07-10,130.0800018310547
2019-05-07,132.00999450683594
2019-04-05,136.89999389648438
2019-03-04,138.55999755859375
2019-01-31,138.38999938964844
2019-09-12,137.6199951171875
2019-12-31,139.00999450683594
2020-03-19,138.0399932861328
2020-01-03,138.97000122070312
2020-06-09,138.10000610351562
2019-02-15,137.30999755859375
2019-01-14,138.4499969482422
2018-07-06,139.66000366210938
2018-08-07,139.5800018310547
2018-10-10,142.6199951171875
2018-12-13,143.00999450683594
2019-08-26,142.02000427246094
2019-07-25,141.16000366210938
2019-05-22,142.25999450683594
2019-03-19,143.0800018310547
2020-01-06,142.2100067138672
2020-03-25,138.16000366210938
2020-06-12,137.72999572753906
2019-10-22,138.25999450683594
2020-01-09,135.0800018310547
2020-06-15,134.77999877929688
2019-10-25,128.52000427246094
2020-03-31,126.37000274658203
2020-06-18,124.04000091552734
2019-04-03,124.05000305175781
2018-08-22,126.2699966430664
2018-10-25,128.36000061035156
2019-01-29,130.58999633789062
2018-12-28,132.3000030517578
2018-11-26,131.64999389648438
2019-08-09,134.55999755859375
2019-07-08,134.6300048828125
2019-06-06,134.0
2019-09-10,134.42999267578125
2020-01-15,131.57000732421875
2020-04-03,129.52000427246094
2019-10-31,127.76000213623047
2020-04-06,127.80000305175781
2020-06-24,128.41000366210938
2018-11-09,130.85000610351562
2019-07-23,129.6699981689453
2019-06-21,130.9199981689453
2019-05-20,131.02999877929688
2019-04-18,132.47999572753906
2018-09-06,131.72000122070312
2018-10-08,130.88999938964844
2019-02-13,132.2899932861328
2018-12-11,129.67999267578125
2019-09-25,127.5199966430664
2020-01-21,126.37999725341797
2020-04-09,113.61000061035156
2019-11-06,110.30999755859375
2020-01-24,111.77999877929688
2020-01-27,113.94999694824219
2020-04-15,116.2300033569336
2018-12-26,120.18000030517578
2019-08-07,122.61000061035156
2019-06-04,121.83999633789062
2018-09-21,123.55000305175781
2018-07-19,123.58000183105469
2018-08-20,123.01000213623047
2018-10-23,122.72000122070312
2019-05-03,124.3499984741211
2019-04-01,123.18000030517578
2019-02-28,125.05000305175781
2019-11-12,124.94000244140625
2020-01-30,122.52999877929688
2019-11-15,121.1500015258789
2020-04-21,119.62000274658203
2019-04-16,121.8499984741211
2019-03-15,120.61000061035156
2019-02-11,122.23999786376953
2019-01-10,121.13999938964844
2019-08-22,122.79000091552734
2018-11-07,126.23999786376953
2018-08-03,127.05000305175781
2018-09-04,125.54000091552734
2019-06-19,122.75
2019-09-23,123.0199966430664
2019-11-18,120.87999725341797
2020-02-05,121.3499984741211
2020-04-24,119.94000244140625
2019-03-29,120.0
2019-11-21,123.9000015258789
2020-04-27,123.94000244140625
2020-02-11,124.47000122070312
2020-04-30,126.6500015258789
2019-05-01,128.7899932861328
2019-02-26,126.88999938964844
2019-01-25,124.76000213623047
2018-12-24,125.94000244140625
2019-09-06,126.05000305175781
2018-07-17,125.86000061035156
2018-09-19,127.66000366210938
2019-08-05,127.5
2019-10-08,126.20999908447266
2019-12-11,125.7699966430664
2019-11-27,129.27000427246094
2020-02-14,130.63999938964844
2020-05-06,132.22000122070312
2019-01-08,133.75
2018-12-07,132.3300018310547
2019-08-20,133.7899932861328
2018-11-05,132.3699951171875
2019-07-19,136.07000732421875
2018-10-04,135.75999450683594
2019-06-17,136.86000061035156
2019-05-16,132.3300018310547
2018-08-01,135.83999633789062
2019-03-13,136.1999969482422
2019-12-03,138.2100067138672
2020-02-20,138.38999938964844
2019-12-06,139.66000366210938
2020-05-12,138.77999877929688
2019-12-09,138.9199981689453
2020-02-26,139.41000366210938
2020-05-15,139.6999969482422
2019-03-28,138.67999267578125
2018-09-17,138.85000610351562
2018-08-16,141.3699951171875
2018-10-19,143.74000549316406
2019-04-29,144.05999755859375
2019-01-23,128.32000732421875
2019-09-04,132.1999969482422
2018-11-20,128.52999877929688
2019-07-02,126.37000274658203
2019-05-31,122.25
2019-12-12,121.83999633789062
2020-05-18,122.01000213623047
2019-09-27,125.05000305175781
2020-03-03,126.41000366210938
2020-05-21,124.54000091552734
2019-05-14,125.1500015258789
2018-08-31,122.54000091552734
2018-07-30,122.43000030517578
2018-10-02,123.08999633789062
2019-04-12,122.43000030517578
2019-03-11,122.44000244140625
2019-02-07,122.83000183105469
2019-07-17,122.19000244140625
2019-09-19,119.08999633789062
2019-10-21,119.47000122070312
2019-12-18,117.4000015258789
2020-03-06,116.62999725341797
2019-10-03,119.55000305175781
2020-03-09,119.95999908447266
2020-05-27,118.36000061035156
2019-12-24,120.45999908447266
2020-03-12,121.5999984741211
2018-12-20,124.2699966430664
2019-08-01,125.30000305175781
2018-08-14,127.05000305175781
2018-07-13,129.0
2018-10-17,128.6199951171875
2019-05-29,128.77999877929688
2019-03-26,128.1199951171875
2019-02-22,124.87999725341797
2019-10-04,123.37999725341797
2019-11-05,125.5999984741211
2019-12-27,124.08999633789062
2020-06-02,122.16999816894531
2019-12-30,120.87000274658203
2020-03-18,118.11000061035156
2020-06-05,116.52999877929688
2019-07-15,118.55999755859375
2018-12-03,118.43000030517578
2019-06-13,115.75
2019-01-04,114.12999725341797
2018-08-29,114.2300033569336
2019-02-05,116.11000061035156
2018-11-01,117.18000030517578
2019-08-16,116.19000244140625
2019-04-10,117.44999694824219
2019-09-17,117.63999938964844
2019-10-15,119.47000122070312
2020-01-02,119.04000091552734
2020-06-08,120.12000274658203
2019-10-18,120.93000030517578
2020-03-24,121.63999938964844
2020-06-11,122.18000030517578
2020-01-08,123.20999908447266
2019-04-25,123.23999786376953
2019-07-30,124.94000244140625
2019-02-20,124.20999908447266
2018-07-11,122.77999877929688
2018-09-13,126.2699966430664
2018-10-15,130.0
2019-06-28,132.75
2018-12-18,131.99000549316406
2018-11-16,133.61000061035156
2019-10-02,133.22999572753906
2020-03-27,134.30999755859375
2020-01-10,133.41000366210938
2019-10-24,135.5800018310547
2020-03-30,135.75
2020-06-17,134.5399932861328
2020-01-14,134.6300048828125
2020-04-02,133.8699951171875
2019-01-02,134.17999267578125
2019-08-14,133.10000610351562
2018-10-30,136.22999572753906
2019-06-11,136.24000549316406
2019-05-10,137.74000549316406
2019-04-08,138.27999877929688
2018-08-27,138.63999938964844
2018-07-26,138.89999389648438
2018-09-28,138.8699951171875
2019-03-07,139.17999267578125
2019-10-30,138.0800018310547
2020-01-17,138.38999938964844
2020-06-23,136.39999389648438
2020-04-08,138.6300048828125
2020-06-26,139.2899932861328
2019-03-22,143.2100067138672
2019-01-17,142.44000244140625
2019-08-29,141.97000122070312
2018-11-14,142.1199951171875
2019-06-26,142.3800048828125
2018-09-11,141.69000244140625
2018-07-09,142.82000732421875
2018-08-10,143.13999938964844
2019-04-23,143.33999633789062
2019-09-30,144.35000610351562
2020-01-23,147.0800018310547
2019-11-08,146.97999572753906
2020-04-14,147.0
2019-11-11,147.2100067138672
2020-01-29,147.97000122070312
2020-04-17,147.30999755859375
2018-07-24,147.30999755859375
2018-09-26,146.07000732421875
2019-05-08,144.8000030517578
2019-03-05,146.1999969482422
2019-02-01,146.52000427246094
2018-12-31,147.7100067138672
2018-11-29,147.3699951171875
2019-08-12,147.49000549316406
2019-07-11,146.74000549316406
2019-09-13,146.4499969482422
2019-11-14,146.9600067138672
2020-04-20,146.8699951171875
2020-02-04,147.57000732421875
2020-04-23,146.88999938964844
2018-12-14,146.58999633789062
2019-08-27,145.5500030517578
2018-08-08,142.42999267578125
2018-10-11,140.7899932861328
2018-11-12,144.1699981689453
2019-07-26,144.66000366210938
2019-06-24,140.80999755859375
2019-05-23,137.99000549316406
2019-03-20,139.10000610351562
2019-01-15,142.91000366210938
2019-11-20,144.86000061035156
2020-02-07,148.7100067138672
2020-02-10,144.27999877929688
2020-04-29,145.25999450683594
2019-11-26,146.75999450683594
2020-02-13,149.5
2019-01-30,149.3300018310547
2018-08-23,147.91000366210938
2018-09-24,146.80999755859375
2018-11-27,148.0500030517578
2018-10-26,147.0
2019-07-09,146.8000030517578
2019-06-07,139.47000122070312
2019-05-06,132.13999938964844
2019-04-04,128.1999969482422
2019-09-11,125.16000366210938
2019-11-29,122.94999694824219
2020-05-05,125.01000213623047
2019-12-02,126.83999633789062
2020-02-19,133.69000244140625
2020-05-08,124.9800033569336
2019-05-21,122.25
2019-03-18,110.51000213623047
2018-09-07,113.37999725341797
2018-08-06,110.63999938964844
2018-10-09,101.01000213623047
2019-02-14,101.06999969482422
2018-12-12,83.87000274658203
2019-07-24,76.30000305175781
2019-09-26,58.380001068115234
2019-10-28,66.79000091552734
2019-12-05,75.0199966430664
2020-05-11,75.33999633789062
2019-07-03,82.94999694824219
2020-02-25,85.41999816894531
2020-05-14,90.18000030517578
2020-02-28,86.0
2019-08-08,86.0199966430664
2019-06-05,87.5999984741211
2018-07-20,82.0199966430664
2018-08-21,81.75
2018-10-24,79.73999786376953
2019-04-02,85.04000091552734
2019-03-01,97.81999969482422
2019-01-28,99.23999786376953
2018-12-27,105.62999725341797
2019-09-09,101.66000366210938
2020-03-02,105.22000122070312
2020-05-20,106.5
2019-12-17,106.62000274658203
2020-03-05,111.22000122070312
2019-02-12,108.69000244140625
2019-01-11,100.55999755859375
2018-12-10,104.33999633789062
2019-08-23,104.61000061035156
2018-11-08,104.27999877929688
2019-07-22,108.68000030517578
2019-06-20,108.88999938964844
2018-09-05,111.41000366210938
2019-04-17,109.05999755859375
2019-09-24,103.69999694824219
2019-12-20,101.45999908447266
2020-05-26,104.91999816894531
2019-04-30,99.05000305175781
2019-12-23,100.37999725341797
2020-03-11,104.08000183105469
2020-05-29,103.05000305175781
2019-12-26,99.44000244140625
2020-06-01,98.3499984741211
2019-05-02,95.86000061035156
2019-02-27,97.11000061035156
2018-11-23,102.4000015258789
2019-08-06,102.6500015258789
2018-07-18,104.29000091552734
2018-09-20,105.6500015258789
2018-10-22,105.5
2019-07-05,108.9800033569336
2019-06-03,110.25
2019-10-09,109.41999816894531
2019-10-11,104.5199966430664
2020-03-17,106.55000305175781
2020-06-04,107.83000183105469
2019-10-14,107.80999755859375
2020-03-20,105.37000274658203
2018-11-06,111.22000122070312
2019-06-18,116.38999938964844
2019-05-17,112.19999694824219
2019-04-15,108.70999908447266
2019-03-14,100.79000091552734
2019-01-09,98.5
2018-08-02,97.08000183105469
2018-10-05,103.12000274658203
2019-08-21,98.55000305175781
2019-10-17,96.7300033569336
2020-03-23,97.43000030517578
2020-06-10,97.01000213623047
2019-02-25,97.12000274658203
2020-01-07,93.04000091552734
2020-03-26,91.20999908447266
2019-10-23,91.44000244140625
