Dates,HCA
2018-06-20,105.66999816894531
2018-06-21,108.06999969482422
2018-06-25,108.22000122070312
2018-06-22,106.45999908447266
2018-06-26,105.30000305175781
2018-06-27,105.48999786376953
2018-06-28,103.4800033569336
2018-06-29,102.88999938964844
2018-07-02,102.29000091552734
2018-07-03,103.23999786376953
2018-07-05,104.0199966430664
2018-07-16,103.68000030517578
2018-09-18,105.20999908447266
2019-01-24,105.70999908447266
2019-09-05,105.63999938964844
2018-11-21,105.8499984741211
2020-01-13,105.30999755859375
2020-04-01,106.5
2020-06-19,106.73999786376953
2019-10-29,108.2300033569336
2020-01-16,106.22000122070312
2020-06-22,107.98999786376953
2018-10-03,109.44000244140625
2018-07-31,108.0
2019-03-12,111.8499984741211
2019-02-08,119.38999938964844
2019-01-07,124.47000122070312
2018-12-06,124.4000015258789
2019-08-19,123.7699966430664
2019-07-18,124.68000030517578
2019-05-15,124.41999816894531
2019-09-20,125.79000091552734
2019-11-01,129.7100067138672
2020-04-07,128.0
2020-06-25,130.0399932861328
2020-06-16,128.5
2019-11-04,127.91000366210938
2020-01-22,128.22999572753906
2019-11-07,129.2100067138672
2020-04-13,129.6699981689453
2019-07-01,130.4499969482422
2019-05-30,129.66000366210938
2018-08-15,131.58999633789062
2018-10-18,131.44000244140625
2019-03-27,130.5
2019-01-22,131.1300048828125
2018-12-21,131.22000122070312
2019-09-03,131.4499969482422
2018-11-19,131.52000427246094
2019-08-02,130.97999572753906
2020-01-28,131.67999267578125
2020-04-16,130.8000030517578
2019-11-13,138.07000732421875
2020-01-31,133.97999572753906
2018-12-04,134.02000427246094
2018-11-02,131.8000030517578
2019-07-16,132.88999938964844
2018-08-30,131.61000061035156
2018-10-01,131.8300018310547
2019-06-14,131.77999877929688
2019-05-13,134.08999633789062
2019-04-11,134.02999877929688
2019-02-06,132.88999938964844
2019-09-18,133.72000122070312
2020-02-03,132.82000732421875
2020-04-22,132.92999267578125
2019-11-19,133.33999633789062
2020-02-06,134.80999755859375
2019-11-22,135.02000427246094
2019-03-25,136.67999267578125
2019-02-21,138.00999450683594
2018-12-19,139.9499969482422
2018-07-12,140.3000030517578
2018-09-14,138.63999938964844
2018-08-13,138.5800018310547
2018-10-16,139.22999572753906
2019-07-31,138.97999572753906
2019-05-28,139.16000366210938
2019-04-26,139.77000427246094
2020-04-28,136.41000366210938
2019-11-25,133.99000549316406
2020-02-12,133.9600067138672
2020-05-01,133.9499969482422
2020-05-04,136.35000610351562
2019-06-12,137.17999267578125
2019-04-09,136.35000610351562
2019-03-08,134.02999877929688
2019-02-04,130.27999877929688
2018-07-27,130.27999877929688
2018-08-28,127.0
2019-01-03,125.12999725341797
2019-08-15,129.22999572753906
2018-10-31,128.0
2019-09-16,134.8699951171875
2020-02-18,135.1300048828125
2020-05-07,136.52000427246094
2018-08-17,135.0500030517578
2019-12-04,135.02000427246094
2020-02-21,136.60000610351562
2018-12-17,141.5
2019-08-30,141.89999389648438
2018-11-15,144.0
2019-07-29,142.1199951171875
2019-06-27,142.72999572753906
2019-04-24,139.11000061035156
2018-07-10,138.16000366210938
2018-09-12,140.22000122070312
2019-02-19,134.25
2019-01-18,136.11000061035156
2020-02-24,133.80999755859375
2020-05-13,135.74000549316406
2019-12-10,134.99000549316406
2020-02-27,139.02000427246094
2019-12-13,143.52000427246094
2020-05-19,144.22999572753906
2019-03-06,145.69000244140625
2018-11-30,146.10000610351562
2019-08-13,140.91000366210938
2019-07-12,140.2899932861328
2019-06-10,135.61000061035156
2019-05-09,135.4199981689453
2018-07-25,135.44000244140625
2018-09-27,135.47999572753906
2018-10-29,134.3699951171875
2019-10-16,120.0
2019-12-16,124.36000061035156
2020-03-04,125.38999938964844
2020-05-22,121.8499984741211
2019-10-01,119.8499984741211
2019-12-19,119.70999908447266
2018-09-10,116.7300033569336
2019-05-24,119.52999877929688
2018-08-09,123.06999969482422
2019-04-22,123.4800033569336
2019-03-21,122.91000366210938
2019-01-16,120.81999969482422
2019-08-28,121.19000244140625
2018-11-13,123.62000274658203
2018-10-12,126.01000213623047
2019-06-25,127.0999984741211
2020-03-10,127.75
2020-05-28,129.2100067138672
2019-10-07,128.3300018310547
2020-03-13,129.6199951171875
2019-10-10,131.74000549316406
2020-03-16,131.80999755859375
2020-06-03,135.11000061035156
2018-11-28,133.75999450683594
2018-09-25,133.11000061035156
2018-07-23,133.91000366210938
2018-08-24,133.85000610351562
2019-07-10,132.11000061035156
2019-05-07,135.0
2019-04-05,138.22999572753906
2019-03-04,138.88999938964844
2019-01-31,139.07000732421875
2019-09-12,138.99000549316406
2019-12-31,139.07000732421875
2020-03-19,139.0800018310547
2020-01-03,139.5399932861328
2020-06-09,139.91000366210938
2019-02-15,139.33999633789062
2019-01-14,139.13999938964844
2018-07-06,140.4499969482422
2018-08-07,140.25
2018-10-10,143.22999572753906
2018-12-13,143.80999755859375
2019-08-26,143.08999633789062
2019-07-25,142.32000732421875
2019-05-22,142.3300018310547
2019-03-19,144.0399932861328
2020-01-06,143.3300018310547
2020-03-25,141.66000366210938
2020-06-12,137.72999572753906
2019-10-22,139.36000061035156
2020-01-09,139.11000061035156
2020-06-15,136.3800048828125
2019-10-25,135.07000732421875
2020-03-31,128.9600067138672
2020-06-18,125.51000213623047
2019-04-03,124.70999908447266
2018-08-22,126.2699966430664
2018-10-25,129.00999450683594
2019-01-29,130.82000732421875
2018-12-28,132.72000122070312
2018-11-26,132.22999572753906
2019-08-09,135.1300048828125
2019-07-08,136.55999755859375
2019-06-06,134.3000030517578
2019-09-10,136.0
2020-01-15,133.75
2020-04-03,133.1699981689453
2019-10-31,129.25999450683594
2020-04-06,129.3300018310547
2020-06-24,129.3699951171875
2018-11-09,131.63999938964844
2019-07-23,131.8300018310547
2019-06-21,131.49000549316406
2019-05-20,131.50999450683594
2019-04-18,132.55999755859375
2018-09-06,133.47000122070312
2018-10-08,131.27000427246094
2019-02-13,132.8800048828125
2018-12-11,134.08999633789062
2019-09-25,130.6300048828125
2020-01-21,128.00999450683594
2020-04-09,128.1699981689453
2019-11-06,114.76000213623047
2020-01-24,111.8499984741211
2020-01-27,115.16999816894531
2020-04-15,116.36000061035156
2018-12-26,120.25
2019-08-07,123.25
2019-06-04,124.0
2018-09-21,125.77999877929688
2018-07-19,130.4600067138672
2018-08-20,126.80000305175781
2018-10-23,124.30999755859375
2019-05-03,126.29000091552734
2019-04-01,123.4800033569336
2019-02-28,127.1500015258789
2019-11-12,126.30999755859375
2020-01-30,123.69999694824219
2019-11-15,124.55000305175781
2020-04-21,121.55999755859375
2019-04-16,122.3499984741211
2019-03-15,121.70999908447266
2019-02-11,123.33999633789062
2019-01-10,121.13999938964844
2019-08-22,122.79000091552734
2018-11-07,126.66000366210938
2018-08-03,127.41000366210938
2018-09-04,127.43000030517578
2019-06-19,126.12999725341797
2019-09-23,123.30999755859375
2019-11-18,122.91000366210938
2020-02-05,122.44000244140625
2020-04-24,121.47000122070312
2019-03-29,121.0
2019-11-21,124.04000091552734
2020-04-27,126.83000183105469
2020-02-11,125.12000274658203
2020-04-30,126.70999908447266
2019-05-01,129.0
2019-02-26,130.33999633789062
2019-01-25,127.62999725341797
2018-12-24,126.83999633789062
2019-09-06,127.5999984741211
2018-07-17,126.48999786376953
2018-09-19,128.49000549316406
2019-08-05,129.61000061035156
2019-10-08,131.22999572753906
2019-12-11,127.70999908447266
2019-11-27,130.0
2020-02-14,131.52999877929688
2020-05-06,135.0
2019-01-08,134.0800018310547
2018-12-07,134.10000610351562
2019-08-20,136.36000061035156
2018-11-05,134.77999877929688
2019-07-19,136.1199951171875
2018-10-04,137.22000122070312
2019-06-17,137.64999389648438
2019-05-16,135.85000610351562
2018-08-01,138.38999938964844
2019-03-13,139.22999572753906
2019-12-03,138.61000061035156
2020-02-20,141.16000366210938
2019-12-06,140.92999267578125
2020-05-12,139.69000244140625
2019-12-09,140.00999450683594
2020-02-26,141.4499969482422
2020-05-15,140.1699981689453
2019-03-28,140.75999450683594
2018-09-17,140.22999572753906
2018-08-16,143.4499969482422
2018-10-19,144.50999450683594
2019-04-29,145.0
2019-01-23,131.2899932861328
2019-09-04,132.4499969482422
2018-11-20,133.19000244140625
2019-07-02,129.1699981689453
2019-05-31,125.80000305175781
2019-12-12,124.37000274658203
2020-05-18,123.26000213623047
2019-09-27,126.16999816894531
2020-03-03,127.7300033569336
2020-05-21,126.55999755859375
2019-05-14,125.1500015258789
2018-08-31,125.8499984741211
2018-07-30,123.29000091552734
2018-10-02,124.01000213623047
2019-04-12,125.8499984741211
2019-03-11,124.3499984741211
2019-02-07,123.56999969482422
2019-07-17,124.01000213623047
2019-09-19,122.29000091552734
2019-10-21,120.70999908447266
2019-12-18,120.87000274658203
2020-03-06,117.0
2019-10-03,120.19000244140625
2020-03-09,121.30000305175781
2020-05-27,119.0
2019-12-24,121.36000061035156
2020-03-12,122.08000183105469
2018-12-20,126.12000274658203
2019-08-01,126.26000213623047
2018-08-14,127.33999633789062
2018-07-13,129.61000061035156
2018-10-17,131.9499969482422
2019-05-29,129.5
2019-03-26,128.64999389648438
2019-02-22,128.42999267578125
2019-10-04,124.33000183105469
2019-11-05,126.04000091552734
2019-12-27,127.38999938964844
2020-06-02,123.9000015258789
2019-12-30,124.0
2020-03-18,120.75
2020-06-05,119.5999984741211
2019-07-15,118.91000366210938
2018-12-03,118.9000015258789
2019-06-13,120.7300033569336
2019-01-04,116.05999755859375
2018-08-29,114.81999969482422
2019-02-05,116.44999694824219
2018-11-01,117.20999908447266
2019-08-16,117.4000015258789
2019-04-10,117.69999694824219
2019-09-17,118.1500015258789
2019-10-15,119.52999877929688
2020-01-02,120.01000213623047
2020-06-08,120.62999725341797
2019-10-18,121.69000244140625
2020-03-24,122.22000122070312
2020-06-11,122.73999786376953
2020-01-08,123.6500015258789
2019-04-25,124.13999938964844
2019-07-30,125.16000366210938
2019-02-20,125.87000274658203
2018-07-11,123.75
2018-09-13,126.30000305175781
2018-10-15,133.88999938964844
2019-06-28,134.4199981689453
2018-12-18,134.5800018310547
2018-11-16,134.61000061035156
2019-10-02,133.85000610351562
2020-03-27,136.6699981689453
2020-01-10,134.82000732421875
2019-10-24,135.85000610351562
2020-03-30,136.0
2020-06-17,135.75999450683594
2020-01-14,135.5399932861328
2020-04-02,134.22999572753906
2019-01-02,134.5800018310547
2019-08-14,133.47000122070312
2018-10-30,137.8800048828125
2019-06-11,137.1199951171875
2019-05-10,138.69000244140625
2019-04-08,139.57000732421875
2018-08-27,140.22999572753906
2018-07-26,139.9199981689453
2018-09-28,141.38999938964844
2019-03-07,139.69000244140625
2019-10-30,138.86000061035156
2020-01-17,139.02000427246094
2020-06-23,137.00999450683594
2020-04-08,138.9199981689453
