Dates,HCA
2018-06-20,107.87000274658203
2018-06-21,108.8499984741211
2018-06-25,108.30000305175781
2018-06-22,106.66000366210938
2018-06-26,105.7300033569336
2018-06-27,105.48999786376953
2018-06-28,103.63999938964844
2018-06-29,103.3499984741211
2018-07-02,103.23999786376953
2018-07-03,104.30000305175781
2018-07-05,104.37999725341797
2018-07-16,105.4800033569336
2018-09-18,106.16999816894531
2019-01-24,106.33000183105469
2019-09-05,106.25
2018-11-21,106.2300033569336
2020-01-13,106.68000030517578
2020-04-01,106.91999816894531
2020-06-19,108.4800033569336
2019-10-29,108.37999725341797
2020-01-16,108.01000213623047
2020-06-22,108.30999755859375
2018-10-03,110.0
2018-07-31,108.45999908447266
2019-03-12,119.4000015258789
2019-02-08,124.51000213623047
2019-01-07,124.47000122070312
2018-12-06,126.41000366210938
2019-08-19,124.47000122070312
2019-07-18,127.25
2019-05-15,125.30999755859375
2019-09-20,130.2899932861328
2019-11-01,131.10000610351562
2020-04-07,129.6300048828125
2020-06-25,130.61000061035156
2020-06-16,128.60000610351562
2019-11-04,128.3300018310547
2020-01-22,130.0399932861328
2019-11-07,130.30999755859375
2020-04-13,130.83999633789062
2019-07-01,130.57000732421875
2019-05-30,131.8800048828125
2018-08-15,132.39999389648438
2018-10-18,132.2100067138672
2019-03-27,131.47999572753906
2019-01-22,131.3800048828125
2018-12-21,131.63999938964844
2019-09-03,131.8699951171875
2018-11-19,132.25
2019-08-02,132.57000732421875
2020-01-28,132.52999877929688
2020-04-16,134.19000244140625
2019-11-13,138.17999267578125
2020-01-31,134.9199981689453
2018-12-04,134.3699951171875
2018-11-02,133.17999267578125
2019-07-16,132.9499969482422
2018-08-30,132.6999969482422
2018-10-01,132.27999877929688
2019-06-14,133.89999389648438
2019-05-13,134.72999572753906
2019-04-11,134.1999969482422
2019-02-06,134.50999450683594
2019-09-18,133.72000122070312
2020-02-03,133.7899932861328
2020-04-22,133.7899932861328
2019-11-19,134.9600067138672
2020-02-06,135.35000610351562
2019-11-22,137.25999450683594
2019-03-25,138.9600067138672
2019-02-21,139.3699951171875
2018-12-19,140.5399932861328
2018-07-12,141.0500030517578
2018-09-14,139.05999755859375
2018-08-13,139.35000610351562
2018-10-16,140.89999389648438
2019-07-31,139.35000610351562
2019-05-28,141.11000061035156
2019-04-26,139.99000549316406
2020-04-28,137.6699981689453
2019-11-25,135.7100067138672
2020-02-12,134.22000122070312
2020-05-01,135.74000549316406
2020-05-04,137.0
2019-06-12,137.8800048828125
2019-04-09,136.94000244140625
2019-03-08,134.97999572753906
2019-02-04,130.8699951171875
2018-07-27,131.75999450683594
2018-08-28,128.74000549316406
2019-01-03,128.66000366210938
2019-08-15,132.0800018310547
2018-10-31,136.07000732421875
2019-09-16,137.16000366210938
2020-02-18,136.6999969482422
2020-05-07,138.30999755859375
2018-08-17,136.94000244140625
2019-12-04,136.3000030517578
2020-02-21,141.88999938964844
2018-12-17,143.02999877929688
2019-08-30,144.17999267578125
2018-11-15,144.9600067138672
2019-07-29,143.3800048828125
2019-06-27,143.05999755859375
2019-04-24,139.60000610351562
2018-07-10,140.33999633789062
2018-09-12,141.47000122070312
2019-02-19,136.1999969482422
2019-01-18,136.4600067138672
2020-02-24,136.47000122070312
2020-05-13,137.32000732421875
2019-12-10,138.47000122070312
2020-02-27,144.4199981689453
2019-12-13,145.74000549316406
2020-05-19,144.9600067138672
2019-03-06,146.5
2018-11-30,147.4199981689453
2019-08-13,141.97000122070312
2019-07-12,141.11000061035156
2019-06-10,136.25
2019-05-09,136.38999938964844
2018-07-25,137.41000366210938
2018-09-27,137.6199951171875
2018-10-29,134.3699951171875
2019-10-16,124.61000061035156
2019-12-16,127.20999908447266
2020-03-04,125.80000305175781
2020-05-22,122.66999816894531
2019-10-01,123.5
2019-12-19,120.5199966430664
2018-09-10,121.29000091552734
2019-05-24,122.37999725341797
2018-08-09,124.0999984741211
2019-04-22,124.86000061035156
2019-03-21,123.05999755859375
2019-01-16,122.56999969482422
2019-08-28,123.9800033569336
2018-11-13,125.5199966430664
2018-10-12,126.66999816894531
2019-06-25,128.89999389648438
2020-03-10,129.82000732421875
2020-05-28,129.69000244140625
2019-10-07,130.47000122070312
2020-03-13,132.6300048828125
2019-10-10,133.2899932861328
2020-03-16,134.94000244140625
2020-06-03,136.08999633789062
2018-11-28,134.41000366210938
2018-09-25,135.32000732421875
2018-07-23,134.75
2018-08-24,134.4600067138672
2019-07-10,132.2100067138672
2019-05-07,138.10000610351562
