Dates,JPY=X
2007-07-01,110.87999725341797
2008-03-13,111.98999786376953
2008-06-17,112.30999755859375
2008-07-07,113.26000213623047
2008-07-10,112.8499984741211
2007-07-16,113.29000091552734
2008-03-28,113.16000366210938
2008-02-25,114.05000305175781
2007-05-13,114.16000366210938
2007-04-11,114.19999694824219
2007-06-14,114.22000122070312
2008-01-24,113.83999633789062
2007-11-21,112.37000274658203
2007-09-18,111.6500015258789
2008-04-29,111.81999969482422
2008-07-13,109.26300048828125
2008-05-01,109.51000213623047
2007-10-03,108.62999725341797
2007-07-31,109.2300033569336
2007-05-28,107.66000366210938
2007-03-25,109.87999725341797
2007-04-26,109.62000274658203
2008-03-11,108.95999908447266
2008-02-08,108.25
2008-01-07,106.7699966430664
2007-12-06,107.34500122070312
2008-05-14,106.4000015258789
2008-05-04,106.83000183105469
2008-07-22,105.62000274658203
2007-11-19,107.05999755859375
2007-12-21,106.75
2007-10-18,107.1500015258789
2008-01-22,106.80000305175781
2007-03-08,106.97000122070312
2007-04-09,107.04000091552734
2007-08-15,106.2300033569336
2007-09-16,106.2509994506836
2008-03-26,106.51000213623047
2007-06-12,106.69000244140625
2008-07-28,106.53099822998047
2007-07-02,106.37999725341797
2007-07-29,107.30999755859375
2007-06-27,107.73999786376953
2008-04-10,106.83000183105469
2007-12-04,107.33999633789062
2007-03-23,108.28199768066406
2007-04-24,107.79000091552734
2007-11-02,107.80000305175781
2007-10-01,108.16000366210938
2008-02-06,107.91999816894531
2007-08-30,108.05000305175781
2008-05-22,107.41000366210938
2007-10-16,107.19000244140625
2007-08-13,108.02999877929688
2007-07-12,107.3499984741211
2008-03-24,106.37000274658203
2008-02-21,104.94999694824219
2007-03-06,103.7699966430664
2007-05-09,103.5199966430664
2007-06-10,103.37000274658203
2007-12-19,103.91000366210938
2008-05-25,102.58000183105469
2008-05-28,102.69999694824219
2008-01-03,101.41999816894531
2007-10-31,103.2699966430664
2008-04-08,101.4800033569336
2007-08-28,100.68000030517578
2007-06-25,99.02999877929688
2008-03-07,97.0999984741211
2007-04-22,99.81999969482422
2007-03-21,98.62000274658203
2007-05-24,99.37999725341797
2008-02-04,99.56999969482422
2007-05-07,100.73999786376953
2007-04-05,100.08000183105469
2007-07-10,99.16000366210938
2008-02-19,99.52999877929688
2008-01-18,99.12000274658203
2007-12-17,99.8499984741211
2007-11-15,102.29000091552734
2007-10-14,102.29000091552734
2007-09-12,101.5199966430664
2008-04-23,102.44000244140625
2008-06-09,108.18000030517578
2008-08-27,101.8219985961914
2008-06-12,102.05999755859375
2008-06-15,100.94999694824219
2007-09-27,101.16000366210938
2007-05-22,101.81999969482422
2007-03-19,101.80000305175781
2007-08-26,102.4800033569336
2007-07-25,103.75
2008-04-06,103.3030014038086
2008-03-05,102.87000274658203
2008-01-01,103.4520034790039
2007-11-30,104.24700164794922
2007-10-29,104.4000015258789
2008-06-18,104.20999908447266
2007-11-13,104.0
2007-03-02,103.94300079345703
2007-04-03,105.30000305175781
2007-06-06,104.91000366210938
2007-09-10,104.68399810791016
2007-08-09,104.77899932861328
2007-07-08,108.2699966430664
2008-03-20,102.80000305175781
2008-01-16,103.7699966430664
2008-04-21,104.62000274658203
2008-06-24,105.05000305175781
2007-06-21,104.80000305175781
2008-03-03,104.0199966430664
2008-01-31,104.39099884033203
2007-04-18,103.56999969482422
2007-05-20,103.04000091552734
2007-11-28,104.04000091552734
2007-09-25,103.30000305175781
2007-07-23,103.33999633789062
2008-05-06,104.19100189208984
2008-07-09,104.6500015258789
2008-07-03,105.48999786376953
2008-07-06,105.5
2007-08-07,104.4800033569336
2008-03-18,105.12999725341797
2008-02-15,105.23999786376953
2007-02-28,105.91999816894531
2007-05-03,104.9000015258789
2007-04-01,106.31999969482422
2007-06-04,107.33999633789062
2008-01-14,106.95999908447266
2007-12-13,107.80000305175781
2007-10-10,108.1500015258789
2007-10-25,108.13999938964844
2007-09-23,107.97000122070312
2007-08-22,107.81999969482422
2008-04-02,107.91999816894531
2007-03-15,107.30999755859375
2007-04-16,107.83000183105469
2007-06-19,107.77999877929688
2008-01-29,107.80000305175781
2007-12-28,106.9469985961914
2008-04-27,106.12000274658203
2008-07-15,106.12000274658203
2008-02-11,105.94000244140625
2008-07-21,106.73999786376953
2008-02-13,106.80999755859375
2007-12-11,107.16000366210938
2007-11-09,109.41000366210938
2007-10-08,106.87100219726562
2007-09-06,107.06600189208984
2007-05-01,106.20999908447266
2007-08-05,106.22000122070312
2008-04-17,104.80999755859375
2007-07-04,105.18000030517578
2008-05-19,106.22799682617188
2008-07-24,106.94999694824219
2008-07-27,106.49600219726562
2007-08-20,107.2300033569336
2007-07-19,107.88999938964844
2007-06-17,107.37999725341797
2008-02-28,107.8499984741211
2007-12-26,107.45999908447266
2007-10-23,108.08000183105469
2007-03-13,108.1500015258789
2007-05-16,107.80999755859375
2008-05-12,110.16999816894531
2008-06-03,109.61000061035156
2008-07-30,109.54000091552734
2008-05-15,109.41999816894531
2008-05-18,108.79000091552734
