Dates,EMN
2019-11-12,1006400.0
2020-01-30,774500.0
2019-11-15,1029300.0
2020-04-21,1145600.0
2019-04-16,1524400.0
2019-03-15,1472300.0
2019-02-11,1281900.0
2019-01-10,942200.0
2019-08-22,863400.0
2018-11-07,1094100.0
2018-08-03,778700.0
2018-09-04,1028800.0
2019-06-19,721100.0
2019-09-23,1111300.0
2019-11-18,1136400.0
2020-02-05,810900.0
2020-04-24,1205500.0
2019-03-29,1847600.0
2019-11-21,2069600.0
2020-04-27,1551400.0
2020-02-11,1326000.0
2020-04-30,1181100.0
2019-05-01,1324900.0
2019-02-26,907500.0
2019-01-25,586300.0
2018-12-24,908500.0
2019-09-06,1019600.0
2018-07-17,800300.0
2018-09-19,995600.0
2019-08-05,1250600.0
2019-10-08,1197900.0
2019-12-11,2015500.0
2019-11-27,793500.0
2020-02-14,1251500.0
2020-05-06,1050900.0
2019-01-08,765600.0
2018-12-07,1508800.0
2019-08-20,1407200.0
2018-11-05,988400.0
2019-07-19,421900.0
2018-10-04,439300.0
2019-06-17,1356600.0
2019-05-16,945400.0
2018-08-01,643700.0
2019-03-13,686500.0
2019-12-03,896700.0
2020-02-20,658500.0
2019-12-06,1145500.0
2020-05-12,784900.0
2019-12-09,570300.0
2020-02-26,596300.0
2020-05-15,609000.0
2019-03-28,977300.0
2018-09-17,848100.0
2018-08-16,1111900.0
2018-10-19,1985200.0
2019-04-29,967700.0
2019-01-23,1679700.0
2019-09-04,1364000.0
2018-11-20,1443000.0
2019-07-02,1720400.0
2019-05-31,1448600.0
2019-12-12,1219200.0
2020-05-18,1678400.0
2019-09-27,1207600.0
2020-03-03,1066500.0
2020-05-21,727200.0
2019-05-14,1374800.0
2018-08-31,1192700.0
2018-07-30,1687600.0
2018-10-02,967400.0
2019-04-12,1054200.0
2019-03-11,1214400.0
2019-02-07,909500.0
2019-07-17,697000.0
2019-09-19,1092200.0
2019-10-21,719300.0
2019-12-18,894500.0
2020-03-06,634600.0
2019-10-03,926000.0
2020-03-09,1365300.0
2020-05-27,830000.0
2019-12-24,890200.0
2020-03-12,1087200.0
2018-12-20,979700.0
2019-08-01,1084200.0
2018-08-14,1938400.0
2018-07-13,1448400.0
2018-10-17,1829900.0
2019-05-29,1168100.0
2019-03-26,1490100.0
2019-02-22,1143300.0
2019-10-04,1171600.0
2019-11-05,1016500.0
2019-12-27,1551100.0
2020-06-02,995300.0
2019-12-30,1213700.0
2020-03-18,823600.0
2020-06-05,671700.0
2019-07-15,1092300.0
2018-12-03,772900.0
2019-06-13,780000.0
2019-01-04,942300.0
2018-08-29,789400.0
2019-02-05,787400.0
2018-11-01,620100.0
2019-08-16,1017200.0
2019-04-10,916700.0
2019-09-17,864400.0
2019-10-15,1068000.0
2020-01-02,957300.0
2020-06-08,720100.0
2019-10-18,982800.0
2020-03-24,643500.0
2020-06-11,786200.0
2020-01-08,961200.0
2019-04-25,639700.0
2019-07-30,870200.0
2019-02-20,1353100.0
2018-07-11,3243600.0
2018-09-13,2412200.0
2018-10-15,932000.0
2019-06-28,988800.0
2018-12-18,926000.0
2018-11-16,959900.0
2019-10-02,1017300.0
2020-03-27,1438500.0
2020-01-10,908900.0
2019-10-24,1672600.0
2020-03-30,1609300.0
2020-06-17,739600.0
2020-01-14,1136900.0
2020-04-02,913000.0
2019-01-02,839500.0
2019-08-14,786400.0
2018-10-30,917600.0
2019-06-11,726600.0
2019-05-10,867300.0
2019-04-08,764500.0
2018-08-27,985500.0
2018-07-26,922100.0
2018-09-28,916700.0
2019-03-07,678700.0
2019-10-30,298200.0
2020-01-17,894100.0
2020-06-23,1358900.0
2020-04-08,1673000.0
2020-06-26,1109000.0
2019-03-22,1262400.0
2019-01-17,703900.0
2019-08-29,763000.0
2018-11-14,719400.0
2019-06-26,1250900.0
2018-09-11,1025000.0
2018-07-09,1067600.0
2018-08-10,1327000.0
2019-04-23,875500.0
2019-09-30,991200.0
2020-01-23,2856100.0
2019-11-08,509900.0
2020-04-14,162500.0
2019-11-11,282400.0
2020-01-29,646400.0
2020-04-17,556800.0
2018-07-24,895800.0
2018-09-26,1187000.0
2019-05-08,1461500.0
2019-03-05,1274600.0
2019-02-01,1431800.0
2018-12-31,965900.0
2018-11-29,1013900.0
2019-08-12,707500.0
2019-07-11,828800.0
2019-09-13,1172100.0
2019-11-14,604100.0
2020-04-20,713900.0
2020-02-04,1343000.0
2020-04-23,715900.0
2018-12-14,1213800.0
2019-08-27,1356000.0
2018-08-08,1472500.0
2018-10-11,1960400.0
2018-11-12,1576200.0
2019-07-26,1315300.0
2019-06-24,2051800.0
2019-05-23,2693200.0
2019-03-20,1431000.0
2019-01-15,1198500.0
2019-11-20,1485100.0
2020-02-07,1113700.0
2020-02-10,891900.0
2020-04-29,1079500.0
2019-11-26,703300.0
2020-02-13,772200.0
2019-01-30,654900.0
2018-08-23,799800.0
2018-09-24,1439700.0
2018-11-27,801200.0
2018-10-26,664200.0
2019-07-09,679500.0
2019-06-07,1511600.0
2019-05-06,1417200.0
2019-04-04,1106100.0
2019-09-11,2797000.0
2019-11-29,3081300.0
2020-05-05,2238700.0
2019-12-02,1541600.0
2020-02-19,1261700.0
2020-05-08,1641900.0
2019-05-21,1990800.0
2019-03-18,2000900.0
2018-09-07,2367100.0
2018-08-06,2452000.0
2018-10-09,4118200.0
2019-02-14,1955100.0
2018-12-12,2060600.0
2019-07-24,2340800.0
2019-09-26,2030600.0
2019-10-28,1497200.0
2019-12-05,2037800.0
2020-05-11,1704100.0
2019-07-03,1531900.0
2020-02-25,1566200.0
2020-05-14,1365900.0
2020-02-28,991300.0
2019-08-08,1295200.0
2019-06-05,2126600.0
2018-07-20,1842900.0
2018-08-21,2045000.0
2018-10-24,1414900.0
2019-04-02,1718300.0
2019-03-01,2548700.0
2019-01-28,1773400.0
2018-12-27,2011900.0
2019-09-09,2318400.0
2020-03-02,1857100.0
2020-05-20,1767400.0
2019-12-17,1394600.0
2020-03-05,1563800.0
2019-02-12,1053400.0
2019-01-11,914000.0
2018-12-10,568700.0
2019-08-23,895200.0
2018-11-08,1099200.0
2019-07-22,1869300.0
2019-06-20,1575100.0
2018-09-05,1415300.0
2019-04-17,1665200.0
2019-09-24,2101300.0
2019-12-20,2284800.0
2020-05-26,1092300.0
2019-04-30,1099500.0
2019-12-23,1191500.0
2020-03-11,787600.0
2020-05-29,981900.0
2019-12-26,1610000.0
2020-06-01,1803000.0
2019-05-02,1402900.0
2019-02-27,1349700.0
2018-11-23,1595600.0
2019-08-06,1236600.0
2018-07-18,1509000.0
2018-09-20,829600.0
2018-10-22,710200.0
2019-07-05,2068700.0
2019-06-03,1624100.0
2019-10-09,1350900.0
2019-10-11,2490100.0
2020-03-17,705000.0
2020-06-04,1076000.0
2019-10-14,1051700.0
2020-03-20,1302400.0
2018-11-06,1899800.0
2019-06-18,1174000.0
2019-05-17,1487800.0
2019-04-15,1537900.0
2019-03-14,1976900.0
2019-01-09,1199300.0
2018-08-02,1027000.0
2018-10-05,1007700.0
2019-08-21,979900.0
2019-10-17,813500.0
2020-03-23,2802100.0
2020-06-10,1036100.0
2019-02-25,1126100.0
2020-01-07,1092400.0
2020-03-26,818300.0
2019-10-23,1392400.0
