Dates,EMN
2018-06-20,102.01000213623047
2018-06-21,100.69999694824219
2018-06-25,101.56999969482422
2018-06-22,99.54000091552734
2018-06-26,99.66000366210938
2018-06-27,99.11000061035156
2018-06-28,97.88999938964844
2018-06-29,99.8499984741211
2018-07-02,98.37999725341797
2018-07-03,98.33000183105469
2018-07-05,98.58000183105469
2018-07-16,98.4800033569336
2018-09-18,99.9000015258789
2019-01-24,100.58000183105469
2019-09-05,98.75
2018-11-21,98.70999908447266
2020-01-13,99.05999755859375
2020-04-01,98.38999938964844
2020-06-19,98.66000366210938
2019-10-29,100.7300033569336
2020-01-16,99.97000122070312
2020-06-22,99.94999694824219
2018-10-03,99.18000030517578
2018-07-31,99.70999908447266
2019-03-12,99.97000122070312
2019-02-08,101.73999786376953
2019-01-07,99.0
2018-12-06,100.83000183105469
2019-08-19,101.80999755859375
2019-07-18,101.6500015258789
2019-05-15,99.7699966430664
2019-09-20,100.0
2019-11-01,100.80000305175781
2020-04-07,101.4000015258789
2020-06-25,100.94999694824219
2020-06-16,101.1500015258789
2019-11-04,99.30000305175781
2020-01-22,98.38999938964844
2019-11-07,98.91999816894531
2020-04-13,95.8499984741211
2019-07-01,97.16999816894531
2019-05-30,97.18000030517578
2018-08-15,97.80000305175781
2018-10-18,98.25
2019-03-27,98.30000305175781
2019-01-22,96.95999908447266
2018-12-21,98.06999969482422
2019-09-03,99.30000305175781
2018-11-19,98.52999877929688
2019-08-02,98.2699966430664
2020-01-28,97.27999877929688
2020-04-16,96.5
2019-11-13,95.88999938964844
2020-01-31,96.2300033569336
2018-12-04,96.81999969482422
2018-11-02,96.0999984741211
2019-07-16,96.88999938964844
2018-08-30,95.52999877929688
2018-10-01,95.43000030517578
2019-06-14,95.5999984741211
2019-05-13,96.68000030517578
2019-04-11,97.3499984741211
2019-02-06,96.5199966430664
2019-09-18,97.2300033569336
2020-02-03,98.9800033569336
2020-04-22,99.26000213623047
2019-11-19,98.25
2020-02-06,98.33999633789062
2019-11-22,97.52999877929688
2019-03-25,96.41000366210938
2019-02-21,95.61000061035156
2018-12-19,96.44000244140625
2018-07-12,96.7300033569336
2018-09-14,97.30000305175781
2018-08-13,95.73999786376953
2018-10-16,90.55999755859375
2019-07-31,91.0199966430664
2019-05-28,86.62999725341797
2019-04-26,84.19999694824219
2020-04-28,82.0
2019-11-25,81.88999938964844
2020-02-12,82.1500015258789
2020-05-01,82.63999938964844
2020-05-04,82.83000183105469
2019-06-12,81.36000061035156
2019-04-09,80.48999786376953
2019-03-08,79.19999694824219
2019-02-04,77.36000061035156
2018-07-27,75.38999938964844
2018-08-28,75.80999755859375
2019-01-03,73.94999694824219
2019-08-15,75.44000244140625
2018-10-31,75.98999786376953
2019-09-16,78.20999908447266
2020-02-18,78.97000122070312
2020-05-07,81.69000244140625
2018-08-17,80.97000122070312
2019-12-04,81.83000183105469
2020-02-21,82.37000274658203
2018-12-17,83.12000274658203
2019-08-30,81.95999908447266
2018-11-15,81.47000122070312
2019-07-29,80.47000122070312
2019-06-27,80.73999786376953
2019-04-24,81.04000091552734
2018-07-10,82.02999877929688
2018-09-12,81.44999694824219
2019-02-19,78.9800033569336
2019-01-18,80.12000274658203
2020-02-24,77.58000183105469
2020-05-13,78.01000213623047
2019-12-10,76.91000366210938
2020-02-27,76.87000274658203
2019-12-13,78.48999786376953
2020-05-19,78.37000274658203
2019-03-06,80.0199966430664
2018-11-30,77.58999633789062
2019-08-13,74.05000305175781
2019-07-12,73.08000183105469
2019-06-10,71.30999755859375
2019-05-09,72.37999725341797
2018-07-25,72.4000015258789
2018-09-27,71.47000122070312
2018-10-29,70.33000183105469
2019-10-16,70.08999633789062
2019-12-16,70.9800033569336
2020-03-04,70.22000122070312
2020-05-22,68.87999725341797
2019-10-01,69.08000183105469
2019-12-19,67.66999816894531
2018-09-10,67.4000015258789
2019-05-24,69.41999816894531
2018-08-09,71.91999816894531
2019-04-22,72.05999755859375
2019-03-21,71.88999938964844
2019-01-16,71.27999877929688
2019-08-28,72.56999969482422
2018-11-13,73.69999694824219
2018-10-12,74.58999633789062
2019-06-25,75.25
2020-03-10,75.79000091552734
2020-05-28,75.77999877929688
2019-10-07,75.83999633789062
2020-03-13,75.16999816894531
2019-10-10,75.48999786376953
2020-03-16,77.01000213623047
2020-06-03,79.37999725341797
2018-11-28,78.33999633789062
2018-09-25,77.31999969482422
2018-07-23,77.44999694824219
2018-08-24,78.9000015258789
2019-07-10,79.94999694824219
2019-05-07,80.5
2019-04-05,80.77999877929688
2019-03-04,79.48999786376953
2019-01-31,78.91000366210938
2019-09-12,80.93000030517578
2019-12-31,81.27999877929688
2020-03-19,80.11000061035156
2020-01-03,77.88999938964844
2020-06-09,77.5
2019-02-15,78.61000061035156
2019-01-14,80.1500015258789
2018-07-06,80.79000091552734
2018-08-07,80.62000274658203
2018-10-10,82.0999984741211
2018-12-13,81.58999633789062
2019-08-26,82.69999694824219
2019-07-25,83.33999633789062
2019-05-22,83.83999633789062
2019-03-19,83.91999816894531
2020-01-06,83.7699966430664
2020-03-25,83.04000091552734
2020-06-12,82.02999877929688
2019-10-22,82.68000030517578
2020-01-09,81.63999938964844
2020-06-15,81.80999755859375
2019-10-25,81.88999938964844
2020-03-31,78.62999725341797
2020-06-18,78.36000061035156
2019-04-03,79.37000274658203
2018-08-22,81.04000091552734
2018-10-25,81.16999816894531
2019-01-29,79.19000244140625
2018-12-28,78.41999816894531
2018-11-26,76.26000213623047
2019-08-09,78.18000030517578
2019-07-08,77.7699966430664
2019-06-06,78.41999816894531
2019-09-10,75.05000305175781
2020-01-15,74.02999877929688
2020-04-03,74.30999755859375
2019-10-31,74.20999908447266
2020-04-06,75.0999984741211
2020-06-24,75.36000061035156
2018-11-09,76.45999908447266
2019-07-23,78.0
2019-06-21,79.36000061035156
2019-05-20,80.80000305175781
2019-04-18,81.8499984741211
2018-09-06,81.63999938964844
2018-10-08,80.30999755859375
2019-02-13,80.62999725341797
2018-12-11,81.44999694824219
2019-09-25,82.41000366210938
2020-01-21,83.56999969482422
2020-04-09,83.3499984741211
2019-11-06,83.68000030517578
2020-01-24,82.76000213623047
2020-01-27,83.23999786376953
2020-04-15,82.22000122070312
2018-12-26,81.88999938964844
2019-08-07,80.62000274658203
2019-06-04,76.44999694824219
2018-09-21,79.37000274658203
2018-07-19,78.0199966430664
2018-08-20,78.20999908447266
2018-10-23,76.77999877929688
2019-05-03,78.08000183105469
2019-04-01,76.38999938964844
2019-02-28,75.47000122070312
2019-11-12,75.61000061035156
2020-01-30,74.33999633789062
2019-11-15,74.2300033569336
2020-04-21,71.70999908447266
2019-04-16,72.66999816894531
2019-03-15,71.8499984741211
2019-02-11,72.01000213623047
2019-01-10,70.94000244140625
2019-08-22,69.95999908447266
2018-11-07,70.5199966430664
2018-08-03,70.47000122070312
2018-09-04,68.12999725341797
2019-06-19,68.22000122070312
2019-09-23,67.75
2019-11-18,66.48999786376953
2020-02-05,67.20999908447266
2020-04-24,64.83999633789062
2019-03-29,65.0
2019-11-21,68.37000274658203
2020-04-27,69.63999938964844
2020-02-11,70.63999938964844
2020-04-30,70.87999725341797
2019-05-01,71.52999877929688
2019-02-26,72.54000091552734
2019-01-25,72.19000244140625
2018-12-24,73.0999984741211
2019-09-06,72.0
2018-07-17,71.44000244140625
2018-09-19,72.56999969482422
2019-08-05,73.36000061035156
2019-10-08,74.86000061035156
2019-12-11,74.75
2019-11-27,75.79000091552734
2020-02-14,75.26000213623047
2020-05-06,75.91000366210938
2019-01-08,76.4800033569336
2018-12-07,76.9800033569336
2019-08-20,78.30999755859375
2018-11-05,77.31999969482422
2019-07-19,77.0
2018-10-04,76.77999877929688
2019-06-17,75.12000274658203
2019-05-16,73.70999908447266
2018-08-01,74.11000061035156
2019-03-13,74.0999984741211
2019-12-03,75.70999908447266
2020-02-20,76.12999725341797
2019-12-06,77.48999786376953
2020-05-12,77.27999877929688
2019-12-09,77.33999633789062
2020-02-26,78.0199966430664
2020-05-15,78.38999938964844
2019-03-28,79.4000015258789
2018-09-17,80.31999969482422
2018-08-16,79.87000274658203
2018-10-19,75.27999877929688
2019-04-29,76.5
2019-01-23,75.41000366210938
2019-09-04,74.70999908447266
2018-11-20,72.02999877929688
2019-07-02,69.9000015258789
2019-05-31,67.19000244140625
2019-12-12,66.94999694824219
2020-05-18,66.0
2019-09-27,68.19000244140625
2020-03-03,67.0
2020-05-21,65.66999816894531
2019-05-14,64.94999694824219
2018-08-31,63.52000045776367
2018-07-30,63.43000030517578
2018-10-02,63.43000030517578
2019-04-12,66.37000274658203
2019-03-11,64.7300033569336
2019-02-07,65.25
2019-07-17,64.80000305175781
2019-09-19,61.540000915527344
2019-10-21,61.90999984741211
2019-12-18,61.38999938964844
2020-03-06,61.220001220703125
2019-10-03,63.54999923706055
2020-03-09,65.13999938964844
2020-05-27,63.650001525878906
2019-12-24,64.69000244140625
2020-03-12,66.0999984741211
2018-12-20,66.80000305175781
2019-08-01,68.6500015258789
2018-08-14,70.83000183105469
2018-07-13,71.76000213623047
2018-10-17,72.66000366210938
2019-05-29,74.47000122070312
2019-03-26,74.0
2019-02-22,71.55000305175781
2019-10-04,71.4000015258789
2019-11-05,71.87000274658203
2019-12-27,72.08999633789062
2020-06-02,70.95999908447266
2019-12-30,70.73999786376953
2020-03-18,70.47000122070312
2020-06-05,71.7699966430664
2019-07-15,72.52999877929688
2018-12-03,72.80999755859375
2019-06-13,71.5199966430664
2019-01-04,69.66000366210938
2018-08-29,69.12000274658203
2019-02-05,70.2300033569336
2018-11-01,70.12999725341797
2019-08-16,68.63999938964844
