Dates,EMN
2018-06-20,104.76000213623047
2018-06-21,103.16999816894531
2018-06-25,103.80999755859375
2018-06-22,101.97000122070312
2018-06-26,100.94999694824219
2018-06-27,101.80999755859375
2018-06-28,100.0
2018-06-29,101.6500015258789
2018-07-02,100.37000274658203
2018-07-03,100.93000030517578
2018-07-05,99.93000030517578
2018-07-16,100.30999755859375
2018-09-18,101.05999755859375
2019-01-24,102.6500015258789
2019-09-05,101.11000061035156
2018-11-21,99.87999725341797
2020-01-13,100.44999694824219
2020-04-01,99.9000015258789
2020-06-19,100.88999938964844
2019-10-29,101.93000030517578
2020-01-16,101.58000183105469
2020-06-22,100.87999725341797
2018-10-03,100.30000305175781
2018-07-31,100.93000030517578
2019-03-12,101.91000366210938
2019-02-08,102.8499984741211
2019-01-07,102.08999633789062
2018-12-06,102.30000305175781
2019-08-19,103.91999816894531
2019-07-18,103.62000274658203
2019-05-15,101.41000366210938
2019-09-20,102.31999969482422
2019-11-01,102.1500015258789
2020-04-07,102.94000244140625
2020-06-25,102.56999969482422
2020-06-16,102.47000122070312
2019-11-04,101.1500015258789
2020-01-22,100.4000015258789
2019-11-07,99.86000061035156
2020-04-13,98.30999755859375
2019-07-01,98.05999755859375
2019-05-30,98.19999694824219
2018-08-15,98.80000305175781
2018-10-18,99.80999755859375
2019-03-27,99.58999633789062
2019-01-22,98.20999908447266
2018-12-21,99.37000274658203
2019-09-03,100.26000213623047
2018-11-19,100.5199966430664
2019-08-02,99.30999755859375
2020-01-28,98.4800033569336
2020-04-16,97.83000183105469
2019-11-13,97.1500015258789
2020-01-31,98.63999938964844
2018-12-04,98.38999938964844
2018-11-02,97.66000366210938
2019-07-16,98.16999816894531
2018-08-30,96.69999694824219
2018-10-01,97.18000030517578
2019-06-14,97.08000183105469
2019-05-13,97.80999755859375
2019-04-11,98.04000091552734
2019-02-06,98.26000213623047
2019-09-18,98.83000183105469
2020-02-03,100.51000213623047
2020-04-22,100.31999969482422
2019-11-19,100.5
2020-02-06,99.43000030517578
2019-11-22,98.97000122070312
2019-03-25,97.91000366210938
2019-02-21,96.41999816894531
2018-12-19,97.26000213623047
2018-07-12,97.97000122070312
2018-09-14,98.37999725341797
2018-08-13,97.30000305175781
2018-10-16,95.02999877929688
2019-07-31,92.13999938964844
2019-05-28,90.4000015258789
2019-04-26,87.16000366210938
2020-04-28,85.27999877929688
2019-11-25,84.37000274658203
2020-02-12,83.47000122070312
2020-05-01,84.04000091552734
2020-05-04,84.16000366210938
2019-06-12,84.30000305175781
2019-04-09,82.76000213623047
2019-03-08,81.69999694824219
2019-02-04,79.30000305175781
2018-07-27,78.9000015258789
2018-08-28,78.56999969482422
2019-01-03,79.29000091552734
2019-08-15,79.69000244140625
2018-10-31,79.37999725341797
2019-09-16,80.22000122070312
2020-02-18,81.73999786376953
2020-05-07,83.23999786376953
2018-08-17,83.25
2019-12-04,82.9000015258789
2020-02-21,84.30999755859375
2018-12-17,84.44000244140625
2019-08-30,83.52999877929688
2018-11-15,83.25
2019-07-29,82.56999969482422
2019-06-27,82.48999786376953
2019-04-24,83.27999877929688
2018-07-10,83.5199966430664
2018-09-12,83.4800033569336
2019-02-19,80.87000274658203
2019-01-18,81.76000213623047
2020-02-24,79.5999984741211
2020-05-13,79.38999938964844
2019-12-10,79.08999633789062
2020-02-27,79.0999984741211
2019-12-13,79.83000183105469
2020-05-19,79.79000091552734
2019-03-06,82.98999786376953
2018-11-30,80.80999755859375
2019-08-13,76.13999938964844
2019-07-12,77.5199966430664
2019-06-10,73.51000213623047
2019-05-09,75.62999725341797
2018-07-25,74.6500015258789
2018-09-27,73.77999877929688
2018-10-29,71.9000015258789
2019-10-16,72.6500015258789
2019-12-16,72.94999694824219
2020-03-04,73.01000213623047
2020-05-22,72.01000213623047
2019-10-01,71.68000030517578
2019-12-19,69.88999938964844
2018-09-10,71.04000091552734
2019-05-24,72.69999694824219
2018-08-09,73.3499984741211
2019-04-22,73.48999786376953
2019-03-21,74.58999633789062
2019-01-16,73.0999984741211
2019-08-28,75.30999755859375
2018-11-13,75.62000274658203
2018-10-12,75.98999786376953
2019-06-25,76.7699966430664
2020-03-10,77.04000091552734
2020-05-28,77.0999984741211
2019-10-07,76.8499984741211
2020-03-13,76.48999786376953
2019-10-10,76.87999725341797
2020-03-16,79.33999633789062
2020-06-03,81.83000183105469
2018-11-28,80.77999877929688
2018-09-25,79.33000183105469
2018-07-23,78.43000030517578
2018-08-24,81.05000305175781
2019-07-10,81.12000274658203
2019-05-07,81.72000122070312
2019-04-05,83.04000091552734
2019-03-04,81.69000244140625
2019-01-31,82.70999908447266
2019-09-12,82.79000091552734
2019-12-31,82.7300033569336
2020-03-19,81.4000015258789
2020-01-03,80.5999984741211
2020-06-09,79.41999816894531
2019-02-15,79.47000122070312
2019-01-14,81.70999908447266
2018-07-06,82.19999694824219
2018-08-07,82.0999984741211
2018-10-10,83.12000274658203
2018-12-13,83.47000122070312
2019-08-26,85.12000274658203
2019-07-25,85.12000274658203
2019-05-22,85.04000091552734
2019-03-19,85.16000366210938
2020-01-06,84.72000122070312
2020-03-25,84.25
2020-06-12,83.70999908447266
2019-10-22,84.45999908447266
2020-01-09,83.75
2020-06-15,83.08000183105469
2019-10-25,83.4000015258789
2020-03-31,82.4000015258789
2020-06-18,79.69000244140625
2019-04-03,80.98999786376953
2018-08-22,82.02999877929688
2018-10-25,82.69999694824219
2019-01-29,81.19999694824219
2018-12-28,80.25
2018-11-26,78.69000244140625
2019-08-09,79.93000030517578
2019-07-08,79.22000122070312
2019-06-06,79.87999725341797
2019-09-10,78.33000183105469
2020-01-15,75.48999786376953
2020-04-03,75.62999725341797
2019-10-31,75.5
2020-04-06,76.02999877929688
2020-06-24,76.55999755859375
2018-11-09,78.63999938964844
2019-07-23,79.75
2019-06-21,81.94999694824219
2019-05-20,81.87000274658203
2019-04-18,82.6500015258789
2018-09-06,82.75
2018-10-08,81.58999633789062
2019-02-13,82.04000091552734
2018-12-11,82.51000213623047
2019-09-25,84.12000274658203
2020-01-21,84.95999908447266
2020-04-09,84.63999938964844
2019-11-06,86.18000030517578
2020-01-24,84.0999984741211
2020-01-27,84.2699966430664
2020-04-15,83.73999786376953
2018-12-26,83.44000244140625
2019-08-07,81.7699966430664
2019-06-04,80.97000122070312
2018-09-21,80.70999908447266
2018-07-19,80.5
2018-08-20,79.44000244140625
2018-10-23,79.41000366210938
2019-05-03,79.61000061035156
2019-04-01,77.81999969482422
2019-02-28,76.5199966430664
2019-11-12,76.87000274658203
2020-01-30,75.86000061035156
2019-11-15,76.1500015258789
2020-04-21,74.27999877929688
2019-04-16,73.66999816894531
2019-03-15,73.41999816894531
2019-02-11,73.08999633789062
2019-01-10,72.02999877929688
2019-08-22,71.33999633789062
2018-11-07,71.9000015258789
2018-08-03,71.51000213623047
2018-09-04,69.69999694824219
2019-06-19,69.47000122070312
2019-09-23,69.56999969482422
2019-11-18,67.79000091552734
2020-02-05,68.73999786376953
2020-04-24,66.48999786376953
2019-03-29,67.66000366210938
2019-11-21,71.29000091552734
2020-04-27,71.70999908447266
2020-02-11,72.18000030517578
2020-04-30,72.01000213623047
2019-05-01,72.88999938964844
2019-02-26,74.27999877929688
2019-01-25,72.98999786376953
2018-12-24,74.23999786376953
2019-09-06,73.12999725341797
2018-07-17,73.19999694824219
2018-09-19,74.75
2019-08-05,74.47000122070312
2019-10-08,75.80000305175781
2019-12-11,76.72000122070312
2019-11-27,76.80999755859375
2020-02-14,76.79000091552734
2020-05-06,77.08999633789062
2019-01-08,77.41000366210938
2018-12-07,78.0999984741211
2019-08-20,79.75
2018-11-05,79.3499984741211
2019-07-19,77.94000244140625
2018-10-04,77.88999938964844
2019-06-17,77.80000305175781
2019-05-16,75.4800033569336
2018-08-01,75.37000274658203
2019-03-13,75.37999725341797
2019-12-03,78.05000305175781
2020-02-20,77.75
2019-12-06,79.81999969482422
2020-05-12,78.5199966430664
