Dates,VFC
2018-06-20,78.06026458740234
2018-06-21,77.84368896484375
2018-06-25,76.76082611083984
2018-06-22,76.0828628540039
2018-06-26,76.75141143798828
2018-06-27,76.43125915527344
2018-06-28,76.18643951416016
2018-06-29,76.76082611083984
2018-07-02,75.76271057128906
2018-07-03,76.4500961303711
2018-07-05,75.94161987304688
2018-07-16,76.15819549560547
2018-09-18,77.1092300415039
2019-01-24,77.26930236816406
2019-09-05,77.07156372070312
2018-11-21,78.2768325805664
2020-01-13,79.54801940917969
2020-04-01,81.37476348876953
2020-06-19,82.8625259399414
2019-10-29,82.63653564453125
2020-01-16,82.98493194580078
2020-06-22,85.6968002319336
2018-10-03,86.5630874633789
2018-07-31,86.06403350830078
2019-03-12,85.16949462890625
2019-02-08,86.9303207397461
2019-01-07,86.47834014892578
2018-12-06,85.85687255859375
2019-08-19,85.95103454589844
2019-07-18,85.59322357177734
2019-05-15,85.51789093017578
2019-09-20,86.4500961303711
2019-11-01,86.5630874633789
2020-04-07,87.87194061279297
2020-06-25,88.4369125366211
2020-06-16,89.15254211425781
2019-11-04,89.68926239013672
2020-01-22,85.94161987304688
2019-11-07,87.19397735595703
2020-04-13,86.69491577148438
2019-07-01,85.65913391113281
2019-05-30,85.6968002319336
2018-08-15,86.33709716796875
2018-10-18,86.77024841308594
2019-03-27,86.2994384765625
2019-01-22,85.68738555908203
2018-12-21,85.79096221923828
2019-09-03,86.46892547607422
2018-11-19,87.15631103515625
2019-08-02,87.15631103515625
2020-01-28,85.52730560302734
2020-04-16,85.9698715209961
2019-11-13,85.99811553955078
2020-01-31,84.97174835205078
2018-12-04,85.78154754638672
2018-11-02,84.10546112060547
2019-07-16,84.28437042236328
2018-08-30,84.60452270507812
2018-10-01,84.07720947265625
2019-06-14,84.62335205078125
2019-05-13,85.45198059082031
2019-04-11,85.41431427001953
2019-02-06,86.54425811767578
2019-09-18,85.88512420654297
2020-02-03,86.01695251464844
2020-04-22,86.49717712402344
2019-11-19,85.57438659667969
2020-02-06,85.51789093017578
2019-11-22,85.28248596191406
2019-03-25,87.19397735595703
2019-02-21,87.57061767578125
2018-12-19,87.87194061279297
2018-07-12,87.45762634277344
2018-09-14,87.8625259399414
2018-08-13,85.82862854003906
2018-10-16,85.29190063476562
2019-07-31,85.30131530761719
2019-05-28,86.61958312988281
2019-04-26,81.10169219970703
2020-04-28,79.73634338378906
2019-11-25,81.51600646972656
2020-02-12,81.92090606689453
2020-05-01,82.5894546508789
2020-05-04,83.29566955566406
2019-06-12,81.41242980957031
2019-04-09,73.19209289550781
2019-03-08,72.19397735595703
2019-02-04,71.01695251464844
2018-07-27,72.58003997802734
2018-08-28,72.8907699584961
2019-01-03,73.10734558105469
2019-08-15,75.65913391113281
2018-10-31,76.18643951416016
2019-09-16,78.00376892089844
2020-02-18,77.48587799072266
2020-05-07,79.08663177490234
2018-08-17,79.55744171142578
2019-12-04,79.55744171142578
2020-02-21,79.76459503173828
2018-12-17,79.80226135253906
2019-08-30,78.9736328125
2018-11-15,78.52165985107422
2019-07-29,78.24858856201172
2019-06-27,78.66290283203125
2019-04-24,76.82674407958984
2018-07-10,77.09981536865234
2018-09-12,74.68926239013672
2019-02-19,73.23917388916016
2019-01-18,73.9736328125
2020-02-24,74.02071380615234
2020-05-13,75.01882934570312
2019-12-10,73.74764251708984
2020-02-27,74.32203674316406
2019-12-13,73.95480346679688
2020-05-19,74.17137145996094
2019-03-06,77.42938232421875
2018-11-30,75.46139526367188
2019-08-13,72.83427429199219
2019-07-12,70.93220520019531
2019-06-10,70.52730560302734
2019-05-09,71.26177215576172
2018-07-25,72.09981536865234
2018-09-27,71.42184448242188
2018-10-29,70.48963928222656
2019-10-16,68.35216522216797
2019-12-16,68.88888549804688
2020-03-04,67.21280670166016
2020-05-22,65.16007232666016
2019-10-01,65.17890930175781
2019-12-19,63.38983154296875
2018-09-10,63.25800323486328
2019-05-24,63.87005615234375
2018-08-09,65.77212524414062
2019-04-22,66.44068145751953
2019-03-21,65.49906158447266
2019-01-16,65.03766632080078
2019-08-28,65.9039535522461
2018-11-13,67.4105453491211
2018-10-12,68.79472351074219
2019-06-25,70.06591033935547
2020-03-10,68.2203369140625
2020-05-28,66.94915008544922
2019-10-07,66.16761016845703
2020-03-13,67.24105834960938
2019-10-10,67.21280670166016
2020-03-16,67.40113067626953
2020-06-03,75.3295669555664
2018-11-28,76.3841781616211
2018-09-25,76.86441040039062
2018-07-23,77.30696868896484
2018-08-24,78.44632720947266
2019-07-10,77.65536499023438
2019-05-07,78.44632720947266
2019-04-05,78.6440658569336
2019-03-04,78.59698486328125
2019-01-31,78.23917388916016
2019-09-12,78.66290283203125
2019-12-31,80.36723327636719
2020-03-19,80.03766632080078
2020-01-03,80.02825164794922
2020-06-09,80.480224609375
2019-02-15,80.2730712890625
2019-01-14,80.59322357177734
2018-07-06,81.00753021240234
2018-08-07,80.00941467285156
2018-10-10,81.44068145751953
2018-12-13,81.00753021240234
2019-08-26,81.00753021240234
2019-07-25,80.56497192382812
2019-05-22,81.1770248413086
2019-03-19,81.47834014892578
2020-01-06,81.86441040039062
2020-03-25,81.6572494506836
2020-06-12,82.08097839355469
2019-10-22,81.58192443847656
2020-01-09,80.62146759033203
2020-06-15,80.480224609375
2019-10-25,80.06591033935547
2020-03-31,79.34086608886719
2020-06-18,77.93785095214844
2019-04-03,79.38794708251953
2018-08-22,79.54801940917969
2018-10-25,79.5762710571289
2019-01-29,79.42561340332031
2018-12-28,79.0301284790039
2018-11-26,79.68926239013672
2019-08-09,80.83804321289062
2019-07-08,79.66101837158203
2019-06-06,79.7928466796875
2019-09-10,78.8229751586914
2020-01-15,78.45574188232422
2020-04-03,79.61393737792969
2019-10-31,79.65160369873047
2020-04-06,81.7231674194336
2020-06-24,81.43125915527344
2018-11-09,81.68550109863281
2019-07-23,81.26177215576172
2019-06-21,81.78907775878906
2019-05-20,82.36346435546875
2019-04-18,83.68173217773438
2018-09-06,83.68173217773438
2018-10-08,83.30508422851562
2019-02-13,83.48399353027344
2018-12-11,83.7005615234375
2019-09-25,84.0960464477539
2020-01-21,85.41431427001953
2020-04-09,85.71562957763672
2019-11-06,87.9566879272461
2020-01-24,89.03955078125
2020-01-27,88.96421813964844
2020-04-15,88.30508422851562
2018-12-26,88.52165985107422
2019-08-07,88.01318359375
2019-06-04,87.5894546508789
2018-09-21,88.38041687011719
2018-07-19,88.14501190185547
2018-08-20,87.55178833007812
2018-10-23,87.55178833007812
2019-05-03,88.77589416503906
2019-04-01,87.77777862548828
2019-02-28,87.49529266357422
2019-11-12,87.66477966308594
2020-01-30,87.03389739990234
2019-11-15,85.77212524414062
2020-04-21,84.62335205078125
2019-04-16,83.92655181884766
2019-03-15,84.06779479980469
2019-02-11,85.5367202758789
2019-01-10,85.2730712890625
2019-08-22,84.453857421875
2018-11-07,85.00941467285156
2018-08-03,80.47080993652344
2018-09-04,83.5199966430664
2019-06-19,83.29000091552734
2019-09-23,82.68000030517578
2019-11-18,81.16000366210938
2020-02-05,81.05000305175781
2020-04-24,80.76000213623047
2019-03-29,81.55000305175781
2019-11-21,83.41999816894531
2020-04-27,84.58000183105469
2020-02-11,83.95999908447266
2020-04-30,84.02999877929688
2019-05-01,85.23999786376953
2019-02-26,85.3499984741211
2019-01-25,84.66000366210938
2018-12-24,85.4800033569336
2019-09-06,86.33000183105469
2018-07-17,87.08000183105469
2018-09-19,87.5
2019-08-05,87.91000366210938
2019-10-08,88.16000366210938
2019-12-11,88.01000213623047
2019-11-27,87.69999694824219
2020-02-14,85.33000183105469
2020-05-06,85.41999816894531
2019-01-08,85.80999755859375
2018-12-07,86.70999908447266
2019-08-20,87.69000244140625
2018-11-05,86.4000015258789
2019-07-19,86.91000366210938
2018-10-04,86.88999938964844
2019-06-17,86.20999908447266
2019-05-16,86.58000183105469
2018-08-01,86.43000030517578
2019-03-13,86.58999633789062
2019-12-03,88.26000213623047
2020-02-20,87.79000091552734
2019-12-06,88.12000274658203
2020-05-12,86.3499984741211
2019-12-09,86.19000244140625
2020-02-26,87.27999877929688
2020-05-15,86.83000183105469
2019-03-28,86.95999908447266
2018-09-17,86.44000244140625
2018-08-16,88.19999694824219
2018-10-19,88.44999694824219
2019-04-29,87.47000122070312
2019-01-23,86.7699966430664
2019-09-04,86.72000122070312
2018-11-20,82.2300033569336
2019-07-02,82.31999969482422
2019-05-31,79.97000122070312
2019-12-12,80.38999938964844
2020-05-18,80.0
2019-09-27,81.93000030517578
2020-03-03,82.12999725341797
2020-05-21,80.94000244140625
2019-05-14,81.1500015258789
2018-08-31,79.36000061035156
2018-07-30,76.7699966430664
2018-10-02,77.77999877929688
2019-04-12,79.11000061035156
2019-03-11,79.51000213623047
2019-02-07,80.31999969482422
2019-07-17,80.08000183105469
2019-09-19,77.94999694824219
2019-10-21,78.79000091552734
2019-12-18,79.2300033569336
2020-03-06,79.06999969482422
2019-10-03,82.2699966430664
2020-03-09,81.9000015258789
2020-05-27,80.25
2019-12-24,81.30999755859375
2020-03-12,83.27999877929688
2018-12-20,86.80000305175781
2019-08-01,86.69999694824219
2018-08-14,88.83000183105469
2018-07-13,88.02999877929688
2018-10-17,89.75
2019-05-29,89.94999694824219
2019-03-26,88.13999938964844
2019-02-22,86.47000122070312
2019-10-04,86.56999969482422
2019-11-05,86.94999694824219
2019-12-27,85.66999816894531
2020-06-02,85.41000366210938
2019-12-30,85.75
2020-03-18,86.66999816894531
2020-06-05,87.0199966430664
2019-07-15,87.91000366210938
2018-12-03,88.6500015258789
2019-06-13,88.41999816894531
2019-01-04,86.66999816894531
2018-08-29,85.1500015258789
2019-02-05,87.4000015258789
2018-11-01,87.80000305175781
2019-08-16,86.62000274658203
2019-04-10,87.38999938964844
2019-09-17,88.33000183105469
2019-10-15,89.70999908447266
2020-01-02,90.02999877929688
2020-06-08,90.80000305175781
2019-10-18,91.08000183105469
2020-03-24,91.08999633789062
2020-06-11,90.83000183105469
2020-01-08,92.52999877929688
2019-04-25,92.56999969482422
2019-07-30,91.44999694824219
2019-02-20,89.76000213623047
2018-07-11,81.48999786376953
2018-09-13,83.08000183105469
2018-10-15,81.08000183105469
2019-06-28,81.29000091552734
2018-12-18,81.5999984741211
2018-11-16,82.6500015258789
2019-10-02,83.33000183105469
2020-03-27,84.5999984741211
2020-01-10,85.31999969482422
2019-10-24,86.26000213623047
2020-03-30,86.1500015258789
2020-06-17,86.12000274658203
2020-01-14,84.55999755859375
2020-04-02,83.91000366210938
2019-01-02,85.41999816894531
2019-08-14,85.7699966430664
2018-10-30,86.54000091552734
2019-06-11,85.61000061035156
2019-05-10,85.25
2019-04-08,84.77999877929688
2018-08-27,84.83999633789062
2018-07-26,86.08999633789062
2018-09-28,85.7300033569336
2019-03-07,87.98999786376953
2019-10-30,88.16999816894531
2020-01-17,87.29000091552734
2020-06-23,85.48999786376953
2020-04-08,86.30000305175781
2020-06-26,88.2699966430664
2019-03-22,89.68000030517578
2019-01-17,89.56999969482422
2019-08-29,90.16999816894531
2018-11-14,90.63999938964844
2019-06-26,91.58999633789062
2018-09-11,91.93000030517578
2018-07-09,93.08000183105469
2018-08-10,93.8499984741211
2019-04-23,95.12999725341797
2019-09-30,96.19999694824219
2020-01-23,96.7699966430664
2019-11-08,97.2300033569336
2020-04-14,98.3499984741211
2019-11-11,98.80000305175781
2020-01-29,99.63999938964844
2020-04-17,99.31999969482422
2018-07-24,99.12999725341797
2018-09-26,99.4800033569336
2019-05-08,98.76000213623047
2019-03-05,98.5999984741211
2019-02-01,98.55999755859375
2018-12-31,96.80999755859375
2018-11-29,95.4800033569336
2019-08-12,94.91000366210938
2019-07-11,95.19999694824219
2019-09-13,95.75
2019-11-14,95.2699966430664
2020-04-20,95.0
2020-02-04,93.44999694824219
2020-04-23,93.83999633789062
2018-12-14,94.26000213623047
2019-08-27,84.87999725341797
2018-08-08,84.08000183105469
2018-10-11,82.23999786376953
2018-11-12,82.29000091552734
2019-07-26,83.66000366210938
2019-06-24,83.26000213623047
2019-05-23,82.8499984741211
2019-03-20,82.86000061035156
2019-01-15,83.86000061035156
2019-11-20,83.83000183105469
2020-02-07,84.01000213623047
2020-02-10,82.87000274658203
2020-04-29,82.62999725341797
2019-11-26,82.69999694824219
2020-02-13,83.23999786376953
2019-01-30,83.16000366210938
2018-08-23,83.0999984741211
2018-09-24,82.4800033569336
2018-11-27,82.66999816894531
2018-10-26,82.5999984741211
2019-07-09,82.87000274658203
2019-06-07,80.5999984741211
2019-05-06,77.04000091552734
2019-04-04,76.37000274658203
2019-09-11,73.19999694824219
2019-11-29,70.0
2020-05-05,70.76000213623047
2019-12-02,70.80000305175781
2020-02-19,70.79000091552734
2020-05-08,70.54000091552734
2019-05-21,68.68000030517578
2019-03-18,62.02000045776367
2018-09-07,60.869998931884766
2018-08-06,62.18000030517578
2018-10-09,53.189998626708984
2019-02-14,54.95000076293945
2018-12-12,51.25
2019-07-24,54.45000076293945
2019-09-26,52.25
2019-10-28,53.04999923706055
2019-12-05,51.59000015258789
2020-05-11,45.06999969482422
2019-07-03,48.18000030517578
2020-02-25,52.02000045776367
2020-05-14,57.63999938964844
2020-02-28,57.02000045776367
2019-08-08,57.04999923706055
2019-06-05,53.7400016784668
2018-07-20,47.939998626708984
2018-08-21,47.79999923706055
2018-10-24,48.119998931884766
2019-04-02,51.25
2019-03-01,56.150001525878906
2019-01-28,56.04999923706055
2018-12-27,58.15999984741211
2019-09-09,57.22999954223633
2020-03-02,58.5099983215332
2020-05-20,55.68000030517578
2019-12-17,53.75
2020-03-05,56.959999084472656
2019-02-12,55.52000045776367
2019-01-11,52.5
2018-12-10,53.849998474121094
2019-08-23,53.79999923706055
2018-11-08,54.11000061035156
2019-07-22,55.029998779296875
2019-06-20,58.709999084472656
2018-09-05,59.97999954223633
2019-04-17,57.720001220703125
2019-09-24,55.02000045776367
2019-12-20,54.040000915527344
2020-05-26,55.5099983215332
2019-04-30,54.83000183105469
2019-12-23,56.70000076293945
2020-03-11,58.09000015258789
2020-05-29,56.040000915527344
2019-12-26,55.5
2020-06-01,52.099998474121094
2019-05-02,50.720001220703125
2019-02-27,51.470001220703125
2018-11-23,54.77000045776367
2019-08-06,54.709999084472656
2018-07-18,55.66999816894531
2018-09-20,55.209999084472656
2018-10-22,54.459999084472656
2019-07-05,57.77000045776367
2019-06-03,61.04999923706055
2019-10-09,58.65999984741211
2019-10-11,55.52000045776367
2020-03-17,55.849998474121094
2020-06-04,58.459999084472656
2019-10-14,60.13999938964844
2020-03-20,62.83000183105469
2018-11-06,67.91999816894531
2019-06-18,66.91999816894531
2019-05-17,64.0999984741211
2019-04-15,62.75
2019-03-14,59.5099983215332
2019-01-09,58.599998474121094
2018-08-02,58.459999084472656
2018-10-05,64.16999816894531
2019-08-21,63.52000045776367
2019-10-17,62.720001220703125
2020-03-23,62.20000076293945
2020-06-10,61.47999954223633
2019-02-25,62.29999923706055
2020-01-07,58.689998626708984
2020-03-26,58.349998474121094
2019-10-23,56.70000076293945
