Dates,VFC
2018-06-20,74.68566131591797
2018-06-21,74.4612045288086
2018-06-25,73.24024963378906
2018-06-22,72.9080581665039
2018-06-26,73.62628173828125
2018-06-27,72.88114166259766
2018-06-28,73.24922180175781
2018-06-29,73.18637084960938
2018-07-02,72.92603302001953
2018-07-03,73.15945434570312
2018-07-05,72.97091674804688
2018-07-16,73.17739868164062
2018-09-18,73.93152618408203
2019-01-24,74.60485076904297
2019-09-05,74.80236053466797
2018-11-21,75.14350891113281
2020-01-13,76.16698455810547
2020-04-01,79.72216033935547
2020-06-19,79.46179962158203
2019-10-29,79.20144653320312
2020-01-16,80.11717987060547
2020-06-22,83.43893432617188
2018-10-03,82.83743286132812
2018-07-31,82.12818145751953
2019-03-12,82.95414733886719
2019-02-08,84.21101379394531
2019-01-07,82.56808471679688
2018-12-06,82.23593139648438
2019-08-19,82.65786743164062
2019-07-18,81.96659088134766
2019-05-15,82.684814453125
2019-09-20,82.99004364013672
2019-11-01,84.13021850585938
2020-04-07,84.30079650878906
2020-06-25,84.9382095336914
2020-06-16,85.7821044921875
2019-11-04,86.44646453857422
2020-01-22,83.33120727539062
2019-11-07,84.381591796875
2020-04-13,82.89128875732422
2019-07-01,81.81397247314453
2019-05-30,82.26285552978516
2018-08-15,83.36711883544922
2018-10-18,82.89128875732422
2019-03-27,82.32569885253906
2019-01-22,81.98454284667969
2018-12-21,82.38853454589844
2019-09-03,83.09779357910156
2018-11-19,84.02247619628906
2019-08-02,83.72623443603516
2020-01-28,81.894775390625
2020-04-16,82.71173095703125
2019-11-13,82.4873046875
2020-01-31,81.77803802490234
2018-12-04,81.95760345458984
2018-11-02,80.71241760253906
2019-07-16,81.28086853027344
2018-08-30,81.20869445800781
2018-10-01,80.89287567138672
2019-06-14,82.30047607421875
2019-05-13,82.264404296875
2019-04-11,82.24635314941406
2019-02-06,83.32011413574219
2019-09-18,82.76068115234375
2020-02-03,82.88699340820312
2020-04-22,83.22987365722656
2019-11-19,82.32756805419922
2020-02-06,82.08393859863281
2019-11-22,83.53666687011719
