Dates,VFC
2018-06-20,79.16195678710938
2018-06-21,78.26741790771484
2018-06-25,78.23917388916016
2018-06-22,76.95857238769531
2018-06-26,76.75141143798828
2018-06-27,77.15631103515625
2018-06-28,76.73258209228516
2018-06-29,77.74952697753906
2018-07-02,76.07344818115234
2018-07-03,76.54425811767578
2018-07-05,77.14689636230469
2018-07-16,76.46892547607422
2018-09-18,77.3163833618164
2019-01-24,77.5235366821289
2019-09-05,77.84368896484375
2018-11-21,79.0960464477539
2020-01-13,79.91525268554688
2020-04-01,81.63842010498047
2020-06-19,83.19209289550781
2019-10-29,83.38983154296875
2020-01-16,83.1638412475586
2020-06-22,86.6290054321289
2018-10-03,87.90960693359375
2018-07-31,87.09981536865234
2019-03-12,85.84745788574219
2019-02-08,87.09981536865234
2019-01-07,87.98493194580078
2018-12-06,86.61958312988281
2019-08-19,86.8361587524414
2019-07-18,85.91336822509766
2019-05-15,86.09227752685547
2019-09-20,86.88323974609375
2019-11-01,87.19397735595703
2020-04-07,88.2768325805664
2020-06-25,88.65348052978516
2020-06-16,89.21845245361328
2019-11-04,89.7928466796875
2020-01-22,90.39547729492188
2019-11-07,87.73069763183594
2020-04-13,87.51412200927734
2019-07-01,86.96798706054688
2019-05-30,85.78154754638672
2018-08-15,86.64783477783203
2018-10-18,87.43879699707031
2019-03-27,86.67608642578125
2019-01-22,86.2994384765625
2018-12-21,85.88512420654297
2019-09-03,86.85498809814453
2018-11-19,87.57061767578125
2019-08-02,87.75894165039062
2020-01-28,87.64595031738281
2020-04-16,86.19585418701172
2019-11-13,86.506591796875
2020-01-31,86.10169219970703
2018-12-04,85.9039535522461
2018-11-02,85.16007232666016
2019-07-16,84.28437042236328
2018-08-30,84.8493423461914
2018-10-01,84.42561340332031
2019-06-14,84.83050537109375
2019-05-13,87.54237365722656
2019-04-11,85.68738555908203
2019-02-06,86.85498809814453
2019-09-18,86.80790710449219
2020-02-03,86.28060150146484
2020-04-22,86.77024841308594
2019-11-19,86.70433044433594
2020-02-06,86.47834014892578
2019-11-22,85.49906158447266
2019-03-25,87.19397735595703
2019-02-21,87.57061767578125
2018-12-19,88.29566955566406
2018-07-12,88.32391357421875
2018-09-14,88.15442657470703
2018-08-13,88.1638412475586
2018-10-16,86.10169219970703
2019-07-31,85.6026382446289
2019-05-28,86.97740173339844
2019-04-26,87.01506805419922
2020-04-28,81.16761016845703
2019-11-25,81.94915008544922
2020-02-12,82.22222137451172
2020-05-01,82.69303131103516
2020-05-04,84.68926239013672
2019-06-12,84.02071380615234
2019-04-09,79.08663177490234
2019-03-08,73.40866088867188
2019-02-04,72.3163833618164
2018-07-27,74.47269439697266
2018-08-28,73.02259826660156
2019-01-03,73.9736328125
2019-08-15,75.70621490478516
2018-10-31,76.93973541259766
2019-09-16,78.5499038696289
2020-02-18,77.90018463134766
2020-05-07,80.71562957763672
2018-08-17,80.61205291748047
2019-12-04,81.06403350830078
2020-02-21,80.47080993652344
2018-12-17,81.0263671875
2019-08-30,81.06403350830078
2018-11-15,79.40677642822266
2019-07-29,78.493408203125
2019-06-27,79.5762710571289
2019-04-24,77.85310363769531
2018-07-10,78.72881317138672
2018-09-12,77.22222137451172
2019-02-19,73.74764251708984
2019-01-18,74.65160369873047
2020-02-24,74.42561340332031
2020-05-13,75.08474731445312
2019-12-10,75.3295669555664
2020-02-27,74.66101837158203
2019-12-13,75.52730560302734
2020-05-19,74.17137145996094
2019-03-06,77.58003997802734
2018-11-30,78.13558959960938
2019-08-13,74.50093841552734
2019-07-12,74.69868469238281
2019-06-10,71.26177215576172
2019-05-09,72.56120300292969
2018-07-25,72.43879699707031
2018-09-27,72.43879699707031
2018-10-29,71.12052917480469
2019-10-16,69.99058532714844
2019-12-16,69.55744171142578
2020-03-04,69.48210906982422
2020-05-22,67.34463500976562
2019-10-01,66.0263671875
2019-12-19,65.57438659667969
2018-09-10,63.578155517578125
2019-05-24,65.16007232666016
2018-08-09,66.68550109863281
2019-04-22,66.7231674194336
2019-03-21,65.8757095336914
2019-01-16,66.81732940673828
2019-08-28,65.93220520019531
2018-11-13,67.59886932373047
2018-10-12,69.59510040283203
2019-06-25,70.49906158447266
2020-03-10,69.10546112060547
2020-05-28,68.63465118408203
2019-10-07,66.64783477783203
2020-03-13,67.55178833007812
2019-10-10,67.49529266357422
2020-03-16,67.48587799072266
2020-06-03,77.41996002197266
2018-11-28,77.40113067626953
2018-09-25,77.32579803466797
2018-07-23,77.96610260009766
2018-08-24,79.2467041015625
2019-07-10,78.12617492675781
2019-05-07,78.93596649169922
2019-04-05,79.34086608886719
2019-03-04,79.6704330444336
2019-01-31,79.27495574951172
2019-09-12,79.0960464477539
2019-12-31,80.70621490478516
2020-03-19,80.97928619384766
2020-01-03,80.57438659667969
2020-06-09,80.74388122558594
2019-02-15,80.88512420654297
2019-01-14,80.84745788574219
2018-07-06,81.92090606689453
2018-08-07,80.6968002319336
2018-10-10,81.60075378417969
2018-12-13,81.28060150146484
2019-08-26,81.506591796875
2019-07-25,81.25235748291016
2019-05-22,81.20527648925781
2019-03-19,81.92090606689453
2020-01-06,81.90206909179688
2020-03-25,82.08097839355469
2020-06-12,82.63653564453125
2019-10-22,83.12617492675781
2020-01-09,82.32579803466797
2020-06-15,81.10169219970703
2019-10-25,80.74388122558594
2020-03-31,79.96233367919922
2020-06-18,79.53860473632812
2019-04-03,79.44444274902344
2018-08-22,80.41431427001953
2018-10-25,80.01882934570312
2019-01-29,80.1506576538086
2018-12-28,79.97174835205078
2018-11-26,80.08474731445312
2019-08-09,81.26177215576172
2019-07-08,81.30885314941406
2019-06-06,80.00941467285156
2019-09-10,80.19773864746094
2020-01-15,78.87947082519531
2020-04-03,80.31073760986328
2019-10-31,80.37664794921875
2020-04-06,82.26930236816406
2020-06-24,82.18455505371094
2018-11-09,82.51412200927734
2019-07-23,81.81732940673828
2019-06-21,82.2033920288086
2019-05-20,82.5894546508789
2019-04-18,84.3973617553711
2018-09-06,84.29378509521484
2018-10-08,84.15254211425781
2019-02-13,83.58757019042969
2018-12-11,84.40677642822266
