Dates,APH
2018-06-20,90.20999908447266
2018-06-21,89.8499984741211
2018-06-25,89.36000061035156
2018-06-22,89.0
2018-06-26,88.30999755859375
2018-06-27,87.86000061035156
2018-06-28,87.11000061035156
2018-06-29,87.91999816894531
2018-07-02,87.16999816894531
2018-07-03,87.5
2018-07-05,87.83000183105469
2018-07-16,88.4800033569336
2018-09-18,89.43000030517578
2019-01-24,89.55999755859375
2019-09-05,88.7300033569336
2018-11-21,89.08999633789062
2020-01-13,89.33000183105469
2020-04-01,89.12000274658203
2020-06-19,89.18000030517578
2019-10-29,89.5
2020-01-16,89.29000091552734
2020-06-22,88.80999755859375
2018-10-03,88.29000091552734
2018-07-31,89.33000183105469
2019-03-12,93.16999816894531
2019-02-08,95.69999694824219
2019-01-07,95.9000015258789
2018-12-06,94.04000091552734
2019-08-19,93.62000274658203
2019-07-18,93.79000091552734
2019-05-15,94.25
2019-09-20,94.16000366210938
2019-11-01,94.16999816894531
2020-04-07,94.70999908447266
2020-06-25,94.77999877929688
2020-06-16,95.5999984741211
2019-11-04,94.20999908447266
2020-01-22,94.5199966430664
2019-11-07,94.51000213623047
2020-04-13,94.0999984741211
2019-07-01,94.72000122070312
2019-05-30,94.26000213623047
2018-08-15,94.5999984741211
2018-10-18,94.5999984741211
2019-03-27,94.0199966430664
2019-01-22,93.94999694824219
2018-12-21,93.8499984741211
2019-09-03,94.79000091552734
2018-11-19,94.87999725341797
2019-08-02,95.38999938964844
2020-01-28,95.0
2020-04-16,94.69999694824219
2019-11-13,94.6500015258789
2020-01-31,95.29000091552734
2018-12-04,95.6500015258789
2018-11-02,95.81999969482422
2019-07-16,96.58999633789062
2018-08-30,96.77999877929688
2018-10-01,96.80999755859375
2019-06-14,97.0199966430664
2019-05-13,97.55999755859375
2019-04-11,97.36000061035156
2019-02-06,96.4000015258789
2019-09-18,95.62000274658203
2020-02-03,96.3499984741211
2020-04-22,96.7300033569336
2019-11-19,95.12000274658203
2020-02-06,94.51000213623047
2019-11-22,94.33999633789062
2019-03-25,94.08999633789062
2019-02-21,94.20999908447266
2018-12-19,94.55999755859375
2018-07-12,94.94000244140625
2018-09-14,94.27999877929688
2018-08-13,93.26000213623047
2018-10-16,91.80000305175781
2019-07-31,90.41999816894531
2019-05-28,90.58999633789062
2019-04-26,89.6500015258789
2020-04-28,86.68000030517578
2019-11-25,86.0
2020-02-12,85.2300033569336
2020-05-01,86.38999938964844
2020-05-04,86.12999725341797
2019-06-12,85.4000015258789
2019-04-09,84.38999938964844
2019-03-08,83.55000305175781
2019-02-04,83.44000244140625
2018-07-27,88.0
2018-08-28,86.52999877929688
2019-01-03,87.2300033569336
2019-08-15,87.25
2018-10-31,88.70999908447266
2019-09-16,90.36000061035156
2020-02-18,90.58000183105469
2020-05-07,90.94000244140625
2018-08-17,90.75
2019-12-04,90.81999969482422
2020-02-21,92.0
2018-12-17,92.38999938964844
2019-08-30,92.16000366210938
2018-11-15,91.4800033569336
2019-07-29,89.43000030517578
2019-06-27,88.87000274658203
2019-04-24,88.29000091552734
2018-07-10,89.56999969482422
2018-09-12,88.61000061035156
2019-02-19,85.69000244140625
2019-01-18,85.94999694824219
2020-02-24,85.41999816894531
2020-05-13,86.0199966430664
2019-12-10,84.75
2020-02-27,85.95999908447266
2019-12-13,87.4800033569336
2020-05-19,88.01000213623047
2019-03-06,89.9800033569336
2018-11-30,89.7699966430664
2019-08-13,84.30000305175781
2019-07-12,84.58999633789062
2019-06-10,85.5
2019-05-09,86.95999908447266
2018-07-25,85.80999755859375
2018-09-27,85.43000030517578
2018-10-29,84.4800033569336
2019-10-16,83.97000122070312
2019-12-16,83.66000366210938
2020-03-04,82.5199966430664
2020-05-22,80.12000274658203
2019-10-01,79.8499984741211
2019-12-19,77.29000091552734
2018-09-10,78.88999938964844
2019-05-24,80.41999816894531
2018-08-09,81.56999969482422
2019-04-22,81.06999969482422
2019-03-21,80.27999877929688
2019-01-16,78.41000366210938
2019-08-28,77.79000091552734
2018-11-13,78.83000183105469
2018-10-12,79.16000366210938
2019-06-25,80.56999969482422
2020-03-10,81.88999938964844
2020-05-28,81.52999877929688
2019-10-07,81.38999938964844
2020-03-13,81.7300033569336
2019-10-10,81.94999694824219
2020-03-16,82.18000030517578
2020-06-03,83.16000366210938
2018-11-28,82.19000244140625
2018-09-25,83.62999725341797
2018-07-23,85.33000183105469
2018-08-24,87.1500015258789
2019-07-10,85.91999816894531
2019-05-07,86.72000122070312
2019-04-05,88.22000122070312
2019-03-04,88.37000274658203
2019-01-31,88.83999633789062
2019-09-12,88.5199966430664
2019-12-31,89.81999969482422
2020-03-19,90.56999969482422
2020-01-03,90.2699966430664
2020-06-09,90.2699966430664
2019-02-15,90.83000183105469
2019-01-14,91.7699966430664
2018-07-06,92.27999877929688
2018-08-07,91.68000030517578
2018-10-10,92.83999633789062
2018-12-13,92.83999633789062
2019-08-26,93.7699966430664
2019-07-25,93.77999877929688
2019-05-22,94.7699966430664
2019-03-19,95.37999725341797
2020-01-06,95.30999755859375
2020-03-25,94.30999755859375
2020-06-12,94.36000061035156
2019-10-22,95.36000061035156
2020-01-09,95.54000091552734
2020-06-15,95.29000091552734
2019-10-25,94.87999725341797
2020-03-31,93.87999725341797
2020-06-18,93.16999816894531
2019-04-03,94.19999694824219
2018-08-22,94.58999633789062
2018-10-25,95.19999694824219
2019-01-29,94.72000122070312
2018-12-28,95.8499984741211
2018-11-26,95.66999816894531
2019-08-09,96.2300033569336
2019-07-08,95.87000274658203
2019-06-06,97.0
2019-09-10,96.1500015258789
2020-01-15,94.93000030517578
2020-04-03,95.02999877929688
2019-10-31,94.80000305175781
2020-04-06,94.51000213623047
2020-06-24,94.76000213623047
2018-11-09,97.91999816894531
2019-07-23,99.87999725341797
2019-06-21,101.27999877929688
2019-05-20,102.54000091552734
2019-04-18,102.70999908447266
2018-09-06,102.80999755859375
2018-10-08,102.43000030517578
2019-02-13,101.88999938964844
2018-12-11,102.97000122070312
2019-09-25,103.83999633789062
2020-01-21,104.19999694824219
2020-04-09,104.5199966430664
2019-11-06,105.0
2020-01-24,104.66999816894531
2020-01-27,104.5199966430664
2020-04-15,105.51000213623047
2018-12-26,103.7300033569336
2019-08-07,102.30999755859375
2019-06-04,100.5199966430664
2018-09-21,100.47000122070312
2018-07-19,99.70999908447266
2018-08-20,100.75
2018-10-23,100.1500015258789
2019-05-03,100.27999877929688
2019-04-01,98.87999725341797
2019-02-28,97.8499984741211
2019-11-12,96.30000305175781
2020-01-30,94.81999969482422
2019-11-15,95.11000061035156
2020-04-21,93.16999816894531
2019-04-16,93.33999633789062
2019-03-15,93.58000183105469
2019-02-11,94.33000183105469
2019-01-10,92.41999816894531
2019-08-22,90.69999694824219
2018-11-07,91.48999786376953
2018-08-03,91.43000030517578
2018-09-04,90.05999755859375
2019-06-19,90.22000122070312
2019-09-23,90.6500015258789
2019-11-18,89.05999755859375
2020-02-05,88.56999969482422
2020-04-24,88.12999725341797
2019-03-29,87.87999725341797
2019-11-21,89.73999786376953
2020-04-27,90.87999725341797
2020-02-11,92.29000091552734
2020-04-30,93.37000274658203
2019-05-01,95.20999908447266
2019-02-26,97.01000213623047
2019-01-25,95.95999908447266
2018-12-24,97.04000091552734
2019-09-06,96.18000030517578
2018-07-17,94.12000274658203
2018-09-19,94.43000030517578
2019-08-05,94.86000061035156
2019-10-08,96.12999725341797
2019-12-11,96.12000274658203
2019-11-27,95.81999969482422
2020-02-14,95.6500015258789
2020-05-06,95.7300033569336
2019-01-08,96.16000366210938
2018-12-07,96.33000183105469
2019-08-20,98.33999633789062
2018-11-05,98.5
2019-07-19,99.23999786376953
2018-10-04,98.41000366210938
2019-06-17,97.9800033569336
2019-05-16,97.72000122070312
2018-08-01,98.44000244140625
2019-03-13,98.02999877929688
2019-12-03,99.06999969482422
2020-02-20,99.30999755859375
2019-12-06,98.47000122070312
2020-05-12,98.13999938964844
2019-12-09,97.04000091552734
2020-02-26,97.7699966430664
2020-05-15,97.5999984741211
2019-03-28,98.58999633789062
2018-09-17,95.69999694824219
2018-08-16,93.91000366210938
2018-10-19,95.41999816894531
2019-04-29,96.05000305175781
2019-01-23,95.47000122070312
2019-09-04,95.1500015258789
2018-11-20,93.87999725341797
2019-07-02,90.12999725341797
2019-05-31,87.5
2019-12-12,87.66999816894531
2020-05-18,88.06999969482422
2019-09-27,89.0999984741211
2020-03-03,88.5
2020-05-21,86.8499984741211
2019-05-14,89.3499984741211
2018-08-31,87.19000244140625
2018-07-30,85.6500015258789
2018-10-02,86.77999877929688
2019-04-12,88.87999725341797
2019-03-11,88.01000213623047
2019-02-07,88.36000061035156
2019-07-17,88.81999969482422
2019-09-19,88.73999786376953
2019-10-21,86.30999755859375
2019-12-18,86.06999969482422
2020-03-06,85.7699966430664
2019-10-03,87.8499984741211
2020-03-09,88.54000091552734
2020-05-27,86.68000030517578
2019-12-24,87.33000183105469
2020-03-12,89.94000244140625
2018-12-20,90.23999786376953
2019-08-01,89.97000122070312
2018-08-14,89.66999816894531
2018-07-13,91.52999877929688
2018-10-17,94.19000244140625
2019-05-29,95.05000305175781
2019-03-26,95.94999694824219
2019-02-22,95.2300033569336
2019-10-04,94.9800033569336
2019-11-05,95.43000030517578
2019-12-27,94.8499984741211
2020-06-02,94.1500015258789
2019-12-30,94.58000183105469
2020-03-18,96.31999969482422
2020-06-05,96.91000366210938
2019-07-15,96.80999755859375
2018-12-03,96.66999816894531
2019-06-13,97.66999816894531
2019-01-04,94.5999984741211
2018-08-29,94.63999938964844
2019-02-05,96.18000030517578
