Dates,APH
2018-06-20,89.83999633789062
2018-06-21,88.45999908447266
2018-06-25,89.19999694824219
2018-06-22,87.79000091552734
2018-06-26,87.16999816894531
2018-06-27,86.2699966430664
2018-06-28,87.05999755859375
2018-06-29,87.1500015258789
2018-07-02,87.11000061035156
2018-07-03,86.70999908447266
2018-07-05,87.80999755859375
2018-07-16,88.19000244140625
2018-09-18,89.37000274658203
2019-01-24,89.2699966430664
2019-09-05,87.6500015258789
2018-11-21,89.05000305175781
2020-01-13,88.70999908447266
2020-04-01,88.52999877929688
2020-06-19,89.01000213623047
2019-10-29,89.12999725341797
2020-01-16,88.58999633789062
2020-06-22,88.4000015258789
2018-10-03,88.0
2018-07-31,88.87999725341797
2019-03-12,93.04000091552734
2019-02-08,95.52999877929688
2019-01-07,93.95999908447266
2018-12-06,92.25
2019-08-19,93.51000213623047
2019-07-18,93.37999725341797
2019-05-15,93.83999633789062
2019-09-20,93.86000061035156
2019-11-01,93.97000122070312
2020-04-07,94.58000183105469
2020-06-25,94.45999908447266
2020-06-16,94.31999969482422
2019-11-04,93.75
2020-01-22,93.8499984741211
2019-11-07,94.06999969482422
2020-04-13,93.93000030517578
2019-07-01,94.05999755859375
2019-05-30,94.05000305175781
2018-08-15,94.30000305175781
2018-10-18,94.1500015258789
2019-03-27,93.38999938964844
2019-01-22,93.5
2018-12-21,93.5999984741211
2019-09-03,94.44999694824219
2018-11-19,94.62000274658203
2019-08-02,95.02999877929688
2020-01-28,94.37999725341797
2020-04-16,94.58000183105469
2019-11-13,94.52999877929688
2020-01-31,95.12000274658203
2018-12-04,95.52999877929688
2018-11-02,95.3499984741211
2019-07-16,96.31999969482422
2018-08-30,96.70999908447266
2018-10-01,95.63999938964844
2019-06-14,96.98999786376953
2019-05-13,96.83000183105469
2019-04-11,96.19000244140625
2019-02-06,95.37000274658203
2019-09-18,95.37000274658203
2020-02-03,96.05999755859375
2020-04-22,95.36000061035156
2019-11-19,94.68000030517578
2020-02-06,94.05000305175781
2019-11-22,93.5999984741211
2019-03-25,93.47000122070312
2019-02-21,94.0199966430664
2018-12-19,94.47000122070312
2018-07-12,93.95999908447266
2018-09-14,93.51000213623047
2018-08-13,91.5999984741211
2018-10-16,90.5199966430664
2019-07-31,89.30000305175781
2019-05-28,90.19000244140625
2019-04-26,86.4000015258789
2020-04-28,84.26000213623047
2019-11-25,85.02999877929688
2020-02-12,84.37000274658203
2020-05-01,86.30999755859375
2020-05-04,85.83000183105469
2019-06-12,83.68000030517578
2019-04-09,82.97000122070312
2019-03-08,82.72000122070312
2019-02-04,82.72000122070312
2018-07-27,83.56999969482422
2018-08-28,86.05000305175781
2019-01-03,85.12000274658203
2019-08-15,85.45999908447266
2018-10-31,88.4800033569336
2019-09-16,89.5
2020-02-18,89.8499984741211
2020-05-07,90.4000015258789
2018-08-17,90.0
2019-12-04,90.5
2020-02-21,91.93000030517578
2018-12-17,92.2300033569336
2019-08-30,91.13999938964844
2018-11-15,88.44999694824219
2019-07-29,87.83000183105469
2019-06-27,86.63999938964844
2019-04-24,87.77999877929688
