Dates,APH
2018-06-20,89.41000366210938
2018-06-21,88.30999755859375
2018-06-25,88.31999969482422
2018-06-22,86.88999938964844
2018-06-26,87.1500015258789
2018-06-27,86.25
2018-06-28,85.55999755859375
2018-06-29,87.0199966430664
2018-07-02,85.55000305175781
2018-07-03,86.58000183105469
2018-07-05,86.55000305175781
2018-07-16,87.47000122070312
2018-09-18,88.41999816894531
2019-01-24,89.04000091552734
2019-09-05,85.93000030517578
2018-11-21,88.12000274658203
2020-01-13,88.6500015258789
2020-04-01,88.4000015258789
2020-06-19,88.01000213623047
2019-10-29,88.79000091552734
2020-01-16,88.4000015258789
2020-06-22,88.12000274658203
2018-10-03,87.70999908447266
2018-07-31,88.3499984741211
2019-03-12,90.0
2019-02-08,93.13999938964844
2019-01-07,93.62000274658203
2018-12-06,92.18000030517578
2019-08-19,92.22000122070312
2019-07-18,92.83999633789062
2019-05-15,92.80000305175781
2019-09-20,93.41999816894531
2019-11-01,93.62000274658203
2020-04-07,93.79000091552734
2020-06-25,94.3499984741211
2020-06-16,94.27999877929688
2019-11-04,93.55999755859375
2020-01-22,93.5999984741211
2019-11-07,93.5
2020-04-13,92.93000030517578
2019-07-01,93.87999725341797
2019-05-30,93.56999969482422
2018-08-15,94.0999984741211
2018-10-18,93.94999694824219
2019-03-27,93.31999969482422
2019-01-22,93.31999969482422
2018-12-21,93.29000091552734
2019-09-03,93.94000244140625
2018-11-19,94.05000305175781
2019-08-02,94.77999877929688
2020-01-28,94.1500015258789
2020-04-16,93.7699966430664
2019-11-13,93.86000061035156
2020-01-31,94.0
2018-12-04,94.93000030517578
2018-11-02,94.97000122070312
2019-07-16,95.55000305175781
2018-08-30,95.91999816894531
2018-10-01,95.63999938964844
2019-06-14,96.01000213623047
2019-05-13,96.4000015258789
2019-04-11,96.0
2019-02-06,95.20999908447266
2019-09-18,94.70999908447266
2020-02-03,95.70999908447266
2020-04-22,95.19000244140625
2019-11-19,94.04000091552734
2020-02-06,93.51000213623047
2019-11-22,93.51000213623047
2019-03-25,93.41999816894531
2019-02-21,93.0999984741211
2018-12-19,93.94000244140625
2018-07-12,93.87999725341797
2018-09-14,93.2300033569336
2018-08-13,90.58999633789062
2018-10-16,89.93000030517578
2019-07-31,88.55999755859375
2019-05-28,89.41999816894531
2019-04-26,86.27999877929688
2020-04-28,84.01000213623047
2019-11-25,84.12000274658203
2020-02-12,84.3499984741211
2020-05-01,84.75
2020-05-04,84.83999633789062
2019-06-12,83.16000366210938
2019-04-09,82.87999725341797
2019-03-08,82.16999816894531
2019-02-04,80.87000274658203
2018-07-27,83.4800033569336
2018-08-28,84.27999877929688
2019-01-03,84.1500015258789
2019-08-15,84.30000305175781
2018-10-31,85.5199966430664
2019-09-16,88.80000305175781
2020-02-18,89.43000030517578
2020-05-07,89.54000091552734
2018-08-17,89.25
2019-12-04,90.12000274658203
2020-02-21,90.63999938964844
2018-12-17,91.5
2019-08-30,90.62000274658203
2018-11-15,88.1500015258789
2019-07-29,87.56999969482422
2019-06-27,86.44999694824219
2019-04-24,86.33999633789062
2018-07-10,87.19000244140625
2018-09-12,85.79000091552734
2019-02-19,83.69999694824219
2019-01-18,84.56999969482422
2020-02-24,84.06999969482422
2020-05-13,84.73999786376953
2019-12-10,83.83000183105469
2020-02-27,84.61000061035156
2019-12-13,85.63999938964844
2020-05-19,86.69000244140625
2019-03-06,88.66000366210938
2018-11-30,85.47000122070312
2019-08-13,81.8499984741211
2019-07-12,82.95999908447266
2019-06-10,83.18000030517578
2019-05-09,83.83000183105469
2018-07-25,84.37000274658203
2018-09-27,84.26000213623047
2018-10-29,83.01000213623047
2019-10-16,82.02999877929688
2019-12-16,81.02999877929688
2020-03-04,79.4000015258789
2020-05-22,77.7300033569336
2019-10-01,76.16000366210938
2019-12-19,75.6500015258789
2018-09-10,75.12000274658203
2019-05-24,77.30000305175781
2018-08-09,80.05000305175781
2019-04-22,79.95999908447266
2019-03-21,79.2300033569336
2019-01-16,74.94999694824219
2019-08-28,76.0
2018-11-13,77.45999908447266
2018-10-12,77.79000091552734
2019-06-25,79.5199966430664
2020-03-10,80.12999725341797
2020-05-28,80.83999633789062
2019-10-07,80.19000244140625
2020-03-13,80.87000274658203
2019-10-10,80.88999938964844
2020-03-16,80.83000183105469
2020-06-03,81.80999755859375
2018-11-28,80.75
2018-09-25,79.8499984741211
2018-07-23,82.91999816894531
2018-08-24,85.72000122070312
2019-07-10,84.94000244140625
2019-05-07,85.83000183105469
2019-04-05,86.22000122070312
2019-03-04,87.43000030517578
2019-01-31,87.47000122070312
2019-09-12,87.5199966430664
2019-12-31,88.62999725341797
2020-03-19,89.55999755859375
2020-01-03,89.0
2020-06-09,89.19000244140625
2019-02-15,89.93000030517578
2019-01-14,90.29000091552734
2018-07-06,91.25
2018-08-07,91.08000183105469
2018-10-10,91.73999786376953
2018-12-13,91.81999969482422
2019-08-26,92.55000305175781
2019-07-25,93.0
2019-05-22,93.63999938964844
2019-03-19,94.69000244140625
2020-01-06,93.98999786376953
2020-03-25,93.19999694824219
2020-06-12,93.7699966430664
2019-10-22,94.05000305175781
2020-01-09,93.66999816894531
2020-06-15,94.52999877929688
2019-10-25,93.95999908447266
2020-03-31,92.55999755859375
2020-06-18,92.36000061035156
2019-04-03,93.05000305175781
2018-08-22,93.69000244140625
2018-10-25,94.06999969482422
2019-01-29,94.0
2018-12-28,94.37999725341797
2018-11-26,95.04000091552734
2019-08-09,95.37000274658203
2019-07-08,94.44000244140625
2019-06-06,94.91000366210938
2019-09-10,94.48999786376953
2020-01-15,93.8499984741211
2020-04-03,94.02999877929688
2019-10-31,93.20999908447266
2020-04-06,93.26000213623047
2020-06-24,94.0
2018-11-09,95.33000183105469
2019-07-23,98.0
2019-06-21,100.0
2019-05-20,100.79000091552734
2019-04-18,101.88999938964844
2018-09-06,101.68000030517578
2018-10-08,101.26000213623047
2019-02-13,101.18000030517578
2018-12-11,101.33000183105469
2019-09-25,103.0199966430664
2020-01-21,103.12999725341797
2020-04-09,103.38999938964844
2019-11-06,103.73999786376953
2020-01-24,103.94000244140625
2020-01-27,103.75
2020-04-15,103.9000015258789
2018-12-26,94.5
2019-08-07,99.94999694824219
2019-06-04,99.31999969482422
2018-09-21,98.80000305175781
2018-07-19,98.19000244140625
2018-08-20,99.5
2018-10-23,98.9800033569336
2019-05-03,99.58999633789062
2019-04-01,96.51000213623047
2019-02-28,95.70999908447266
2019-11-12,94.48999786376953
2020-01-30,92.83000183105469
2019-11-15,92.7699966430664
2020-04-21,91.62000274658203
2019-04-16,92.2300033569336
2019-03-15,91.63999938964844
2019-02-11,92.88999938964844
2019-01-10,91.43000030517578
2019-08-22,89.62999725341797
2018-11-07,90.27999877929688
2018-08-03,90.54000091552734
