Dates,GIS
2019-12-31,4625900.0
2020-03-19,3527100.0
2020-01-03,4021200.0
2020-06-09,3362000.0
2019-02-15,4027900.0
2019-01-14,4349500.0
2018-07-06,2993300.0
2018-08-07,2867700.0
2018-10-10,4188300.0
2018-12-13,5193200.0
2019-08-26,6591700.0
2019-07-25,5108200.0
2019-05-22,9796000.0
2019-03-19,6076800.0
2020-01-06,6002700.0
2020-03-25,5274500.0
2020-06-12,4245600.0
2019-10-22,3342400.0
2020-01-09,3450400.0
2020-06-15,3609800.0
2019-10-25,2905100.0
2020-03-31,3081700.0
2020-06-18,2440800.0
2019-04-03,3158700.0
2018-08-22,3066800.0
2018-10-25,3924200.0
2019-01-29,5222000.0
2018-12-28,8548000.0
2018-11-26,4196200.0
2019-08-09,5196900.0
2019-07-08,12337400.0
2019-06-06,7582700.0
2019-09-10,5314500.0
2020-01-15,3267600.0
2020-04-03,3734600.0
2019-10-31,4201300.0
2020-04-06,4718700.0
2020-06-24,4884900.0
2018-11-09,6089800.0
2019-07-23,4857300.0
2019-06-21,5171100.0
2019-05-20,3342600.0
2019-04-18,3686800.0
2018-09-06,3642500.0
2018-10-08,4412800.0
2019-02-13,4208800.0
2018-12-11,2666400.0
2019-09-25,1959900.0
2020-01-21,2331900.0
2020-04-09,3025000.0
2019-11-06,2420700.0
2020-01-24,2321800.0
2020-01-27,1732000.0
2020-04-15,4866400.0
2018-12-26,5687200.0
2019-08-07,4034800.0
2019-06-04,2812300.0
2018-09-21,2248400.0
2018-07-19,4730600.0
2018-08-20,3563700.0
2018-10-23,2978200.0
2019-05-03,2408000.0
2019-04-01,2224400.0
2019-02-28,3548000.0
2019-11-12,2645100.0
2020-01-30,3621400.0
2019-11-15,2921700.0
2020-04-21,3053600.0
2019-04-16,3254200.0
2019-03-15,2355800.0
2019-02-11,5230400.0
2019-01-10,3954400.0
2019-08-22,4319400.0
2018-11-07,3501400.0
2018-08-03,2876200.0
2018-09-04,6855600.0
2019-06-19,3033900.0
2019-09-23,7617100.0
2019-11-18,11266300.0
2020-02-05,5388800.0
2020-04-24,4499300.0
2019-03-29,4230400.0
2019-11-21,4467300.0
2020-04-27,4372200.0
2020-02-11,3412500.0
2020-04-30,2749000.0
2019-05-01,2718000.0
2019-02-26,4044800.0
2019-01-25,3151800.0
2018-12-24,2496800.0
2019-09-06,2449900.0
2018-07-17,2884000.0
2018-09-19,3015100.0
2019-08-05,3321800.0
2019-10-08,4221000.0
2019-12-11,7342100.0
2019-11-27,3151900.0
2020-02-14,5883400.0
2020-05-06,15537900.0
2019-01-08,5996800.0
2018-12-07,6302200.0
2019-08-20,5756500.0
2018-11-05,3700300.0
2019-07-19,4190800.0
2018-10-04,2955500.0
2019-06-17,3483200.0
2019-05-16,3767000.0
2018-08-01,5428000.0
2019-03-13,5411600.0
2019-12-03,3420500.0
2020-02-20,3792000.0
2019-12-06,5142900.0
2020-05-12,3595800.0
2019-12-09,3415900.0
2020-02-26,2322300.0
2020-05-15,2444400.0
2019-03-28,3013800.0
2018-09-17,3110000.0
2018-08-16,4329100.0
2018-10-19,2788300.0
2019-04-29,2632500.0
2019-01-23,2588500.0
2019-09-04,4185900.0
2018-11-20,4957300.0
2019-07-02,3521400.0
2019-05-31,3763000.0
2019-12-12,3499500.0
2020-05-18,3183200.0
2019-09-27,3147000.0
2020-03-03,2579200.0
2020-05-21,2930700.0
2019-05-14,2970100.0
2018-08-31,3562200.0
2018-07-30,3398600.0
2018-10-02,4339100.0
2019-04-12,4191800.0
2019-03-11,3067100.0
2019-02-07,2843300.0
2019-07-17,2022100.0
2019-09-19,2715900.0
2019-10-21,3758200.0
2019-12-18,6000000.0
2020-03-06,3444700.0
2019-10-03,2194300.0
2020-03-09,3400600.0
2020-05-27,3414900.0
2019-12-24,3766900.0
2020-03-12,2622500.0
2018-12-20,3391800.0
2019-08-01,6216000.0
2018-08-14,4662400.0
2018-07-13,4218100.0
2018-10-17,3246900.0
2019-05-29,2971200.0
2019-03-26,3409800.0
2019-02-22,4909300.0
2019-10-04,6600700.0
2019-11-05,4449200.0
2019-12-27,6122400.0
2020-06-02,2165300.0
2019-12-30,3315100.0
2020-03-18,2830700.0
2020-06-05,2417000.0
2019-07-15,2083500.0
2018-12-03,2609000.0
2019-06-13,2448400.0
2019-01-04,3764500.0
2018-08-29,2953700.0
2019-02-05,4293800.0
2018-11-01,2377900.0
2019-08-16,3465500.0
2019-04-10,3612000.0
2019-09-17,2623200.0
2019-10-15,3114200.0
2020-01-02,4744200.0
2020-06-08,3847800.0
2019-10-18,4073200.0
2020-03-24,3414300.0
2020-06-11,3064400.0
2020-01-08,1927000.0
2019-04-25,4014300.0
2019-07-30,2954300.0
2019-02-20,2314900.0
2018-07-11,2898000.0
2018-09-13,3350600.0
2018-10-15,3127900.0
2019-06-28,4417500.0
2018-12-18,3710700.0
2018-11-16,2746600.0
2019-10-02,2526300.0
2020-03-27,3022800.0
2020-01-10,4153600.0
2019-10-24,3273400.0
2020-03-30,2656300.0
2020-06-17,2362900.0
2020-01-14,1958700.0
2020-04-02,2407800.0
2019-01-02,1850000.0
2019-08-14,2098500.0
2018-10-30,1987400.0
2019-06-11,2484700.0
2019-05-10,2240100.0
2019-04-08,1797100.0
2018-08-27,2097600.0
2018-07-26,2496300.0
2018-09-28,2533900.0
2019-03-07,1884100.0
2019-10-30,1144300.0
2020-01-17,2339500.0
2020-06-23,3607400.0
2020-04-08,3146700.0
2020-06-26,3123800.0
2019-03-22,2815000.0
2019-01-17,2766900.0
2019-08-29,3566500.0
2018-11-14,5365200.0
2019-06-26,4398700.0
2018-09-11,4405300.0
2018-07-09,5553600.0
2018-08-10,4612600.0
2019-04-23,9596200.0
2019-09-30,5892200.0
2020-01-23,7900100.0
2019-11-08,3088500.0
2020-04-14,811200.0
2019-11-11,2843600.0
2020-01-29,2017400.0
2020-04-17,2578300.0
2018-07-24,3945800.0
2018-09-26,4422100.0
2019-05-08,4718900.0
2019-03-05,3884700.0
2019-02-01,4274300.0
2018-12-31,4143400.0
2018-11-29,3842000.0
2019-08-12,2274400.0
2019-07-11,3670300.0
2019-09-13,3351700.0
2019-11-14,3213100.0
2020-04-20,4395300.0
2020-02-04,3231500.0
2020-04-23,5254100.0
2018-12-14,2976800.0
2019-08-27,2905500.0
2018-08-08,2554400.0
2018-10-11,2547000.0
2018-11-12,2553700.0
2019-07-26,2680000.0
2019-06-24,2802500.0
2019-05-23,4695800.0
2019-03-20,4367100.0
2019-01-15,3889800.0
2019-11-20,4967400.0
2020-02-07,4006900.0
2020-02-10,2470800.0
2020-04-29,2147900.0
2019-11-26,2731900.0
2020-02-13,3174200.0
2019-01-30,2405900.0
2018-08-23,2525400.0
2018-09-24,3181500.0
2018-11-27,4543100.0
2018-10-26,4830500.0
2019-07-09,5010600.0
2019-06-07,4159600.0
2019-05-06,3947500.0
2019-04-04,3366700.0
2019-09-11,5097500.0
2019-11-29,10113600.0
2020-05-05,7603400.0
2019-12-02,7073000.0
2020-02-19,4298100.0
2020-05-08,5406600.0
2019-05-21,6130000.0
2019-03-18,8204100.0
2018-09-07,7927800.0
2018-08-06,8693500.0
2018-10-09,9145700.0
2019-02-14,9723900.0
2018-12-12,13060100.0
2019-07-24,17279000.0
2019-09-26,11170500.0
2019-10-28,7293600.0
2019-12-05,11007300.0
2020-05-11,8448300.0
2019-07-03,7348200.0
2020-02-25,6019500.0
2020-05-14,5600200.0
2020-02-28,6662000.0
2019-08-08,7425700.0
2019-06-05,5795300.0
2018-07-20,4669300.0
2018-08-21,4961400.0
2018-10-24,6876900.0
2019-04-02,6353700.0
2019-03-01,6516000.0
2019-01-28,4553900.0
2018-12-27,4270200.0
2019-09-09,2707300.0
2020-03-02,3999600.0
2020-05-20,3824200.0
2019-12-17,4632800.0
2020-03-05,4952300.0
2019-02-12,4189100.0
2019-01-11,2695000.0
2018-12-10,2816800.0
2019-08-23,3167900.0
2018-11-08,3215300.0
2019-07-22,3134100.0
2019-06-20,4588400.0
2018-09-05,4115100.0
2019-04-17,3263000.0
2019-09-24,2606300.0
2019-12-20,2266200.0
2020-05-26,2344500.0
2019-04-30,2791600.0
2019-12-23,2576100.0
2020-03-11,2039600.0
2020-05-29,2957900.0
2019-12-26,4541900.0
2020-06-01,5467300.0
2019-05-02,4164000.0
2019-02-27,4684900.0
2018-11-23,3334300.0
2019-08-06,2579900.0
2018-07-18,2206100.0
2018-09-20,3384600.0
2018-10-22,2089500.0
2019-07-05,3530600.0
2019-06-03,3316500.0
2019-10-09,2793100.0
2019-10-11,5433800.0
2020-03-17,2524200.0
2020-06-04,3560400.0
2019-10-14,3509200.0
2020-03-20,5792000.0
2018-11-06,5489900.0
2019-06-18,4558400.0
2019-05-17,8080300.0
2019-04-15,4618500.0
2019-03-14,4042700.0
2019-01-09,4259000.0
2018-08-02,5598500.0
2018-10-05,3749000.0
2019-08-21,3290600.0
2019-10-17,2871700.0
2020-03-23,13648500.0
2020-06-10,2297600.0
2019-02-25,3234400.0
2020-01-07,4327600.0
2020-03-26,3076200.0
2019-10-23,5593400.0
