Dates,GIS
2018-06-20,44.869998931884766
2018-06-21,44.970001220703125
2018-06-25,45.220001220703125
2018-06-22,46.0099983215332
2018-06-26,46.060001373291016
2018-06-27,45.72999954223633
2018-06-28,44.68000030517578
2018-06-29,44.2599983215332
2018-07-02,43.439998626708984
2018-07-03,43.529998779296875
2018-07-05,44.84000015258789
2018-07-16,45.040000915527344
2018-09-18,44.310001373291016
2019-01-24,44.689998626708984
2019-09-05,44.689998626708984
2018-11-21,44.58000183105469
2020-01-13,44.90999984741211
2020-04-01,43.959999084472656
2020-06-19,44.22999954223633
2019-10-29,43.09000015258789
2020-01-16,43.349998474121094
2020-06-22,43.36000061035156
2018-10-03,42.88999938964844
2018-07-31,43.09000015258789
2019-03-12,43.54999923706055
2019-02-08,44.16999816894531
2019-01-07,44.97999954223633
2018-12-06,45.91999816894531
2019-08-19,46.060001373291016
2019-07-18,45.08000183105469
2019-05-15,45.7400016784668
2019-09-20,47.2400016784668
2019-11-01,47.099998474121094
2020-04-07,46.47999954223633
2020-06-25,45.220001220703125
2020-06-16,45.27000045776367
2019-11-04,45.18000030517578
2020-01-22,45.470001220703125
2019-11-07,45.79999923706055
2020-04-13,46.22999954223633
2019-07-01,46.599998474121094
2019-05-30,47.209999084472656
2018-08-15,47.58000183105469
2018-10-18,46.130001068115234
2019-03-27,45.75
2019-01-22,45.59000015258789
2018-12-21,45.97999954223633
2019-09-03,45.869998931884766
2018-11-19,45.380001068115234
2019-08-02,45.68000030517578
2020-01-28,45.63999938964844
2020-04-16,46.0099983215332
2019-11-13,45.91999816894531
2020-01-31,45.54999923706055
2018-12-04,47.0099983215332
2018-11-02,47.54999923706055
2019-07-16,47.43000030517578
2018-08-30,46.75
2018-10-01,47.5099983215332
2019-06-14,47.59000015258789
2019-05-13,47.75
2019-04-11,47.77000045776367
2019-02-06,44.130001068115234
2019-09-18,44.27000045776367
2020-02-03,44.369998931884766
2020-04-22,44.459999084472656
2019-11-19,44.0099983215332
2020-02-06,43.779998779296875
2019-11-22,43.70000076293945
2019-03-25,43.029998779296875
2019-02-21,42.91999816894531
2018-12-19,42.66999816894531
2018-07-12,43.220001220703125
2018-09-14,43.0
2018-08-13,43.34000015258789
2018-10-16,43.4900016784668
2019-07-31,44.38999938964844
2019-05-28,43.290000915527344
2019-04-26,43.939998626708984
2020-04-28,42.849998474121094
2019-11-25,43.099998474121094
2020-02-12,43.56999969482422
2020-05-01,44.369998931884766
2020-05-04,44.060001373291016
2019-06-12,43.650001525878906
2019-04-09,44.540000915527344
2019-03-08,44.150001525878906
2019-02-04,44.4900016784668
2018-07-27,44.81999969482422
2018-08-28,44.470001220703125
2019-01-03,43.52000045776367
2019-08-15,44.13999938964844
2018-10-31,45.5
2019-09-16,43.79999923706055
2020-02-18,44.31999969482422
2020-05-07,42.16999816894531
2018-08-17,42.970001220703125
2019-12-04,43.81999969482422
2020-02-21,43.849998474121094
2018-12-17,44.439998626708984
2019-08-30,45.310001373291016
2018-11-15,45.68000030517578
2019-07-29,45.47999954223633
2019-06-27,45.29999923706055
2019-04-24,45.22999954223633
2018-07-10,44.18000030517578
2018-09-12,44.22999954223633
2019-02-19,44.18000030517578
2019-01-18,43.310001373291016
2020-02-24,43.369998931884766
2020-05-13,42.380001068115234
2019-12-10,42.45000076293945
2020-02-27,41.880001068115234
2019-12-13,42.209999084472656
2020-05-19,42.310001373291016
2019-03-06,41.5
2018-11-30,40.27000045776367
2019-08-13,39.72999954223633
2019-07-12,38.47999954223633
2019-06-10,38.540000915527344
2019-05-09,38.72999954223633
2018-07-25,38.560001373291016
2018-09-27,38.119998931884766
2018-10-29,37.380001068115234
2019-10-16,36.7400016784668
2019-12-16,36.70000076293945
2020-03-04,38.54999923706055
2020-05-22,39.06999969482422
2019-10-01,38.810001373291016
2019-12-19,37.59000015258789
2018-09-10,38.41999816894531
2019-05-24,39.029998779296875
2018-08-09,38.7599983215332
2019-04-22,38.939998626708984
2019-03-21,38.43000030517578
2019-01-16,39.029998779296875
2019-08-28,39.81999969482422
2018-11-13,40.47999954223633
2018-10-12,41.09000015258789
2019-06-25,40.41999816894531
2020-03-10,41.41999816894531
2020-05-28,41.79999923706055
2019-10-07,41.790000915527344
2020-03-13,41.900001525878906
2019-10-10,42.27000045776367
2020-03-16,42.970001220703125
2020-06-03,43.470001220703125
2018-11-28,43.2400016784668
2018-09-25,44.0099983215332
2018-07-23,43.52000045776367
2018-08-24,43.290000915527344
2019-07-10,43.54999923706055
2019-05-07,43.58000183105469
2019-04-05,43.709999084472656
2019-03-04,44.439998626708984
2019-01-31,44.2400016784668
2019-09-12,43.83000183105469
2019-12-31,44.61000061035156
2020-03-19,43.849998474121094
2020-01-03,43.86000061035156
2020-06-09,43.95000076293945
2019-02-15,43.9900016784668
2019-01-14,44.84000015258789
2018-07-06,44.470001220703125
2018-08-07,44.529998779296875
2018-10-10,45.040000915527344
2018-12-13,45.7400016784668
2019-08-26,46.95000076293945
2019-07-25,46.95000076293945
2019-05-22,46.58000183105469
2019-03-19,46.20000076293945
2020-01-06,46.86000061035156
2020-03-25,47.09000015258789
2020-06-12,47.130001068115234
2019-10-22,47.220001220703125
2020-01-09,46.779998779296875
2020-06-15,46.81999969482422
2019-10-25,46.810001373291016
2020-03-31,46.400001525878906
2020-06-18,46.560001373291016
2019-04-03,46.90999984741211
2018-08-22,46.83000183105469
2018-10-25,47.08000183105469
2019-01-29,47.459999084472656
2018-12-28,47.5099983215332
2018-11-26,47.619998931884766
2019-08-09,47.2400016784668
2019-07-08,48.290000915527344
2019-06-06,50.040000915527344
2019-09-10,50.7400016784668
2020-01-15,51.09000015258789
2020-04-03,51.79999923706055
2019-10-31,51.29999923706055
2020-04-06,51.4900016784668
2020-06-24,51.75
2018-11-09,50.9900016784668
2019-07-23,50.97999954223633
2019-06-21,50.290000915527344
2019-05-20,50.2599983215332
2019-04-18,50.880001068115234
2018-09-06,51.310001373291016
2018-10-08,51.029998779296875
2019-02-13,51.54999923706055
2018-12-11,51.560001373291016
2019-09-25,51.58000183105469
2020-01-21,51.720001220703125
2020-04-09,51.470001220703125
2019-11-06,51.75
2020-01-24,51.720001220703125
2020-01-27,51.75
2020-04-15,51.0099983215332
2018-12-26,50.68000030517578
2019-08-07,50.220001220703125
2019-06-04,51.09000015258789
2018-09-21,50.939998626708984
2018-07-19,51.470001220703125
2018-08-20,51.310001373291016
2018-10-23,51.2599983215332
2019-05-03,51.18000030517578
2019-04-01,51.45000076293945
2019-02-28,51.189998626708984
2019-11-12,50.869998931884766
2020-01-30,51.40999984741211
2019-11-15,51.540000915527344
2020-04-21,51.790000915527344
2019-04-16,51.970001220703125
2019-03-15,52.40999984741211
2019-02-11,52.099998474121094
2019-01-10,52.400001525878906
2019-08-22,52.709999084472656
2018-11-07,52.38999938964844
2018-08-03,52.709999084472656
2018-09-04,53.43000030517578
2019-06-19,52.810001373291016
2019-09-23,51.09000015258789
2019-11-18,48.25
2020-02-05,48.81999969482422
2020-04-24,49.439998626708984
2019-03-29,50.63999938964844
2019-11-21,50.880001068115234
2020-04-27,51.279998779296875
2020-02-11,51.33000183105469
2020-04-30,51.810001373291016
2019-05-01,51.34000015258789
2019-02-26,52.369998931884766
2019-01-25,52.61000061035156
2018-12-24,52.9900016784668
2019-09-06,53.40999984741211
2018-07-17,52.97999954223633
2018-09-19,52.45000076293945
2019-08-05,53.31999969482422
2019-10-08,54.02000045776367
2019-12-11,53.77000045776367
2019-11-27,53.66999816894531
2020-02-14,53.70000076293945
2020-05-06,51.310001373291016
2019-01-08,52.220001220703125
2018-12-07,52.52000045776367
2019-08-20,53.33000183105469
2018-11-05,53.54999923706055
2019-07-19,54.34000015258789
2018-10-04,54.18000030517578
2019-06-17,54.04999923706055
2019-05-16,53.310001373291016
2018-08-01,54.5
2019-03-13,53.560001373291016
2019-12-03,53.439998626708984
2020-02-20,53.119998931884766
2019-12-06,52.86000061035156
2020-05-12,53.04999923706055
2019-12-09,53.279998779296875
2020-02-26,52.77000045776367
2020-05-15,52.459999084472656
2019-03-28,52.38999938964844
2018-09-17,52.84000015258789
2018-08-16,53.72999954223633
2018-10-19,53.63999938964844
2019-04-29,53.70000076293945
2019-01-23,53.68000030517578
2019-09-04,53.11000061035156
2018-11-20,54.0099983215332
2019-07-02,53.70000076293945
2019-05-31,52.810001373291016
2019-12-12,52.5099983215332
2020-05-18,52.91999816894531
2019-09-27,54.02000045776367
2020-03-03,53.91999816894531
2020-05-21,54.27000045776367
2019-05-14,54.380001068115234
2018-08-31,53.77000045776367
2018-07-30,54.33000183105469
2018-10-02,55.02000045776367
2019-04-12,55.20000076293945
2019-03-11,54.290000915527344
2019-02-07,54.380001068115234
2019-07-17,54.68000030517578
2019-09-19,53.630001068115234
2019-10-21,53.97999954223633
2019-12-18,51.90999984741211
2020-03-06,53.119998931884766
2019-10-03,53.349998474121094
2020-03-09,53.79999923706055
2020-05-27,54.29999923706055
2019-12-24,54.310001373291016
2020-03-12,54.15999984741211
2018-12-20,54.959999084472656
2019-08-01,55.59000015258789
2018-08-14,54.529998779296875
2018-07-13,54.31999969482422
2018-10-17,54.09000015258789
2019-05-29,53.970001220703125
2019-03-26,54.540000915527344
2019-02-22,55.029998779296875
2019-10-04,54.529998779296875
2019-11-05,54.38999938964844
2019-12-27,54.33000183105469
2020-06-02,53.900001525878906
2019-12-30,54.18000030517578
2020-03-18,54.16999816894531
2020-06-05,54.9900016784668
2019-07-15,54.869998931884766
2018-12-03,55.119998931884766
2019-06-13,54.38999938964844
2019-01-04,52.90999984741211
2018-08-29,53.369998931884766
2019-02-05,54.29999923706055
2018-11-01,54.5
2019-08-16,54.150001525878906
2019-04-10,54.15999984741211
2019-09-17,54.61000061035156
2019-10-15,54.349998474121094
2020-01-02,54.0099983215332
2020-06-08,53.61000061035156
2019-10-18,52.650001525878906
2020-03-24,52.959999084472656
2020-06-11,52.54999923706055
2020-01-08,52.5099983215332
2019-04-25,51.09000015258789
2019-07-30,51.18000030517578
2019-02-20,51.11000061035156
2018-07-11,50.5099983215332
2018-09-13,50.0
2018-10-15,50.459999084472656
2019-06-28,50.709999084472656
2018-12-18,50.86000061035156
2018-11-16,51.18000030517578
2019-10-02,51.380001068115234
2020-03-27,51.59000015258789
2020-01-10,52.470001220703125
2019-10-24,51.97999954223633
2020-03-30,52.5
2020-06-17,52.36000061035156
2020-01-14,52.36000061035156
2020-04-02,52.599998474121094
2019-01-02,52.529998779296875
2019-08-14,52.560001373291016
2018-10-30,52.88999938964844
2019-06-11,52.90999984741211
2019-05-10,53.16999816894531
2019-04-08,52.34000015258789
2018-08-27,52.689998626708984
2018-07-26,52.720001220703125
2018-09-28,53.29999923706055
2019-03-07,53.47999954223633
2019-10-30,53.31999969482422
2020-01-17,53.47999954223633
2020-06-23,53.650001525878906
2020-04-08,53.29999923706055
2020-06-26,53.900001525878906
2019-03-22,53.310001373291016
2019-01-17,53.15999984741211
2019-08-29,53.2400016784668
2018-11-14,51.58000183105469
2019-06-26,51.65999984741211
2018-09-11,51.599998474121094
2018-07-09,52.380001068115234
2018-08-10,52.16999816894531
2019-04-23,53.18000030517578
2019-09-30,53.20000076293945
2020-01-23,53.279998779296875
2019-11-08,52.720001220703125
2020-04-14,52.97999954223633
2019-11-11,52.41999816894531
2020-01-29,53.189998626708984
2020-04-17,52.7400016784668
2018-07-24,53.560001373291016
2018-09-26,52.130001068115234
2019-05-08,51.939998626708984
2019-03-05,52.59000015258789
2019-02-01,52.22999954223633
2018-12-31,52.97999954223633
2018-11-29,52.380001068115234
2019-08-12,52.25
2019-07-11,53.060001373291016
2019-09-13,53.0
2019-11-14,53.369998931884766
2020-04-20,53.720001220703125
2020-02-04,53.849998474121094
2020-04-23,54.34000015258789
2018-12-14,53.97999954223633
2019-08-27,54.2400016784668
2018-08-08,53.709999084472656
2018-10-11,53.220001220703125
2018-11-12,53.0099983215332
2019-07-26,53.029998779296875
2019-06-24,53.72999954223633
2019-05-23,52.220001220703125
2019-03-20,52.9900016784668
2019-01-15,52.54999923706055
2019-11-20,52.560001373291016
2020-02-07,51.709999084472656
2020-02-10,51.900001525878906
2020-04-29,52.36000061035156
2019-11-26,52.7599983215332
2020-02-13,52.93000030517578
2019-01-30,52.9900016784668
2018-08-23,53.310001373291016
2018-09-24,53.540000915527344
2018-11-27,53.2400016784668
2018-10-26,54.130001068115234
2019-07-09,53.91999816894531
2019-06-07,53.720001220703125
2019-05-06,52.529998779296875
2019-04-04,52.13999938964844
2019-09-11,50.13999938964844
2019-11-29,49.0
2020-05-05,51.40999984741211
2019-12-02,51.650001525878906
2020-02-19,54.16999816894531
2020-05-08,54.29999923706055
2019-05-21,54.77000045776367
2019-03-18,54.13999938964844
2018-09-07,54.09000015258789
2018-08-06,52.869998931884766
2018-10-09,50.0
2019-02-14,53.47999954223633
2018-12-12,53.380001068115234
2019-07-24,59.66999816894531
2019-09-26,57.75
2019-10-28,53.68000030517578
2019-12-05,53.369998931884766
2020-05-11,47.279998779296875
2019-07-03,48.22999954223633
2020-02-25,47.650001525878906
2020-05-14,50.0
2020-02-28,51.81999969482422
2019-08-08,54.099998474121094
2019-06-05,52.77000045776367
2018-07-20,53.119998931884766
2018-08-21,54.880001068115234
2018-10-24,56.709999084472656
2019-04-02,57.70000076293945
2019-03-01,56.439998626708984
2019-01-28,55.72999954223633
2018-12-27,57.400001525878906
2019-09-09,57.66999816894531
2020-03-02,58.849998474121094
2020-05-20,59.04999923706055
2019-12-17,60.689998626708984
2020-03-05,60.66999816894531
2019-02-12,60.7599983215332
2019-01-11,59.779998779296875
2018-12-10,60.189998626708984
2019-08-23,59.709999084472656
2018-11-08,60.47999954223633
2019-07-22,59.97999954223633
2019-06-20,60.959999084472656
2018-09-05,60.29999923706055
2019-04-17,59.88999938964844
2019-09-24,59.58000183105469
2019-12-20,59.72999954223633
2020-05-26,59.810001373291016
2019-04-30,58.970001220703125
2019-12-23,58.77000045776367
2020-03-11,59.7599983215332
2020-05-29,60.810001373291016
2019-12-26,62.5099983215332
2020-06-01,63.560001373291016
2019-05-02,62.209999084472656
2019-02-27,62.4900016784668
2018-11-23,61.58000183105469
2019-08-06,60.72999954223633
2018-07-18,60.93000030517578
2018-09-20,59.95000076293945
2018-10-22,59.959999084472656
2019-07-05,59.91999816894531
2019-06-03,60.81999969482422
2019-10-09,61.90999984741211
2019-10-11,63.040000915527344
2020-03-17,63.540000915527344
2020-06-04,63.41999816894531
2019-10-14,61.470001220703125
2020-03-20,60.7599983215332
2018-11-06,61.0
2019-06-18,62.13999938964844
2019-05-17,62.81999969482422
2019-04-15,62.779998779296875
2019-03-14,60.58000183105469
2019-01-09,60.150001525878906
2018-08-02,60.869998931884766
2018-10-05,61.790000915527344
2019-08-21,61.79999923706055
2019-10-17,61.7599983215332
2020-03-23,61.58000183105469
2020-06-10,61.52000045776367
2019-02-25,61.0
2020-01-07,60.290000915527344
2020-03-26,60.33000183105469
2019-10-23,59.209999084472656
