Dates,GIS
2018-06-20,44.86000061035156
2018-06-21,44.79999923706055
2018-06-25,44.95000076293945
2018-06-22,45.36000061035156
2018-06-26,46.02000045776367
2018-06-27,46.5
2018-06-28,45.5
2018-06-29,44.709999084472656
2018-07-02,44.02000045776367
2018-07-03,43.599998474121094
2018-07-05,43.68000030517578
2018-07-16,45.0
2018-09-18,44.54999923706055
2019-01-24,44.310001373291016
2019-09-05,44.599998474121094
2018-11-21,44.7400016784668
2020-01-13,44.70000076293945
2020-04-01,44.970001220703125
2020-06-19,43.90999984741211
2019-10-29,44.150001525878906
2020-01-16,43.029998779296875
2020-06-22,43.349998474121094
2018-10-03,43.29999923706055
2018-07-31,42.86000061035156
2019-03-12,43.2599983215332
2019-02-08,43.790000915527344
2019-01-07,44.36000061035156
2018-12-06,44.68000030517578
2019-08-19,46.060001373291016
2019-07-18,46.04999923706055
2019-05-15,44.9900016784668
2019-09-20,45.93000030517578
2019-11-01,47.20000076293945
2020-04-07,47.099998474121094
2020-06-25,46.599998474121094
2020-06-16,45.25
2019-11-04,45.130001068115234
2020-01-22,45.459999084472656
2019-11-07,45.66999816894531
2020-04-13,45.779998779296875
2019-07-01,46.31999969482422
2019-05-30,46.41999816894531
2018-08-15,47.25
2018-10-18,47.459999084472656
2019-03-27,46.0
2019-01-22,45.45000076293945
2018-12-21,45.63999938964844
2019-09-03,46.11000061035156
2018-11-19,45.84000015258789
2019-08-02,45.380001068115234
2020-01-28,45.4900016784668
2020-04-16,45.81999969482422
2019-11-13,46.0
2020-01-31,45.65999984741211
2018-12-04,45.560001373291016
2018-11-02,46.790000915527344
2019-07-16,47.63999938964844
2018-08-30,47.369998931884766
2018-10-01,46.779998779296875
2019-06-14,47.66999816894531
2019-05-13,47.56999969482422
2019-04-11,47.5
2019-02-06,46.560001373291016
2019-09-18,44.34000015258789
2020-02-03,44.40999984741211
2020-04-22,44.560001373291016
2019-11-19,44.38999938964844
2020-02-06,44.029998779296875
2019-11-22,43.849998474121094
2019-03-25,43.36000061035156
2019-02-21,43.08000183105469
2018-12-19,42.970001220703125
2018-07-12,42.9900016784668
2018-09-14,43.529998779296875
2018-08-13,42.869998931884766
2018-10-16,43.349998474121094
2019-07-31,43.560001373291016
2019-05-28,43.900001525878906
2019-04-26,43.2400016784668
2020-04-28,44.029998779296875
2019-11-25,43.029998779296875
2020-02-12,43.11000061035156
2020-05-01,43.56999969482422
2020-05-04,44.20000076293945
2019-06-12,44.15999984741211
2019-04-09,43.90999984741211
2019-03-08,44.529998779296875
2019-02-04,44.02000045776367
2018-07-27,44.5
2018-08-28,44.630001068115234
2019-01-03,44.40999984741211
2019-08-15,43.75
2018-10-31,44.540000915527344
2019-09-16,44.68000030517578
2020-02-18,43.95000076293945
2020-05-07,43.869998931884766
2018-08-17,42.27000045776367
2019-12-04,42.880001068115234
2020-02-21,43.9900016784668
2018-12-17,43.70000076293945
2019-08-30,44.47999954223633
2018-11-15,45.25
2019-07-29,45.689998626708984
2019-06-27,45.25
2019-04-24,44.88999938964844
2018-07-10,45.18000030517578
2018-09-12,44.22999954223633
2019-02-19,44.47999954223633
2019-01-18,44.119998931884766
2020-02-24,43.38999938964844
2020-05-13,43.38999938964844
2019-12-10,42.22999954223633
2020-02-27,41.95000076293945
2019-12-13,41.849998474121094
2020-05-19,42.11000061035156
2019-03-06,42.060001373291016
2018-11-30,41.65999984741211
2019-08-13,40.34000015258789
2019-07-12,39.560001373291016
2019-06-10,38.7400016784668
2019-05-09,38.709999084472656
2018-07-25,38.939998626708984
2018-09-27,38.560001373291016
2018-10-29,38.0099983215332
2019-10-16,37.40999984741211
2019-12-16,36.9900016784668
2020-03-04,38.79999923706055
2020-05-22,38.189998626708984
2019-10-01,39.0
2019-12-19,38.72999954223633
2018-09-10,37.810001373291016
2019-05-24,38.31999969482422
2018-08-09,39.08000183105469
2019-04-22,38.7400016784668
2019-03-21,38.81999969482422
2019-01-16,38.380001068115234
2019-08-28,39.119998931884766
2018-11-13,39.810001373291016
2018-10-12,40.790000915527344
2019-06-25,40.349998474121094
2020-03-10,40.41999816894531
2020-05-28,41.45000076293945
2019-10-07,41.650001525878906
2020-03-13,41.68000030517578
2019-10-10,41.970001220703125
2020-03-16,42.279998779296875
2020-06-03,43.20000076293945
2018-11-28,43.5099983215332
2018-09-25,43.68000030517578
2018-07-23,43.45000076293945
2018-08-24,43.560001373291016
2019-07-10,43.41999816894531
2019-05-07,43.650001525878906
2019-04-05,43.4900016784668
2019-03-04,43.72999954223633
2019-01-31,44.70000076293945
2019-09-12,44.22999954223633
2019-12-31,43.83000183105469
2020-03-19,44.47999954223633
2020-01-03,43.0
2020-06-09,43.709999084472656
2019-02-15,44.08000183105469
2019-01-14,43.9900016784668
2018-07-06,44.84000015258789
2018-08-07,44.189998626708984
2018-10-10,44.84000015258789
2018-12-13,45.0
2019-08-26,45.7400016784668
2019-07-25,46.75
2019-05-22,44.63999938964844
2019-03-19,46.72999954223633
2020-01-06,46.54999923706055
2020-03-25,46.75
2020-06-12,47.150001525878906
2019-10-22,47.25
2020-01-09,47.29999923706055
2020-06-15,46.619998931884766
2019-10-25,46.91999816894531
2020-03-31,46.5099983215332
2020-06-18,46.58000183105469
2019-04-03,46.459999084472656
2018-08-22,46.91999816894531
2018-10-25,46.83000183105469
2019-01-29,47.5
2018-12-28,47.5099983215332
2018-11-26,47.41999816894531
2019-08-09,47.18000030517578
2019-07-08,48.34000015258789
2019-06-06,48.22999954223633
2019-09-10,50.220001220703125
2020-01-15,50.540000915527344
2020-04-03,51.20000076293945
2019-10-31,51.68000030517578
2020-04-06,51.41999816894531
2020-06-24,51.459999084472656
2018-11-09,51.7400016784668
2019-07-23,50.9900016784668
2019-06-21,50.81999969482422
2019-05-20,50.43000030517578
2019-04-18,50.25
2018-09-06,50.810001373291016
2018-10-08,50.66999816894531
2019-02-13,50.9900016784668
2018-12-11,51.709999084472656
2019-09-25,51.369998931884766
2020-01-21,51.689998626708984
2020-04-09,51.720001220703125
2019-11-06,51.63999938964844
2020-01-24,51.59000015258789
2020-01-27,51.720001220703125
2020-04-15,51.70000076293945
2018-12-26,50.88999938964844
2019-08-07,50.45000076293945
2019-06-04,50.54999923706055
2018-09-21,50.939998626708984
2018-07-19,51.06999969482422
2018-08-20,51.560001373291016
2018-10-23,51.040000915527344
2019-05-03,51.22999954223633
2019-04-01,51.130001068115234
2019-02-28,51.060001373291016
2019-11-12,51.25
2020-01-30,50.939998626708984
2019-11-15,51.16999816894531
2020-04-21,51.13999938964844
2019-04-16,51.77000045776367
2019-03-15,51.90999984741211
2019-02-11,52.41999816894531
2019-01-10,52.04999923706055
2019-08-22,52.349998474121094
2018-11-07,52.77000045776367
2018-08-03,52.4900016784668
2018-09-04,52.599998474121094
2019-06-19,53.45000076293945
2019-09-23,52.56999969482422
2019-11-18,49.04999923706055
2020-02-05,48.439998626708984
2020-04-24,48.59000015258789
2019-03-29,49.43000030517578
2019-11-21,50.88999938964844
2020-04-27,51.54999923706055
2020-02-11,51.34000015258789
2020-04-30,51.619998931884766
2019-05-01,51.70000076293945
2019-02-26,51.099998474121094
2019-01-25,52.65999984741211
2018-12-24,52.689998626708984
2019-09-06,53.15999984741211
2018-07-17,53.5
2018-09-19,53.279998779296875
2019-08-05,52.369998931884766
2019-10-08,53.349998474121094
2019-12-11,54.040000915527344
2019-11-27,54.0
2020-02-14,53.869998931884766
2020-05-06,50.38999938964844
2019-01-08,51.20000076293945
2018-12-07,52.150001525878906
2019-08-20,52.88999938964844
2018-11-05,53.439998626708984
2019-07-19,53.84000015258789
2018-10-04,54.150001525878906
2019-06-17,54.22999954223633
2019-05-16,53.58000183105469
2018-08-01,53.689998626708984
2019-03-13,54.65999984741211
2019-12-03,53.63999938964844
2020-02-20,53.4900016784668
2019-12-06,52.959999084472656
2020-05-12,52.65999984741211
2019-12-09,53.02000045776367
2020-02-26,53.470001220703125
2020-05-15,52.849998474121094
2019-03-28,52.63999938964844
2018-09-17,52.25
2018-08-16,52.81999969482422
2018-10-19,53.77000045776367
2019-04-29,53.720001220703125
2019-01-23,53.86000061035156
2019-09-04,53.709999084472656
2018-11-20,53.33000183105469
2019-07-02,54.02000045776367
2019-05-31,53.529998779296875
2019-12-12,52.70000076293945
2020-05-18,52.380001068115234
2019-09-27,52.439998626708984
2020-03-03,53.97999954223633
2020-05-21,53.91999816894531
2019-05-14,54.38999938964844
2018-08-31,54.2599983215332
2018-07-30,53.970001220703125
2018-10-02,54.849998474121094
2019-04-12,55.08000183105469
2019-03-11,55.0099983215332
2019-02-07,54.619998931884766
2019-07-17,54.40999984741211
2019-09-19,54.790000915527344
2019-10-21,53.83000183105469
2019-12-18,53.41999816894531
2020-03-06,52.029998779296875
2019-10-03,53.41999816894531
2020-03-09,53.72999954223633
2020-05-27,53.779998779296875
2019-12-24,54.5
2020-03-12,54.4900016784668
2018-12-20,54.20000076293945
2019-08-01,55.04999923706055
2018-08-14,55.25
2018-07-13,54.33000183105469
2018-10-17,54.72999954223633
2019-05-29,53.79999923706055
2019-03-26,53.70000076293945
2019-02-22,54.470001220703125
2019-10-04,55.63999938964844
2019-11-05,54.380001068115234
2019-12-27,54.529998779296875
2020-06-02,54.4900016784668
2019-12-30,54.15999984741211
2020-03-18,54.29999923706055
2020-06-05,54.310001373291016
2019-07-15,55.0
2018-12-03,54.97999954223633
2019-06-13,55.130001068115234
2019-01-04,54.220001220703125
2018-08-29,53.20000076293945
2019-02-05,53.58000183105469
2018-11-01,54.06999969482422
2019-08-16,54.43000030517578
2019-04-10,53.79999923706055
2019-09-17,53.95000076293945
2019-10-15,54.810001373291016
2020-01-02,54.400001525878906
2020-06-08,54.099998474121094
2019-10-18,53.599998474121094
2020-03-24,52.529998779296875
2020-06-11,52.880001068115234
2020-01-08,52.36000061035156
2019-04-25,52.56999969482422
2019-07-30,51.060001373291016
2019-02-20,51.08000183105469
2018-07-11,51.150001525878906
2018-09-13,50.5099983215332
2018-10-15,50.400001525878906
2019-06-28,50.83000183105469
2018-12-18,50.84000015258789
2018-11-16,50.9900016784668
2019-10-02,51.20000076293945
2020-03-27,51.38999938964844
2020-01-10,51.79999923706055
2019-10-24,52.13999938964844
2020-03-30,51.91999816894531
2020-06-17,52.45000076293945
2020-01-14,52.220001220703125
2020-04-02,52.5
2019-01-02,52.86000061035156
2019-08-14,52.5099983215332
2018-10-30,52.58000183105469
2019-06-11,53.0
2019-05-10,52.95000076293945
2019-04-08,53.0
2018-08-27,52.47999954223633
2018-07-26,52.88999938964844
2018-09-28,52.81999969482422
2019-03-07,53.439998626708984
2019-10-30,53.459999084472656
2020-01-17,53.099998474121094
2020-06-23,53.66999816894531
2020-04-08,53.5099983215332
2020-06-26,53.099998474121094
2019-03-22,53.970001220703125
2019-01-17,53.439998626708984
2019-08-29,53.220001220703125
2018-11-14,53.06999969482422
2019-06-26,51.95000076293945
2018-09-11,51.59000015258789
2018-07-09,51.81999969482422
2018-08-10,52.209999084472656
2019-04-23,52.68000030517578
2019-09-30,53.47999954223633
2020-01-23,53.75
2019-11-08,53.4900016784668
2020-04-14,52.81999969482422
2019-11-11,52.97999954223633
2020-01-29,52.560001373291016
2020-04-17,52.939998626708984
2018-07-24,52.75
2018-09-26,53.630001068115234
2019-05-08,52.22999954223633
2019-03-05,52.08000183105469
2019-02-01,52.29999923706055
2018-12-31,52.4900016784668
2018-11-29,52.2599983215332
2019-08-12,52.4900016784668
2019-07-11,52.369998931884766
2019-09-13,53.099998474121094
2019-11-14,52.959999084472656
2020-04-20,53.529998779296875
2020-02-04,53.90999984741211
2020-04-23,53.7599983215332
2018-12-14,54.29999923706055
2019-08-27,53.83000183105469
2018-08-08,54.369998931884766
2018-10-11,53.33000183105469
2018-11-12,53.130001068115234
2019-07-26,53.02000045776367
2019-06-24,53.04999923706055
2019-05-23,53.61000061035156
2019-03-20,52.61000061035156
2019-01-15,53.349998474121094
2019-11-20,52.619998931884766
2020-02-07,52.31999969482422
2020-02-10,51.77000045776367
2020-04-29,51.900001525878906
2019-11-26,52.40999984741211
2020-02-13,52.75
2019-01-30,52.900001525878906
2018-08-23,53.16999816894531
2018-09-24,52.5
2018-11-27,53.560001373291016
2018-10-26,53.20000076293945
2019-07-09,54.029998779296875
2019-06-07,53.31999969482422
2019-05-06,53.68000030517578
2019-04-04,52.7599983215332
2019-09-11,51.810001373291016
2019-11-29,48.869998931884766
2020-05-05,49.209999084472656
2019-12-02,51.400001525878906
2020-02-19,52.4900016784668
2020-05-08,53.439998626708984
2019-05-21,52.599998474121094
2019-03-18,51.66999816894531
2018-09-07,54.66999816894531
2018-08-06,52.86000061035156
2018-10-09,49.20000076293945
2019-02-14,52.95000076293945
2018-12-12,49.400001525878906
2019-07-24,53.959999084472656
2019-09-26,57.650001525878906
2019-10-28,58.189998626708984
2019-12-05,53.0
2020-05-11,52.34000015258789
2019-07-03,49.029998779296875
2020-02-25,48.119998931884766
2020-05-14,47.810001373291016
2020-02-28,48.9900016784668
2019-08-08,52.529998779296875
2019-06-05,53.9900016784668
2018-07-20,51.7400016784668
2018-08-21,52.599998474121094
2018-10-24,54.20000076293945
2019-04-02,56.400001525878906
2019-03-01,57.900001525878906
2019-01-28,56.09000015258789
2018-12-27,55.470001220703125
2019-09-09,57.099998474121094
2020-03-02,58.47999954223633
2020-05-20,59.650001525878906
2019-12-17,59.47999954223633
2020-03-05,60.72999954223633
2019-02-12,60.4900016784668
2019-01-11,60.900001525878906
2018-12-10,59.93000030517578
2019-08-23,59.81999969482422
2018-11-08,60.08000183105469
2019-07-22,60.619998931884766
2019-06-20,60.27000045776367
2018-09-05,60.650001525878906
2019-04-17,60.5
2019-09-24,59.5
2019-12-20,59.84000015258789
