Dates,ACN
2018-06-20,161.77000427246094
2018-06-21,160.02999877929688
2018-06-25,159.6300048828125
2018-06-22,156.16000366210938
2018-06-26,156.86000061035156
2018-06-27,155.33999633789062
2018-06-28,164.5
2018-06-29,163.58999633789062
2018-07-02,163.22999572753906
2018-07-03,163.33999633789062
2018-07-05,164.8000030517578
2018-07-16,164.50999450683594
2018-09-18,166.1300048828125
2019-01-24,166.4600067138672
2019-09-05,166.30999755859375
2018-11-21,168.02999877929688
2020-01-13,168.08999633789062
2020-04-01,167.63999938964844
2020-06-19,168.07000732421875
2019-10-29,166.3800048828125
2020-01-16,166.88999938964844
2020-06-22,166.52000427246094
2018-10-03,165.9600067138672
2018-07-31,165.1699981689453
2019-03-12,167.0800018310547
2019-02-08,165.1699981689453
2019-01-07,162.02000427246094
2018-12-06,159.4199981689453
2019-08-19,159.3300018310547
2019-07-18,159.7100067138672
2019-05-15,160.14999389648438
2019-09-20,160.3699951171875
2019-11-01,160.5800018310547
2020-04-07,161.1999969482422
2020-06-25,161.13999938964844
2020-06-16,160.63999938964844
2019-11-04,160.67999267578125
2020-01-22,160.22999572753906
2019-11-07,161.24000549316406
2020-04-13,160.41000366210938
2019-07-01,162.88999938964844
2019-05-30,164.88999938964844
2018-08-15,165.1199951171875
2018-10-18,164.61000061035156
2019-03-27,164.9199981689453
2019-01-22,165.1999969482422
2018-12-21,165.8800048828125
2019-09-03,166.8699951171875
2018-11-19,167.6699981689453
2019-08-02,169.77000427246094
2020-01-28,168.6300048828125
2020-04-16,169.07000732421875
2019-11-13,169.5
2020-01-31,168.63999938964844
2018-12-04,169.36000061035156
2018-11-02,169.07000732421875
2019-07-16,169.5500030517578
2018-08-30,170.69000244140625
2018-10-01,170.35000610351562
2019-06-14,172.07000732421875
2019-05-13,171.63999938964844
2019-04-11,171.0399932861328
2019-02-06,172.41000366210938
2019-09-18,173.13999938964844
2020-02-03,174.1300048828125
2020-04-22,174.19000244140625
2019-11-19,172.6300048828125
2020-02-06,172.82000732421875
2019-11-22,172.97000122070312
2019-03-25,170.0500030517578
2019-02-21,170.1999969482422
2018-12-19,173.50999450683594
2018-07-12,173.14999389648438
2018-09-14,174.13999938964844
2018-08-13,171.86000061035156
2018-10-16,171.22999572753906
2019-07-31,169.89999389648438
2019-05-28,168.8000030517578
2019-04-26,161.74000549316406
2020-04-28,156.0
2019-11-25,159.44000244140625
2020-02-12,157.9199981689453
2020-05-01,161.1999969482422
2020-05-04,158.89999389648438
2019-06-12,156.1999969482422
2019-04-09,158.27999877929688
2019-03-08,159.5500030517578
2019-02-04,158.08999633789062
2018-07-27,153.1199951171875
2018-08-28,156.9199981689453
2019-01-03,154.4499969482422
2019-08-15,152.74000549316406
2018-10-31,154.6199951171875
2019-09-16,157.6199951171875
2020-02-18,158.5800018310547
2020-05-07,157.38999938964844
2018-08-17,158.60000610351562
2019-12-04,159.4199981689453
2020-02-21,163.8699951171875
2018-12-17,164.5
2019-08-30,165.14999389648438
2018-11-15,162.44000244140625
2019-07-29,161.4499969482422
2019-06-27,160.2899932861328
2019-04-24,162.49000549316406
2018-07-10,165.0
2018-09-12,162.77000427246094
2019-02-19,158.89999389648438
2019-01-18,156.97999572753906
2020-02-24,156.92999267578125
2020-05-13,158.39999389648438
2019-12-10,159.11000061035156
2020-02-27,162.2100067138672
2019-12-13,161.07000732421875
2020-05-19,164.52000427246094
2019-03-06,166.82000732421875
2018-11-30,164.2100067138672
2019-08-13,159.25
2019-07-12,157.4499969482422
2019-06-10,157.72000122070312
2019-05-09,158.3000030517578
2018-07-25,158.6199951171875
2018-09-27,160.25
2018-10-29,155.52999877929688
2019-10-16,151.6699981689453
2019-12-16,152.13999938964844
2020-03-04,150.9600067138672
2020-05-22,143.5
2019-10-01,137.1999969482422
2019-12-19,133.6699981689453
2018-09-10,139.00999450683594
2019-05-24,140.41000366210938
2018-08-09,139.82000732421875
2019-04-22,141.00999450683594
2019-03-21,140.58999633789062
2019-01-16,135.7899932861328
2019-08-28,141.07000732421875
2018-11-13,141.55999755859375
2018-10-12,145.13999938964844
2019-06-25,145.8699951171875
2020-03-10,147.02000427246094
2020-05-28,146.22999572753906
2019-10-07,144.92999267578125
2020-03-13,146.88999938964844
2019-10-10,147.8800048828125
2020-03-16,149.1199951171875
2020-06-03,150.4499969482422
2018-11-28,148.97000122070312
2018-09-25,148.4199981689453
2018-07-23,150.14999389648438
2018-08-24,151.85000610351562
2019-07-10,152.24000549316406
2019-05-07,152.02000427246094
2019-04-05,154.08999633789062
2019-03-04,153.5500030517578
2019-01-31,154.74000549316406
2019-09-12,156.5500030517578
2019-12-31,157.32000732421875
2020-03-19,157.16000366210938
2020-01-03,155.17999267578125
2020-06-09,155.58999633789062
2019-02-15,155.32000732421875
2019-01-14,156.6300048828125
2018-07-06,158.02999877929688
2018-08-07,157.85000610351562
2018-10-10,159.22999572753906
2018-12-13,159.47999572753906
2019-08-26,159.7100067138672
2019-07-25,159.52999877929688
2019-05-22,161.5
2019-03-19,161.6699981689453
2020-01-06,161.33999633789062
2020-03-25,160.6300048828125
2020-06-12,161.3800048828125
2019-10-22,164.1999969482422
2020-01-09,162.82000732421875
2020-06-15,163.6699981689453
2019-10-25,162.38999938964844
2020-03-31,161.85000610351562
2020-06-18,161.69000244140625
2019-04-03,163.94000244140625
2018-08-22,163.99000549316406
2018-10-25,164.11000061035156
2019-01-29,164.82000732421875
2018-12-28,166.38999938964844
2018-11-26,166.42999267578125
2019-08-09,166.1999969482422
2019-07-08,166.27000427246094
2019-06-06,168.24000549316406
2019-09-10,165.24000549316406
2020-01-15,165.0800018310547
2020-04-03,166.94000244140625
2019-10-31,166.47000122070312
2020-04-06,175.1199951171875
2020-06-24,176.02000427246094
2018-11-09,176.32000732421875
2019-07-23,175.3699951171875
2019-06-21,177.19000244140625
2019-05-20,177.16000366210938
2019-04-18,178.14999389648438
2018-09-06,178.91000366210938
2018-10-08,177.72999572753906
2019-02-13,177.0
2018-12-11,178.36000061035156
2019-09-25,178.63999938964844
2020-01-21,179.3000030517578
2020-04-09,179.05999755859375
2019-11-06,178.9499969482422
2020-01-24,178.61000061035156
2020-01-27,178.07000732421875
2020-04-15,180.47999572753906
2018-12-26,180.80999755859375
2019-08-07,179.9499969482422
2019-06-04,180.8300018310547
2018-09-21,181.2100067138672
2018-07-19,182.6699981689453
2018-08-20,181.30999755859375
2018-10-23,179.38999938964844
2019-05-03,176.97999572753906
2019-04-01,176.25999450683594
2019-02-28,173.94000244140625
2019-11-12,173.82000732421875
2020-01-30,174.4600067138672
