Dates,ACN
2018-08-31,183.94619750976562
2018-07-30,186.49432373046875
2018-10-02,190.09512329101562
2019-04-12,192.0234375
2019-03-11,191.0592803955078
2019-02-07,192.5645294189453
2019-07-17,193.1646728515625
2019-09-19,189.69174194335938
2019-10-21,192.30874633789062
2019-12-18,193.97140502929688
2020-03-06,193.6565704345703
2019-10-03,195.52586364746094
2020-03-09,194.96505737304688
2020-05-27,192.58419799804688
2019-12-24,194.51251220703125
2020-03-12,196.2637176513672
2018-12-20,197.8673553466797
2019-08-01,191.67909240722656
2018-08-14,186.59271240234375
2018-07-13,188.27505493164062
2018-10-17,192.35792541503906
2019-05-29,191.47247314453125
2019-03-26,191.01992797851562
2019-02-22,191.79713439941406
2019-10-04,190.9904022216797
2019-11-05,191.52166748046875
2019-12-27,189.96722412109375
2020-06-02,189.7212677001953
2019-12-30,187.06494140625
2020-03-18,187.78314208984375
2020-06-05,189.01290893554688
2019-07-15,188.28488159179688
2018-12-03,189.23919677734375
2019-06-13,186.5533447265625
2019-01-04,181.86050415039062
2018-08-29,182.80496215820312
2019-02-05,186.57302856445312
2018-11-01,183.78880310058594
2019-08-16,179.2533416748047
2019-04-10,181.3587188720703
2019-09-17,180.8569793701172
2019-10-15,181.97854614257812
2020-01-02,182.49998474121094
2020-06-08,183.97572326660156
2019-10-18,184.34130859375
2020-03-24,183.817626953125
2020-06-11,184.84521484375
2020-01-08,185.1020965576172
2019-04-25,180.5372772216797
2019-07-30,181.8711700439453
2019-02-20,182.79005432128906
2018-07-11,180.8831024169922
2018-09-13,180.6855010986328
2018-10-15,182.5924530029297
2019-06-28,184.35118103027344
2018-12-18,183.2050323486328
2018-11-16,185.97158813476562
2019-10-02,185.55661010742188
2020-03-27,184.64759826660156
2020-01-10,186.9695281982422
2019-10-24,186.83119201660156
2020-03-30,187.4339141845703
2020-06-17,187.7895965576172
2020-01-14,189.1432342529297
2020-04-02,192.17657470703125
2019-01-02,193.90567016601562
2019-08-14,194.45896911621094
2018-10-30,195.65452575683594
2019-06-11,195.970703125
2019-05-10,195.3482208251953
2019-04-08,194.42933654785156
2018-08-27,194.31076049804688
2018-07-26,195.99046325683594
2018-09-28,198.51986694335938
2019-03-07,198.84593200683594
2019-10-30,198.75701904296875
2020-01-17,197.2057647705078
2020-06-23,196.3758087158203
2020-04-08,197.19589233398438
2020-06-26,197.46266174316406
2019-03-22,200.1304168701172
2019-01-17,199.6166229248047
2019-08-29,199.46841430664062
2018-11-14,199.88339233398438
2019-06-26,201.48403930664062
2018-09-11,204.19131469726562
2018-07-09,202.55113220214844
2018-08-10,200.97023010253906
2019-04-23,203.30206298828125
2019-09-30,205.8117218017578
2020-01-23,208.5782928466797
2019-11-08,208.31150817871094
2020-04-14,209.08218383789062
2019-11-11,209.5169219970703
2020-01-29,209.6848907470703
2020-04-17,208.12376403808594
2018-07-24,208.0546112060547
2018-09-26,207.6396026611328
2019-05-08,207.29379272460938
2019-03-05,205.94017028808594
2019-02-01,201.49391174316406
2018-12-31,201.88916015625
2018-11-29,203.68739318847656
2019-08-12,205.1793670654297
2019-07-11,207.0863037109375
2019-09-13,205.24851989746094
2019-11-14,205.5758514404297
2020-04-20,207.28187561035156
2020-02-04,207.50009155273438
2020-04-23,207.45050048828125
2018-12-14,207.70838928222656
2019-08-27,208.96804809570312
2018-08-08,206.87521362304688
2018-10-11,204.8716278076172
2018-11-12,208.53164672851562
2019-07-26,206.27017211914062
2019-06-24,206.67681884765625
2019-05-23,203.5425262451172
2019-03-20,206.11146545410156
2019-01-15,210.80303955078125
2019-11-20,210.49554443359375
2020-02-07,212.41978454589844
2020-02-10,209.86074829101562
2020-04-29,210.8228759765625
2019-11-26,210.4161834716797
2020-02-13,210.26742553710938
2019-01-30,210.67408752441406
2018-08-23,210.6443328857422
2018-09-24,212.02304077148438
2018-11-27,214.1654815673828
2018-10-26,212.16188049316406
2019-07-09,210.16822814941406
2019-06-07,202.6994171142578
2019-05-06,195.4984130859375
2019-04-04,194.0800323486328
2019-09-11,184.92503356933594
2019-11-29,179.12255859375
2020-05-05,188.00975036621094
2019-12-02,180.73931884765625
2020-02-19,187.32537841796875
2020-05-08,181.07655334472656
2019-05-21,177.29751586914062
2019-03-18,162.77647399902344
2018-09-07,173.1415557861328
2018-08-06,163.7683563232422
2018-10-09,151.2905731201172
2019-02-14,165.15696716308594
2018-12-12,151.30047607421875
2019-07-24,156.42849731445312
2019-09-26,149.92178344726562
2019-10-28,157.21206665039062
2019-12-05,148.72161865234375
2020-05-11,142.5224151611328
2019-07-03,155.5754852294922
2020-02-25,150.5863494873047
2020-05-14,169.94772338867188
2020-02-28,161.55648803710938
2019-08-08,168.44009399414062
2019-06-05,161.93338012695312
2018-07-20,153.423095703125
2018-08-21,155.00018310546875
2018-10-24,150.9136505126953
2019-04-02,164.70071411132812
2019-03-01,162.78639221191406
2019-01-28,170.3345489501953
2018-12-27,176.47425842285156
2019-09-09,171.16773986816406
2020-03-02,176.65280151367188
2020-05-20,168.83145141601562
2019-12-17,167.33692932128906
2020-03-05,174.45086669921875
2019-02-12,174.10215759277344
2019-01-11,165.6331787109375
2018-12-10,171.68101501464844
2019-08-23,172.26885986328125
2018-11-08,174.81951904296875
2019-07-22,178.7750244140625
2019-06-20,177.7089385986328
2018-09-05,186.87535095214844
2019-04-17,184.51400756835938
2019-09-24,179.4326171875
2019-12-20,178.87466430664062
2020-05-26,180.95703125
2019-04-30,179.7215576171875
2019-12-23,186.42698669433594
2020-03-11,187.87168884277344
2020-05-29,187.0646514892578
2019-12-26,185.0420684814453
2020-06-01,180.33929443359375
2019-05-02,179.33299255371094
2019-02-27,183.2087860107422
2018-11-23,192.04640197753906
2019-08-06,189.39610290527344
2018-07-18,194.467529296875
2018-09-20,192.79367065429688
2018-10-22,193.00289916992188
2019-07-05,195.68307495117188
2019-06-03,199.20018005371094
2019-10-09,200.933837890625
2019-10-11,200.88401794433594
2020-03-17,202.63760375976562
2020-06-04,205.02883911132812
2019-10-14,206.5233612060547
2020-03-20,202.35862731933594
2018-11-06,207.7289581298828
2019-06-18,210.50875854492188
2019-05-17,206.58314514160156
2019-04-15,208.66551208496094
2019-03-14,195.23472595214844
2019-01-09,200.8541259765625
2018-08-02,199.06069946289062
2018-10-05,203.65386962890625
2019-08-21,204.45095825195312
2019-10-17,202.18923950195312
2020-03-23,200.8142852783203
2020-06-10,201.86045837402344
2019-02-25,206.64291381835938
2020-01-07,201.1032257080078
2020-03-26,216.52671813964844
2019-10-23,211.69442749023438
