Dates,ACN
2020-06-09,2300000.0
2019-02-15,1410500.0
2019-01-14,1861300.0
2018-07-06,1952100.0
2018-08-07,1552900.0
2018-10-10,2395200.0
2018-12-13,1656500.0
2019-08-26,1942300.0
2019-07-25,1835700.0
2019-05-22,1679300.0
2019-03-19,1368000.0
2020-01-06,1526200.0
2020-03-25,1536300.0
2020-06-12,2017300.0
2019-10-22,2227600.0
2020-01-09,1896300.0
2020-06-15,1564900.0
2019-10-25,1733300.0
2020-03-31,1655000.0
2020-06-18,1458100.0
2019-04-03,1240400.0
2018-08-22,2351200.0
2018-10-25,2095200.0
2019-01-29,2270100.0
2018-12-28,3737200.0
2018-11-26,1592100.0
2019-08-09,1949600.0
2019-07-08,2128800.0
2019-06-06,1666400.0
2019-09-10,1602600.0
2020-01-15,1769900.0
2020-04-03,1777800.0
2019-10-31,2376200.0
2020-04-06,5398700.0
2020-06-24,2773000.0
2018-11-09,2977900.0
2019-07-23,1923600.0
2019-06-21,2481800.0
2019-05-20,2270200.0
2019-04-18,1861500.0
2018-09-06,1373300.0
2018-10-08,1813900.0
2019-02-13,1582600.0
2018-12-11,1417200.0
2019-09-25,2663400.0
2020-01-21,1619800.0
2020-04-09,1618200.0
2019-11-06,1637400.0
2020-01-24,1319700.0
2020-01-27,1393900.0
2020-04-15,1785500.0
2018-12-26,1463900.0
2019-08-07,1035300.0
2019-06-04,1010300.0
2018-09-21,1111900.0
2018-07-19,1535800.0
2018-08-20,1242400.0
2018-10-23,1889900.0
2019-05-03,2680200.0
2019-04-01,1630200.0
2019-02-28,2308500.0
2019-11-12,1984900.0
2020-01-30,2044800.0
2019-11-15,2139600.0
2020-04-21,1853800.0
2019-04-16,2181200.0
2019-03-15,2060800.0
2019-02-11,2232100.0
2019-01-10,1551100.0
2019-08-22,1566000.0
2018-11-07,1224900.0
2018-08-03,1212300.0
2018-09-04,1250200.0
2019-06-19,1288100.0
2019-09-23,2336500.0
2019-11-18,1547700.0
2020-02-05,1047900.0
2020-04-24,1799600.0
2019-03-29,1774600.0
2019-11-21,2269700.0
2020-04-27,1492100.0
2020-02-11,1737700.0
2020-04-30,1965900.0
2019-05-01,1525000.0
2019-02-26,1423400.0
2019-01-25,1402100.0
2018-12-24,1323700.0
2019-09-06,1864700.0
2018-07-17,1177900.0
2018-09-19,1972600.0
2019-08-05,2023500.0
2019-10-08,2122000.0
2019-12-11,3306600.0
2019-11-27,1703100.0
2020-02-14,1863300.0
2020-05-06,2395300.0
2019-01-08,3434500.0
2018-12-07,2937900.0
2019-08-20,2397800.0
2018-11-05,2123500.0
2019-07-19,1106900.0
2018-10-04,2111000.0
2019-06-17,1877200.0
2019-05-16,1732500.0
2018-08-01,1584400.0
2019-03-13,1922200.0
2019-12-03,2059400.0
2020-02-20,1267000.0
2019-12-06,1460100.0
2020-05-12,1557700.0
2019-12-09,1562400.0
2020-02-26,1583200.0
2020-05-15,1090000.0
2019-03-28,1111800.0
2018-09-17,1250900.0
2018-08-16,1531000.0
2018-10-19,1255400.0
2019-04-29,1319700.0
2019-01-23,1143900.0
2019-09-04,1566000.0
2018-11-20,1837100.0
2019-07-02,1833100.0
2019-05-31,2422000.0
2019-12-12,2055600.0
2020-05-18,2495100.0
2019-09-27,1804100.0
2020-03-03,1831800.0
2020-05-21,1597200.0
2019-05-14,2072000.0
2018-08-31,2316500.0
2018-07-30,1932600.0
2018-10-02,2526900.0
2019-04-12,1891000.0
2019-03-11,1423500.0
2019-02-07,1044700.0
2019-07-17,1160900.0
2019-09-19,2290400.0
2019-10-21,1641500.0
2019-12-18,1632700.0
2020-03-06,1326200.0
2019-10-03,1494200.0
2020-03-09,2176600.0
2020-05-27,1696500.0
2019-12-24,1250700.0
2020-03-12,2216100.0
2018-12-20,2184100.0
2019-08-01,2702800.0
2018-08-14,3631000.0
2018-07-13,2430300.0
2018-10-17,2122200.0
2019-05-29,1592600.0
2019-03-26,1360000.0
2019-02-22,1457800.0
2019-10-04,1780500.0
2019-11-05,1567900.0
2019-12-27,2541000.0
2020-06-02,1516300.0
2019-12-30,2950200.0
2020-03-18,2825100.0
2020-06-05,3594600.0
2019-07-15,2012500.0
2018-12-03,2025200.0
2019-06-13,2066900.0
2019-01-04,2930700.0
2018-08-29,2172800.0
2019-02-05,1568800.0
2018-11-01,1596400.0
2019-08-16,2200000.0
2019-04-10,1683100.0
2019-09-17,1999700.0
2019-10-15,2381200.0
2020-01-02,1348400.0
2020-06-08,1462400.0
2019-10-18,1923100.0
2020-03-24,1486500.0
2020-06-11,2896700.0
2020-01-08,1344700.0
2019-04-25,1752100.0
2019-07-30,2263000.0
2019-02-20,2008700.0
2018-07-11,1389200.0
2018-09-13,1832700.0
2018-10-15,1554000.0
2019-06-28,1243300.0
2018-12-18,1574800.0
2018-11-16,1502100.0
2019-10-02,1144500.0
2020-03-27,1536600.0
2020-01-10,1652200.0
2019-10-24,1676800.0
2020-03-30,1282400.0
2020-06-17,1167000.0
2020-01-14,1522800.0
2020-04-02,1817700.0
2019-01-02,1672900.0
2019-08-14,2426200.0
2018-10-30,1561000.0
2019-06-11,1342200.0
2019-05-10,1477300.0
2019-04-08,1217400.0
2018-08-27,1117900.0
2018-07-26,1951900.0
2018-09-28,2324500.0
2019-03-07,1205000.0
2019-10-30,750600.0
2020-01-17,1262300.0
2020-06-23,1243600.0
2020-04-08,1221800.0
2020-06-26,1816600.0
2019-03-22,1345700.0
2019-01-17,1976300.0
2019-08-29,1403000.0
2018-11-14,1669700.0
2019-06-26,1932600.0
2018-09-11,1648300.0
2018-07-09,2702400.0
2018-08-10,2377400.0
2019-04-23,3002800.0
2019-09-30,3759800.0
2020-01-23,4148800.0
2019-11-08,2220900.0
2020-04-14,998500.0
2019-11-11,1059800.0
2020-01-29,1292200.0
2020-04-17,1193900.0
2018-07-24,1371000.0
2018-09-26,2431100.0
2019-05-08,1802100.0
2019-03-05,2841400.0
2019-02-01,3097400.0
2018-12-31,2271300.0
2018-11-29,2910600.0
2019-08-12,1573100.0
2019-07-11,2202800.0
2019-09-13,2499100.0
2019-11-14,1986000.0
2020-04-20,2691600.0
2020-02-04,2584500.0
2020-04-23,2687200.0
2018-12-14,1873600.0
2019-08-27,2368400.0
2018-08-08,2348900.0
2018-10-11,1381300.0
2018-11-12,1810200.0
2019-07-26,1491600.0
2019-06-24,1579600.0
2019-05-23,1793600.0
2019-03-20,2345700.0
2019-01-15,2242800.0
2019-11-20,2102500.0
2020-02-07,1611500.0
2020-02-10,1447700.0
2020-04-29,1421600.0
2019-11-26,1321000.0
2020-02-13,1801300.0
2019-01-30,1721200.0
2018-08-23,2096600.0
2018-09-24,1699400.0
2018-11-27,1806000.0
2018-10-26,1481700.0
2019-07-09,2088800.0
2019-06-07,2600400.0
2019-05-06,2883600.0
2019-04-04,2671100.0
2019-09-11,3040100.0
2019-11-29,5785200.0
2020-05-05,4317900.0
2019-12-02,3514000.0
2020-02-19,3875400.0
2020-05-08,3548200.0
2019-05-21,3284400.0
2019-03-18,5112200.0
2018-09-07,4349500.0
2018-08-06,5188300.0
2018-10-09,6357900.0
2019-02-14,5742800.0
2018-12-12,5324900.0
2019-07-24,6081100.0
2019-09-26,5860200.0
2019-10-28,6338300.0
2019-12-05,6449700.0
2020-05-11,6173700.0
2019-07-03,4685100.0
2020-02-25,4795500.0
2020-05-14,5194500.0
2020-02-28,3802500.0
2019-08-08,2731300.0
2019-06-05,2963000.0
2018-07-20,2973100.0
2018-08-21,3030000.0
2018-10-24,3766600.0
2019-04-02,3090000.0
2019-03-01,3002500.0
2019-01-28,2466200.0
2018-12-27,3743700.0
2019-09-09,1918500.0
2020-03-02,2875000.0
2020-05-20,2504700.0
2019-12-17,3051800.0
2020-03-05,4759100.0
2019-02-12,2511700.0
2019-01-11,2711400.0
2018-12-10,1921200.0
2019-08-23,3027900.0
2018-11-08,2121100.0
2019-07-22,2457800.0
2019-06-20,2160100.0
2018-09-05,2957600.0
2019-04-17,2740800.0
2019-09-24,2064200.0
2019-12-20,1710500.0
2020-05-26,1621900.0
2019-04-30,1474900.0
2019-12-23,2295400.0
2020-03-11,1779200.0
2020-05-29,2013800.0
2019-12-26,1912300.0
2020-06-01,2349300.0
2019-05-02,2773300.0
2019-02-27,3630000.0
2018-11-23,2254700.0
2019-08-06,1784100.0
2018-07-18,2294800.0
2018-09-20,1373000.0
2018-10-22,1317500.0
2019-07-05,2408700.0
2019-06-03,2000500.0
2019-10-09,2280600.0
2019-10-11,2535400.0
2020-03-17,1530800.0
2020-06-04,1939200.0
2019-10-14,1605400.0
2020-03-20,2451400.0
2018-11-06,2537900.0
2019-06-18,1626900.0
2019-05-17,2269600.0
2019-04-15,2077200.0
2019-03-14,4046600.0
2019-01-09,2590100.0
2018-08-02,2310800.0
2018-10-05,2154000.0
2019-08-21,1594800.0
2019-10-17,2228000.0
2020-03-23,3710000.0
2020-06-10,2454500.0
2019-02-25,2203800.0
2020-01-07,2753700.0
2020-03-26,4690200.0
2019-10-23,3348400.0
