Dates,XOM
2020-04-28,20320100.0
2019-11-25,15216300.0
2020-02-12,10558800.0
2020-05-01,9781800.0
2020-05-04,12247700.0
2019-06-12,17448600.0
2019-04-09,12098700.0
2019-03-08,9474100.0
2019-02-04,15465100.0
2018-07-27,16085700.0
2018-08-28,12315500.0
2019-01-03,18160100.0
2019-08-15,15707000.0
2018-10-31,17758200.0
2019-09-16,16629100.0
2020-02-18,14159300.0
2020-05-07,19350400.0
2018-08-17,15815000.0
2019-12-04,9063200.0
2020-02-21,12699800.0
2018-12-17,16865500.0
2019-08-30,15070100.0
2018-11-15,11906600.0
2019-07-29,15530200.0
2019-06-27,18552100.0
2019-04-24,18976000.0
2018-07-10,13704900.0
2018-09-12,9430800.0
2019-02-19,15533700.0
2019-01-18,9685300.0
2020-02-24,10875400.0
2020-05-13,13741100.0
2019-12-10,10344500.0
2020-02-27,11482100.0
2019-12-13,10255200.0
2020-05-19,14040100.0
2019-03-06,19415100.0
2018-11-30,18540700.0
2019-08-13,23218100.0
2019-07-12,16224700.0
2019-06-10,17946200.0
2019-05-09,15742400.0
2018-07-25,14559800.0
2018-09-27,13749700.0
2018-10-29,12669300.0
2019-10-16,15464100.0
2019-12-16,18681200.0
2020-03-04,21679600.0
2020-05-22,28723700.0
2019-10-01,47287300.0
2019-12-19,14262800.0
2018-09-10,24887700.0
2019-05-24,22077000.0
2018-08-09,19710600.0
2019-04-22,15807000.0
2019-03-21,16727200.0
2019-01-16,13866100.0
2019-08-28,16043600.0
2018-11-13,10844200.0
2018-10-12,11439000.0
2019-06-25,13473500.0
2020-03-10,13151100.0
2020-05-28,9790100.0
2019-10-07,11012400.0
2020-03-13,10298300.0
2019-10-10,12595600.0
2020-03-16,10141700.0
2020-06-03,15759200.0
2018-11-28,15035600.0
2018-09-25,13187200.0
2018-07-23,11272500.0
2018-08-24,8996200.0
2019-07-10,13678400.0
2019-05-07,10513200.0
2019-04-05,11524700.0
2019-03-04,19876700.0
2019-01-31,22968700.0
2019-09-12,15483800.0
2019-12-31,12786700.0
2020-03-19,10866900.0
2020-01-03,14418900.0
2020-06-09,11959500.0
2019-02-15,10434800.0
2019-01-14,12599200.0
2018-07-06,13214600.0
2018-08-07,12772900.0
2018-10-10,14330300.0
2018-12-13,13551500.0
2019-08-26,12633100.0
2019-07-25,10266000.0
2019-05-22,9519300.0
2019-03-19,9274400.0
2020-01-06,10990600.0
2020-03-25,12398200.0
2020-06-12,14597900.0
2019-10-22,15419400.0
2020-01-09,18089900.0
2020-06-15,13745500.0
2019-10-25,18633600.0
2020-03-31,16541700.0
2020-06-18,16211300.0
2019-04-03,11060900.0
2018-08-22,11320000.0
2018-10-25,10260200.0
2019-01-29,9976700.0
2018-12-28,25316400.0
2018-11-26,9840600.0
2019-08-09,13936500.0
2019-07-08,13133600.0
2019-06-06,10117000.0
2019-09-10,12497700.0
2020-01-15,11320400.0
2020-04-03,9472800.0
2019-10-31,7258700.0
2020-04-06,7412300.0
2020-06-24,10889200.0
2018-11-09,10816400.0
2019-07-23,7646000.0
2019-06-21,8562900.0
2019-05-20,9360600.0
2019-04-18,10059100.0
2018-09-06,9108200.0
2018-10-08,8561600.0
2019-02-13,10324300.0
2018-12-11,9115100.0
2019-09-25,16638700.0
2020-01-21,8536100.0
2020-04-09,7005700.0
2019-11-06,8311400.0
2020-01-24,9493900.0
2020-01-27,10770600.0
2020-04-15,10595100.0
2018-12-26,11684000.0
2019-08-07,11135000.0
2019-06-04,18053500.0
2018-09-21,10023700.0
2018-07-19,13721500.0
2018-08-20,13909800.0
2018-10-23,15360400.0
2019-05-03,12180700.0
2019-04-01,13367100.0
2019-02-28,13498800.0
2019-11-12,11352900.0
2020-01-30,13221600.0
2019-11-15,11056000.0
2020-04-21,12176100.0
2019-04-16,10548400.0
2019-03-15,8918000.0
2019-02-11,8105200.0
2019-01-10,9279400.0
2019-08-22,7154300.0
2018-11-07,8489900.0
2018-08-03,7858300.0
2018-09-04,14657200.0
2019-06-19,7056400.0
2019-09-23,14912900.0
2019-11-18,13645200.0
2020-02-05,9362100.0
2020-04-24,13983300.0
2019-03-29,11831000.0
2019-11-21,10423000.0
2020-04-27,10617800.0
2020-02-11,11738900.0
2020-04-30,9095500.0
2019-05-01,7760400.0
2019-02-26,9415100.0
2019-01-25,7920800.0
2018-12-24,8986400.0
2019-09-06,8575900.0
2018-07-17,9355700.0
2018-09-19,10091500.0
2019-08-05,9757400.0
2019-10-08,16229700.0
2019-12-11,23108100.0
2019-11-27,10011800.0
2020-02-14,9740000.0
2020-05-06,11365500.0
2019-01-08,8147800.0
2018-12-07,14781300.0
2019-08-20,11453800.0
2018-11-05,10475400.0
2019-07-19,5246100.0
2018-10-04,6880800.0
2019-06-17,7876100.0
2019-05-16,7863000.0
2018-08-01,8077400.0
2019-03-13,6404000.0
2019-12-03,6139000.0
2020-02-20,7116400.0
2019-12-06,10197400.0
2020-05-12,7419300.0
2019-12-09,11425700.0
2020-02-26,11243100.0
2020-05-15,8368800.0
2019-03-28,8551200.0
2018-09-17,8260200.0
2018-08-16,9083900.0
2018-10-19,7677300.0
2019-04-29,7091900.0
2019-01-23,6961200.0
2019-09-04,13104600.0
2018-11-20,17132800.0
2019-07-02,21376700.0
2019-05-31,19080900.0
2019-12-12,12282400.0
2020-05-18,15231100.0
2019-09-27,14304100.0
2020-03-03,13686600.0
2020-05-21,8668400.0
2019-05-14,12403300.0
2018-08-31,18114400.0
2018-07-30,12874400.0
2018-10-02,12649000.0
2019-04-12,10032800.0
2019-03-11,9743500.0
2019-02-07,10134200.0
2019-07-17,8972000.0
2019-09-19,15371900.0
2019-10-21,7343900.0
2019-12-18,9490900.0
2020-03-06,9647400.0
2019-10-03,9004100.0
2020-03-09,9180800.0
2020-05-27,9849700.0
2019-12-24,6959200.0
2020-03-12,9901500.0
2018-12-20,10418500.0
2019-08-01,12840200.0
2018-08-14,13810800.0
2018-07-13,10525700.0
2018-10-17,9100700.0
2019-05-29,7337200.0
2019-03-26,19830200.0
2019-02-22,14452200.0
2019-10-04,7292200.0
2019-11-05,8050200.0
2019-12-27,19736600.0
2020-06-02,7495200.0
2019-12-30,13307100.0
2020-03-18,8035200.0
2020-06-05,8420200.0
2019-07-15,8224000.0
2018-12-03,9768900.0
2019-06-13,10279100.0
2019-01-04,14503700.0
2018-08-29,10788400.0
2019-02-05,10534800.0
2018-11-01,10993000.0
2019-08-16,9748700.0
2019-04-10,8580900.0
2019-09-17,7100100.0
2019-10-15,10101900.0
2020-01-02,6234600.0
2020-06-08,6645700.0
2019-10-18,9765800.0
2020-03-24,9757200.0
2020-06-11,13472700.0
2020-01-08,10199300.0
2019-04-25,9536000.0
2019-07-30,8641800.0
2019-02-20,9003600.0
2018-07-11,7607200.0
2018-09-13,11209600.0
2018-10-15,13894400.0
2019-06-28,12840600.0
2018-12-18,16169100.0
2018-11-16,14108700.0
2019-10-02,15858200.0
2020-03-27,14930400.0
2020-01-10,13996500.0
2019-10-24,13073800.0
2020-03-30,12106000.0
2020-06-17,8674000.0
2020-01-14,13918600.0
2020-04-02,11773700.0
2019-01-02,11279800.0
2019-08-14,11252800.0
2018-10-30,10095600.0
2019-06-11,12605500.0
2019-05-10,16930700.0
2019-04-08,14080500.0
2018-08-27,12143600.0
2018-07-26,10670000.0
2018-09-28,15457000.0
2019-03-07,8393900.0
2019-10-30,7980800.0
2020-01-17,11116900.0
2020-06-23,12245800.0
2020-04-08,11049700.0
2020-06-26,13109000.0
2019-03-22,13710800.0
2019-01-17,12397700.0
2019-08-29,14281800.0
2018-11-14,13748400.0
2019-06-26,17068500.0
2018-09-11,12274500.0
2018-07-09,15208700.0
2018-08-10,14450700.0
2019-04-23,13652300.0
2019-09-30,13273200.0
2020-01-23,35092000.0
2019-11-08,14172500.0
2020-04-14,3979400.0
2019-11-11,8840200.0
2020-01-29,10516100.0
2020-04-17,12689400.0
2018-07-24,13151800.0
2018-09-26,12456400.0
2019-05-08,17386900.0
2019-03-05,20081900.0
2019-02-01,17387700.0
2018-12-31,15137700.0
2018-11-29,14811800.0
2019-08-12,11995600.0
2019-07-11,9953900.0
2019-09-13,16261000.0
2019-11-14,11390300.0
2020-04-20,13340300.0
2020-02-04,18144100.0
2020-04-23,17982600.0
2018-12-14,17033100.0
2019-08-27,19605900.0
2018-08-08,18238600.0
2018-10-11,21231000.0
2018-11-12,19664700.0
2019-07-26,14202800.0
2019-06-24,18544700.0
2019-05-23,34282900.0
2019-03-20,27397300.0
2019-01-15,31922100.0
2019-11-20,32099200.0
2020-02-07,16055400.0
2020-02-10,15112500.0
2020-04-29,20934500.0
2019-11-26,14908700.0
2020-02-13,17862100.0
2019-01-30,16949400.0
2018-08-23,10855300.0
2018-09-24,18948500.0
2018-11-27,12804900.0
2018-10-26,14817200.0
2019-07-09,20315700.0
2019-06-07,32096600.0
2019-05-06,36414500.0
2019-04-04,29801000.0
2019-09-11,48104600.0
2019-11-29,62468400.0
2020-05-05,38127600.0
2019-12-02,50580700.0
2020-02-19,24079600.0
2020-05-08,40788200.0
2019-05-21,55640500.0
2019-03-18,72896300.0
2018-09-07,60445900.0
2018-08-06,51986100.0
2018-10-09,65725300.0
2019-02-14,79891500.0
2018-12-12,48924700.0
2019-07-24,41204400.0
2019-09-26,54036400.0
2019-10-28,49412400.0
2019-12-05,76534600.0
2020-05-11,56952500.0
2019-07-03,61835600.0
2020-02-25,56607700.0
2020-05-14,46722000.0
2020-02-28,51558600.0
2019-08-08,45835000.0
2019-06-05,41491600.0
2018-07-20,36045900.0
2018-08-21,62000200.0
2018-10-24,48425700.0
2019-04-02,41301900.0
2019-03-01,48921800.0
2019-01-28,33355600.0
2018-12-27,60208100.0
2019-09-09,29651900.0
2020-03-02,30769000.0
2020-05-20,33125000.0
2019-12-17,30934000.0
2020-03-05,40829100.0
2019-02-12,39260800.0
2019-01-11,44381600.0
2018-12-10,27084700.0
2019-08-23,35271000.0
2018-11-08,28667000.0
2019-07-22,28274400.0
2019-06-20,26545100.0
2018-09-05,29502500.0
2019-04-17,37000100.0
2019-09-24,35399300.0
2019-12-20,27465600.0
2020-05-26,29276200.0
2019-04-30,22659000.0
2019-12-23,22160300.0
2020-03-11,19998700.0
2020-05-29,22226900.0
2019-12-26,25439100.0
2020-06-01,30827900.0
2019-05-02,24856500.0
2019-02-27,22445600.0
2018-11-23,32046100.0
2019-08-06,21771600.0
2018-07-18,19352400.0
2018-09-20,19130700.0
2018-10-22,15406400.0
2019-07-05,20356500.0
2019-06-03,20788300.0
2019-10-09,19698000.0
2019-10-11,25886200.0
2020-03-17,19031000.0
2020-06-04,22319000.0
2019-10-14,23418000.0
2020-03-20,18731400.0
2018-11-06,41328900.0
2019-06-18,33579400.0
2019-05-17,27276900.0
2019-04-15,31156800.0
2019-03-14,39183000.0
2019-01-09,30968800.0
2018-08-02,27929300.0
2018-10-05,26203400.0
2019-08-21,19251600.0
2019-10-17,21478700.0
2020-03-23,48899900.0
2020-06-10,17565400.0
2019-02-25,18916600.0
2020-01-07,27626900.0
2020-03-26,19353600.0
2019-10-23,31518600.0
