Dates,XOM
2018-06-20,80.8499984741211
2018-06-21,80.0199966430664
2018-06-25,81.16000366210938
2018-06-22,80.77999877929688
2018-06-26,80.1500015258789
2018-06-27,81.05999755859375
2018-06-28,81.7300033569336
2018-06-29,82.44999694824219
2018-07-02,81.88999938964844
2018-07-03,82.58000183105469
2018-07-05,82.58999633789062
2018-07-16,81.95999908447266
2018-09-18,82.80999755859375
2019-01-24,83.69999694824219
2019-09-05,83.02999877929688
2018-11-21,83.01000213623047
2020-01-13,82.68000030517578
2020-04-01,82.5199966430664
2020-06-19,82.26000213623047
2019-10-29,81.80000305175781
2020-01-16,82.19999694824219
2020-06-22,81.72000122070312
2018-10-03,81.94999694824219
2018-07-31,81.5199966430664
2019-03-12,83.01000213623047
2019-02-08,83.83000183105469
2019-01-07,80.97000122070312
2018-12-06,82.12999725341797
2019-08-19,81.63999938964844
2019-07-18,80.88999938964844
2019-05-15,79.88999938964844
2019-09-20,79.97000122070312
2019-11-01,80.25
2020-04-07,80.91000366210938
2020-06-25,81.0199966430664
2020-06-16,80.7300033569336
2019-11-04,79.51000213623047
2020-01-22,79.44999694824219
2019-11-07,78.98999786376953
2020-04-13,77.77999877929688
2019-07-01,77.27999877929688
2019-05-30,78.33999633789062
2018-08-15,78.26000213623047
2018-10-18,79.05000305175781
2019-03-27,79.11000061035156
2019-01-22,79.55999755859375
2018-12-21,79.5199966430664
2019-09-03,79.91000366210938
2018-11-19,80.58000183105469
2019-08-02,80.44000244140625
2020-01-28,80.44999694824219
2020-04-16,80.23999786376953
2019-11-13,80.41000366210938
2020-01-31,79.9000015258789
2018-12-04,81.11000061035156
2018-11-02,80.1500015258789
2019-07-16,82.23999786376953
2018-08-30,81.95999908447266
2018-10-01,83.25
2019-06-14,83.1500015258789
2019-05-13,82.41999816894531
2019-04-11,83.0
2019-02-06,83.9000015258789
2019-09-18,83.63999938964844
2020-02-03,84.86000061035156
2020-04-22,85.01000213623047
2019-11-19,85.79000091552734
2020-02-06,87.02999877929688
2019-11-22,86.0199966430664
2019-03-25,86.08999633789062
2019-02-21,85.25
2018-12-19,85.3499984741211
2018-07-12,85.80000305175781
2018-09-14,86.51000213623047
2018-08-13,85.5
2018-10-16,85.30999755859375
2019-07-31,84.79000091552734
2019-05-28,86.37999725341797
2019-04-26,86.7300033569336
2020-04-28,83.94000244140625
2019-11-25,82.12999725341797
2020-02-12,81.37999725341797
2020-05-01,80.51000213623047
2020-05-04,80.94000244140625
2019-06-12,81.19999694824219
2019-04-09,81.66000366210938
2019-03-08,82.0
2019-02-04,80.05999755859375
2018-07-27,80.12999725341797
2018-08-28,78.48999786376953
2019-01-03,77.87000274658203
2019-08-15,78.06999969482422
2018-10-31,77.62000274658203
2019-09-16,79.33999633789062
2020-02-18,79.83000183105469
2020-05-07,81.76000213623047
2018-08-17,82.5
2019-12-04,81.73999786376953
2020-02-21,82.20999908447266
2018-12-17,83.12999725341797
2019-08-30,80.26000213623047
2018-11-15,81.66000366210938
2019-07-29,79.80000305175781
2019-06-27,78.86000061035156
2019-04-24,76.66999816894531
2018-07-10,78.37000274658203
2018-09-12,78.45999908447266
2019-02-19,78.41999816894531
2019-01-18,77.43000030517578
2020-02-24,76.05000305175781
2020-05-13,76.23999786376953
2019-12-10,76.56999969482422
2020-02-27,77.04000091552734
2019-12-13,78.22000122070312
2020-05-19,78.44999694824219
2019-03-06,80.23999786376953
2018-11-30,81.37999725341797
2019-08-13,78.0
2019-07-12,79.38999938964844
2019-06-10,77.86000061035156
2019-05-09,77.69999694824219
2018-07-25,78.04000091552734
2018-09-27,76.02999877929688
2018-10-29,76.72000122070312
2019-10-16,75.26000213623047
2019-12-16,73.62999725341797
2020-03-04,72.44999694824219
2020-05-22,70.08999633789062
2019-10-01,68.13999938964844
2019-12-19,66.87000274658203
