Dates,XOM
2018-06-20,80.44999694824219
2018-06-21,79.69000244140625
2018-06-25,81.37999725341797
2018-06-22,79.73999786376953
2018-06-26,80.63999938964844
2018-06-27,81.70999908447266
2018-06-28,81.97000122070312
2018-06-29,82.7300033569336
2018-07-02,81.76000213623047
2018-07-03,82.23999786376953
2018-07-05,82.30999755859375
2018-07-16,82.33000183105469
2018-09-18,82.9000015258789
2019-01-24,83.66000366210938
2019-09-05,82.58999633789062
2018-11-21,82.69000244140625
2020-01-13,83.30999755859375
2020-04-01,82.48999786376953
2020-06-19,82.30999755859375
2019-10-29,82.22000122070312
2020-01-16,82.01000213623047
2020-06-22,81.4000015258789
2018-10-03,81.4000015258789
2018-07-31,83.01000213623047
2019-03-12,83.58999633789062
2019-02-08,84.23999786376953
2019-01-07,81.91999816894531
2018-12-06,81.73999786376953
2019-08-19,81.51000213623047
2019-07-18,80.38999938964844
2019-05-15,79.91000366210938
2019-09-20,80.19999694824219
2019-11-01,80.18000030517578
2020-04-07,81.2699966430664
2020-06-25,80.7300033569336
2020-06-16,80.31999969482422
2019-11-04,79.41999816894531
2020-01-22,78.55999755859375
2019-11-07,78.30999755859375
2020-04-13,76.94000244140625
2019-07-01,78.0
2019-05-30,78.26000213623047
2018-08-15,78.80999755859375
2018-10-18,78.83000183105469
2019-03-27,79.95999908447266
2019-01-22,79.08000183105469
2018-12-21,79.62000274658203
2019-09-03,80.4000015258789
2018-11-19,80.27999877929688
2019-08-02,80.86000061035156
2020-01-28,80.51000213623047
2020-04-16,80.16999816894531
2019-11-13,80.29000091552734
2020-01-31,81.36000061035156
2018-12-04,80.45999908447266
2018-11-02,81.83000183105469
2019-07-16,81.70999908447266
2018-08-30,82.86000061035156
2018-10-01,83.12999725341797
2019-06-14,82.31999969482422
2019-05-13,82.91999816894531
2019-04-11,83.41000366210938
2019-02-06,83.62999725341797
2019-09-18,84.62999725341797
2020-02-03,84.81999969482422
2020-04-22,85.16999816894531
2019-11-19,86.5999984741211
2020-02-06,86.5
2019-11-22,85.77999877929688
2019-03-25,85.7699966430664
2019-02-21,85.0199966430664
2018-12-19,85.80999755859375
2018-07-12,86.45999908447266
2018-09-14,86.1500015258789
2018-08-13,85.58000183105469
2018-10-16,85.33999633789062
2019-07-31,86.12999725341797
2019-05-28,86.51000213623047
2019-04-26,84.5199966430664
2020-04-28,81.5999984741211
2019-11-25,81.37999725341797
2020-02-12,80.81999969482422
2020-05-01,81.19999694824219
2020-05-04,81.5
2019-06-12,81.8499984741211
2019-04-09,81.97000122070312
2019-03-08,81.1500015258789
2019-02-04,79.83999633789062
2018-07-27,77.62000274658203
2018-08-28,78.30999755859375
2019-01-03,77.52999877929688
2019-08-15,77.05000305175781
2018-10-31,78.77999877929688
2019-09-16,79.68000030517578
2020-02-18,80.66999816894531
2020-05-07,81.94999694824219
2018-08-17,81.63999938964844
2019-12-04,81.98999786376953
2020-02-21,83.02999877929688
2018-12-17,81.70999908447266
2019-08-30,80.87000274658203
2018-11-15,79.83000183105469
2019-07-29,78.0
2019-06-27,77.38999938964844
2019-04-24,78.19000244140625
2018-07-10,78.95999908447266
2018-09-12,79.22000122070312
2019-02-19,76.97000122070312
2019-01-18,77.55999755859375
2020-02-24,75.48999786376953
2020-05-13,76.9800033569336
2019-12-10,77.05000305175781
2020-02-27,78.44999694824219
2019-12-13,79.05999755859375
2020-05-19,79.5
2019-03-06,81.22000122070312
2018-11-30,79.43000030517578
2019-08-13,78.38999938964844
2019-07-12,77.63999938964844
2019-06-10,76.54000091552734
2019-05-09,76.68000030517578
2018-07-25,76.0199966430664
2018-09-27,76.9800033569336
2018-10-29,75.58000183105469
2019-10-16,74.04000091552734
2019-12-16,72.0
2020-03-04,70.77999877929688
2020-05-22,68.62999725341797
2019-10-01,68.12000274658203
2019-12-19,65.51000213623047
2018-09-10,68.63999938964844
2019-05-24,68.94000244140625
2018-08-09,68.16999816894531
2019-04-22,68.19000244140625
2019-03-21,69.69000244140625
2019-01-16,68.62000274658203
2019-08-28,71.1500015258789
2018-11-13,71.5199966430664
2018-10-12,72.04000091552734
