Dates,XOM
2018-06-20,80.2699966430664
2018-06-21,79.33000183105469
2018-06-25,80.91999816894531
2018-06-22,79.30000305175781
2018-06-26,79.97000122070312
2018-06-27,81.05999755859375
2018-06-28,81.02999877929688
2018-06-29,82.29000091552734
2018-07-02,81.31999969482422
2018-07-03,82.08000183105469
2018-07-05,82.05000305175781
2018-07-16,81.66000366210938
2018-09-18,82.55999755859375
2019-01-24,83.51000213623047
2019-09-05,82.02999877929688
2018-11-21,82.30999755859375
2020-01-13,82.55999755859375
2020-04-01,82.0
2020-06-19,82.04000091552734
2019-10-29,81.48999786376953
2020-01-16,81.72000122070312
2020-06-22,81.25
2018-10-03,81.18000030517578
2018-07-31,81.4800033569336
2019-03-12,82.51000213623047
2019-02-08,83.37000274658203
2019-01-07,80.80999755859375
2018-12-06,80.70999908447266
2019-08-19,81.44000244140625
2019-07-18,80.22000122070312
2019-05-15,79.44999694824219
2019-09-20,79.62999725341797
2019-11-01,79.73999786376953
2020-04-07,80.30999755859375
2020-06-25,80.3499984741211
2020-06-16,80.11000061035156
2019-11-04,78.86000061035156
2020-01-22,78.43000030517578
2019-11-07,78.08000183105469
2020-04-13,76.51000213623047
2019-07-01,77.19999694824219
2019-05-30,77.80000305175781
2018-08-15,78.16999816894531
2018-10-18,78.66999816894531
2019-03-27,79.0199966430664
2019-01-22,78.9000015258789
2018-12-21,79.41999816894531
2019-09-03,79.86000061035156
2018-11-19,80.19999694824219
2019-08-02,80.0999984741211
2020-01-28,80.12000274658203
2020-04-16,79.7699966430664
2019-11-13,79.80999755859375
2020-01-31,79.5999984741211
2018-12-04,80.33999633789062
2018-11-02,79.81999969482422
2019-07-16,81.66000366210938
2018-08-30,81.62999725341797
2018-10-01,82.87000274658203
2019-06-14,82.01000213623047
2019-05-13,82.2699966430664
2019-04-11,82.98999786376953
2019-02-06,83.44999694824219
2019-09-18,83.63999938964844
2020-02-03,84.54000091552734
2020-04-22,84.5199966430664
2019-11-19,85.72000122070312
2020-02-06,86.37000274658203
2019-11-22,85.69000244140625
2019-03-25,85.58999633789062
2019-02-21,84.98999786376953
2018-12-19,85.26000213623047
2018-07-12,85.62000274658203
2018-09-14,85.9800033569336
2018-08-13,85.25
2018-10-16,84.93000030517578
2019-07-31,84.6500015258789
2019-05-28,85.73999786376953
2019-04-26,84.5
2020-04-28,81.16999816894531
2019-11-25,80.2699966430664
2020-02-12,80.81999969482422
2020-05-01,80.01000213623047
2020-05-04,80.33999633789062
2019-06-12,81.19999694824219
2019-04-09,81.51000213623047
2019-03-08,80.63999938964844
2019-02-04,78.72000122070312
2018-07-27,77.55000305175781
2018-08-28,77.73999786376953
2019-01-03,76.95999908447266
2019-08-15,76.22000122070312
2018-10-31,77.41999816894531
2019-09-16,78.9000015258789
2020-02-18,79.30000305175781
2020-05-07,80.2300033569336
2018-08-17,81.44000244140625
2019-12-04,81.3499984741211
2020-02-21,81.66000366210938
2018-12-17,81.54000091552734
2019-08-30,79.69000244140625
2018-11-15,79.7300033569336
2019-07-29,77.63999938964844
2019-06-27,76.75
2019-04-24,75.91000366210938
2018-07-10,78.0999984741211
2018-09-12,78.43000030517578
2019-02-19,76.37000274658203
2019-01-18,77.26000213623047
2020-02-24,74.69999694824219
2020-05-13,76.12000274658203
2019-12-10,76.4000015258789
2020-02-27,76.83999633789062
