Dates,XOM
2018-06-20,81.12999725341797
2018-06-21,80.37999725341797
2018-06-25,81.94000244140625
2018-06-22,81.23999786376953
2018-06-26,81.01000213623047
2018-06-27,82.4800033569336
2018-06-28,82.06999969482422
2018-06-29,83.54000091552734
2018-07-02,82.12999725341797
2018-07-03,83.44999694824219
2018-07-05,82.7699966430664
2018-07-16,82.69999694824219
2018-09-18,83.12999725341797
2019-01-24,84.12000274658203
2019-09-05,83.52999877929688
2018-11-21,83.23999786376953
2020-01-13,83.75
2020-04-01,82.79000091552734
2020-06-19,82.75
2019-10-29,82.31999969482422
2020-01-16,82.62000274658203
2020-06-22,81.93000030517578
2018-10-03,82.0
2018-07-31,83.0199966430664
2019-03-12,83.73999786376953
2019-02-08,84.4000015258789
2019-01-07,82.37999725341797
2018-12-06,82.12999725341797
2019-08-19,82.1500015258789
2019-07-18,80.93000030517578
2019-05-15,80.26000213623047
2019-09-20,80.30000305175781
2019-11-01,80.43000030517578
2020-04-07,81.58999633789062
2020-06-25,81.2300033569336
2020-06-16,80.91000366210938
2019-11-04,79.5199966430664
2020-01-22,79.75
2019-11-07,79.06999969482422
2020-04-13,77.9000015258789
2019-07-01,78.0999984741211
2019-05-30,78.48999786376953
2018-08-15,79.0
2018-10-18,79.58000183105469
2019-03-27,80.05000305175781
2019-01-22,79.62999725341797
2018-12-21,80.05000305175781
2019-09-03,80.47000122070312
2018-11-19,80.81999969482422
2019-08-02,81.04000091552734
2020-01-28,80.77999877929688
2020-04-16,80.45999908447266
2019-11-13,80.69000244140625
2020-01-31,81.43000030517578
2018-12-04,81.63999938964844
2018-11-02,81.93000030517578
2019-07-16,82.73999786376953
2018-08-30,83.19000244140625
2018-10-01,83.77999877929688
2019-06-14,83.25
2019-05-13,83.1500015258789
2019-04-11,83.61000061035156
2019-02-06,84.12999725341797
2019-09-18,84.7699966430664
2020-02-03,85.33999633789062
2020-04-22,85.43000030517578
2019-11-19,87.08999633789062
2020-02-06,87.36000061035156
2019-11-22,86.5
2019-03-25,86.37999725341797
2019-02-21,85.93000030517578
2018-12-19,86.02999877929688
2018-07-12,86.66999816894531
2018-09-14,86.88999938964844
2018-08-13,86.08000183105469
2018-10-16,85.69999694824219
2019-07-31,86.30999755859375
2019-05-28,86.87999725341797
2019-04-26,86.81999969482422
2020-04-28,84.16999816894531
2019-11-25,82.23999786376953
2020-02-12,81.73999786376953
2020-05-01,81.2699966430664
2020-05-04,81.5199966430664
2019-06-12,82.47000122070312
2019-04-09,82.45999908447266
2019-03-08,82.18000030517578
2019-02-04,80.45999908447266
2018-07-27,80.26000213623047
2018-08-28,79.05000305175781
2019-01-03,78.41000366210938
2019-08-15,78.43000030517578
2018-10-31,79.02999877929688
2019-09-16,80.3499984741211
2020-02-18,80.75
2020-05-07,82.44999694824219
2018-08-17,82.87000274658203
2019-12-04,82.0999984741211
2020-02-21,83.13999938964844
2018-12-17,83.75
2019-08-30,81.4000015258789
2018-11-15,81.7300033569336
2019-07-29,79.8499984741211
2019-06-27,79.08999633789062
2019-04-24,78.19000244140625
2018-07-10,79.19000244140625
2018-09-12,79.36000061035156
2019-02-19,78.9000015258789
2019-01-18,78.37999725341797
2020-02-24,76.19999694824219
2020-05-13,77.31999969482422
2019-12-10,77.44999694824219
2020-02-27,78.44999694824219
2019-12-13,79.52999877929688
2020-05-19,79.5999984741211
2019-03-06,81.45999908447266
