Dates,HOLX
2018-06-20,39.810001373291016
2018-06-21,39.75
2018-06-25,39.75
2018-06-22,40.29999923706055
2018-06-26,39.709999084472656
2018-06-27,39.849998474121094
2018-06-28,39.20000076293945
2018-06-29,39.439998626708984
2018-07-02,39.47999954223633
2018-07-03,39.93000030517578
2018-07-05,39.630001068115234
2018-07-16,40.380001068115234
2018-09-18,41.2400016784668
2019-01-24,41.400001525878906
2019-09-05,41.25
2018-11-21,41.65999984741211
2020-01-13,41.939998626708984
2020-04-01,42.0
2020-06-19,40.939998626708984
2019-10-29,41.56999969482422
2020-01-16,41.0099983215332
2020-06-22,41.29999923706055
2018-10-03,40.959999084472656
2018-07-31,41.54999923706055
2019-03-12,41.66999816894531
2019-02-08,42.15999984741211
2019-01-07,42.599998474121094
2018-12-06,42.529998779296875
2019-08-19,42.97999954223633
2019-07-18,43.459999084472656
2019-05-15,41.2599983215332
2019-09-20,42.04999923706055
2019-11-01,41.970001220703125
2020-04-07,41.97999954223633
2020-06-25,41.619998931884766
2020-06-16,41.439998626708984
2019-11-04,41.11000061035156
2020-01-22,38.88999938964844
2019-11-07,38.81999969482422
2020-04-13,39.029998779296875
2019-07-01,38.61000061035156
2019-05-30,38.029998779296875
2018-08-15,38.2400016784668
2018-10-18,38.349998474121094
2019-03-27,38.47999954223633
2019-01-22,38.95000076293945
2018-12-21,38.689998626708984
2019-09-03,39.150001525878906
2018-11-19,39.150001525878906
2019-08-02,39.310001373291016
2020-01-28,39.380001068115234
2020-04-16,39.56999969482422
2019-11-13,39.709999084472656
2020-01-31,38.709999084472656
2018-12-04,39.0
2018-11-02,38.63999938964844
2019-07-16,38.63999938964844
2018-08-30,38.58000183105469
2018-10-01,38.720001220703125
2019-06-14,38.70000076293945
2019-05-13,39.29999923706055
2019-04-11,39.720001220703125
2019-02-06,39.58000183105469
2019-09-18,40.560001373291016
2020-02-03,41.040000915527344
2020-04-22,41.380001068115234
2019-11-19,40.93000030517578
2020-02-06,40.810001373291016
2019-11-22,41.38999938964844
2019-03-25,41.029998779296875
2019-02-21,40.70000076293945
2018-12-19,41.22999954223633
2018-07-12,40.9900016784668
2018-09-14,41.130001068115234
2018-08-13,40.84000015258789
2018-10-16,40.529998779296875
2019-07-31,40.41999816894531
2019-05-28,40.790000915527344
2019-04-26,41.15999984741211
2020-04-28,40.47999954223633
2019-11-25,39.880001068115234
2020-02-12,39.939998626708984
2020-05-01,40.34000015258789
2020-05-04,41.15999984741211
2019-06-12,41.61000061035156
2019-04-09,41.22999954223633
2019-03-08,40.810001373291016
2019-02-04,40.04999923706055
2018-07-27,40.220001220703125
2018-08-28,39.029998779296875
2019-01-03,38.38999938964844
2019-08-15,38.720001220703125
2018-10-31,38.029998779296875
2019-09-16,38.97999954223633
2020-02-18,39.040000915527344
2020-05-07,40.33000183105469
2018-08-17,40.25
2019-12-04,39.959999084472656
2020-02-21,40.83000183105469
