Dates,HOLX
2018-06-20,39.459999084472656
2018-06-21,39.31999969482422
2018-06-25,39.59000015258789
2018-06-22,39.119998931884766
2018-06-26,39.45000076293945
2018-06-27,39.310001373291016
2018-06-28,38.83000183105469
2018-06-29,39.119998931884766
2018-07-02,38.83000183105469
2018-07-03,39.45000076293945
2018-07-05,39.400001525878906
2018-07-16,40.349998474121094
2018-09-18,40.849998474121094
2019-01-24,41.09000015258789
2019-09-05,41.189998626708984
2018-11-21,41.529998779296875
2020-01-13,41.869998931884766
2020-04-01,41.040000915527344
2020-06-19,40.77000045776367
2019-10-29,40.93000030517578
2020-01-16,40.810001373291016
2020-06-22,40.88999938964844
2018-10-03,40.81999969482422
2018-07-31,41.29999923706055
2019-03-12,41.650001525878906
2019-02-08,42.0099983215332
2019-01-07,42.22999954223633
2018-12-06,42.5
2019-08-19,42.27000045776367
2019-07-18,41.0099983215332
2019-05-15,41.189998626708984
2019-09-20,41.849998474121094
2019-11-01,41.849998474121094
2020-04-07,41.5099983215332
2020-06-25,41.20000076293945
2020-06-16,40.95000076293945
2019-11-04,40.58000183105469
2020-01-22,38.47999954223633
2019-11-07,38.81999969482422
2020-04-13,38.060001373291016
2019-07-01,38.060001373291016
2019-05-30,37.849998474121094
2018-08-15,37.84000015258789
2018-10-18,37.84000015258789
2019-03-27,38.09000015258789
2019-01-22,38.56999969482422
2018-12-21,38.59000015258789
2019-09-03,38.91999816894531
2018-11-19,39.029998779296875
2019-08-02,39.189998626708984
2020-01-28,39.380001068115234
2020-04-16,39.459999084472656
2019-11-13,39.310001373291016
2020-01-31,38.5099983215332
2018-12-04,38.720001220703125
2018-11-02,38.27000045776367
2019-07-16,38.52000045776367
2018-08-30,38.45000076293945
2018-10-01,38.59000015258789
2019-06-14,38.70000076293945
2019-05-13,38.900001525878906
2019-04-11,39.349998474121094
2019-02-06,39.38999938964844
2019-09-18,40.560001373291016
2020-02-03,40.939998626708984
2020-04-22,41.15999984741211
2019-11-19,40.59000015258789
2020-02-06,40.75
2019-11-22,40.970001220703125
2019-03-25,40.58000183105469
2019-02-21,40.66999816894531
2018-12-19,40.869998931884766
2018-07-12,40.47999954223633
2018-09-14,40.70000076293945
2018-08-13,40.29999923706055
2018-10-16,39.93000030517578
2019-07-31,40.119998931884766
2019-05-28,40.43000030517578
2019-04-26,40.47999954223633
2020-04-28,39.18000030517578
2019-11-25,39.38999938964844
2020-02-12,39.720001220703125
2020-05-01,40.15999984741211
2020-05-04,41.040000915527344
2019-06-12,40.7400016784668
2019-04-09,40.70000076293945
2019-03-08,40.29999923706055
2019-02-04,39.369998931884766
2018-07-27,38.68000030517578
2018-08-28,38.58000183105469
2019-01-03,37.81999969482422
2019-08-15,37.470001220703125
2018-10-31,37.90999984741211
2019-09-16,38.58000183105469
2020-02-18,38.970001220703125
2020-05-07,39.68000030517578
2018-08-17,39.7400016784668
2019-12-04,39.810001373291016
2020-02-21,40.529998779296875
2018-12-17,41.52000045776367
2019-08-30,41.040000915527344
2018-11-15,40.900001525878906
2019-07-29,40.119998931884766
2019-06-27,39.72999954223633
2019-04-24,39.439998626708984
2018-07-10,41.16999816894531
2018-09-12,41.20000076293945
2019-02-19,41.0
2019-01-18,41.38999938964844
2020-02-24,41.290000915527344
2020-05-13,42.40999984741211
2019-12-10,42.45000076293945
2020-02-27,43.61000061035156
2019-12-13,44.209999084472656
2020-05-19,44.279998779296875
2019-03-06,44.220001220703125
2018-11-30,43.79999923706055
2019-08-13,42.58000183105469
2019-07-12,41.91999816894531
2019-06-10,41.439998626708984
2019-05-09,42.040000915527344
2018-07-25,42.72999954223633
2018-09-27,42.52000045776367
2018-10-29,41.84000015258789
2019-10-16,40.08000183105469
2019-12-16,39.56999969482422
2020-03-04,39.40999984741211
2020-05-22,38.06999969482422
2019-10-01,37.7599983215332
2019-12-19,37.47999954223633
2018-09-10,37.91999816894531
2019-05-24,39.15999984741211
2018-08-09,40.290000915527344
2019-04-22,40.59000015258789
2019-03-21,38.15999984741211
2019-01-16,37.68000030517578
2019-08-28,38.27000045776367
2018-11-13,40.0
2018-10-12,40.09000015258789
2019-06-25,41.0
2020-03-10,41.84000015258789
2020-05-28,42.13999938964844
2019-10-07,42.099998474121094
2020-03-13,42.59000015258789
2019-10-10,42.79999923706055
2020-03-16,42.65999984741211
2020-06-03,42.959999084472656
2018-11-28,43.02000045776367
2018-09-25,43.95000076293945
2018-07-23,44.2599983215332
2018-08-24,40.810001373291016
2019-07-10,44.150001525878906
2019-05-07,43.90999984741211
2019-04-05,44.220001220703125
2019-03-04,43.0099983215332
2019-01-31,43.56999969482422
2019-09-12,43.279998779296875
2019-12-31,43.65999984741211
2020-03-19,43.380001068115234
2020-01-03,42.91999816894531
2020-06-09,42.97999954223633
2019-02-15,43.709999084472656
2019-01-14,43.90999984741211
2018-07-06,44.40999984741211
2018-08-07,44.75
2018-10-10,45.13999938964844
2018-12-13,45.720001220703125
2019-08-26,46.13999938964844
2019-07-25,46.099998474121094
2019-05-22,46.189998626708984
2019-03-19,46.95000076293945
2020-01-06,45.90999984741211
2020-03-25,46.02000045776367
2020-06-12,46.810001373291016
2019-10-22,47.380001068115234
2020-01-09,46.84000015258789
2020-06-15,47.15999984741211
2019-10-25,46.52000045776367
2020-03-31,46.400001525878906
2020-06-18,45.97999954223633
2019-04-03,46.540000915527344
2018-08-22,46.79999923706055
2018-10-25,46.84000015258789
2019-01-29,46.970001220703125
2018-12-28,47.38999938964844
2018-11-26,46.68000030517578
2019-08-09,47.0099983215332
2019-07-08,46.9900016784668
2019-06-06,47.22999954223633
2019-09-10,46.81999969482422
2020-01-15,46.540000915527344
2020-04-03,46.970001220703125
2019-10-31,46.380001068115234
2020-04-06,46.869998931884766
2020-06-24,47.529998779296875
2018-11-09,47.93000030517578
2019-07-23,47.95000076293945
2019-06-21,47.5099983215332
2019-05-20,46.93000030517578
2019-04-18,47.04999923706055
2018-09-06,46.18000030517578
2018-10-08,46.63999938964844
2019-02-13,47.02000045776367
2018-12-11,47.279998779296875
2019-09-25,47.380001068115234
