Dates,HOLX
2018-09-21,45.720001220703125
2018-07-19,46.459999084472656
2018-08-20,46.5
2018-10-23,46.47999954223633
2019-05-03,47.04999923706055
2019-04-01,46.779998779296875
2019-02-28,46.68000030517578
2019-11-12,46.060001373291016
2020-01-30,45.63999938964844
2019-11-15,45.619998931884766
2020-04-21,45.150001525878906
2019-04-16,45.25
2019-03-15,45.0099983215332
2019-02-11,45.72999954223633
2019-01-10,45.290000915527344
2019-08-22,45.060001373291016
2018-11-07,45.310001373291016
2018-08-03,45.130001068115234
2018-09-04,44.869998931884766
2019-06-19,45.15999984741211
2019-09-23,45.0099983215332
2019-11-18,43.9900016784668
2020-02-05,44.220001220703125
2020-04-24,44.06999969482422
2019-03-29,44.470001220703125
2019-11-21,45.11000061035156
2020-04-27,46.560001373291016
2020-02-11,46.619998931884766
2020-04-30,47.15999984741211
2019-05-01,48.130001068115234
2019-02-26,48.349998474121094
2019-01-25,48.25
2018-12-24,48.290000915527344
2019-09-06,48.349998474121094
2018-07-17,48.029998779296875
2018-09-19,48.470001220703125
2019-08-05,49.099998474121094
2019-10-08,49.779998779296875
2019-12-11,49.209999084472656
2019-11-27,49.11000061035156
2020-02-14,48.88999938964844
2020-05-06,48.33000183105469
2019-01-08,47.88999938964844
2018-12-07,48.11000061035156
2019-08-20,48.5099983215332
2018-11-05,48.400001525878906
2019-07-19,48.54999923706055
2018-10-04,48.08000183105469
2019-06-17,47.959999084472656
2019-05-16,47.849998474121094
2018-08-01,48.040000915527344
2019-03-13,47.9900016784668
2019-12-03,47.63999938964844
2020-02-20,47.61000061035156
2019-12-06,47.41999816894531
2020-05-12,47.4900016784668
2019-12-09,48.54999923706055
2020-02-26,48.779998779296875
2020-05-15,48.630001068115234
2019-03-28,48.86000061035156
2018-09-17,49.470001220703125
2018-08-16,49.689998626708984
2018-10-19,49.7400016784668
2019-04-29,50.43000030517578
2019-01-23,51.56999969482422
2019-09-04,52.189998626708984
2018-11-20,51.33000183105469
2019-07-02,50.83000183105469
2019-05-31,49.90999984741211
2019-12-12,48.81999969482422
2020-05-18,49.36000061035156
2019-09-27,50.11000061035156
2020-03-03,50.439998626708984
2020-05-21,50.220001220703125
2019-05-14,50.5
2018-08-31,50.279998779296875
2018-07-30,49.97999954223633
2018-10-02,50.790000915527344
2019-04-12,50.939998626708984
2019-03-11,50.93000030517578
2019-02-07,50.650001525878906
2019-07-17,50.650001525878906
2019-09-19,49.83000183105469
2019-10-21,48.75
2019-12-18,48.900001525878906
2020-03-06,48.63999938964844
2019-10-03,49.2400016784668
2020-03-09,49.619998931884766
2020-05-27,49.13999938964844
2019-12-24,48.95000076293945
2020-03-12,49.81999969482422
2018-12-20,50.22999954223633
2019-08-01,49.93000030517578
2018-08-14,49.09000015258789
2018-07-13,49.709999084472656
2018-10-17,50.22999954223633
2019-05-29,50.040000915527344
2019-03-26,49.810001373291016
2019-02-22,50.209999084472656
2019-10-04,50.290000915527344
2019-11-05,50.38999938964844
2019-12-27,50.34000015258789
2020-06-02,50.31999969482422
2019-12-30,50.630001068115234
2020-03-18,50.220001220703125
2020-06-05,51.439998626708984
2019-07-15,50.0
2018-12-03,50.939998626708984
2019-06-13,50.970001220703125
2019-01-04,48.66999816894531
2018-08-29,49.310001373291016
2019-02-05,49.06999969482422
2018-11-01,49.529998779296875
2019-08-16,48.95000076293945
2019-04-10,49.5
2019-09-17,49.20000076293945
2019-10-15,49.41999816894531
2020-01-02,49.130001068115234
2020-06-08,49.720001220703125
2019-10-18,49.34000015258789
2020-03-24,49.45000076293945
2020-06-11,50.08000183105469
2020-01-08,50.29999923706055
2019-04-25,49.59000015258789
2019-07-30,48.83000183105469
2019-02-20,48.2599983215332
2018-07-11,47.93000030517578
2018-09-13,47.97999954223633
2018-10-15,48.560001373291016
2019-06-28,48.279998779296875
2018-12-18,48.5099983215332
2018-11-16,49.040000915527344
2019-10-02,49.0099983215332
2020-03-27,48.77000045776367
2020-01-10,49.060001373291016
2019-10-24,49.560001373291016
2020-03-30,46.779998779296875
2020-06-17,46.52000045776367
2020-01-14,46.459999084472656
2020-04-02,47.15999984741211
2019-01-02,46.939998626708984
2019-08-14,47.33000183105469
2018-10-30,47.56999969482422
2019-06-11,47.34000015258789
2019-05-10,49.27000045776367
2019-04-08,49.63999938964844
2018-08-27,50.25
2018-07-26,51.349998474121094
2018-09-28,51.58000183105469
2019-03-07,51.86000061035156
2019-10-30,51.630001068115234
2020-01-17,51.70000076293945
2020-06-23,51.81999969482422
2020-04-08,52.41999816894531
2020-06-26,52.40999984741211
2019-03-22,53.0
2019-01-17,52.790000915527344
2019-08-29,52.380001068115234
2018-11-14,52.720001220703125
2019-06-26,53.7400016784668
2018-09-11,53.619998931884766
2018-07-09,53.650001525878906
2018-08-10,53.70000076293945
2019-04-23,53.04999923706055
2019-09-30,52.630001068115234
2020-01-23,52.540000915527344
2019-11-08,52.689998626708984
2020-04-14,52.7599983215332
2019-11-11,52.65999984741211
2020-01-29,52.59000015258789
2020-04-17,52.689998626708984
2018-07-24,52.2400016784668
2018-09-26,52.310001373291016
2019-05-08,51.939998626708984
2019-03-05,52.470001220703125
2019-02-01,52.79999923706055
2018-12-31,52.810001373291016
2018-11-29,53.43000030517578
2019-08-12,53.58000183105469
2019-07-11,53.63999938964844
2019-09-13,54.0
2019-11-14,54.2400016784668
2020-04-20,54.380001068115234
2020-02-04,54.72999954223633
2020-04-23,54.5099983215332
2018-12-14,54.61000061035156
2019-08-27,54.29999923706055
2018-08-08,54.02000045776367
2018-10-11,54.04999923706055
2018-11-12,54.77000045776367
2019-07-26,55.15999984741211
2019-06-24,54.970001220703125
2019-05-23,54.45000076293945
2019-03-20,54.189998626708984
2019-01-15,55.25
2019-11-20,55.09000015258789
2020-02-07,54.58000183105469
2020-02-10,54.16999816894531
2020-04-29,53.4900016784668
2019-11-26,53.70000076293945
2020-02-13,53.58000183105469
2019-01-30,52.72999954223633
2018-08-23,53.040000915527344
2018-09-24,53.11000061035156
2018-11-27,53.16999816894531
2018-10-26,52.959999084472656
2019-07-09,52.7400016784668
2019-06-07,51.97999954223633
2019-05-06,51.7400016784668
2019-04-04,50.09000015258789
2019-09-11,49.29999923706055
2019-11-29,47.25
2020-05-05,48.86000061035156
2019-12-02,49.81999969482422
2020-02-19,49.47999954223633
2020-05-08,48.790000915527344
2019-05-21,47.130001068115234
2019-03-18,45.779998779296875
2018-09-07,45.97999954223633
2018-08-06,44.7400016784668
2018-10-09,42.119998931884766
2019-02-14,42.09000015258789
2018-12-12,37.099998474121094
2019-07-24,34.04999923706055
2019-09-26,33.9900016784668
2019-10-28,32.83000183105469
2019-12-05,32.849998474121094
2020-05-11,31.149999618530273
2019-07-03,31.770000457763672
2020-02-25,33.20000076293945
2020-05-14,34.2599983215332
2020-02-28,34.09000015258789
2019-08-08,35.36000061035156
2019-06-05,35.38999938964844
2018-07-20,34.34000015258789
2018-08-21,34.2400016784668
2018-10-24,34.34000015258789
2019-04-02,36.31999969482422
2019-03-01,38.88999938964844
2019-01-28,39.65999984741211
2018-12-27,41.66999816894531
2019-09-09,41.06999969482422
2020-03-02,42.65999984741211
2020-05-20,41.63999938964844
2019-12-17,42.0
2020-03-05,43.790000915527344
2019-02-12,44.31999969482422
2019-01-11,43.2599983215332
2018-12-10,43.189998626708984
2019-08-23,46.34000015258789
2018-11-08,47.459999084472656
2019-07-22,49.900001525878906
2019-06-20,50.5
2018-09-05,50.060001373291016
2019-04-17,53.45000076293945
2019-09-24,49.689998626708984
2019-12-20,50.2599983215332
2020-05-26,51.43000030517578
2019-04-30,52.369998931884766
2019-12-23,53.25
2020-03-11,53.400001525878906
2020-05-29,53.0
2019-12-26,53.470001220703125
2020-06-01,52.36000061035156
2019-05-02,51.5099983215332
2019-02-27,52.459999084472656
2018-11-23,53.9900016784668
2019-08-06,53.47999954223633
2018-07-18,54.58000183105469
2018-09-20,53.93000030517578
2018-10-22,52.68000030517578
2019-07-05,53.58000183105469
2019-06-03,51.43000030517578
2019-10-09,53.20000076293945
2019-10-11,53.18000030517578
2020-03-17,53.79999923706055
2020-06-04,53.130001068115234
2019-10-14,54.619998931884766
2020-03-20,53.7599983215332
2018-11-06,53.58000183105469
2019-06-18,53.31999969482422
2019-05-17,53.95000076293945
2019-04-15,53.2599983215332
2019-03-14,51.33000183105469
2019-01-09,51.77000045776367
2018-08-02,52.59000015258789
2018-10-05,53.88999938964844
2019-08-21,53.33000183105469
2019-10-17,53.119998931884766
2020-03-23,55.279998779296875
2020-06-10,55.5
2019-02-25,55.959999084472656
2020-01-07,55.25
2020-03-26,54.779998779296875
2019-10-23,54.95000076293945
