Dates,HOLX
2018-06-20,39.75
2018-06-21,39.56999969482422
2018-06-25,40.459999084472656
2018-06-22,39.63999938964844
2018-06-26,39.810001373291016
2018-06-27,39.33000183105469
2018-06-28,39.41999816894531
2018-06-29,39.75
2018-07-02,39.630001068115234
2018-07-03,39.52000045776367
2018-07-05,40.2400016784668
2018-07-16,41.09000015258789
2018-09-18,41.220001220703125
2019-01-24,41.36000061035156
2019-09-05,41.56999969482422
2018-11-21,41.95000076293945
2020-01-13,42.0099983215332
2020-04-01,41.09000015258789
2020-06-19,41.5
2019-10-29,41.08000183105469
2020-01-16,41.31999969482422
2020-06-22,41.119998931884766
2018-10-03,41.400001525878906
2018-07-31,41.720001220703125
2019-03-12,42.0
2019-02-08,42.61000061035156
2019-01-07,42.47999954223633
2018-12-06,42.91999816894531
2019-08-19,42.90999984741211
2019-07-18,41.43000030517578
2019-05-15,42.119998931884766
2019-09-20,42.11000061035156
2019-11-01,42.0
2020-04-07,41.68000030517578
2020-06-25,41.290000915527344
2020-06-16,41.029998779296875
2019-11-04,40.65999984741211
2020-01-22,39.02000045776367
2019-11-07,39.27000045776367
2020-04-13,38.40999984741211
2019-07-01,38.15999984741211
2019-05-30,38.33000183105469
2018-08-15,38.2599983215332
2018-10-18,38.4900016784668
2019-03-27,39.02000045776367
2019-01-22,38.630001068115234
2018-12-21,39.060001373291016
2019-09-03,39.060001373291016
2018-11-19,39.2599983215332
2019-08-02,39.459999084472656
2020-01-28,39.689998626708984
2020-04-16,39.7599983215332
2019-11-13,39.720001220703125
2020-01-31,39.040000915527344
2018-12-04,38.7400016784668
2018-11-02,38.45000076293945
2019-07-16,38.790000915527344
2018-08-30,38.720001220703125
2018-10-01,39.04999923706055
2019-06-14,39.459999084472656
2019-05-13,39.63999938964844
2019-04-11,39.529998779296875
2019-02-06,40.5
2019-09-18,40.93000030517578
2020-02-03,41.16999816894531
2020-04-22,41.2400016784668
2019-11-19,40.66999816894531
2020-02-06,41.22999954223633
2019-11-22,41.04999923706055
2019-03-25,40.75
2019-02-21,40.97999954223633
2018-12-19,41.040000915527344
2018-07-12,40.959999084472656
2018-09-14,40.900001525878906
2018-08-13,40.529998779296875
2018-10-16,40.47999954223633
2019-07-31,40.65999984741211
2019-05-28,41.349998474121094
2019-04-26,40.560001373291016
2020-04-28,39.34000015258789
2019-11-25,40.040000915527344
2020-02-12,40.130001068115234
2020-05-01,41.27000045776367
2020-05-04,41.59000015258789
2019-06-12,41.099998474121094
2019-04-09,40.83000183105469
2019-03-08,40.58000183105469
2019-02-04,40.20000076293945
2018-07-27,38.7599983215332
2018-08-28,38.97999954223633
2019-01-03,38.220001220703125
2019-08-15,37.900001525878906
2018-10-31,38.650001525878906
2019-09-16,38.9900016784668
2020-02-18,40.09000015258789
2020-05-07,40.130001068115234
