Dates,EBAY
2018-06-20,39.540000915527344
2018-06-21,39.59000015258789
2018-06-25,38.27000045776367
2018-06-22,37.75
2018-06-26,37.369998931884766
2018-06-27,37.29999923706055
2018-06-28,36.369998931884766
2018-06-29,36.540000915527344
2018-07-02,36.68000030517578
2018-07-03,37.209999084472656
2018-07-05,37.099998474121094
2018-07-16,37.540000915527344
2018-09-18,37.93000030517578
2019-01-24,37.5
2019-09-05,37.43000030517578
2018-11-21,37.779998779296875
2020-01-13,37.66999816894531
2020-04-01,38.060001373291016
2020-06-19,38.150001525878906
2019-10-29,38.34000015258789
2020-01-16,35.650001525878906
2020-06-22,34.90999984741211
2018-10-03,34.150001525878906
2018-07-31,34.060001373291016
2019-03-12,34.040000915527344
2019-02-08,34.63999938964844
2019-01-07,34.84000015258789
2018-12-06,33.959999084472656
2019-08-19,33.959999084472656
2019-07-18,33.45000076293945
2019-05-15,33.400001525878906
2019-09-20,33.720001220703125
2019-11-01,34.189998626708984
2020-04-07,34.209999084472656
2020-06-25,33.95000076293945
2020-06-16,34.209999084472656
2019-11-04,34.459999084472656
2020-01-22,34.45000076293945
2019-11-07,34.72999954223633
2020-04-13,34.099998474121094
2019-07-01,34.16999816894531
2019-05-30,34.2599983215332
2018-08-15,34.34000015258789
2018-10-18,34.869998931884766
2019-03-27,34.790000915527344
2019-01-22,34.88999938964844
2018-12-21,34.880001068115234
2019-09-03,34.790000915527344
2018-11-19,34.790000915527344
2019-08-02,35.290000915527344
2020-01-28,34.9900016784668
2020-04-16,35.060001373291016
2019-11-13,34.90999984741211
2020-01-31,34.689998626708984
2018-12-04,34.31999969482422
2018-11-02,34.02000045776367
2019-07-16,34.20000076293945
2018-08-30,34.209999084472656
2018-10-01,34.41999816894531
2019-06-14,34.849998474121094
2019-05-13,34.54999923706055
2019-04-11,34.38999938964844
2019-02-06,34.540000915527344
2019-09-18,34.369998931884766
2020-02-03,34.310001373291016
2020-04-22,34.459999084472656
2019-11-19,33.95000076293945
2020-02-06,33.720001220703125
2019-11-22,34.099998474121094
2019-03-25,33.7400016784668
2019-02-21,33.34000015258789
2018-12-19,33.150001525878906
2018-07-12,32.779998779296875
2018-09-14,33.130001068115234
2018-08-13,32.93000030517578
2018-10-16,32.72999954223633
2019-07-31,33.04999923706055
2019-05-28,34.599998474121094
2019-04-26,33.18000030517578
2020-04-28,31.799999237060547
2019-11-25,31.920000076293945
2020-02-12,32.150001525878906
2020-05-01,32.34000015258789
2020-05-04,32.38999938964844
2019-06-12,31.989999771118164
2019-04-09,29.579999923706055
2019-03-08,28.90999984741211
2019-02-04,28.360000610351562
2018-07-27,28.3799991607666
2018-08-28,28.299999237060547
2019-01-03,27.920000076293945
2019-08-15,27.799999237060547
2018-10-31,27.670000076293945
2019-09-16,29.489999771118164
2020-02-18,30.0
2020-05-07,30.079999923706055
2018-08-17,30.059999465942383
2019-12-04,30.260000228881836
2020-02-21,30.18000030517578
2018-12-17,29.969999313354492
2019-08-30,29.950000762939453
2018-11-15,29.700000762939453
2019-07-29,28.799999237060547
2019-06-27,28.34000015258789
2019-04-24,28.469999313354492
2018-07-10,28.350000381469727
2018-09-12,28.329999923706055
2019-02-19,28.6299991607666
2019-01-18,28.760000228881836
2020-02-24,29.049999237060547
2020-05-13,29.020000457763672
2019-12-10,28.8799991607666
2020-02-27,29.84000015258789
2019-12-13,29.8799991607666
2020-05-19,29.8799991607666
2019-03-06,30.360000610351562
2018-11-30,30.329999923706055
2019-08-13,29.540000915527344
2019-07-12,29.90999984741211
2019-06-10,29.290000915527344
2019-05-09,29.549999237060547
2018-07-25,29.489999771118164
2018-09-27,29.309999465942383
2018-10-29,29.139999389648438
2019-10-16,29.0
2019-12-16,28.780000686645508
2020-03-04,29.229999542236328
2020-05-22,28.520000457763672
2019-10-01,28.34000015258789
2019-12-19,26.920000076293945
2018-09-10,27.8799991607666
2019-05-24,28.040000915527344
2018-08-09,28.639999389648438
2019-04-22,28.5
2019-03-21,28.959999084472656
2019-01-16,28.81999969482422
2019-08-28,29.079999923706055
2018-11-13,29.649999618530273
2018-10-12,30.079999923706055
2019-06-25,30.399999618530273
2020-03-10,30.639999389648438
2020-05-28,30.540000915527344
2019-10-07,30.280000686645508
2020-03-13,30.75
2019-10-10,30.700000762939453
2020-03-16,30.549999237060547
2020-06-03,31.020000457763672
2018-11-28,34.75
2018-09-25,33.529998779296875
2018-07-23,32.86000061035156
2018-08-24,33.7599983215332
2019-07-10,34.22999954223633
2019-05-07,34.43000030517578
2019-04-05,34.31999969482422
2019-03-04,33.9900016784668
2019-01-31,34.47999954223633
2019-09-12,35.20000076293945
2019-12-31,35.529998779296875
2020-03-19,35.709999084472656
2020-01-03,35.38999938964844
2020-06-09,35.31999969482422
2019-02-15,35.900001525878906
2019-01-14,36.27000045776367
2018-07-06,36.540000915527344
2018-08-07,36.560001373291016
2018-10-10,36.83000183105469
2018-12-13,37.130001068115234
2019-08-26,37.25
2019-07-25,37.130001068115234
2019-05-22,37.5
2019-03-19,37.88999938964844
2020-01-06,37.54999923706055
2020-03-25,38.02000045776367
2020-06-12,37.5
2019-10-22,39.13999938964844
2020-01-09,37.58000183105469
2020-06-15,37.4900016784668
2019-10-25,37.540000915527344
2020-03-31,36.779998779296875
2020-06-18,36.02000045776367
2019-04-03,36.34000015258789
2018-08-22,36.4900016784668
2018-10-25,36.7400016784668
2019-01-29,36.619998931884766
2018-12-28,36.58000183105469
2018-11-26,36.58000183105469
2019-08-09,37.20000076293945
2019-07-08,36.90999984741211
2019-06-06,37.38999938964844
2019-09-10,37.439998626708984
2020-01-15,36.810001373291016
2020-04-03,37.09000015258789
2019-10-31,37.09000015258789
2020-04-06,37.43000030517578
2020-06-24,37.16999816894531
2018-11-09,37.77000045776367
2019-07-23,38.18000030517578
2019-06-21,38.2400016784668
2019-05-20,38.18000030517578
2019-04-18,38.33000183105469
2018-09-06,37.9900016784668
2018-10-08,37.86000061035156
2019-02-13,37.86000061035156
2018-12-11,37.630001068115234
2019-09-25,36.720001220703125
2020-01-21,36.470001220703125
2020-04-09,36.56999969482422
2019-11-06,36.75
2020-01-24,36.16999816894531
2020-01-27,36.22999954223633
2020-04-15,36.790000915527344
2018-12-26,38.7400016784668
2019-08-07,38.5099983215332
2019-06-04,38.4900016784668
2018-09-21,38.380001068115234
2018-07-19,38.79999923706055
2018-08-20,38.939998626708984
2018-10-23,38.18000030517578
2019-05-03,38.29999923706055
2019-04-01,38.060001373291016
2019-02-28,37.849998474121094
2019-11-12,37.7400016784668
2020-01-30,37.849998474121094
2019-11-15,37.58000183105469
2020-04-21,36.7400016784668
2019-04-16,37.2599983215332
2019-03-15,37.18000030517578
2019-02-11,37.63999938964844
2019-01-10,37.27000045776367
2019-08-22,36.95000076293945
2018-11-07,36.869998931884766
2018-08-03,36.59000015258789
2018-09-04,36.290000915527344
2019-06-19,36.380001068115234
2019-09-23,36.68000030517578
2019-11-18,36.22999954223633
2020-02-05,36.70000076293945
2020-04-24,36.13999938964844
2019-03-29,36.09000015258789
2019-11-21,36.810001373291016
2020-04-27,36.869998931884766
2020-02-11,36.81999969482422
2020-04-30,38.0
2019-05-01,38.400001525878906
2019-02-26,38.59000015258789
2019-01-25,39.060001373291016
2018-12-24,39.439998626708984
2019-09-06,39.31999969482422
2018-07-17,39.31999969482422
2018-09-19,39.93000030517578
2019-08-05,40.220001220703125
2019-10-08,40.54999923706055
2019-12-11,40.209999084472656
2019-11-27,40.18000030517578
2020-02-14,39.779998779296875
2020-05-06,39.369998931884766
2019-01-08,39.58000183105469
2018-12-07,39.560001373291016
2019-08-20,39.9900016784668
2018-11-05,40.189998626708984
2019-07-19,40.22999954223633
2018-10-04,40.0
2019-06-17,39.79999923706055
2019-05-16,39.97999954223633
2018-08-01,40.380001068115234
2019-03-13,39.939998626708984
2019-12-03,40.099998474121094
2020-02-20,40.31999969482422
2019-12-06,40.16999816894531
2020-05-12,41.11000061035156
2019-12-09,42.0
2020-02-26,40.33000183105469
2020-05-15,41.06999969482422
2019-03-28,41.15999984741211
2018-09-17,41.18000030517578
2018-08-16,41.150001525878906
2018-10-19,41.38999938964844
2019-04-29,41.650001525878906
2019-01-23,41.5
2019-09-04,41.540000915527344
2018-11-20,41.9900016784668
2019-07-02,40.959999084472656
2019-05-31,40.15999984741211
2019-12-12,39.72999954223633
2020-05-18,39.810001373291016
2019-09-27,41.2599983215332
2020-03-03,41.08000183105469
2020-05-21,40.04999923706055
2019-05-14,41.029998779296875
2018-08-31,40.380001068115234
2018-07-30,39.959999084472656
2018-10-02,40.06999969482422
2019-04-12,40.790000915527344
2019-03-11,40.349998474121094
2019-02-07,40.529998779296875
2019-07-17,40.56999969482422
2019-09-19,39.790000915527344
2019-10-21,39.41999816894531
2019-12-18,39.7599983215332
2020-03-06,40.2599983215332
2019-10-03,40.810001373291016
2020-03-09,40.7400016784668
2020-05-27,40.380001068115234
2019-12-24,39.880001068115234
2020-03-12,40.86000061035156
2018-12-20,41.08000183105469
2019-08-01,41.40999984741211
2018-08-14,41.189998626708984
2018-07-13,40.2599983215332
2018-10-17,40.540000915527344
2019-05-29,40.79999923706055
2019-03-26,40.38999938964844
2019-02-22,40.65999984741211
2019-10-04,40.619998931884766
2019-11-05,40.79999923706055
2019-12-27,40.869998931884766
2020-06-02,40.47999954223633
2019-12-30,40.66999816894531
2020-03-18,39.5
2020-06-05,39.47999954223633
2019-07-15,38.88999938964844
2018-12-03,39.04999923706055
2019-06-13,39.470001220703125
2019-01-04,38.56999969482422
2018-08-29,38.04999923706055
2019-02-05,38.380001068115234
2018-11-01,38.189998626708984
2019-08-16,37.72999954223633
2019-04-10,38.0
2019-09-17,38.2599983215332
2019-10-15,38.9900016784668
2020-01-02,38.630001068115234
2020-06-08,39.040000915527344
2019-10-18,39.189998626708984
2020-03-24,39.380001068115234
2020-06-11,39.349998474121094
2020-01-08,39.29999923706055
2019-04-25,39.36000061035156
2019-07-30,39.33000183105469
2019-02-20,36.650001525878906
2018-07-11,36.0
2018-09-13,36.25
2018-10-15,36.27000045776367
2019-06-28,36.189998626708984
2018-12-18,35.86000061035156
2018-11-16,35.59000015258789
2019-10-02,35.52000045776367
2020-03-27,35.7599983215332
2020-01-10,35.66999816894531
2019-10-24,35.619998931884766
2020-03-30,35.2599983215332
2020-06-17,35.310001373291016
2020-01-14,35.369998931884766
2020-04-02,34.93000030517578
2019-01-02,35.099998474121094
2019-08-14,35.58000183105469
2018-10-30,35.400001525878906
2019-06-11,35.40999984741211
2019-05-10,35.25
2019-04-08,35.150001525878906
2018-08-27,35.22999954223633
2018-07-26,36.529998779296875
2018-09-28,35.900001525878906
2019-03-07,36.02000045776367
2019-10-30,35.849998474121094
2020-01-17,35.619998931884766
2020-06-23,34.90999984741211
2020-04-08,35.2400016784668
2020-06-26,35.09000015258789
2019-03-22,35.220001220703125
2019-01-17,34.91999816894531
2019-08-29,35.0
2018-11-14,34.9900016784668
2019-06-26,35.459999084472656
2018-09-11,35.77000045776367
2018-07-09,35.77000045776367
2018-08-10,35.95000076293945
2019-04-23,35.91999816894531
2019-09-30,36.119998931884766
2020-01-23,36.34000015258789
2019-11-08,36.4900016784668
2020-04-14,36.279998779296875
2019-11-11,36.52000045776367
2020-01-29,36.400001525878906
2020-04-17,36.209999084472656
2018-07-24,36.119998931884766
2018-09-26,36.5
2019-05-08,36.099998474121094
2019-03-05,35.81999969482422
2019-02-01,35.70000076293945
2018-12-31,36.08000183105469
2018-11-29,35.45000076293945
2019-08-12,35.22999954223633
2019-07-11,34.88999938964844
2019-09-13,35.369998931884766
2019-11-14,35.720001220703125
2020-04-20,35.9900016784668
2020-02-04,35.900001525878906
2020-04-23,35.86000061035156
2018-12-14,36.06999969482422
2019-08-27,35.97999954223633
2018-08-08,35.790000915527344
2018-10-11,35.7400016784668
2018-11-12,36.45000076293945
2019-07-26,35.529998779296875
2019-06-24,35.13999938964844
2019-05-23,35.029998779296875
2019-03-20,34.529998779296875
2019-01-15,39.25
2019-11-20,37.45000076293945
2020-02-07,39.040000915527344
2020-02-10,36.869998931884766
2020-04-29,36.22999954223633
2019-11-26,36.66999816894531
2020-02-13,37.5
2019-01-30,37.27000045776367
2018-08-23,38.22999954223633
2018-09-24,38.630001068115234
2018-11-27,38.04999923706055
2018-10-26,37.869998931884766
2019-07-09,38.939998626708984
2019-06-07,37.869998931884766
2019-05-06,37.630001068115234
2019-04-04,37.18000030517578
2019-09-11,36.45000076293945
2019-11-29,34.77000045776367
2020-05-05,35.970001220703125
2019-12-02,37.41999816894531
2020-02-19,38.540000915527344
2020-05-08,38.220001220703125
2019-05-21,36.790000915527344
2019-03-18,36.130001068115234
2018-09-07,36.61000061035156
2018-08-06,35.7400016784668
2018-10-09,35.040000915527344
2019-02-14,34.810001373291016
2018-12-12,33.349998474121094
2019-07-24,33.939998626708984
2019-09-26,32.849998474121094
2019-10-28,31.489999771118164
2019-12-05,30.200000762939453
2020-05-11,27.639999389648438
2019-07-03,27.8799991607666
2020-02-25,29.479999542236328
2020-05-14,30.270000457763672
2020-02-28,30.8700008392334
2019-08-08,31.540000915527344
2019-06-05,31.18000030517578
2018-07-20,29.75
2018-08-21,29.40999984741211
2018-10-24,29.670000076293945
2019-04-02,31.31999969482422
2019-03-01,32.220001220703125
2019-01-28,33.08000183105469
2018-12-27,34.099998474121094
2019-09-09,35.08000183105469
2020-03-02,35.97999954223633
2020-05-20,36.40999984741211
2019-12-17,37.369998931884766
2020-03-05,37.63999938964844
2019-02-12,38.31999969482422
2019-01-11,38.22999954223633
