Dates,EBAY
2018-06-20,5750500.0
2018-06-21,11587300.0
2018-06-25,11808400.0
2018-06-22,13382600.0
2018-06-26,12451300.0
2018-06-27,9898300.0
2018-06-28,11381100.0
2018-06-29,6335800.0
2018-07-02,6144200.0
2018-07-03,3704000.0
2018-07-05,4653800.0
2018-07-16,4188500.0
2018-09-18,4660700.0
2019-01-24,11250700.0
2019-09-05,8442000.0
2018-11-21,9711500.0
2020-01-13,7785700.0
2020-04-01,11576800.0
2020-06-19,9931200.0
2019-10-29,15840300.0
2020-01-16,50978000.0
2020-06-22,20035000.0
2018-10-03,15380500.0
2018-07-31,10916700.0
2019-03-12,12141500.0
2019-02-08,9728300.0
2019-01-07,10161300.0
2018-12-06,10093700.0
2019-08-19,9976100.0
2019-07-18,8981800.0
2019-05-15,7235700.0
2019-09-20,7154100.0
2019-11-01,8119000.0
2020-04-07,5722300.0
2020-06-25,5504300.0
2020-06-16,8115900.0
2019-11-04,13198500.0
2020-01-22,7984400.0
2019-11-07,9201000.0
2020-04-13,12381500.0
2019-07-01,8534500.0
2019-05-30,6982400.0
2018-08-15,7843900.0
2018-10-18,9788800.0
2019-03-27,7463100.0
2019-01-22,7989400.0
2018-12-21,5412500.0
2019-09-03,7464800.0
2018-11-19,5877600.0
2019-08-02,5934400.0
2020-01-28,4985500.0
2020-04-16,7944100.0
2019-11-13,6743300.0
2020-01-31,8820700.0
2018-12-04,9240100.0
2018-11-02,6445200.0
2019-07-16,7787600.0
2018-08-30,4970600.0
2018-10-01,6035900.0
2019-06-14,6716800.0
2019-05-13,5376400.0
2019-04-11,6722700.0
2019-02-06,8724500.0
2019-09-18,13455600.0
2020-02-03,15877000.0
2020-04-22,24875000.0
2019-11-19,8746500.0
2020-02-06,20479000.0
2019-11-22,14007000.0
2019-03-25,7374800.0
2019-02-21,8467200.0
2018-12-19,11990700.0
2018-07-12,10174300.0
2018-09-14,11075500.0
2018-08-13,12293000.0
2018-10-16,9361100.0
2019-07-31,8036100.0
2019-05-28,27415000.0
2019-04-26,14292200.0
2020-04-28,14477800.0
2019-11-25,7910500.0
2020-02-12,5036400.0
2020-05-01,7111500.0
2020-05-04,10845300.0
2019-06-12,8705300.0
2019-04-09,39779400.0
2019-03-08,17677200.0
2019-02-04,12577500.0
2018-07-27,16309300.0
2018-08-28,12239600.0
2019-01-03,16691700.0
2019-08-15,18291800.0
2018-10-31,19994400.0
2019-09-16,28518100.0
2020-02-18,18717300.0
2020-05-07,16427500.0
2018-08-17,10724200.0
2019-12-04,12821600.0
2020-02-21,18347500.0
2018-12-17,10837900.0
2019-08-30,8713100.0
2018-11-15,10966400.0
2019-07-29,17743900.0
2019-06-27,12131000.0
2019-04-24,12345600.0
2018-07-10,12513700.0
2018-09-12,11562100.0
2019-02-19,15882600.0
2019-01-18,12092800.0
2020-02-24,7229000.0
2020-05-13,11018000.0
2019-12-10,9823500.0
2020-02-27,22025700.0
2019-12-13,8839400.0
2020-05-19,19709500.0
2019-03-06,18952800.0
2018-11-30,17330100.0
2019-08-13,15521800.0
2019-07-12,11785300.0
2019-06-10,10646400.0
2019-05-09,12570800.0
2018-07-25,12840500.0
2018-09-27,12261800.0
2018-10-29,11101100.0
2019-10-16,16640200.0
2019-12-16,13869600.0
2020-03-04,18442300.0
2020-05-22,21710600.0
2019-10-01,32178400.0
2019-12-19,6216100.0
2018-09-10,11503400.0
2019-05-24,9769900.0
2018-08-09,8781000.0
2019-04-22,7629300.0
2019-03-21,11190300.0
2019-01-16,10803900.0
2019-08-28,14593700.0
2018-11-13,13419400.0
2018-10-12,8179700.0
2019-06-25,10607500.0
2020-03-10,8741400.0
2020-05-28,13390900.0
2019-10-07,7523000.0
2020-03-13,7154900.0
2019-10-10,12725700.0
2020-03-16,12818500.0
2020-06-03,13839700.0
2018-11-28,56378700.0
2018-09-25,19280600.0
2018-07-23,11974800.0
2018-08-24,17028800.0
2019-07-10,22325500.0
2019-05-07,19304100.0
2019-04-05,27338600.0
2019-03-04,24996900.0
2019-01-31,19113800.0
2019-09-12,19798500.0
2019-12-31,13738200.0
2020-03-19,11340000.0
2020-01-03,9211000.0
2020-06-09,10228000.0
2019-02-15,9638400.0
2019-01-14,12684800.0
2018-07-06,7378000.0
2018-08-07,6874500.0
2018-10-10,10273100.0
2018-12-13,12312100.0
2019-08-26,11698700.0
2019-07-25,8151600.0
2019-05-22,6820600.0
2019-03-19,10147800.0
2020-01-06,12788000.0
2020-03-25,10571100.0
2020-06-12,7462700.0
2019-10-22,17271800.0
2020-01-09,11304000.0
2020-06-15,12174400.0
2019-10-25,10885400.0
2020-03-31,14928000.0
2020-06-18,16417000.0
2019-04-03,15306400.0
2018-08-22,10660900.0
2018-10-25,13247800.0
2019-01-29,10560900.0
2018-12-28,24454100.0
2018-11-26,9328100.0
2019-08-09,14686900.0
2019-07-08,11905400.0
2019-06-06,10661100.0
2019-09-10,8449100.0
2020-01-15,5482100.0
2020-04-03,7926700.0
2019-10-31,8223000.0
2020-04-06,9806800.0
2020-06-24,8636400.0
2018-11-09,6664100.0
2019-07-23,7396500.0
2019-06-21,10033500.0
2019-05-20,6372500.0
2019-04-18,7907400.0
2018-09-06,6982600.0
2018-10-08,7140800.0
2019-02-13,7057400.0
2018-12-11,19483300.0
2019-09-25,14267400.0
2020-01-21,9688300.0
2020-04-09,7046300.0
2019-11-06,12860000.0
2020-01-24,12335000.0
2020-01-27,7243900.0
2020-04-15,14144300.0
2018-12-26,21206400.0
2019-08-07,7937300.0
2019-06-04,9212000.0
2018-09-21,8028100.0
2018-07-19,8321400.0
2018-08-20,9686500.0
2018-10-23,10378400.0
2019-05-03,8775000.0
2019-04-01,6504700.0
2019-02-28,7808500.0
2019-11-12,5943700.0
2020-01-30,6454700.0
2019-11-15,8920100.0
2020-04-21,12425800.0
