Dates,EBAY
2018-06-20,39.2599983215332
2018-06-21,38.0099983215332
2018-06-25,38.09000015258789
2018-06-22,37.11000061035156
2018-06-26,37.06999969482422
2018-06-27,36.29999923706055
2018-06-28,36.13999938964844
2018-06-29,36.2599983215332
2018-07-02,36.66999816894531
2018-07-03,36.63999938964844
2018-07-05,37.029998779296875
2018-07-16,37.38999938964844
2018-09-18,37.90999984741211
2019-01-24,37.040000915527344
2019-09-05,36.97999954223633
2018-11-21,37.54999923706055
2020-01-13,37.61000061035156
2020-04-01,37.72999954223633
2020-06-19,37.810001373291016
2019-10-29,37.95000076293945
2020-01-16,34.11000061035156
2020-06-22,34.20000076293945
2018-10-03,33.790000915527344
2018-07-31,33.52000045776367
2019-03-12,33.88999938964844
2019-02-08,34.43000030517578
2019-01-07,33.810001373291016
2018-12-06,33.66999816894531
2019-08-19,33.45000076293945
2019-07-18,33.09000015258789
2019-05-15,33.220001220703125
2019-09-20,33.65999984741211
2019-11-01,33.9900016784668
2020-04-07,33.779998779296875
2020-06-25,33.84000015258789
2020-06-16,34.150001525878906
2019-11-04,34.09000015258789
2020-01-22,33.880001068115234
2019-11-07,34.400001525878906
2020-04-13,33.86000061035156
2019-07-01,33.77000045776367
2019-05-30,34.0099983215332
2018-08-15,34.02000045776367
2018-10-18,34.529998779296875
2019-03-27,34.70000076293945
2019-01-22,34.400001525878906
2018-12-21,34.529998779296875
2019-09-03,34.58000183105469
2018-11-19,34.7400016784668
2019-08-02,34.93000030517578
2020-01-28,34.79999923706055
2020-04-16,34.61000061035156
2019-11-13,34.79999923706055
2020-01-31,34.130001068115234
2018-12-04,33.65999984741211
2018-11-02,33.9900016784668
2019-07-16,33.709999084472656
2018-08-30,34.11000061035156
2018-10-01,34.2599983215332
2019-06-14,34.439998626708984
2019-05-13,34.099998474121094
2019-04-11,34.20000076293945
2019-02-06,34.119998931884766
2019-09-18,34.220001220703125
2020-02-03,34.2400016784668
2020-04-22,34.040000915527344
2019-11-19,33.720001220703125
2020-02-06,32.7599983215332
2019-11-22,33.58000183105469
2019-03-25,33.34000015258789
2019-02-21,33.02000045776367
2018-12-19,32.5099983215332
2018-07-12,32.560001373291016
2018-09-14,32.75
2018-08-13,32.630001068115234
2018-10-16,32.2400016784668
2019-07-31,32.58000183105469
2019-05-28,33.279998779296875
2019-04-26,31.670000076293945
2020-04-28,31.399999618530273
2019-11-25,31.719999313354492
2020-02-12,31.860000610351562
2020-05-01,32.25
2020-05-04,32.02000045776367
2019-06-12,31.549999237060547
2019-04-09,28.75
2019-03-08,28.489999771118164
2019-02-04,28.190000534057617
2018-07-27,27.290000915527344
2018-08-28,28.059999465942383
2019-01-03,27.34000015258789
2019-08-15,26.81999969482422
2018-10-31,27.420000076293945
2019-09-16,29.030000686645508
2020-02-18,29.520000457763672
2020-05-07,29.8700008392334
2018-08-17,29.639999389648438
2019-12-04,29.950000762939453
2020-02-21,29.860000610351562
2018-12-17,29.84000015258789
2019-08-30,29.6299991607666
2018-11-15,28.959999084472656
2019-07-29,28.100000381469727
2019-06-27,27.889999389648438
2019-04-24,28.170000076293945
2018-07-10,28.1200008392334
2018-09-12,27.959999084472656
2019-02-19,28.15999984741211
2019-01-18,28.34000015258789
2020-02-24,28.440000534057617
2020-05-13,28.799999237060547
2019-12-10,28.739999771118164
2020-02-27,29.760000228881836
2019-12-13,29.520000457763672
2020-05-19,29.850000381469727
2019-03-06,30.200000762939453
2018-11-30,29.260000228881836
2019-08-13,29.469999313354492
2019-07-12,29.059999465942383
2019-06-10,28.979999542236328
2019-05-09,29.049999237060547
2018-07-25,29.040000915527344
2018-09-27,29.020000457763672
2018-10-29,28.90999984741211
2019-10-16,28.479999542236328
2019-12-16,28.5
2020-03-04,28.299999237060547
2020-05-22,27.989999771118164
2019-10-01,26.579999923706055
2019-12-19,26.139999389648438
2018-09-10,27.850000381469727
2019-05-24,28.030000686645508
2018-08-09,28.239999771118164
2019-04-22,28.06999969482422
2019-03-21,28.850000381469727
2019-01-16,28.31999969482422
2019-08-28,28.969999313354492
2018-11-13,29.469999313354492
2018-10-12,30.0
2019-06-25,30.290000915527344
2020-03-10,30.56999969482422
2020-05-28,30.40999984741211
2019-10-07,30.209999084472656
2020-03-13,30.670000076293945
2019-10-10,30.290000915527344
2020-03-16,30.3799991607666
2020-06-03,31.0
2018-11-28,32.900001525878906
2018-09-25,32.61000061035156
2018-07-23,32.650001525878906
2018-08-24,33.720001220703125
2019-07-10,34.02000045776367
2019-05-07,33.689998626708984
2019-04-05,34.08000183105469
2019-03-04,33.650001525878906
2019-01-31,34.310001373291016
2019-09-12,35.04999923706055
2019-12-31,35.33000183105469
2020-03-19,35.47999954223633
2020-01-03,35.25
2020-06-09,35.2599983215332
2019-02-15,35.59000015258789
2019-01-14,36.189998626708984
2018-07-06,36.2599983215332
2018-08-07,36.31999969482422
2018-10-10,36.58000183105469
2018-12-13,37.04999923706055
2019-08-26,36.7400016784668
2019-07-25,36.97999954223633
2019-05-22,37.4900016784668
2019-03-19,37.34000015258789
2020-01-06,37.380001068115234
2020-03-25,37.58000183105469
2020-06-12,37.150001525878906
2019-10-22,37.349998474121094
2020-01-09,37.25
2020-06-15,37.119998931884766
2019-10-25,36.810001373291016
2020-03-31,36.209999084472656
2020-06-18,35.88999938964844
2019-04-03,36.25
2018-08-22,36.279998779296875
2018-10-25,36.459999084472656
2019-01-29,36.349998474121094
2018-12-28,36.29999923706055
2018-11-26,36.27000045776367
2019-08-09,36.869998931884766
2019-07-08,36.70000076293945
2019-06-06,37.20000076293945
2019-09-10,36.650001525878906
2020-01-15,36.720001220703125
2020-04-03,36.900001525878906
2019-10-31,36.83000183105469
2020-04-06,36.779998779296875
2020-06-24,37.13999938964844
2018-11-09,37.68000030517578
2019-07-23,37.91999816894531
2019-06-21,37.9900016784668
2019-05-20,38.04999923706055
2019-04-18,37.84000015258789
2018-09-06,37.810001373291016
2018-10-08,37.75
2019-02-13,37.720001220703125
2018-12-11,36.31999969482422
2019-09-25,36.16999816894531
2020-01-21,36.22999954223633
2020-04-09,36.38999938964844
2019-11-06,35.970001220703125
2020-01-24,35.97999954223633
2020-01-27,36.150001525878906
2020-04-15,36.66999816894531
2018-12-26,38.52000045776367
2019-08-07,38.11000061035156
2019-06-04,38.36000061035156
2018-09-21,38.25
2018-07-19,38.75
2018-08-20,37.79999923706055
2018-10-23,37.59000015258789
2019-05-03,38.279998779296875
2019-04-01,37.880001068115234
2019-02-28,37.68000030517578
2019-11-12,37.540000915527344
2020-01-30,37.619998931884766
2019-11-15,37.380001068115234
2020-04-21,35.869998931884766
2019-04-16,36.79999923706055
2019-03-15,37.040000915527344
2019-02-11,37.27000045776367
2019-01-10,36.900001525878906
2019-08-22,36.560001373291016
2018-11-07,36.58000183105469
2018-08-03,36.310001373291016
2018-09-04,35.95000076293945
2019-06-19,36.130001068115234
2019-09-23,36.220001220703125
2019-11-18,36.099998474121094
2020-02-05,36.380001068115234
2020-04-24,35.93000030517578
2019-03-29,35.619998931884766
2019-11-21,36.540000915527344
2020-04-27,36.560001373291016
2020-02-11,36.810001373291016
2020-04-30,37.5099983215332
2019-05-01,38.119998931884766
2019-02-26,38.22999954223633
2019-01-25,39.02000045776367
2018-12-24,39.0
2019-09-06,38.90999984741211
2018-07-17,39.0099983215332
2018-09-19,39.66999816894531
2019-08-05,40.130001068115234
2019-10-08,39.91999816894531
2019-12-11,40.04999923706055
2019-11-27,39.709999084472656
2020-02-14,39.02000045776367
2020-05-06,39.20000076293945
2019-01-08,39.290000915527344
2018-12-07,39.5
2019-08-20,39.88999938964844
2018-11-05,40.08000183105469
2019-07-19,39.900001525878906
2018-10-04,39.79999923706055
2019-06-17,39.540000915527344
2019-05-16,39.939998626708984
2018-08-01,40.0099983215332
2019-03-13,39.599998474121094
2019-12-03,40.060001373291016
2020-02-20,40.27000045776367
2019-12-06,39.91999816894531
2020-05-12,39.029998779296875
2019-12-09,39.77000045776367
2020-02-26,40.209999084472656
2020-05-15,40.66999816894531
2019-03-28,41.029998779296875
2018-09-17,41.029998779296875
2018-08-16,40.810001373291016
2018-10-19,41.22999954223633
2019-04-29,41.56999969482422
2019-01-23,41.380001068115234
2019-09-04,41.189998626708984
2018-11-20,41.099998474121094
2019-07-02,40.58000183105469
2019-05-31,38.810001373291016
2019-12-12,39.689998626708984
2020-05-18,39.720001220703125
2019-09-27,41.25
2020-03-03,40.310001373291016
2020-05-21,39.7400016784668
2019-05-14,40.97999954223633
2018-08-31,39.63999938964844
2018-07-30,39.439998626708984
2018-10-02,40.02000045776367
2019-04-12,40.38999938964844
2019-03-11,40.029998779296875
2019-02-07,40.380001068115234
2019-07-17,40.0
2019-09-19,38.70000076293945
2019-10-21,39.400001525878906
2019-12-18,39.0
2020-03-06,40.09000015258789
2019-10-03,40.529998779296875
2020-03-09,40.290000915527344
2020-05-27,39.7400016784668
2019-12-24,39.63999938964844
2020-03-12,40.79999923706055
2018-12-20,40.369998931884766
2019-08-01,41.400001525878906
2018-08-14,40.27000045776367
2018-07-13,39.900001525878906
2018-10-17,40.290000915527344
2019-05-29,40.369998931884766
2019-03-26,40.29999923706055
2019-02-22,40.529998779296875
2019-10-04,40.36000061035156
2019-11-05,40.400001525878906
2019-12-27,40.36000061035156
2020-06-02,40.2400016784668
2019-12-30,39.560001373291016
2020-03-18,39.2400016784668
2020-06-05,38.91999816894531
2019-07-15,38.369998931884766
2018-12-03,38.97999954223633
2019-06-13,38.540000915527344
2019-01-04,38.16999816894531
2018-08-29,37.95000076293945
2019-02-05,38.310001373291016
2018-11-01,37.81999969482422
2019-08-16,37.31999969482422
2019-04-10,37.849998474121094
2019-09-17,37.93000030517578
2019-10-15,38.54999923706055
2020-01-02,38.36000061035156
2020-06-08,38.880001068115234
2019-10-18,38.91999816894531
2020-03-24,39.09000015258789
2020-06-11,38.81999969482422
2020-01-08,39.2599983215332
2019-04-25,38.939998626708984
2019-07-30,39.20000076293945
2019-02-20,35.619998931884766
2018-07-11,35.84000015258789
2018-09-13,35.939998626708984
2018-10-15,36.11000061035156
2019-06-28,35.86000061035156
2018-12-18,35.25
2018-11-16,35.25
2019-10-02,35.40999984741211
2020-03-27,35.47999954223633
2020-01-10,35.5
2019-10-24,34.88999938964844
2020-03-30,35.13999938964844
2020-06-17,35.25
2020-01-14,35.06999969482422
2020-04-02,34.63999938964844
2019-01-02,34.959999084472656
2019-08-14,35.27000045776367
2018-10-30,35.099998474121094
2019-06-11,35.060001373291016
2019-05-10,34.86000061035156
2019-04-08,34.939998626708984
2018-08-27,35.119998931884766
2018-07-26,35.849998474121094
2018-09-28,35.75
2019-03-07,35.849998474121094
2019-10-30,35.52000045776367
2020-01-17,34.900001525878906
2020-06-23,34.75
2020-04-08,34.970001220703125
2020-06-26,34.790000915527344
2019-03-22,34.86000061035156
2019-01-17,34.56999969482422
2019-08-29,34.720001220703125
2018-11-14,34.91999816894531
2019-06-26,35.310001373291016
2018-09-11,35.47999954223633
2018-07-09,35.400001525878906
2018-08-10,35.900001525878906
2019-04-23,35.63999938964844
2019-09-30,36.040000915527344
2020-01-23,36.189998626708984
2019-11-08,36.209999084472656
2020-04-14,36.209999084472656
2019-11-11,36.25
2020-01-29,36.06999969482422
2020-04-17,35.79999923706055
2018-07-24,36.11000061035156
2018-09-26,36.29999923706055
2019-05-08,35.959999084472656
2019-03-05,35.779998779296875
2019-02-01,35.619998931884766
2018-12-31,35.599998474121094
2018-11-29,35.18000030517578
2019-08-12,34.88999938964844
2019-07-11,34.72999954223633
2019-09-13,35.349998474121094
2019-11-14,35.33000183105469
2020-04-20,35.91999816894531
2020-02-04,35.81999969482422
2020-04-23,35.720001220703125
2018-12-14,35.88999938964844
2019-08-27,35.61000061035156
2018-08-08,35.36000061035156
2018-10-11,35.47999954223633
2018-11-12,36.209999084472656
2019-07-26,34.58000183105469
2019-06-24,35.060001373291016
2019-05-23,33.560001373291016
2019-03-20,34.38999938964844
2019-01-15,37.40999984741211
2019-11-20,37.130001068115234
2020-02-07,38.0
2020-02-10,36.20000076293945
2020-04-29,36.02000045776367
2019-11-26,36.439998626708984
2020-02-13,37.150001525878906
2019-01-30,37.189998626708984
2018-08-23,38.13999938964844
2018-09-24,37.869998931884766
2018-11-27,37.529998779296875
2018-10-26,37.689998626708984
2019-07-09,38.20000076293945
2019-06-07,37.2599983215332
2019-05-06,36.459999084472656
2019-04-04,36.689998626708984
2019-09-11,35.040000915527344
2019-11-29,34.63999938964844
2020-05-05,35.959999084472656
2019-12-02,36.720001220703125
2020-02-19,38.4900016784668
2020-05-08,37.220001220703125
2019-05-21,36.38999938964844
2019-03-18,35.52000045776367
2018-09-07,36.040000915527344
2018-08-06,34.83000183105469
2018-10-09,33.029998779296875
2019-02-14,33.9900016784668
2018-12-12,32.2400016784668
2019-07-24,33.279998779296875
2019-09-26,31.299999237060547
2019-10-28,29.600000381469727
2019-12-05,27.579999923706055
2020-05-11,26.34000015258789
2019-07-03,27.670000076293945
2020-02-25,28.3700008392334
2020-05-14,30.15999984741211
2020-02-28,30.18000030517578
2019-08-08,31.190000534057617
2019-06-05,30.059999465942383
2018-07-20,28.780000686645508
2018-08-21,29.190000534057617
2018-10-24,29.40999984741211
2019-04-02,31.18000030517578
2019-03-01,31.6200008392334
2019-01-28,33.0099983215332
2018-12-27,33.83000183105469
2019-09-09,34.7599983215332
2020-03-02,35.7400016784668
2020-05-20,36.189998626708984
2019-12-17,37.220001220703125
2020-03-05,37.459999084472656
2019-02-12,37.63999938964844
2019-01-11,37.61000061035156
2018-12-10,38.25
2019-08-23,37.90999984741211
2018-11-08,39.349998474121094
2019-07-22,39.630001068115234
2019-06-20,39.08000183105469
2018-09-05,39.029998779296875
2019-04-17,39.83000183105469
2019-09-24,39.25
2019-12-20,39.83000183105469
2020-05-26,40.31999969482422
2019-04-30,40.95000076293945
2019-12-23,41.369998931884766
2020-03-11,42.150001525878906
2020-05-29,42.130001068115234
2019-12-26,42.0
2020-06-01,41.58000183105469
2019-05-02,42.040000915527344
2019-02-27,42.11000061035156
2018-11-23,42.5
2019-08-06,42.400001525878906
2018-07-18,42.709999084472656
2018-09-20,42.470001220703125
2018-10-22,43.45000076293945
2019-07-05,43.36000061035156
2019-06-03,44.150001525878906
2019-10-09,44.22999954223633
2019-10-11,45.540000915527344
2020-03-17,45.20000076293945
2020-06-04,45.97999954223633
2019-10-14,46.45000076293945
2020-03-20,49.36000061035156
2018-11-06,48.81999969482422
2019-06-18,48.720001220703125
2019-05-17,49.75
2019-04-15,49.25
2019-03-14,47.939998626708984
2019-01-09,47.65999984741211
2018-08-02,47.88999938964844
2018-10-05,48.119998931884766
2019-08-21,48.43000030517578
2019-10-17,48.439998626708984
2020-03-23,48.290000915527344
2020-06-10,49.15999984741211
2019-02-25,49.79999923706055
2020-01-07,48.77000045776367
2020-03-26,49.400001525878906
2019-10-23,50.88999938964844
