Dates,GE
2018-06-20,12.269230842590332
2018-06-21,12.317307472229004
2018-06-25,12.269230842590332
2018-06-22,12.52884578704834
2018-06-26,12.942307472229004
2018-06-27,13.326923370361328
2018-06-28,13.40384578704834
2018-06-29,13.298076629638672
2018-07-02,12.961538314819336
2018-07-03,12.836538314819336
2018-07-05,12.865385055541992
2018-07-16,12.855769157409668
2018-09-18,13.40384578704834
2019-01-24,13.461538314819336
2019-09-05,13.519230842590332
2018-11-21,13.509614944458008
2020-01-13,13.432692527770996
2020-04-01,13.355769157409668
2020-06-19,13.317307472229004
2019-10-29,13.211538314819336
2020-01-16,13.192307472229004
2020-06-22,13.192307472229004
2018-10-03,12.519230842590332
2018-07-31,12.423076629638672
2019-03-12,12.625
2019-02-08,12.59615421295166
2019-01-07,12.615385055541992
2018-12-06,12.538461685180664
2019-08-19,12.682692527770996
2019-07-18,13.02884578704834
2019-05-15,12.663461685180664
2019-09-20,12.644230842590332
2019-11-01,12.615385055541992
2020-04-07,12.615385055541992
2020-06-25,12.682692527770996
2020-06-16,12.509614944458008
2019-11-04,12.413461685180664
2020-01-22,12.230769157409668
2019-11-07,12.0
2020-04-13,11.798076629638672
2019-07-01,11.788461685180664
2019-05-30,11.788461685180664
2018-08-15,11.798076629638672
2018-10-18,11.865385055541992
2019-03-27,12.125
2019-01-22,11.932692527770996
2018-12-21,12.038461685180664
2019-09-03,12.0
2018-11-19,12.27884578704834
2019-08-02,12.27884578704834
2020-01-28,12.375
2020-04-16,12.240385055541992
2019-11-13,12.384614944458008
2020-01-31,11.97115421295166
2018-12-04,12.019230842590332
2018-11-02,11.913461685180664
2019-07-16,11.884614944458008
2018-08-30,11.961538314819336
2018-10-01,11.826923370361328
2019-06-14,12.182692527770996
2019-05-13,12.048076629638672
2019-04-11,12.125
2019-02-06,12.182692527770996
2019-09-18,12.134614944458008
2020-02-03,12.105769157409668
2020-04-22,11.923076629638672
2019-11-19,11.634614944458008
2020-02-06,11.27884578704834
2019-11-22,10.817307472229004
2019-03-25,10.932692527770996
2019-02-21,11.0
2018-12-19,12.519230842590332
2018-07-12,11.84615421295166
2018-09-14,11.865385055541992
2018-08-13,11.932692527770996
2018-10-16,12.384614944458008
2019-07-31,13.0
2019-05-28,13.182692527770996
2019-04-26,12.875
2020-04-28,12.615385055541992
2019-11-25,12.048076629638672
2020-02-12,11.77884578704834
2020-05-01,11.759614944458008
2020-05-04,11.77884578704834
2019-06-12,11.673076629638672
2019-04-09,11.807692527770996
2019-03-08,12.105769157409668
2019-02-04,11.682692527770996
2018-07-27,12.22115421295166
2018-08-28,11.730769157409668
2019-01-03,11.144230842590332
2019-08-15,10.990385055541992
2018-10-31,10.15384578704834
2019-09-16,9.788461685180664
2020-02-18,9.625
2020-05-07,9.25
2018-08-17,9.02884578704834
2019-12-04,9.0
2020-02-21,9.086538314819336
2018-12-17,8.788461685180664
2019-08-30,8.451923370361328
2018-11-15,8.09615421295166
2019-07-29,7.711538314819336
2019-06-27,8.423076629638672
2019-04-24,7.92307710647583
2018-07-10,7.769230842590332
2018-09-12,7.682692527770996
2019-02-19,7.375
2019-01-18,7.490384578704834
2020-02-24,7.480769157409668
2020-05-13,7.317307472229004
2019-12-10,7.20192289352417
2020-02-27,7.105769157409668
2019-12-13,7.355769157409668
2020-05-19,7.365384578704834
2019-03-06,7.25
2018-11-30,7.45192289352417
2019-08-13,6.92307710647583
2019-07-12,7.019230842590332
2019-06-10,6.70192289352417
2019-05-09,6.769230842590332
2018-07-25,6.57692289352417
2018-09-27,7.20192289352417
2018-10-29,6.807692527770996
2019-10-16,6.817307472229004
2019-12-16,6.903846263885498
2020-03-04,7.346153736114502
2020-05-22,7.355769157409668
2019-10-01,7.038461685180664
2019-12-19,6.788461685180664
2018-09-10,6.721153736114502
2019-05-24,6.903846263885498
2018-08-09,6.913461685180664
2019-04-22,7.230769157409668
2019-03-21,7.17307710647583
