Dates,GE
2018-06-20,12.259614944458008
2018-06-21,12.125
2018-06-25,12.269230842590332
2018-06-22,12.25
2018-06-26,12.875
2018-06-27,13.269230842590332
2018-06-28,13.15384578704834
2018-06-29,13.048076629638672
2018-07-02,12.682692527770996
2018-07-03,12.788461685180664
2018-07-05,12.538461685180664
2018-07-16,12.807692527770996
2018-09-18,13.375
2019-01-24,13.442307472229004
2019-09-05,13.451923370361328
2018-11-21,13.394230842590332
2020-01-13,13.34615421295166
2020-04-01,13.269230842590332
2020-06-19,13.125
2019-10-29,13.173076629638672
2020-01-16,13.09615421295166
2020-06-22,12.480769157409668
2018-10-03,12.40384578704834
2018-07-31,12.355769157409668
2019-03-12,12.461538314819336
2019-02-08,12.557692527770996
2019-01-07,12.480769157409668
2018-12-06,12.509614944458008
2019-08-19,12.65384578704834
2019-07-18,12.730769157409668
2019-05-15,12.557692527770996
2019-09-20,12.59615421295166
2019-11-01,12.557692527770996
2020-04-07,12.519230842590332
2020-06-25,12.47115421295166
2020-06-16,12.413461685180664
2019-11-04,12.22115421295166
2020-01-22,11.913461685180664
2019-11-07,11.84615421295166
2020-04-13,11.480769157409668
2019-07-01,11.740385055541992
2019-05-30,11.740385055541992
2018-08-15,11.673076629638672
2018-10-18,11.855769157409668
2019-03-27,11.942307472229004
2019-01-22,11.913461685180664
2018-12-21,11.990385055541992
2019-09-03,11.97115421295166
2018-11-19,12.230769157409668
2019-08-02,12.182692527770996
2020-01-28,12.259614944458008
2020-04-16,12.211538314819336
2019-11-13,12.144230842590332
2020-01-31,11.769230842590332
2018-12-04,12.019230842590332
2018-11-02,11.798076629638672
2019-07-16,11.875
2018-08-30,11.759614944458008
2018-10-01,11.759614944458008
2019-06-14,11.951923370361328
2019-05-13,11.90384578704834
2019-04-11,12.115385055541992
2019-02-06,12.076923370361328
2019-09-18,12.076923370361328
2020-02-03,11.884614944458008
2020-04-22,11.692307472229004
2019-11-19,11.15384578704834
2020-02-06,10.788461685180664
2019-11-22,10.77884578704834
2019-03-25,10.923076629638672
2019-02-21,10.817307472229004
2018-12-19,11.480769157409668
2018-07-12,11.317307472229004
2018-09-14,11.807692527770996
2018-08-13,11.865385055541992
2018-10-16,12.365385055541992
2019-07-31,12.75
2019-05-28,12.894230842590332
2019-04-26,12.72115421295166
2020-04-28,12.173076629638672
2019-11-25,11.730769157409668
2020-02-12,11.673076629638672
2020-05-01,11.538461685180664
2020-05-04,11.65384578704834
2019-06-12,11.59615421295166
2019-04-09,11.788461685180664
2019-03-08,11.855769157409668
2019-02-04,11.615385055541992
2018-07-27,11.673076629638672
2018-08-28,11.269230842590332
2019-01-03,10.740385055541992
2019-08-15,10.509614944458008
2018-10-31,9.490385055541992
2019-09-16,9.423076629638672
2020-02-18,9.173076629638672
2020-05-07,8.72115421295166
2018-08-17,8.913461685180664
2019-12-04,9.0
2020-02-21,8.788461685180664
2018-12-17,8.701923370361328
2019-08-30,7.836538314819336
2018-11-15,7.42307710647583
2019-07-29,7.663461685180664
2019-06-27,7.875
2019-04-24,7.75
2018-07-10,7.432692527770996
2018-09-12,7.490384578704834
2019-02-19,7.240384578704834
2019-01-18,7.432692527770996
2020-02-24,7.259615421295166
2020-05-13,6.980769157409668
2019-12-10,7.086538314819336
2020-02-27,7.086538314819336
2019-12-13,7.20192289352417
2020-05-19,7.115384578704834
2019-03-06,7.240384578704834
2018-11-30,7.0
2019-08-13,6.875
2019-07-12,6.721153736114502
2019-06-10,6.490384578704834
2019-05-09,6.403846263885498
2018-07-25,6.442307472229004
2018-09-27,6.846153736114502
2018-10-29,6.730769157409668
2019-10-16,6.740384578704834
2019-12-16,6.884615421295166
2020-03-04,7.259615421295166
2020-05-22,7.07692289352417
2019-10-01,6.82692289352417
2019-12-19,6.634615421295166
2018-09-10,6.509615421295166
2019-05-24,6.682692527770996
2018-08-09,6.913461685180664
2019-04-22,7.067307472229004
2019-03-21,7.125
2019-01-16,7.480769157409668
2019-08-28,7.67307710647583
2018-11-13,7.971153736114502
2018-10-12,8.192307472229004
2019-06-25,7.865384578704834
2020-03-10,8.163461685180664
2020-05-28,8.384614944458008
2019-10-07,8.423076629638672
2020-03-13,8.365385055541992
2019-10-10,8.326923370361328
2020-03-16,8.413461685180664
2020-06-03,8.682692527770996
2018-11-28,8.230769157409668
2018-09-25,8.27884578704834
2018-07-23,8.27884578704834
2018-08-24,8.5
2019-07-10,8.413461685180664
2019-05-07,8.317307472229004
2019-04-05,8.538461685180664
2019-03-04,9.384614944458008
2019-01-31,9.576923370361328
2019-09-12,9.711538314819336
2019-12-31,9.77884578704834
2020-03-19,10.02884578704834
2020-01-03,9.586538314819336
2020-06-09,9.173076629638672
2019-02-15,9.451923370361328
2019-01-14,9.52884578704834
2018-07-06,9.567307472229004
2018-08-07,9.567307472229004
2018-10-10,9.673076629638672
2018-12-13,9.567307472229004
2019-08-26,9.625
2019-07-25,9.615385055541992
2019-05-22,9.605769157409668
2019-03-19,10.365385055541992
2020-01-06,10.529999732971191
2020-03-25,10.640000343322754
2020-06-12,10.329999923706055
2019-10-22,10.050000190734863
2020-01-09,10.220000267028809
2020-06-15,9.579999923706055
2019-10-25,9.050000190734863
2020-03-31,9.069999694824219
2020-06-18,9.279999732971191
2019-04-03,9.329999923706055
2018-08-22,9.65999984741211
2018-10-25,9.699999809265137
2019-01-29,10.199999809265137
2018-12-28,9.899999618530273
2018-11-26,9.970000267028809
2019-08-09,10.140000343322754
2019-07-08,10.119999885559082
2019-06-06,10.130000114440918
2019-09-10,9.920000076293945
2020-01-15,9.8100004196167
2020-04-03,9.930000305175781
2019-10-31,9.899999618530273
2020-04-06,9.800000190734863
2020-06-24,9.920000076293945
2018-11-09,10.0
2019-07-23,10.039999961853027
2019-06-21,10.0
2019-05-20,9.970000267028809
2019-04-18,9.979999542236328
2018-09-06,9.149999618530273
2018-10-08,9.119999885559082
2019-02-13,9.079999923706055
2018-12-11,9.100000381469727
2019-09-25,8.989999771118164
2020-01-21,8.789999961853027
2020-04-09,8.989999771118164
2019-11-06,9.0600004196167
2020-01-24,9.100000381469727
2020-01-27,9.180000305175781
2020-04-15,9.220000267028809
2018-12-26,9.210000038146973
2019-08-07,8.979999542236328
2019-06-04,9.109999656677246
2018-09-21,9.539999961853027
2018-07-19,9.960000038146973
2018-08-20,10.09000015258789
2018-10-23,10.079999923706055
