Dates,GE
2019-01-10,10.0
2019-08-22,9.880000114440918
2018-11-07,9.960000038146973
2018-08-03,9.899999618530273
2018-09-04,9.5600004196167
2019-06-19,9.449999809265137
2019-09-23,9.359999656677246
2019-11-18,9.369999885559082
2020-02-05,9.470000267028809
2020-04-24,9.4399995803833
2019-03-29,9.529999732971191
2019-11-21,10.0
2020-04-27,9.890000343322754
2020-02-11,9.920000076293945
2020-04-30,9.979999542236328
2019-05-01,10.050000190734863
2019-02-26,10.119999885559082
2019-01-25,10.279999732971191
2018-12-24,10.3100004196167
2019-09-06,10.229999542236328
2018-07-17,10.050000190734863
2018-09-19,10.420000076293945
2019-08-05,10.34000015258789
2019-10-08,10.630000114440918
2019-12-11,10.479999542236328
2019-11-27,10.279999732971191
2020-02-14,10.220000267028809
2020-05-06,10.270000457763672
2019-01-08,10.399999618530273
2018-12-07,10.5
2019-08-20,10.630000114440918
2018-11-05,10.619999885559082
2019-07-19,10.609999656677246
2018-10-04,10.5
2019-06-17,10.199999809265137
2019-05-16,10.25
2018-08-01,10.199999809265137
2019-03-13,10.109999656677246
2019-12-03,10.369999885559082
2020-02-20,10.270000457763672
2019-12-06,10.380000114440918
2020-05-12,9.979999542236328
2019-12-09,10.0600004196167
2020-02-26,10.039999961853027
2020-05-15,10.210000038146973
2019-03-28,10.649999618530273
2018-09-17,10.680000305175781
2018-08-16,10.430000305175781
2018-10-19,10.510000228881836
2019-04-29,10.380000114440918
2019-01-23,10.520000457763672
2019-09-04,10.449999809265137
2018-11-20,10.079999923706055
2019-07-02,10.0
2019-05-31,9.65999984741211
2019-12-12,9.569999694824219
2020-05-18,9.460000038146973
2019-09-27,9.489999771118164
2020-03-03,9.149999618530273
2020-05-21,9.050000190734863
2019-05-14,9.350000381469727
2018-08-31,9.029999732971191
2018-07-30,8.010000228881836
2018-10-02,8.789999961853027
2019-04-12,8.670000076293945
2019-03-11,8.380000114440918
2019-02-07,8.15999984741211
2019-07-17,8.1899995803833
2019-09-19,7.96999979019165
2019-10-21,8.050000190734863
2019-12-18,7.929999828338623
2020-03-06,7.940000057220459
2019-10-03,8.109999656677246
2020-03-09,8.25
2020-05-27,8.329999923706055
2019-12-24,8.800000190734863
2020-03-12,8.8100004196167
2018-12-20,8.710000038146973
2019-08-01,8.960000038146973
2018-08-14,9.140000343322754
2018-07-13,9.359999656677246
2018-10-17,9.260000228881836
2019-05-29,9.34000015258789
2019-03-26,9.380000114440918
2019-02-22,9.359999656677246
2019-10-04,9.380000114440918
2019-11-05,9.420000076293945
2019-12-27,9.369999885559082
2020-06-02,9.34000015258789
2019-12-30,8.970000267028809
2020-03-18,9.15999984741211
2020-06-05,9.020000457763672
2019-07-15,9.039999961853027
2018-12-03,8.9399995803833
2019-06-13,8.609999656677246
2019-01-04,8.510000228881836
2018-08-29,8.710000038146973
2019-02-05,8.569999694824219
2018-11-01,8.5600004196167
2019-08-16,8.279999732971191
2019-04-10,8.350000381469727
2019-09-17,8.449999809265137
2019-10-15,8.800000190734863
2020-01-02,8.720000267028809
2020-06-08,8.890000343322754
2019-10-18,8.899999618530273
2020-03-24,9.039999961853027
2020-06-11,8.960000038146973
2020-01-08,8.789999961853027
2019-04-25,9.0600004196167
2019-07-30,9.140000343322754
2019-02-20,8.949999809265137
2018-07-11,9.0
2018-09-13,9.069999694824219
2018-10-15,9.069999694824219
2019-06-28,10.109999656677246
2018-12-18,9.979999542236328
2018-11-16,10.380000114440918
2019-10-02,10.930000305175781
2020-03-27,10.970000267028809
2020-01-10,11.020000457763672
2019-10-24,11.289999961853027
2020-03-30,11.520000457763672
2020-06-17,11.350000381469727
2020-01-14,11.420000076293945
2020-04-02,11.289999961853027
2019-01-02,11.289999961853027
2019-08-14,11.520000457763672
2018-10-30,11.4399995803833
2019-06-11,11.5
2019-05-10,11.390000343322754
2019-04-08,11.529999732971191
2018-08-27,11.550000190734863
2018-07-26,11.579999923706055
2018-09-28,11.350000381469727
2019-03-07,11.289999961853027
2019-10-30,11.270000457763672
2020-01-17,11.15999984741211
2020-06-23,10.989999771118164
2020-04-08,10.899999618530273
2020-06-26,10.789999961853027
2019-03-22,11.100000381469727
2019-01-17,10.989999771118164
2019-08-29,11.010000228881836
2018-11-14,10.970000267028809
2019-06-26,11.4399995803833
2018-09-11,11.34000015258789
2018-07-09,11.170000076293945
2018-08-10,11.100000381469727
2019-04-23,10.960000038146973
2019-09-30,11.039999961853027
2020-01-23,11.029999732971191
2019-11-08,11.15999984741211
2020-04-14,11.1899995803833
2019-11-11,11.229999542236328
2020-01-29,11.180000305175781
2020-04-17,11.079999923706055
2018-07-24,11.15999984741211
2018-09-26,11.930000305175781
2019-05-08,11.970000267028809
2019-03-05,12.140000343322754
2019-02-01,12.050000190734863
2018-12-31,11.9399995803833
2018-11-29,11.90999984741211
2019-08-12,11.670000076293945
2019-07-11,12.119999885559082
2019-09-13,12.029999732971191
2019-11-14,11.869999885559082
2020-04-20,11.84000015258789
2020-02-04,11.8100004196167
2020-04-23,11.65999984741211
2018-12-14,11.369999885559082
2019-08-27,11.770000457763672
2018-08-08,11.710000038146973
2018-10-11,11.4399995803833
2018-11-12,11.729999542236328
2019-07-26,12.9399995803833
2019-06-24,12.729999542236328
2019-05-23,12.449999809265137
2019-03-20,12.260000228881836
2019-01-15,12.579999923706055
2019-11-20,12.859999656677246
2020-02-07,12.949999809265137
2020-02-10,12.829999923706055
2020-04-29,12.90999984741211
2019-11-26,12.850000381469727
2020-02-13,13.15999984741211
2019-01-30,12.9399995803833
2018-08-23,12.829999923706055
2018-09-24,12.75
2018-11-27,12.609999656677246
2018-10-26,12.529999732971191
2019-07-09,12.25
2019-06-07,11.859999656677246
2019-05-06,11.319999694824219
2019-04-04,10.949999809265137
2019-09-11,10.390000343322754
2019-11-29,10.880000114440918
2020-05-05,11.210000038146973
2019-12-02,10.880000114440918
2020-02-19,10.949999809265137
2020-05-08,10.079999923706055
2019-05-21,9.399999618530273
2019-03-18,8.210000038146973
2018-09-07,8.850000381469727
2018-08-06,8.210000038146973
2018-10-09,7.230000019073486
2019-02-14,7.849999904632568
2018-12-12,6.659999847412109
2019-07-24,7.079999923706055
2019-09-26,6.599999904632568
2019-10-28,6.480000019073486
2019-12-05,6.519999980926514
2020-05-11,6.110000133514404
2019-07-03,7.010000228881836
2020-02-25,7.559999942779541
2020-05-14,8.119999885559082
2020-02-28,7.619999885559082
2019-08-08,7.889999866485596
2019-06-05,7.940000057220459
2018-07-20,7.039999961853027
2018-08-21,6.900000095367432
2018-10-24,6.730000019073486
2019-04-02,7.230000019073486
2019-03-01,7.03000020980835
2019-01-28,7.300000190734863
2018-12-27,7.139999866485596
2019-09-09,7.019999980926514
2020-03-02,6.929999828338623
2020-05-20,6.5
2019-12-17,6.239999771118164
2020-03-05,6.840000152587891
2019-02-12,6.510000228881836
2019-01-11,6.480000019073486
2018-12-10,6.429999828338623
2019-08-23,6.519999980926514
2018-11-08,6.260000228881836
2019-07-22,6.429999828338623
2019-06-20,6.800000190734863
2018-09-05,6.579999923706055
2019-04-17,6.800000190734863
2019-09-24,6.5
2019-12-20,6.210000038146973
2020-05-26,6.199999809265137
2019-04-30,5.980000019073486
2019-12-23,6.110000133514404
2020-03-11,6.289999961853027
2020-05-29,6.190000057220459
2019-12-26,6.0
2020-06-01,5.789999961853027
2019-05-02,5.699999809265137
2019-02-27,5.489999771118164
2018-11-23,6.269999980926514
2019-08-06,6.210000038146973
2018-07-18,6.420000076293945
2018-09-20,6.480000019073486
2018-10-22,6.409999847412109
2019-07-05,6.800000190734863
2019-06-03,7.289999961853027
2019-10-09,6.78000020980835
2019-10-11,6.570000171661377
2020-03-17,6.760000228881836
2020-06-04,7.050000190734863
2019-10-14,7.360000133514404
2020-03-20,7.739999771118164
2018-11-06,7.880000114440918
2019-06-18,8.460000038146973
2019-05-17,8.020000457763672
2019-04-15,7.610000133514404
2019-03-14,6.949999809265137
2019-01-09,7.25
2018-08-02,7.239999771118164
2018-10-05,7.46999979019165
2019-08-21,7.239999771118164
2019-10-17,7.28000020980835
2020-03-23,7.150000095367432
2020-06-10,7.039999961853027
2019-02-25,7.0
2020-01-07,6.53000020980835
2020-03-26,6.679999828338623
2019-10-23,6.480000019073486
