Dates,GE
2018-06-20,12.605769157409668
2018-06-21,12.326923370361328
2018-06-25,12.576923370361328
2018-06-22,12.548076629638672
2018-06-26,13.40384578704834
2018-06-27,13.884614944458008
2018-06-28,13.461538314819336
2018-06-29,13.365385055541992
2018-07-02,13.02884578704834
2018-07-03,12.97115421295166
2018-07-05,12.923076629638672
2018-07-16,13.365385055541992
2018-09-18,13.59615421295166
2019-01-24,13.634614944458008
2019-09-05,13.740385055541992
2018-11-21,13.59615421295166
2020-01-13,13.52884578704834
2020-04-01,13.413461685180664
2020-06-19,13.355769157409668
2019-10-29,13.27884578704834
2020-01-16,13.34615421295166
2020-06-22,13.25
2018-10-03,12.615385055541992
2018-07-31,12.625
2019-03-12,12.644230842590332
2019-02-08,12.759614944458008
2019-01-07,12.673076629638672
2018-12-06,12.701923370361328
2019-08-19,13.125
2019-07-18,13.02884578704834
2019-05-15,12.701923370361328
2019-09-20,12.740385055541992
2019-11-01,12.673076629638672
2020-04-07,12.740385055541992
2020-06-25,12.682692527770996
2020-06-16,12.52884578704834
2019-11-04,12.413461685180664
2020-01-22,12.240385055541992
2019-11-07,12.115385055541992
2020-04-13,11.884614944458008
2019-07-01,11.884614944458008
2019-05-30,11.865385055541992
2018-08-15,11.913461685180664
2018-10-18,12.201923370361328
2019-03-27,12.134614944458008
2019-01-22,12.076923370361328
2018-12-21,12.076923370361328
2019-09-03,12.288461685180664
2018-11-19,12.394230842590332
2019-08-02,12.480769157409668
2020-01-28,12.47115421295166
2020-04-16,12.451923370361328
2019-11-13,12.384614944458008
2020-01-31,12.09615421295166
2018-12-04,12.307692527770996
2018-11-02,11.961538314819336
2019-07-16,12.211538314819336
2018-08-30,11.990385055541992
2018-10-01,12.144230842590332
2019-06-14,12.259614944458008
2019-05-13,12.259614944458008
2019-04-11,12.394230842590332
2019-02-06,12.259614944458008
2019-09-18,12.490385055541992
2020-02-03,12.201923370361328
2020-04-22,12.076923370361328
2019-11-19,11.634614944458008
2020-02-06,11.307692527770996
2019-11-22,11.115385055541992
2019-03-25,11.298076629638672
2019-02-21,11.067307472229004
2018-12-19,12.567307472229004
2018-07-12,12.0
2018-09-14,12.144230842590332
2018-08-13,12.192307472229004
2018-10-16,12.788461685180664
2019-07-31,13.115385055541992
2019-05-28,13.25
2019-04-26,13.134614944458008
2020-04-28,12.77884578704834
2019-11-25,12.336538314819336
2020-02-12,12.019230842590332
2020-05-01,11.817307472229004
2020-05-04,12.076923370361328
2019-06-12,11.951923370361328
2019-04-09,12.240385055541992
2019-03-08,12.144230842590332
2019-02-04,12.25
2018-07-27,12.317307472229004
2018-08-28,11.807692527770996
2019-01-03,11.201923370361328
2019-08-15,11.27884578704834
2018-10-31,10.961538314819336
2019-09-16,9.990385055541992
2020-02-18,9.836538314819336
2020-05-07,9.288461685180664
2018-08-17,9.163461685180664
2019-12-04,9.173076629638672
2020-02-21,9.09615421295166
2018-12-17,8.980769157409668
2019-08-30,8.615385055541992
2018-11-15,8.125
2019-07-29,8.701923370361328
2019-06-27,8.509614944458008
2019-04-24,8.269230842590332
2018-07-10,7.884615421295166
2018-09-12,7.92307710647583
2019-02-19,7.557692527770996
2019-01-18,7.625
2020-02-24,7.557692527770996
2020-05-13,7.442307472229004
2019-12-10,7.336538314819336
2020-02-27,7.471153736114502
2019-12-13,7.692307472229004
2020-05-19,7.384615421295166
2019-03-06,7.644230842590332
2018-11-30,7.509615421295166
2019-08-13,7.105769157409668
2019-07-12,7.096153736114502
2019-06-10,6.846153736114502
2019-05-09,6.855769157409668
2018-07-25,6.759615421295166
2018-09-27,7.211538314819336
2018-10-29,6.971153736114502
2019-10-16,6.95192289352417
2019-12-16,7.336538314819336
2020-03-04,7.644230842590332
2020-05-22,7.519230842590332
2019-10-01,7.163461685180664
2019-12-19,6.855769157409668
2018-09-10,7.125
2019-05-24,6.990384578704834
2018-08-09,7.355769157409668
2019-04-22,7.32692289352417
2019-03-21,7.865384578704834
2019-01-16,7.884615421295166
2019-08-28,7.942307472229004
2018-11-13,8.451923370361328
2018-10-12,8.692307472229004
2019-06-25,8.423076629638672
2020-03-10,8.605769157409668
2020-05-28,8.605769157409668
2019-10-07,8.65384578704834
2020-03-13,8.586538314819336
2019-10-10,8.65384578704834
