Dates,FANG
2018-06-20,129.55999755859375
2018-06-21,123.7300033569336
2018-06-25,125.55999755859375
2018-06-22,121.5999984741211
2018-06-26,126.54000091552734
2018-06-27,130.1300048828125
2018-06-28,130.83999633789062
2018-06-29,131.57000732421875
2018-07-02,129.3000030517578
2018-07-03,130.0500030517578
2018-07-05,132.0
2018-07-16,134.97000122070312
2018-09-18,136.6699981689453
2019-01-24,133.9600067138672
2019-09-05,130.75999450683594
2018-11-21,130.27999877929688
2020-01-13,131.33999633789062
2020-04-01,129.99000549316406
2020-06-19,130.64999389648438
2019-10-29,130.58999633789062
2020-01-16,132.08999633789062
2020-06-22,131.14999389648438
2018-10-03,131.1699981689453
2018-07-31,133.4499969482422
2019-03-12,134.67999267578125
2019-02-08,134.5500030517578
2019-01-07,132.33999633789062
2018-12-06,133.7100067138672
2019-08-19,131.9499969482422
2019-07-18,132.8800048828125
2019-05-15,134.49000549316406
2019-09-20,130.8000030517578
2019-11-01,133.6199951171875
2020-04-07,134.74000549316406
2020-06-25,133.7899932861328
2020-06-16,131.14999389648438
2019-11-04,134.8000030517578
2020-01-22,131.8699951171875
2019-11-07,133.75
2020-04-13,117.69999694824219
2019-07-01,120.45999908447266
2019-05-30,120.18000030517578
2018-08-15,120.98999786376953
2018-10-18,122.58999633789062
2019-03-27,124.2300033569336
2019-01-22,121.5999984741211
2018-12-21,121.75
2019-09-03,122.7300033569336
2018-11-19,121.12000274658203
2019-08-02,121.91000366210938
2020-01-28,121.5199966430664
2020-04-16,121.08000183105469
2019-11-13,120.31999969482422
2020-01-31,117.45999908447266
2018-12-04,114.48999786376953
2018-11-02,112.6500015258789
2019-07-16,112.11000061035156
2018-08-30,116.4000015258789
2018-10-01,120.51000213623047
2019-06-14,118.80999755859375
2019-05-13,121.7300033569336
2019-04-11,122.69000244140625
2019-02-06,124.75
2019-09-18,128.5800018310547
2020-02-03,126.72000122070312
2020-04-22,128.5500030517578
2019-11-19,132.86000061035156
2020-02-06,134.50999450683594
2019-11-22,131.3300018310547
2019-03-25,134.05999755859375
2019-02-21,135.19000244140625
2018-12-19,136.8000030517578
2018-07-12,137.0500030517578
2018-09-14,139.9199981689453
2018-08-13,135.25
2018-10-16,136.35000610351562
2019-07-31,132.8800048828125
2019-05-28,135.1300048828125
2019-04-26,129.27999877929688
2020-04-28,124.62999725341797
2019-11-25,126.12000274658203
2020-02-12,127.93000030517578
2020-05-01,130.82000732421875
2020-05-04,129.50999450683594
2019-06-12,126.95999908447266
2019-04-09,127.0999984741211
2019-03-08,124.55999755859375
2019-02-04,119.11000061035156
2018-07-27,112.9000015258789
2018-08-28,114.23999786376953
2019-01-03,113.76000213623047
2019-08-15,108.16999816894531
2018-10-31,109.87999725341797
2019-09-16,112.36000061035156
2020-02-18,115.44999694824219
2020-05-07,114.31999969482422
2018-08-17,115.98999786376953
2019-12-04,113.37000274658203
2020-02-21,115.87000274658203
2018-12-17,110.6500015258789
2019-08-30,113.8499984741211
2018-11-15,110.2300033569336
2019-07-29,107.8499984741211
2019-06-27,108.70999908447266
2019-04-24,112.23999786376953
2018-07-10,114.30999755859375
2018-09-12,113.80999755859375
2019-02-19,108.7300033569336
2019-01-18,109.2300033569336
2020-02-24,104.87999725341797
2020-05-13,109.30999755859375
2019-12-10,109.83999633789062
2020-02-27,109.80000305175781
2019-12-13,112.0
2020-05-19,110.37999725341797
2019-03-06,112.16999816894531
2018-11-30,105.08000183105469
2019-08-13,101.81999969482422
2019-07-12,102.69999694824219
2019-06-10,100.62999725341797
2019-05-09,100.04000091552734
2018-07-25,98.48999786376953
2018-09-27,96.31999969482422
2018-10-29,92.70999908447266
2019-10-16,88.54000091552734
2019-12-16,87.93000030517578
2020-03-04,90.5999984741211
2020-05-22,89.02999877929688
2019-10-01,88.7699966430664
2019-12-19,85.66999816894531
2018-09-10,91.98999786376953
2019-05-24,92.87999725341797
2018-08-09,91.88999938964844
2019-04-22,92.69999694824219
2019-03-21,95.22000122070312
2019-01-16,96.16000366210938
2019-08-28,99.93000030517578
2018-11-13,102.62999725341797
2018-10-12,104.94999694824219
2019-06-25,106.79000091552734
2020-03-10,106.12999725341797
2020-05-28,104.0999984741211
2019-10-07,104.51000213623047
2020-03-13,105.01000213623047
2019-10-10,105.63999938964844
